
Judete, Localitati , Ani, UM: Numar, Valoare
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 1990, Numar, 334
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 1991, Numar, 274
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 1992, Numar, 256
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 1993, Numar, 250
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 1994, Numar, 238
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 1995, Numar, 251
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 1996, Numar, 270
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 1997, Numar, 243
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 1998, Numar, 280
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 1999, Numar, 255
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2000, Numar, 262
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2001, Numar, 236
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2002, Numar, 209
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2003, Numar, 250
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2004, Numar, 264
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2005, Numar, 280
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2006, Numar, 265
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2007, Numar, 281
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2008, Numar, 264
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2009, Numar, 253
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2010, Numar, 237
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2011, Numar, 214
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2012, Numar, 194
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2013, Numar, 205
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2014, Numar, 244
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2015, Numar, 208
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2016, Numar, 198
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 1990, Numar, 169
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 1991, Numar, 114
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 1992, Numar, 128
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 1993, Numar, 116
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 1994, Numar, 115
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 1995, Numar, 89
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 1996, Numar, 100
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 1997, Numar, 95
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 1998, Numar, 107
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 1999, Numar, 111
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2000, Numar, 100
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2001, Numar, 86
