
Judete, Localitati , Ani, UM: Numar, Valoare
Brasov, TOTAL, Anul 2009, Numar, 1657
Brasov, TOTAL, Anul 2010, Numar, 903
Brasov, TOTAL, Anul 2011, Numar, 1396
Brasov, TOTAL, Anul 2012, Numar, 945
Brasov, TOTAL, Anul 2013, Numar, 1075
Brasov, TOTAL, Anul 2014, Numar, 1124
Brasov, TOTAL, Anul 2015, Numar, 1083
Brasov, TOTAL, Anul 2016, Numar, 1024
Cluj, TOTAL, Anul 1990, Numar, 1053
Cluj, TOTAL, Anul 1991, Numar, 1091
Cluj, TOTAL, Anul 1992, Numar, 1003
Cluj, TOTAL, Anul 1993, Numar, 1032
Cluj, TOTAL, Anul 1994, Numar, 836
Cluj, TOTAL, Anul 1995, Numar, 919
Cluj, TOTAL, Anul 1996, Numar, 806
Cluj, TOTAL, Anul 1997, Numar, 774
Cluj, TOTAL, Anul 1998, Numar, 964
Cluj, TOTAL, Anul 1999, Numar, 869
Cluj, TOTAL, Anul 2000, Numar, 839
Cluj, TOTAL, Anul 2001, Numar, 739
Cluj, TOTAL, Anul 2002, Numar, 1022
Cluj, TOTAL, Anul 2003, Numar, 1025
Cluj, TOTAL, Anul 2004, Numar, 1267
Cluj, TOTAL, Anul 2005, Numar, 1036
Cluj, TOTAL, Anul 2006, Numar, 979
Cluj, TOTAL, Anul 2007, Numar, 1053
Cluj, TOTAL, Anul 2008, Numar, 1291
Cluj, TOTAL, Anul 2009, Numar, 1133
Cluj, TOTAL, Anul 2010, Numar, 1041
Cluj, TOTAL, Anul 2011, Numar, 1104
Cluj, TOTAL, Anul 2012, Numar, 1017
Cluj, TOTAL, Anul 2013, Numar, 701
Cluj, TOTAL, Anul 2014, Numar, 696
Cluj, TOTAL, Anul 2015, Numar, 708
Cluj, TOTAL, Anul 2016, Numar, 768
Covasna, TOTAL, Anul 1990, Numar, 209
Covasna, TOTAL, Anul 1991, Numar, 269
Covasna, TOTAL, Anul 1992, Numar, 171
Covasna, TOTAL, Anul 1993, Numar, 168
Covasna, TOTAL, Anul 1994, Numar, 398
Covasna, TOTAL, Anul 1995, Numar, 379
Covasna, TOTAL, Anul 1996, Numar, 391
Covasna, TOTAL, Anul 1997, Numar, 331
Covasna, TOTAL, Anul 1998, Numar, 513
Covasna, TOTAL, Anul 1999, Numar, 352
Covasna, TOTAL, Anul 2000, Numar, 297
Covasna, TOTAL, Anul 2001, Numar, 290
Covasna, TOTAL, Anul 2002, Numar, 275
Covasna, TOTAL, Anul 2003, Numar, 322
Covasna, TOTAL, Anul 2004, Numar, 400
Covasna, TOTAL, Anul 2005, Numar, 396
Covasna, TOTAL, Anul 2006, Numar, 334
Covasna, TOTAL, Anul 2007, Numar, 354
Covasna, TOTAL, Anul 2008, Numar, 326
Covasna, TOTAL, Anul 2009, Numar, 285
Covasna, TOTAL, Anul 2010, Numar, 327
Covasna, TOTAL, Anul 2011, Numar, 283
Covasna, TOTAL, Anul 2012, Numar, 315
Covasna, TOTAL, Anul 2013, Numar, 203
Covasna, TOTAL, Anul 2014, Numar, 164
Covasna, TOTAL, Anul 2015, Numar, 293
Covasna, TOTAL, Anul 2016, Numar, 311
Harghita, TOTAL, Anul 1990, Numar, 337
Harghita, TOTAL, Anul 1991, Numar, 371
Harghita, TOTAL, Anul 1992, Numar, 346
Harghita, TOTAL, Anul 1993, Numar, 395
Harghita, TOTAL, Anul 1994, Numar, 473
Harghita, TOTAL, Anul 1995, Numar, 412
Harghita, TOTAL, Anul 1996, Numar, 440
Harghita, TOTAL, Anul 1997, Numar, 421
Harghita, TOTAL, Anul 1998, Numar, 449
Harghita, TOTAL, Anul 1999, Numar, 365
Harghita, TOTAL, Anul 2000, Numar, 330
Harghita, TOTAL, Anul 2001, Numar, 328
Harghita, TOTAL, Anul 2002, Numar, 336
Harghita, TOTAL, Anul 2003, Numar, 396
Harghita, TOTAL, Anul 2004, Numar, 395
Harghita, TOTAL, Anul 2005, Numar, 382
Harghita, TOTAL, Anul 2006, Numar, 374
Harghita, TOTAL, Anul 2007, Numar, 364
Harghita, TOTAL, Anul 2008, Numar, 372
Harghita, TOTAL, Anul 2009, Numar, 338
Harghita, TOTAL, Anul 2010, Numar, 384
Harghita, TOTAL, Anul 2011, Numar, 404
Harghita, TOTAL, Anul 2012, Numar, 371
Harghita, TOTAL, Anul 2013, Numar, 349
Harghita, TOTAL, Anul 2014, Numar, 286
Harghita, TOTAL, Anul 2015, Numar, 341
Harghita, TOTAL, Anul 2016, Numar, 333
Mures, TOTAL, Anul 1990, Numar, 744
Mures, TOTAL, Anul 1991, Numar, 920
Mures, TOTAL, Anul 1992, Numar, 627
Mures, TOTAL, Anul 1993, Numar, 885
Mures, TOTAL, Anul 1994, Numar, 925
Mures, TOTAL, Anul 1995, Numar, 776
Mures, TOTAL, Anul 1996, Numar, 815
Mures, TOTAL, Anul 1997, Numar, 739
Mures, TOTAL, Anul 1998, Numar, 1000
Mures, TOTAL, Anul 1999, Numar, 836
Mures, TOTAL, Anul 2000, Numar, 692
Mures, TOTAL, Anul 2001, Numar, 655
Mures, TOTAL, Anul 2002, Numar, 711
Mures, TOTAL, Anul 2003, Numar, 757
Mures, TOTAL, Anul 2004, Numar, 854
Mures, TOTAL, Anul 2005, Numar, 741
Mures, TOTAL, Anul 2006, Numar, 759
Mures, TOTAL, Anul 2007, Numar, 784
Mures, TOTAL, Anul 2008, Numar, 880
Mures, TOTAL, Anul 2009, Numar, 728
Mures, TOTAL, Anul 2010, Numar, 864
Mures, TOTAL, Anul 2011, Numar, 771
Mures, TOTAL, Anul 2012, Numar, 760
Mures, TOTAL, Anul 2013, Numar, 576
Mures, TOTAL, Anul 2014, Numar, 623
Mures, TOTAL, Anul 2015, Numar, 685
Mures, TOTAL, Anul 2016, Numar, 707
Satu Mare, TOTAL, Anul 1990, Numar, 556
Satu Mare, TOTAL, Anul 1991, Numar, 646
Satu Mare, TOTAL, Anul 1992, Numar, 442
Satu Mare, TOTAL, Anul 1993, Numar, 511
Satu Mare, TOTAL, Anul 1994, Numar, 547
Satu Mare, TOTAL, Anul 1995, Numar, 567
Satu Mare, TOTAL, Anul 1996, Numar, 674
Satu Mare, TOTAL, Anul 1997, Numar, 676
Satu Mare, TOTAL, Anul 1998, Numar, 687
Satu Mare, TOTAL, Anul 1999, Numar, 640
Satu Mare, TOTAL, Anul 2000, Numar, 592
Satu Mare, TOTAL, Anul 2001, Numar, 716
Satu Mare, TOTAL, Anul 2002, Numar, 881
Satu Mare, TOTAL, Anul 2003, Numar, 784
Satu Mare, TOTAL, Anul 2004, Numar, 763
Satu Mare, TOTAL, Anul 2005, Numar, 732
Satu Mare, TOTAL, Anul 2006, Numar, 655
Satu Mare, TOTAL, Anul 2007, Numar, 776
Satu Mare, TOTAL, Anul 2008, Numar, 677
Satu Mare, TOTAL, Anul 2009, Numar, 567
Satu Mare, TOTAL, Anul 2010, Numar, 709
Satu Mare, TOTAL, Anul 2011, Numar, 575
Satu Mare, TOTAL, Anul 2012, Numar, 566
Satu Mare, TOTAL, Anul 2013, Numar, 515
Satu Mare, TOTAL, Anul 2014, Numar, 496
Satu Mare, TOTAL, Anul 2015, Numar, 680
Satu Mare, TOTAL, Anul 2016, Numar, 581
Timis, TOTAL, Anul 1990, Numar, 1467
Timis, TOTAL, Anul 1991, Numar, 1818
Timis, TOTAL, Anul 1992, Numar, 1833
Timis, TOTAL, Anul 1993, Numar, 1368
Timis, TOTAL, Anul 1994, Numar, 2262
Timis, TOTAL, Anul 1995, Numar, 1382
Timis, TOTAL, Anul 1996, Numar, 1351
Timis, TOTAL, Anul 1997, Numar, 1280
Timis, TOTAL, Anul 1998, Numar, 1457
Timis, TOTAL, Anul 1999, Numar, 836
Timis, TOTAL, Anul 2000, Numar, 631
Timis, TOTAL, Anul 2001, Numar, 669
Timis, TOTAL, Anul 2002, Numar, 1000
Timis, TOTAL, Anul 2003, Numar, 951
Timis, TOTAL, Anul 2004, Numar, 1164
Timis, TOTAL, Anul 2005, Numar, 1037
Timis, TOTAL, Anul 2006, Numar, 742
Timis, TOTAL, Anul 2007, Numar, 1330
Timis, TOTAL, Anul 2008, Numar, 524
Timis, TOTAL, Anul 2009, Numar, 559
Timis, TOTAL, Anul 2010, Numar, 593
Timis, TOTAL, Anul 2011, Numar, 808
Timis, TOTAL, Anul 2012, Numar, 797
Timis, TOTAL, Anul 2013, Numar, 852
Timis, TOTAL, Anul 2014, Numar, 812
Timis, TOTAL, Anul 2015, Numar, 1090
Timis, TOTAL, Anul 2016, Numar, 1187
