
Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
0- 4 ani, Masculin, Timis, 155403 ORAS BUZIAS, Anul 2002, Numar persoane, 219
0- 4 ani, Masculin, Timis, 155403 ORAS BUZIAS, Anul 2003, Numar persoane, 220
0- 4 ani, Masculin, Timis, 155403 ORAS BUZIAS, Anul 2004, Numar persoane, 215
0- 4 ani, Masculin, Timis, 155403 ORAS BUZIAS, Anul 2005, Numar persoane, 218
0- 4 ani, Masculin, Timis, 155403 ORAS BUZIAS, Anul 2006, Numar persoane, 225
0- 4 ani, Masculin, Timis, 156357 ORAS CIACOVA, Anul 1999, Numar persoane, 184
0- 4 ani, Masculin, Timis, 156357 ORAS CIACOVA, Anul 2000, Numar persoane, 179
0- 4 ani, Masculin, Timis, 156357 ORAS CIACOVA, Anul 2001, Numar persoane, 169
0- 4 ani, Masculin, Timis, 156357 ORAS CIACOVA, Anul 2002, Numar persoane, 191
0- 4 ani, Masculin, Timis, 156357 ORAS CIACOVA, Anul 2003, Numar persoane, 191
0- 4 ani, Masculin, Timis, 156357 ORAS CIACOVA, Anul 2004, Numar persoane, 192
0- 4 ani, Masculin, Timis, 156357 ORAS CIACOVA, Anul 2005, Numar persoane, 124
0- 4 ani, Masculin, Timis, 156357 ORAS CIACOVA, Anul 2006, Numar persoane, 124
0- 4 ani, Masculin, Timis, 155458 ORAS DETA, Anul 1999, Numar persoane, 198
0- 4 ani, Masculin, Timis, 155458 ORAS DETA, Anul 2000, Numar persoane, 183
0- 4 ani, Masculin, Timis, 155458 ORAS DETA, Anul 2001, Numar persoane, 184
0- 4 ani, Masculin, Timis, 155458 ORAS DETA, Anul 2002, Numar persoane, 195
0- 4 ani, Masculin, Timis, 155458 ORAS DETA, Anul 2003, Numar persoane, 194
0- 4 ani, Masculin, Timis, 155458 ORAS DETA, Anul 2004, Numar persoane, 198
0- 4 ani, Masculin, Timis, 155458 ORAS DETA, Anul 2005, Numar persoane, 200
0- 4 ani, Masculin, Timis, 155458 ORAS DETA, Anul 2006, Numar persoane, 208
0- 4 ani, Masculin, Timis, 156801 ORAS FAGET, Anul 1999, Numar persoane, 225
0- 4 ani, Masculin, Timis, 156801 ORAS FAGET, Anul 2000, Numar persoane, 231
0- 4 ani, Masculin, Timis, 156801 ORAS FAGET, Anul 2001, Numar persoane, 236
0- 4 ani, Masculin, Timis, 156801 ORAS FAGET, Anul 2002, Numar persoane, 236
0- 4 ani, Masculin, Timis, 156801 ORAS FAGET, Anul 2003, Numar persoane, 219
0- 4 ani, Masculin, Timis, 156801 ORAS FAGET, Anul 2004, Numar persoane, 220
0- 4 ani, Masculin, Timis, 156801 ORAS FAGET, Anul 2005, Numar persoane, 205
0- 4 ani, Masculin, Timis, 156801 ORAS FAGET, Anul 2006, Numar persoane, 202
0- 4 ani, Masculin, Timis, 157086 ORAS GATAIA, Anul 1999, Numar persoane, 238
0- 4 ani, Masculin, Timis, 157086 ORAS GATAIA, Anul 2000, Numar persoane, 236
0- 4 ani, Masculin, Timis, 157086 ORAS GATAIA, Anul 2001, Numar persoane, 226
0- 4 ani, Masculin, Timis, 157086 ORAS GATAIA, Anul 2002, Numar persoane, 218
0- 4 ani, Masculin, Timis, 157086 ORAS GATAIA, Anul 2003, Numar persoane, 236
0- 4 ani, Masculin, Timis, 157086 ORAS GATAIA, Anul 2004, Numar persoane, 233
0- 4 ani, Masculin, Timis, 157086 ORAS GATAIA, Anul 2005, Numar persoane, 172
0- 4 ani, Masculin, Timis, 157086 ORAS GATAIA, Anul 2006, Numar persoane, 176
0- 4 ani, Masculin, Timis, 155494 ORAS JIMBOLIA, Anul 1999, Numar persoane, 379
0- 4 ani, Masculin, Timis, 155494 ORAS JIMBOLIA, Anul 2000, Numar persoane, 388
0- 4 ani, Masculin, Timis, 155494 ORAS JIMBOLIA, Anul 2001, Numar persoane, 382
0- 4 ani, Masculin, Timis, 155494 ORAS JIMBOLIA, Anul 2002, Numar persoane, 377
0- 4 ani, Masculin, Timis, 155494 ORAS JIMBOLIA, Anul 2003, Numar persoane, 389
0- 4 ani, Masculin, Timis, 155494 ORAS JIMBOLIA, Anul 2004, Numar persoane, 396
0- 4 ani, Masculin, Timis, 155494 ORAS JIMBOLIA, Anul 2005, Numar persoane, 379
0- 4 ani, Masculin, Timis, 155494 ORAS JIMBOLIA, Anul 2006, Numar persoane, 384
0- 4 ani, Masculin, Timis, 158314 ORAS RECAS, Anul 1999, Numar persoane, 241
0- 4 ani, Masculin, Timis, 158314 ORAS RECAS, Anul 2000, Numar persoane, 243
0- 4 ani, Masculin, Timis, 158314 ORAS RECAS, Anul 2001, Numar persoane, 259
0- 4 ani, Masculin, Timis, 158314 ORAS RECAS, Anul 2002, Numar persoane, 257
0- 4 ani, Masculin, Timis, 158314 ORAS RECAS, Anul 2003, Numar persoane, 252
0- 4 ani, Masculin, Timis, 158314 ORAS RECAS, Anul 2004, Numar persoane, 256
0- 4 ani, Masculin, Timis, 158314 ORAS RECAS, Anul 2005, Numar persoane, 253
0- 4 ani, Masculin, Timis, 158314 ORAS RECAS, Anul 2006, Numar persoane, 249
0- 4 ani, Masculin, Timis, 155528 ORAS SANNICOLAU MARE, Anul 1999, Numar persoane, 385
0- 4 ani, Masculin, Timis, 155528 ORAS SANNICOLAU MARE, Anul 2000, Numar persoane, 385
0- 4 ani, Masculin, Timis, 155528 ORAS SANNICOLAU MARE, Anul 2001, Numar persoane, 397
0- 4 ani, Masculin, Timis, 155528 ORAS SANNICOLAU MARE, Anul 2002, Numar persoane, 421
0- 4 ani, Masculin, Timis, 155528 ORAS SANNICOLAU MARE, Anul 2003, Numar persoane, 414
0- 4 ani, Masculin, Timis, 155528 ORAS SANNICOLAU MARE, Anul 2004, Numar persoane, 420
0- 4 ani, Masculin, Timis, 155528 ORAS SANNICOLAU MARE, Anul 2005, Numar persoane, 425
0- 4 ani, Masculin, Timis, 155528 ORAS SANNICOLAU MARE, Anul 2006, Numar persoane, 406
0- 4 ani, Masculin, Timis, 155546 BALINT, Anul 1999, Numar persoane, 48
0- 4 ani, Masculin, Timis, 155546 BALINT, Anul 2000, Numar persoane, 46
0- 4 ani, Masculin, Timis, 155546 BALINT, Anul 2001, Numar persoane, 39
0- 4 ani, Masculin, Timis, 155546 BALINT, Anul 2002, Numar persoane, 36
0- 4 ani, Masculin, Timis, 155546 BALINT, Anul 2003, Numar persoane, 43
0- 4 ani, Masculin, Timis, 155546 BALINT, Anul 2004, Numar persoane, 41
0- 4 ani, Masculin, Timis, 155546 BALINT, Anul 2005, Numar persoane, 42
0- 4 ani, Masculin, Timis, 155546 BALINT, Anul 2006, Numar persoane, 45
0- 4 ani, Masculin, Timis, 155591 BANLOC, Anul 1999, Numar persoane, 157
0- 4 ani, Masculin, Timis, 155591 BANLOC, Anul 2000, Numar persoane, 163
0- 4 ani, Masculin, Timis, 155591 BANLOC, Anul 2001, Numar persoane, 168
0- 4 ani, Masculin, Timis, 155591 BANLOC, Anul 2002, Numar persoane, 165
0- 4 ani, Masculin, Timis, 155591 BANLOC, Anul 2003, Numar persoane, 169
0- 4 ani, Masculin, Timis, 155591 BANLOC, Anul 2004, Numar persoane, 174
0- 4 ani, Masculin, Timis, 155591 BANLOC, Anul 2005, Numar persoane, 159
0- 4 ani, Masculin, Timis, 155591 BANLOC, Anul 2006, Numar persoane, 152
0- 4 ani, Masculin, Timis, 155662 BARA, Anul 1999, Numar persoane, 7
0- 4 ani, Masculin, Timis, 155662 BARA, Anul 2000, Numar persoane, 8
0- 4 ani, Masculin, Timis, 155662 BARA, Anul 2001, Numar persoane, 8
0- 4 ani, Masculin, Timis, 155662 BARA, Anul 2002, Numar persoane, 8
0- 4 ani, Masculin, Timis, 155662 BARA, Anul 2003, Numar persoane, 6
0- 4 ani, Masculin, Timis, 155662 BARA, Anul 2004, Numar persoane, 8
0- 4 ani, Masculin, Timis, 155662 BARA, Anul 2005, Numar persoane, 6
0- 4 ani, Masculin, Timis, 155662 BARA, Anul 2006, Numar persoane, 5
0- 4 ani, Masculin, Timis, 155724 BEBA VECHE, Anul 1999, Numar persoane, 69
0- 4 ani, Masculin, Timis, 155724 BEBA VECHE, Anul 2000, Numar persoane, 73
0- 4 ani, Masculin, Timis, 155724 BEBA VECHE, Anul 2001, Numar persoane, 72
0- 4 ani, Masculin, Timis, 155724 BEBA VECHE, Anul 2002, Numar persoane, 68
0- 4 ani, Masculin, Timis, 155724 BEBA VECHE, Anul 2003, Numar persoane, 62
0- 4 ani, Masculin, Timis, 155724 BEBA VECHE, Anul 2004, Numar persoane, 64
0- 4 ani, Masculin, Timis, 155724 BEBA VECHE, Anul 2005, Numar persoane, 54
0- 4 ani, Masculin, Timis, 155724 BEBA VECHE, Anul 2006, Numar persoane, 55
0- 4 ani, Masculin, Timis, 155760 BECICHERECU MIC, Anul 1999, Numar persoane, 121
0- 4 ani, Masculin, Timis, 155760 BECICHERECU MIC, Anul 2000, Numar persoane, 125
0- 4 ani, Masculin, Timis, 155760 BECICHERECU MIC, Anul 2001, Numar persoane, 140
0- 4 ani, Masculin, Timis, 155760 BECICHERECU MIC, Anul 2002, Numar persoane, 154
0- 4 ani, Masculin, Timis, 155760 BECICHERECU MIC, Anul 2003, Numar persoane, 143
0- 4 ani, Masculin, Timis, 155760 BECICHERECU MIC, Anul 2004, Numar persoane, 137
0- 4 ani, Masculin, Timis, 155760 BECICHERECU MIC, Anul 2005, Numar persoane, 68
0- 4 ani, Masculin, Timis, 155760 BECICHERECU MIC, Anul 2006, Numar persoane, 66
0- 4 ani, Masculin, Timis, 155797 BELINT, Anul 1999, Numar persoane, 54
0- 4 ani, Masculin, Timis, 155797 BELINT, Anul 2000, Numar persoane, 53
0- 4 ani, Masculin, Timis, 155797 BELINT, Anul 2001, Numar persoane, 44
0- 4 ani, Masculin, Timis, 155797 BELINT, Anul 2002, Numar persoane, 54
0- 4 ani, Masculin, Timis, 155797 BELINT, Anul 2003, Numar persoane, 56
0- 4 ani, Masculin, Timis, 155797 BELINT, Anul 2004, Numar persoane, 52
0- 4 ani, Masculin, Timis, 155797 BELINT, Anul 2005, Numar persoane, 55
0- 4 ani, Masculin, Timis, 155797 BELINT, Anul 2006, Numar persoane, 66
0- 4 ani, Masculin, Timis, 155840 BETHAUSEN, Anul 1999, Numar persoane, 80
0- 4 ani, Masculin, Timis, 155840 BETHAUSEN, Anul 2000, Numar persoane, 96
0- 4 ani, Masculin, Timis, 155840 BETHAUSEN, Anul 2001, Numar persoane, 101
0- 4 ani, Masculin, Timis, 155840 BETHAUSEN, Anul 2002, Numar persoane, 100
0- 4 ani, Masculin, Timis, 155840 BETHAUSEN, Anul 2003, Numar persoane, 101
0- 4 ani, Masculin, Timis, 155840 BETHAUSEN, Anul 2004, Numar persoane, 107
0- 4 ani, Masculin, Timis, 155840 BETHAUSEN, Anul 2005, Numar persoane, 93
0- 4 ani, Masculin, Timis, 155840 BETHAUSEN, Anul 2006, Numar persoane, 92
0- 4 ani, Masculin, Timis, 155911 BILED, Anul 1999, Numar persoane, 194
0- 4 ani, Masculin, Timis, 155911 BILED, Anul 2000, Numar persoane, 181
0- 4 ani, Masculin, Timis, 155911 BILED, Anul 2001, Numar persoane, 187
0- 4 ani, Masculin, Timis, 155911 BILED, Anul 2002, Numar persoane, 191
0- 4 ani, Masculin, Timis, 155911 BILED, Anul 2003, Numar persoane, 191
0- 4 ani, Masculin, Timis, 155911 BILED, Anul 2004, Numar persoane, 178
0- 4 ani, Masculin, Timis, 155911 BILED, Anul 2005, Numar persoane, 101
0- 4 ani, Masculin, Timis, 155911 BILED, Anul 2006, Numar persoane, 94
0- 4 ani, Masculin, Timis, 159366 BIRDA, Anul 2005, Numar persoane, 53
0- 4 ani, Masculin, Timis, 159366 BIRDA, Anul 2006, Numar persoane, 55
0- 4 ani, Masculin, Timis, 155957 BIRNA, Anul 1999, Numar persoane, 51
0- 4 ani, Masculin, Timis, 155957 BIRNA, Anul 2000, Numar persoane, 50
0- 4 ani, Masculin, Timis, 155957 BIRNA, Anul 2001, Numar persoane, 60
0- 4 ani, Masculin, Timis, 155957 BIRNA, Anul 2002, Numar persoane, 42
0- 4 ani, Masculin, Timis, 155957 BIRNA, Anul 2003, Numar persoane, 48
0- 4 ani, Masculin, Timis, 155957 BIRNA, Anul 2004, Numar persoane, 51
0- 4 ani, Masculin, Timis, 155957 BIRNA, Anul 2005, Numar persoane, 57
0- 4 ani, Masculin, Timis, 155957 BIRNA, Anul 2006, Numar persoane, 58
0- 4 ani, Masculin, Timis, 156035 BOGDA, Anul 1999, Numar persoane, 6
0- 4 ani, Masculin, Timis, 156035 BOGDA, Anul 2000, Numar persoane, 6
0- 4 ani, Masculin, Timis, 156035 BOGDA, Anul 2001, Numar persoane, 5
0- 4 ani, Masculin, Timis, 156035 BOGDA, Anul 2002, Numar persoane, 5
0- 4 ani, Masculin, Timis, 156035 BOGDA, Anul 2003, Numar persoane, 1
0- 4 ani, Masculin, Timis, 156035 BOGDA, Anul 2004, Numar persoane, 3
0- 4 ani, Masculin, Timis, 156035 BOGDA, Anul 2005, Numar persoane, 7
0- 4 ani, Masculin, Timis, 156035 BOGDA, Anul 2006, Numar persoane, 9
0- 4 ani, Masculin, Timis, 156106 BOLDUR, Anul 1999, Numar persoane, 51
0- 4 ani, Masculin, Timis, 156106 BOLDUR, Anul 2000, Numar persoane, 44
0- 4 ani, Masculin, Timis, 156106 BOLDUR, Anul 2001, Numar persoane, 39
0- 4 ani, Masculin, Timis, 156106 BOLDUR, Anul 2002, Numar persoane, 46
0- 4 ani, Masculin, Timis, 156106 BOLDUR, Anul 2003, Numar persoane, 48
0- 4 ani, Masculin, Timis, 156106 BOLDUR, Anul 2004, Numar persoane, 47
0- 4 ani, Masculin, Timis, 156106 BOLDUR, Anul 2005, Numar persoane, 48
0- 4 ani, Masculin, Timis, 156106 BOLDUR, Anul 2006, Numar persoane, 54
0- 4 ani, Masculin, Timis, 156151 BRESTOVAT, Anul 1999, Numar persoane, 20
0- 4 ani, Masculin, Timis, 156151 BRESTOVAT, Anul 2000, Numar persoane, 21
0- 4 ani, Masculin, Timis, 156151 BRESTOVAT, Anul 2001, Numar persoane, 24
0- 4 ani, Masculin, Timis, 156151 BRESTOVAT, Anul 2002, Numar persoane, 21
0- 4 ani, Masculin, Timis, 156151 BRESTOVAT, Anul 2003, Numar persoane, 18
0- 4 ani, Masculin, Timis, 156151 BRESTOVAT, Anul 2004, Numar persoane, 16
0- 4 ani, Masculin, Timis, 156151 BRESTOVAT, Anul 2005, Numar persoane, 15
0- 4 ani, Masculin, Timis, 156151 BRESTOVAT, Anul 2006, Numar persoane, 11
0- 4 ani, Masculin, Timis, 156213 CARPINIS, Anul 1999, Numar persoane, 250
0- 4 ani, Masculin, Timis, 156213 CARPINIS, Anul 2000, Numar persoane, 249
0- 4 ani, Masculin, Timis, 156213 CARPINIS, Anul 2001, Numar persoane, 265
0- 4 ani, Masculin, Timis, 156213 CARPINIS, Anul 2002, Numar persoane, 262
0- 4 ani, Masculin, Timis, 156213 CARPINIS, Anul 2003, Numar persoane, 247
0- 4 ani, Masculin, Timis, 156213 CARPINIS, Anul 2004, Numar persoane, 242
0- 4 ani, Masculin, Timis, 156213 CARPINIS, Anul 2005, Numar persoane, 165
0- 4 ani, Masculin, Timis, 156213 CARPINIS, Anul 2006, Numar persoane, 164
0- 4 ani, Masculin, Timis, 156259 CENAD, Anul 1999, Numar persoane, 112
0- 4 ani, Masculin, Timis, 156259 CENAD, Anul 2000, Numar persoane, 118
0- 4 ani, Masculin, Timis, 156259 CENAD, Anul 2001, Numar persoane, 125
0- 4 ani, Masculin, Timis, 156259 CENAD, Anul 2002, Numar persoane, 133
0- 4 ani, Masculin, Timis, 156259 CENAD, Anul 2003, Numar persoane, 131
0- 4 ani, Masculin, Timis, 156259 CENAD, Anul 2004, Numar persoane, 128
0- 4 ani, Masculin, Timis, 156259 CENAD, Anul 2005, Numar persoane, 136
0- 4 ani, Masculin, Timis, 156259 CENAD, Anul 2006, Numar persoane, 139
0- 4 ani, Masculin, Timis, 156277 CENEI, Anul 1999, Numar persoane, 133
0- 4 ani, Masculin, Timis, 156277 CENEI, Anul 2000, Numar persoane, 142
0- 4 ani, Masculin, Timis, 156277 CENEI, Anul 2001, Numar persoane, 157
0- 4 ani, Masculin, Timis, 156277 CENEI, Anul 2002, Numar persoane, 151
0- 4 ani, Masculin, Timis, 156277 CENEI, Anul 2003, Numar persoane, 138
0- 4 ani, Masculin, Timis, 156277 CENEI, Anul 2004, Numar persoane, 129
0- 4 ani, Masculin, Timis, 156277 CENEI, Anul 2005, Numar persoane, 73
0- 4 ani, Masculin, Timis, 156277 CENEI, Anul 2006, Numar persoane, 63
0- 4 ani, Masculin, Timis, 159375 CHECEA, Anul 2005, Numar persoane, 70
0- 4 ani, Masculin, Timis, 159375 CHECEA, Anul 2006, Numar persoane, 74
0- 4 ani, Masculin, Timis, 156311 CHEVERESU MARE, Anul 1999, Numar persoane, 52
0- 4 ani, Masculin, Timis, 156311 CHEVERESU MARE, Anul 2000, Numar persoane, 52
0- 4 ani, Masculin, Timis, 156311 CHEVERESU MARE, Anul 2001, Numar persoane, 51
0- 4 ani, Masculin, Timis, 156311 CHEVERESU MARE, Anul 2002, Numar persoane, 51
0- 4 ani, Masculin, Timis, 156311 CHEVERESU MARE, Anul 2003, Numar persoane, 55
0- 4 ani, Masculin, Timis, 156311 CHEVERESU MARE, Anul 2004, Numar persoane, 61
0- 4 ani, Masculin, Timis, 156311 CHEVERESU MARE, Anul 2005, Numar persoane, 53
0- 4 ani, Masculin, Timis, 156311 CHEVERESU MARE, Anul 2006, Numar persoane, 64
0- 4 ani, Masculin, Timis, 156437 COMLOSU MARE, Anul 1999, Numar persoane, 179
0- 4 ani, Masculin, Timis, 156437 COMLOSU MARE, Anul 2000, Numar persoane, 173
0- 4 ani, Masculin, Timis, 156437 COMLOSU MARE, Anul 2001, Numar persoane, 183
0- 4 ani, Masculin, Timis, 156437 COMLOSU MARE, Anul 2002, Numar persoane, 154
0- 4 ani, Masculin, Timis, 156437 COMLOSU MARE, Anul 2003, Numar persoane, 165
0- 4 ani, Masculin, Timis, 156437 COMLOSU MARE, Anul 2004, Numar persoane, 164
0- 4 ani, Masculin, Timis, 156437 COMLOSU MARE, Anul 2005, Numar persoane, 178
0- 4 ani, Masculin, Timis, 156437 COMLOSU MARE, Anul 2006, Numar persoane, 187
0- 4 ani, Masculin, Timis, 156473 COSTEIU, Anul 1999, Numar persoane, 85
0- 4 ani, Masculin, Timis, 156473 COSTEIU, Anul 2000, Numar persoane, 77
0- 4 ani, Masculin, Timis, 156473 COSTEIU, Anul 2001, Numar persoane, 76
0- 4 ani, Masculin, Timis, 156473 COSTEIU, Anul 2002, Numar persoane, 83
0- 4 ani, Masculin, Timis, 156473 COSTEIU, Anul 2003, Numar persoane, 82
0- 4 ani, Masculin, Timis, 156473 COSTEIU, Anul 2004, Numar persoane, 86
0- 4 ani, Masculin, Timis, 156473 COSTEIU, Anul 2005, Numar persoane, 94
0- 4 ani, Masculin, Timis, 156473 COSTEIU, Anul 2006, Numar persoane, 94
0- 4 ani, Masculin, Timis, 156534 CRICIOVA, Anul 1999, Numar persoane, 43
0- 4 ani, Masculin, Timis, 156534 CRICIOVA, Anul 2000, Numar persoane, 43
0- 4 ani, Masculin, Timis, 156534 CRICIOVA, Anul 2001, Numar persoane, 38
0- 4 ani, Masculin, Timis, 156534 CRICIOVA, Anul 2002, Numar persoane, 40
0- 4 ani, Masculin, Timis, 156534 CRICIOVA, Anul 2003, Numar persoane, 37
0- 4 ani, Masculin, Timis, 156534 CRICIOVA, Anul 2004, Numar persoane, 35
0- 4 ani, Masculin, Timis, 156534 CRICIOVA, Anul 2005, Numar persoane, 35
0- 4 ani, Masculin, Timis, 156534 CRICIOVA, Anul 2006, Numar persoane, 35
0- 4 ani, Masculin, Timis, 156589 CURTEA, Anul 1999, Numar persoane, 29
0- 4 ani, Masculin, Timis, 156589 CURTEA, Anul 2000, Numar persoane, 28
0- 4 ani, Masculin, Timis, 156589 CURTEA, Anul 2001, Numar persoane, 25
0- 4 ani, Masculin, Timis, 156589 CURTEA, Anul 2002, Numar persoane, 29
0- 4 ani, Masculin, Timis, 156589 CURTEA, Anul 2003, Numar persoane, 32
0- 4 ani, Masculin, Timis, 156589 CURTEA, Anul 2004, Numar persoane, 35
0- 4 ani, Masculin, Timis, 156589 CURTEA, Anul 2005, Numar persoane, 40
0- 4 ani, Masculin, Timis, 156589 CURTEA, Anul 2006, Numar persoane, 43
0- 4 ani, Masculin, Timis, 156623 DAROVA, Anul 1999, Numar persoane, 119
0- 4 ani, Masculin, Timis, 156623 DAROVA, Anul 2000, Numar persoane, 106
0- 4 ani, Masculin, Timis, 156623 DAROVA, Anul 2001, Numar persoane, 93
0- 4 ani, Masculin, Timis, 156623 DAROVA, Anul 2002, Numar persoane, 97
0- 4 ani, Masculin, Timis, 156623 DAROVA, Anul 2003, Numar persoane, 88
0- 4 ani, Masculin, Timis, 156623 DAROVA, Anul 2004, Numar persoane, 89
0- 4 ani, Masculin, Timis, 156623 DAROVA, Anul 2005, Numar persoane, 86
0- 4 ani, Masculin, Timis, 156623 DAROVA, Anul 2006, Numar persoane, 78
0- 4 ani, Masculin, Timis, 156669 DENTA, Anul 1999, Numar persoane, 99
0- 4 ani, Masculin, Timis, 156669 DENTA, Anul 2000, Numar persoane, 90
0- 4 ani, Masculin, Timis, 156669 DENTA, Anul 2001, Numar persoane, 87
0- 4 ani, Masculin, Timis, 156669 DENTA, Anul 2002, Numar persoane, 84
0- 4 ani, Masculin, Timis, 156669 DENTA, Anul 2003, Numar persoane, 87
0- 4 ani, Masculin, Timis, 156669 DENTA, Anul 2004, Numar persoane, 80
0- 4 ani, Masculin, Timis, 156669 DENTA, Anul 2005, Numar persoane, 75
0- 4 ani, Masculin, Timis, 156669 DENTA, Anul 2006, Numar persoane, 73
0- 4 ani, Masculin, Timis, 159384 DUDESTII NOI, Anul 2005, Numar persoane, 63
0- 4 ani, Masculin, Timis, 159384 DUDESTII NOI, Anul 2006, Numar persoane, 60
0- 4 ani, Masculin, Timis, 156712 DUDESTII VECHI, Anul 1999, Numar persoane, 123
0- 4 ani, Masculin, Timis, 156712 DUDESTII VECHI, Anul 2000, Numar persoane, 131
0- 4 ani, Masculin, Timis, 156712 DUDESTII VECHI, Anul 2001, Numar persoane, 134
0- 4 ani, Masculin, Timis, 156712 DUDESTII VECHI, Anul 2002, Numar persoane, 134
0- 4 ani, Masculin, Timis, 156712 DUDESTII VECHI, Anul 2003, Numar persoane, 126
0- 4 ani, Masculin, Timis, 156712 DUDESTII VECHI, Anul 2004, Numar persoane, 131
0- 4 ani, Masculin, Timis, 156712 DUDESTII VECHI, Anul 2005, Numar persoane, 134
0- 4 ani, Masculin, Timis, 156712 DUDESTII VECHI, Anul 2006, Numar persoane, 108
0- 4 ani, Masculin, Timis, 156767 DUMBRAVA, Anul 1999, Numar persoane, 76
0- 4 ani, Masculin, Timis, 156767 DUMBRAVA, Anul 2000, Numar persoane, 84
0- 4 ani, Masculin, Timis, 156767 DUMBRAVA, Anul 2001, Numar persoane, 90
0- 4 ani, Masculin, Timis, 156767 DUMBRAVA, Anul 2002, Numar persoane, 90
0- 4 ani, Masculin, Timis, 156767 DUMBRAVA, Anul 2003, Numar persoane, 89
0- 4 ani, Masculin, Timis, 156767 DUMBRAVA, Anul 2004, Numar persoane, 93
0- 4 ani, Masculin, Timis, 156767 DUMBRAVA, Anul 2005, Numar persoane, 74
0- 4 ani, Masculin, Timis, 156767 DUMBRAVA, Anul 2006, Numar persoane, 75
0- 4 ani, Masculin, Timis, 155261 DUMBRAVITA, Anul 1999, Numar persoane, 35
0- 4 ani, Masculin, Timis, 155261 DUMBRAVITA, Anul 2000, Numar persoane, 38
0- 4 ani, Masculin, Timis, 155261 DUMBRAVITA, Anul 2001, Numar persoane, 38
0- 4 ani, Masculin, Timis, 155261 DUMBRAVITA, Anul 2002, Numar persoane, 41
0- 4 ani, Masculin, Timis, 155261 DUMBRAVITA, Anul 2003, Numar persoane, 46
0- 4 ani, Masculin, Timis, 155261 DUMBRAVITA, Anul 2004, Numar persoane, 43
0- 4 ani, Masculin, Timis, 155261 DUMBRAVITA, Anul 2005, Numar persoane, 36
0- 4 ani, Masculin, Timis, 155261 DUMBRAVITA, Anul 2006, Numar persoane, 47
0- 4 ani, Masculin, Timis, 159393 FIBIS, Anul 2005, Numar persoane, 33
0- 4 ani, Masculin, Timis, 159393 FIBIS, Anul 2006, Numar persoane, 36
0- 4 ani, Masculin, Timis, 156927 FIRDEA, Anul 1999, Numar persoane, 51
0- 4 ani, Masculin, Timis, 156927 FIRDEA, Anul 2000, Numar persoane, 43
0- 4 ani, Masculin, Timis, 156927 FIRDEA, Anul 2001, Numar persoane, 42
0- 4 ani, Masculin, Timis, 156927 FIRDEA, Anul 2002, Numar persoane, 38
0- 4 ani, Masculin, Timis, 156927 FIRDEA, Anul 2003, Numar persoane, 37
0- 4 ani, Masculin, Timis, 156927 FIRDEA, Anul 2004, Numar persoane, 35
0- 4 ani, Masculin, Timis, 156927 FIRDEA, Anul 2005, Numar persoane, 43
0- 4 ani, Masculin, Timis, 156927 FIRDEA, Anul 2006, Numar persoane, 40
0- 4 ani, Masculin, Timis, 157004 FOENI, Anul 1999, Numar persoane, 54
0- 4 ani, Masculin, Timis, 157004 FOENI, Anul 2000, Numar persoane, 51
