
Judete, Localitati , Ani, UM: Numar persoane, Valoare
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1994, Numar persoane, 13
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1995, Numar persoane, 93
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1996, Numar persoane, 31
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1997, Numar persoane, 348
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1998, Numar persoane, 766
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1999, Numar persoane, 325
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2000, Numar persoane, 382
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2001, Numar persoane, 319
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2002, Numar persoane, 139
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2003, Numar persoane, 61
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2004, Numar persoane, 70
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2005, Numar persoane, 91
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2006, Numar persoane, 136
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2007, Numar persoane, 213
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2008, Numar persoane, 275
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2009, Numar persoane, 196
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2010, Numar persoane, 193
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2011, Numar persoane, 214
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2012, Numar persoane, 240
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2013, Numar persoane, 207
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2014, Numar persoane, 2237
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2015, Numar persoane, 137
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2016, Numar persoane, 238
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 1994, Numar persoane, 1
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 1995, Numar persoane, 2
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 1996, Numar persoane, 2
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 1997, Numar persoane, 6
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 1998, Numar persoane, 3
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 1999, Numar persoane, 1
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2000, Numar persoane, 7
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2001, Numar persoane, 3
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2002, Numar persoane, 2
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2003, Numar persoane, 1
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2004, Numar persoane, 6
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2005, Numar persoane, 1
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2006, Numar persoane, 3
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2007, Numar persoane, 3
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2008, Numar persoane, 7
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2009, Numar persoane, 7
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2010, Numar persoane, 4
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2011, Numar persoane, 7
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2012, Numar persoane, 3
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2013, Numar persoane, 7
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2014, Numar persoane, 2
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2015, Numar persoane, 6
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2016, Numar persoane, 5
Cluj, 55008 MUNICIPIUL DEJ, Anul 1995, Numar persoane, 4
Cluj, 55008 MUNICIPIUL DEJ, Anul 1996, Numar persoane, 1
Cluj, 55008 MUNICIPIUL DEJ, Anul 1997, Numar persoane, 1
Cluj, 55008 MUNICIPIUL DEJ, Anul 1998, Numar persoane, 4
Cluj, 55008 MUNICIPIUL DEJ, Anul 1999, Numar persoane, 6
Cluj, 55008 MUNICIPIUL DEJ, Anul 2000, Numar persoane, 7
Cluj, 55008 MUNICIPIUL DEJ, Anul 2001, Numar persoane, 12
Cluj, 55008 MUNICIPIUL DEJ, Anul 2002, Numar persoane, 3
Cluj, 55008 MUNICIPIUL DEJ, Anul 2003, Numar persoane, 2
Cluj, 55008 MUNICIPIUL DEJ, Anul 2005, Numar persoane, 1
Cluj, 55008 MUNICIPIUL DEJ, Anul 2007, Numar persoane, 2
Cluj, 55008 MUNICIPIUL DEJ, Anul 2008, Numar persoane, 10
Cluj, 55008 MUNICIPIUL DEJ, Anul 2009, Numar persoane, 2
Cluj, 55008 MUNICIPIUL DEJ, Anul 2010, Numar persoane, 4
