
Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
0- 4 ani, Feminin, Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 2001, Numar persoane, 858
0- 4 ani, Feminin, Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 2002, Numar persoane, 840
0- 4 ani, Feminin, Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 2003, Numar persoane, 817
0- 4 ani, Feminin, Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 2004, Numar persoane, 794
0- 4 ani, Feminin, Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 2005, Numar persoane, 762
0- 4 ani, Feminin, Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 2006, Numar persoane, 746
0- 4 ani, Feminin, Mures, 114925 MUNICIPIUL TARNAVENI, Anul 1992, Numar persoane, 1141
0- 4 ani, Feminin, Mures, 114925 MUNICIPIUL TARNAVENI, Anul 1993, Numar persoane, 1062
0- 4 ani, Feminin, Mures, 114925 MUNICIPIUL TARNAVENI, Anul 1994, Numar persoane, 970
0- 4 ani, Feminin, Mures, 114925 MUNICIPIUL TARNAVENI, Anul 1995, Numar persoane, 883
0- 4 ani, Feminin, Mures, 114925 MUNICIPIUL TARNAVENI, Anul 1996, Numar persoane, 813
0- 4 ani, Feminin, Mures, 114925 MUNICIPIUL TARNAVENI, Anul 1997, Numar persoane, 789
0- 4 ani, Feminin, Mures, 114925 MUNICIPIUL TARNAVENI, Anul 1998, Numar persoane, 784
0- 4 ani, Feminin, Mures, 114925 MUNICIPIUL TARNAVENI, Anul 1999, Numar persoane, 774
0- 4 ani, Feminin, Mures, 114925 MUNICIPIUL TARNAVENI, Anul 2000, Numar persoane, 763
0- 4 ani, Feminin, Mures, 114925 MUNICIPIUL TARNAVENI, Anul 2001, Numar persoane, 778
0- 4 ani, Feminin, Mures, 114925 MUNICIPIUL TARNAVENI, Anul 2002, Numar persoane, 773
0- 4 ani, Feminin, Mures, 114925 MUNICIPIUL TARNAVENI, Anul 2003, Numar persoane, 765
0- 4 ani, Feminin, Mures, 114925 MUNICIPIUL TARNAVENI, Anul 2004, Numar persoane, 757
0- 4 ani, Feminin, Mures, 114925 MUNICIPIUL TARNAVENI, Anul 2005, Numar persoane, 736
0- 4 ani, Feminin, Mures, 114925 MUNICIPIUL TARNAVENI, Anul 2006, Numar persoane, 718
0- 4 ani, Feminin, Mures, 117827 ORAS IERNUT, Anul 1992, Numar persoane, 376
0- 4 ani, Feminin, Mures, 117827 ORAS IERNUT, Anul 1993, Numar persoane, 357
0- 4 ani, Feminin, Mures, 117827 ORAS IERNUT, Anul 1994, Numar persoane, 347
0- 4 ani, Feminin, Mures, 117827 ORAS IERNUT, Anul 1995, Numar persoane, 312
0- 4 ani, Feminin, Mures, 117827 ORAS IERNUT, Anul 1996, Numar persoane, 292
0- 4 ani, Feminin, Mures, 117827 ORAS IERNUT, Anul 1997, Numar persoane, 295
0- 4 ani, Feminin, Mures, 117827 ORAS IERNUT, Anul 1998, Numar persoane, 291
0- 4 ani, Feminin, Mures, 117827 ORAS IERNUT, Anul 1999, Numar persoane, 278
0- 4 ani, Feminin, Mures, 117827 ORAS IERNUT, Anul 2000, Numar persoane, 284
0- 4 ani, Feminin, Mures, 117827 ORAS IERNUT, Anul 2001, Numar persoane, 272
0- 4 ani, Feminin, Mures, 117827 ORAS IERNUT, Anul 2002, Numar persoane, 266
0- 4 ani, Feminin, Mures, 117827 ORAS IERNUT, Anul 2003, Numar persoane, 262
0- 4 ani, Feminin, Mures, 117827 ORAS IERNUT, Anul 2004, Numar persoane, 244
0- 4 ani, Feminin, Mures, 117827 ORAS IERNUT, Anul 2005, Numar persoane, 229
0- 4 ani, Feminin, Mures, 117827 ORAS IERNUT, Anul 2006, Numar persoane, 240
0- 4 ani, Feminin, Mures, 114710 ORAS LUDUS, Anul 1992, Numar persoane, 703
0- 4 ani, Feminin, Mures, 114710 ORAS LUDUS, Anul 1993, Numar persoane, 633
0- 4 ani, Feminin, Mures, 114710 ORAS LUDUS, Anul 1994, Numar persoane, 580
0- 4 ani, Feminin, Mures, 114710 ORAS LUDUS, Anul 1995, Numar persoane, 526
0- 4 ani, Feminin, Mures, 114710 ORAS LUDUS, Anul 1996, Numar persoane, 484
0- 4 ani, Feminin, Mures, 114710 ORAS LUDUS, Anul 1997, Numar persoane, 471
0- 4 ani, Feminin, Mures, 114710 ORAS LUDUS, Anul 1998, Numar persoane, 454
0- 4 ani, Feminin, Mures, 114710 ORAS LUDUS, Anul 1999, Numar persoane, 447
0- 4 ani, Feminin, Mures, 114710 ORAS LUDUS, Anul 2000, Numar persoane, 444
0- 4 ani, Feminin, Mures, 114710 ORAS LUDUS, Anul 2001, Numar persoane, 436
0- 4 ani, Feminin, Mures, 114710 ORAS LUDUS, Anul 2002, Numar persoane, 424
0- 4 ani, Feminin, Mures, 114710 ORAS LUDUS, Anul 2003, Numar persoane, 423
0- 4 ani, Feminin, Mures, 114710 ORAS LUDUS, Anul 2004, Numar persoane, 403
0- 4 ani, Feminin, Mures, 114710 ORAS LUDUS, Anul 2005, Numar persoane, 384
0- 4 ani, Feminin, Mures, 114710 ORAS LUDUS, Anul 2006, Numar persoane, 420
0- 4 ani, Feminin, Mures, 118281 ORAS MIERCUREA NIRAJULUI, Anul 1992, Numar persoane, 237
0- 4 ani, Feminin, Mures, 118281 ORAS MIERCUREA NIRAJULUI, Anul 1993, Numar persoane, 211
0- 4 ani, Feminin, Mures, 118281 ORAS MIERCUREA NIRAJULUI, Anul 1994, Numar persoane, 200
0- 4 ani, Feminin, Mures, 118281 ORAS MIERCUREA NIRAJULUI, Anul 1995, Numar persoane, 180
0- 4 ani, Feminin, Mures, 118281 ORAS MIERCUREA NIRAJULUI, Anul 1996, Numar persoane, 160
0- 4 ani, Feminin, Mures, 118281 ORAS MIERCUREA NIRAJULUI, Anul 1997, Numar persoane, 148
0- 4 ani, Feminin, Mures, 118281 ORAS MIERCUREA NIRAJULUI, Anul 1998, Numar persoane, 151
0- 4 ani, Feminin, Mures, 118281 ORAS MIERCUREA NIRAJULUI, Anul 1999, Numar persoane, 158
0- 4 ani, Feminin, Mures, 118281 ORAS MIERCUREA NIRAJULUI, Anul 2000, Numar persoane, 174
0- 4 ani, Feminin, Mures, 118281 ORAS MIERCUREA NIRAJULUI, Anul 2001, Numar persoane, 180
0- 4 ani, Feminin, Mures, 118281 ORAS MIERCUREA NIRAJULUI, Anul 2002, Numar persoane, 188
0- 4 ani, Feminin, Mures, 118281 ORAS MIERCUREA NIRAJULUI, Anul 2003, Numar persoane, 191
0- 4 ani, Feminin, Mures, 118281 ORAS MIERCUREA NIRAJULUI, Anul 2004, Numar persoane, 194
0- 4 ani, Feminin, Mures, 118281 ORAS MIERCUREA NIRAJULUI, Anul 2005, Numar persoane, 186
0- 4 ani, Feminin, Mures, 118281 ORAS MIERCUREA NIRAJULUI, Anul 2006, Numar persoane, 198
0- 4 ani, Feminin, Mures, 119331 ORAS SANGEORGIU DE PADURE, Anul 1992, Numar persoane, 189
0- 4 ani, Feminin, Mures, 119331 ORAS SANGEORGIU DE PADURE, Anul 1993, Numar persoane, 179
0- 4 ani, Feminin, Mures, 119331 ORAS SANGEORGIU DE PADURE, Anul 1994, Numar persoane, 178
0- 4 ani, Feminin, Mures, 119331 ORAS SANGEORGIU DE PADURE, Anul 1995, Numar persoane, 180
0- 4 ani, Feminin, Mures, 119331 ORAS SANGEORGIU DE PADURE, Anul 1996, Numar persoane, 170
0- 4 ani, Feminin, Mures, 119331 ORAS SANGEORGIU DE PADURE, Anul 1997, Numar persoane, 167
0- 4 ani, Feminin, Mures, 119331 ORAS SANGEORGIU DE PADURE, Anul 1998, Numar persoane, 181
0- 4 ani, Feminin, Mures, 119331 ORAS SANGEORGIU DE PADURE, Anul 1999, Numar persoane, 189
0- 4 ani, Feminin, Mures, 119331 ORAS SANGEORGIU DE PADURE, Anul 2000, Numar persoane, 184
0- 4 ani, Feminin, Mures, 119331 ORAS SANGEORGIU DE PADURE, Anul 2001, Numar persoane, 179
0- 4 ani, Feminin, Mures, 119331 ORAS SANGEORGIU DE PADURE, Anul 2002, Numar persoane, 178
0- 4 ani, Feminin, Mures, 119331 ORAS SANGEORGIU DE PADURE, Anul 2003, Numar persoane, 162
0- 4 ani, Feminin, Mures, 119331 ORAS SANGEORGIU DE PADURE, Anul 2004, Numar persoane, 153
0- 4 ani, Feminin, Mures, 119331 ORAS SANGEORGIU DE PADURE, Anul 2005, Numar persoane, 161
0- 4 ani, Feminin, Mures, 119331 ORAS SANGEORGIU DE PADURE, Anul 2006, Numar persoane, 155
0- 4 ani, Feminin, Mures, 119242 ORAS SARMASU, Anul 1992, Numar persoane, 239
0- 4 ani, Feminin, Mures, 119242 ORAS SARMASU, Anul 1993, Numar persoane, 206
0- 4 ani, Feminin, Mures, 119242 ORAS SARMASU, Anul 1994, Numar persoane, 194
0- 4 ani, Feminin, Mures, 119242 ORAS SARMASU, Anul 1995, Numar persoane, 186
0- 4 ani, Feminin, Mures, 119242 ORAS SARMASU, Anul 1996, Numar persoane, 178
0- 4 ani, Feminin, Mures, 119242 ORAS SARMASU, Anul 1997, Numar persoane, 180
0- 4 ani, Feminin, Mures, 119242 ORAS SARMASU, Anul 1998, Numar persoane, 203
0- 4 ani, Feminin, Mures, 119242 ORAS SARMASU, Anul 1999, Numar persoane, 204
0- 4 ani, Feminin, Mures, 119242 ORAS SARMASU, Anul 2000, Numar persoane, 207
0- 4 ani, Feminin, Mures, 119242 ORAS SARMASU, Anul 2001, Numar persoane, 219
0- 4 ani, Feminin, Mures, 119242 ORAS SARMASU, Anul 2002, Numar persoane, 230
0- 4 ani, Feminin, Mures, 119242 ORAS SARMASU, Anul 2003, Numar persoane, 217
0- 4 ani, Feminin, Mures, 119242 ORAS SARMASU, Anul 2004, Numar persoane, 222
0- 4 ani, Feminin, Mures, 119242 ORAS SARMASU, Anul 2005, Numar persoane, 241
0- 4 ani, Feminin, Mures, 119242 ORAS SARMASU, Anul 2006, Numar persoane, 249
0- 4 ani, Feminin, Mures, 114854 ORAS SOVATA, Anul 1992, Numar persoane, 455
0- 4 ani, Feminin, Mures, 114854 ORAS SOVATA, Anul 1993, Numar persoane, 431
0- 4 ani, Feminin, Mures, 114854 ORAS SOVATA, Anul 1994, Numar persoane, 417
0- 4 ani, Feminin, Mures, 114854 ORAS SOVATA, Anul 1995, Numar persoane, 381
0- 4 ani, Feminin, Mures, 114854 ORAS SOVATA, Anul 1996, Numar persoane, 352
0- 4 ani, Feminin, Mures, 114854 ORAS SOVATA, Anul 1997, Numar persoane, 333
0- 4 ani, Feminin, Mures, 114854 ORAS SOVATA, Anul 1998, Numar persoane, 307
0- 4 ani, Feminin, Mures, 114854 ORAS SOVATA, Anul 1999, Numar persoane, 316
0- 4 ani, Feminin, Mures, 114854 ORAS SOVATA, Anul 2000, Numar persoane, 313
0- 4 ani, Feminin, Mures, 114854 ORAS SOVATA, Anul 2001, Numar persoane, 311
0- 4 ani, Feminin, Mures, 114854 ORAS SOVATA, Anul 2002, Numar persoane, 305
0- 4 ani, Feminin, Mures, 114854 ORAS SOVATA, Anul 2003, Numar persoane, 324
0- 4 ani, Feminin, Mures, 114854 ORAS SOVATA, Anul 2004, Numar persoane, 326
0- 4 ani, Feminin, Mures, 114854 ORAS SOVATA, Anul 2005, Numar persoane, 276
0- 4 ani, Feminin, Mures, 114854 ORAS SOVATA, Anul 2006, Numar persoane, 279
0- 4 ani, Feminin, Mures, 119894 ORAS UNGHENI, Anul 1992, Numar persoane, 312
0- 4 ani, Feminin, Mures, 119894 ORAS UNGHENI, Anul 1993, Numar persoane, 300
0- 4 ani, Feminin, Mures, 119894 ORAS UNGHENI, Anul 1994, Numar persoane, 289
0- 4 ani, Feminin, Mures, 119894 ORAS UNGHENI, Anul 1995, Numar persoane, 270
0- 4 ani, Feminin, Mures, 119894 ORAS UNGHENI, Anul 1996, Numar persoane, 237
0- 4 ani, Feminin, Mures, 119894 ORAS UNGHENI, Anul 1997, Numar persoane, 219
0- 4 ani, Feminin, Mures, 119894 ORAS UNGHENI, Anul 1998, Numar persoane, 205
0- 4 ani, Feminin, Mures, 119894 ORAS UNGHENI, Anul 1999, Numar persoane, 198
0- 4 ani, Feminin, Mures, 119894 ORAS UNGHENI, Anul 2000, Numar persoane, 196
0- 4 ani, Feminin, Mures, 119894 ORAS UNGHENI, Anul 2001, Numar persoane, 217
0- 4 ani, Feminin, Mures, 119894 ORAS UNGHENI, Anul 2002, Numar persoane, 226
0- 4 ani, Feminin, Mures, 119894 ORAS UNGHENI, Anul 2003, Numar persoane, 236
0- 4 ani, Feminin, Mures, 119894 ORAS UNGHENI, Anul 2004, Numar persoane, 236
0- 4 ani, Feminin, Mures, 119894 ORAS UNGHENI, Anul 2005, Numar persoane, 235
0- 4 ani, Feminin, Mures, 119894 ORAS UNGHENI, Anul 2006, Numar persoane, 231
0- 4 ani, Feminin, Mures, 114970 ACATARI, Anul 1992, Numar persoane, 157
0- 4 ani, Feminin, Mures, 114970 ACATARI, Anul 1993, Numar persoane, 172
0- 4 ani, Feminin, Mures, 114970 ACATARI, Anul 1994, Numar persoane, 173
0- 4 ani, Feminin, Mures, 114970 ACATARI, Anul 1995, Numar persoane, 178
0- 4 ani, Feminin, Mures, 114970 ACATARI, Anul 1996, Numar persoane, 168
0- 4 ani, Feminin, Mures, 114970 ACATARI, Anul 1997, Numar persoane, 175
0- 4 ani, Feminin, Mures, 114970 ACATARI, Anul 1998, Numar persoane, 154
0- 4 ani, Feminin, Mures, 114970 ACATARI, Anul 1999, Numar persoane, 147
0- 4 ani, Feminin, Mures, 114970 ACATARI, Anul 2000, Numar persoane, 141
0- 4 ani, Feminin, Mures, 114970 ACATARI, Anul 2001, Numar persoane, 145
0- 4 ani, Feminin, Mures, 114970 ACATARI, Anul 2002, Numar persoane, 126
0- 4 ani, Feminin, Mures, 114970 ACATARI, Anul 2003, Numar persoane, 134
0- 4 ani, Feminin, Mures, 114970 ACATARI, Anul 2004, Numar persoane, 138
0- 4 ani, Feminin, Mures, 114970 ACATARI, Anul 2005, Numar persoane, 130
0- 4 ani, Feminin, Mures, 114970 ACATARI, Anul 2006, Numar persoane, 125
0- 4 ani, Feminin, Mures, 115076 ADAMUS, Anul 1992, Numar persoane, 177
0- 4 ani, Feminin, Mures, 115076 ADAMUS, Anul 1993, Numar persoane, 171
0- 4 ani, Feminin, Mures, 115076 ADAMUS, Anul 1994, Numar persoane, 178
0- 4 ani, Feminin, Mures, 115076 ADAMUS, Anul 1995, Numar persoane, 174
0- 4 ani, Feminin, Mures, 115076 ADAMUS, Anul 1996, Numar persoane, 174
0- 4 ani, Feminin, Mures, 115076 ADAMUS, Anul 1997, Numar persoane, 174
0- 4 ani, Feminin, Mures, 115076 ADAMUS, Anul 1998, Numar persoane, 177
0- 4 ani, Feminin, Mures, 115076 ADAMUS, Anul 1999, Numar persoane, 180
0- 4 ani, Feminin, Mures, 115076 ADAMUS, Anul 2000, Numar persoane, 170
0- 4 ani, Feminin, Mures, 115076 ADAMUS, Anul 2001, Numar persoane, 175
0- 4 ani, Feminin, Mures, 115076 ADAMUS, Anul 2002, Numar persoane, 166
0- 4 ani, Feminin, Mures, 115076 ADAMUS, Anul 2003, Numar persoane, 160
0- 4 ani, Feminin, Mures, 115076 ADAMUS, Anul 2004, Numar persoane, 162
0- 4 ani, Feminin, Mures, 115076 ADAMUS, Anul 2005, Numar persoane, 168
0- 4 ani, Feminin, Mures, 115076 ADAMUS, Anul 2006, Numar persoane, 166
0- 4 ani, Feminin, Mures, 114603 ALBESTI, Anul 1992, Numar persoane, 180
0- 4 ani, Feminin, Mures, 114603 ALBESTI, Anul 1993, Numar persoane, 150
0- 4 ani, Feminin, Mures, 114603 ALBESTI, Anul 1994, Numar persoane, 142
0- 4 ani, Feminin, Mures, 114603 ALBESTI, Anul 1995, Numar persoane, 132
0- 4 ani, Feminin, Mures, 114603 ALBESTI, Anul 1996, Numar persoane, 119
0- 4 ani, Feminin, Mures, 114603 ALBESTI, Anul 1997, Numar persoane, 126
0- 4 ani, Feminin, Mures, 114603 ALBESTI, Anul 1998, Numar persoane, 139
0- 4 ani, Feminin, Mures, 114603 ALBESTI, Anul 1999, Numar persoane, 129
0- 4 ani, Feminin, Mures, 114603 ALBESTI, Anul 2000, Numar persoane, 137
0- 4 ani, Feminin, Mures, 114603 ALBESTI, Anul 2001, Numar persoane, 143
0- 4 ani, Feminin, Mures, 114603 ALBESTI, Anul 2002, Numar persoane, 142
0- 4 ani, Feminin, Mures, 114603 ALBESTI, Anul 2003, Numar persoane, 140
0- 4 ani, Feminin, Mures, 114603 ALBESTI, Anul 2004, Numar persoane, 140
0- 4 ani, Feminin, Mures, 114603 ALBESTI, Anul 2005, Numar persoane, 136
0- 4 ani, Feminin, Mures, 114603 ALBESTI, Anul 2006, Numar persoane, 157
0- 4 ani, Feminin, Mures, 115147 ALUNIS, Anul 1992, Numar persoane, 89
0- 4 ani, Feminin, Mures, 115147 ALUNIS, Anul 1993, Numar persoane, 97
0- 4 ani, Feminin, Mures, 115147 ALUNIS, Anul 1994, Numar persoane, 82
0- 4 ani, Feminin, Mures, 115147 ALUNIS, Anul 1995, Numar persoane, 80
0- 4 ani, Feminin, Mures, 115147 ALUNIS, Anul 1996, Numar persoane, 82
0- 4 ani, Feminin, Mures, 115147 ALUNIS, Anul 1997, Numar persoane, 83
0- 4 ani, Feminin, Mures, 115147 ALUNIS, Anul 1998, Numar persoane, 83
0- 4 ani, Feminin, Mures, 115147 ALUNIS, Anul 1999, Numar persoane, 77
0- 4 ani, Feminin, Mures, 115147 ALUNIS, Anul 2000, Numar persoane, 73
0- 4 ani, Feminin, Mures, 115147 ALUNIS, Anul 2001, Numar persoane, 69
0- 4 ani, Feminin, Mures, 115147 ALUNIS, Anul 2002, Numar persoane, 76
0- 4 ani, Feminin, Mures, 115147 ALUNIS, Anul 2003, Numar persoane, 70
0- 4 ani, Feminin, Mures, 115147 ALUNIS, Anul 2004, Numar persoane, 75
0- 4 ani, Feminin, Mures, 115147 ALUNIS, Anul 2005, Numar persoane, 80
0- 4 ani, Feminin, Mures, 115147 ALUNIS, Anul 2006, Numar persoane, 77
0- 4 ani, Feminin, Mures, 115183 APOLD, Anul 1992, Numar persoane, 126
0- 4 ani, Feminin, Mures, 115183 APOLD, Anul 1993, Numar persoane, 114
0- 4 ani, Feminin, Mures, 115183 APOLD, Anul 1994, Numar persoane, 107
0- 4 ani, Feminin, Mures, 115183 APOLD, Anul 1995, Numar persoane, 109
0- 4 ani, Feminin, Mures, 115183 APOLD, Anul 1996, Numar persoane, 102
0- 4 ani, Feminin, Mures, 115183 APOLD, Anul 1997, Numar persoane, 99
0- 4 ani, Feminin, Mures, 115183 APOLD, Anul 1998, Numar persoane, 100
0- 4 ani, Feminin, Mures, 115183 APOLD, Anul 1999, Numar persoane, 102
0- 4 ani, Feminin, Mures, 115183 APOLD, Anul 2000, Numar persoane, 102
0- 4 ani, Feminin, Mures, 115183 APOLD, Anul 2001, Numar persoane, 116
0- 4 ani, Feminin, Mures, 115183 APOLD, Anul 2002, Numar persoane, 122
0- 4 ani, Feminin, Mures, 115183 APOLD, Anul 2003, Numar persoane, 114
0- 4 ani, Feminin, Mures, 115183 APOLD, Anul 2004, Numar persoane, 118
0- 4 ani, Feminin, Mures, 115183 APOLD, Anul 2005, Numar persoane, 118
0- 4 ani, Feminin, Mures, 115183 APOLD, Anul 2006, Numar persoane, 121
0- 4 ani, Feminin, Mures, 115236 ATINTIS, Anul 1992, Numar persoane, 40
0- 4 ani, Feminin, Mures, 115236 ATINTIS, Anul 1993, Numar persoane, 37
0- 4 ani, Feminin, Mures, 115236 ATINTIS, Anul 1994, Numar persoane, 34
0- 4 ani, Feminin, Mures, 115236 ATINTIS, Anul 1995, Numar persoane, 37
0- 4 ani, Feminin, Mures, 115236 ATINTIS, Anul 1996, Numar persoane, 34
0- 4 ani, Feminin, Mures, 115236 ATINTIS, Anul 1997, Numar persoane, 33
0- 4 ani, Feminin, Mures, 115236 ATINTIS, Anul 1998, Numar persoane, 38
0- 4 ani, Feminin, Mures, 115236 ATINTIS, Anul 1999, Numar persoane, 40
0- 4 ani, Feminin, Mures, 115236 ATINTIS, Anul 2000, Numar persoane, 45
0- 4 ani, Feminin, Mures, 115236 ATINTIS, Anul 2001, Numar persoane, 47
0- 4 ani, Feminin, Mures, 115236 ATINTIS, Anul 2002, Numar persoane, 49
0- 4 ani, Feminin, Mures, 115236 ATINTIS, Anul 2003, Numar persoane, 48
0- 4 ani, Feminin, Mures, 115236 ATINTIS, Anul 2004, Numar persoane, 54
0- 4 ani, Feminin, Mures, 115236 ATINTIS, Anul 2005, Numar persoane, 46
0- 4 ani, Feminin, Mures, 115236 ATINTIS, Anul 2006, Numar persoane, 42
0- 4 ani, Feminin, Mures, 115575 BAGACIU, Anul 1992, Numar persoane, 89
0- 4 ani, Feminin, Mures, 115575 BAGACIU, Anul 1993, Numar persoane, 88
0- 4 ani, Feminin, Mures, 115575 BAGACIU, Anul 1994, Numar persoane, 84
0- 4 ani, Feminin, Mures, 115575 BAGACIU, Anul 1995, Numar persoane, 81
0- 4 ani, Feminin, Mures, 115575 BAGACIU, Anul 1996, Numar persoane, 84
0- 4 ani, Feminin, Mures, 115575 BAGACIU, Anul 1997, Numar persoane, 83
0- 4 ani, Feminin, Mures, 115575 BAGACIU, Anul 1998, Numar persoane, 96
0- 4 ani, Feminin, Mures, 115575 BAGACIU, Anul 1999, Numar persoane, 107
0- 4 ani, Feminin, Mures, 115575 BAGACIU, Anul 2000, Numar persoane, 106
0- 4 ani, Feminin, Mures, 115575 BAGACIU, Anul 2001, Numar persoane, 108
0- 4 ani, Feminin, Mures, 115575 BAGACIU, Anul 2002, Numar persoane, 108
0- 4 ani, Feminin, Mures, 115575 BAGACIU, Anul 2003, Numar persoane, 104
0- 4 ani, Feminin, Mures, 115575 BAGACIU, Anul 2004, Numar persoane, 93
0- 4 ani, Feminin, Mures, 115575 BAGACIU, Anul 2005, Numar persoane, 98
0- 4 ani, Feminin, Mures, 115575 BAGACIU, Anul 2006, Numar persoane, 91
0- 4 ani, Feminin, Mures, 115307 BAHNEA, Anul 1992, Numar persoane, 158
0- 4 ani, Feminin, Mures, 115307 BAHNEA, Anul 1993, Numar persoane, 164
0- 4 ani, Feminin, Mures, 115307 BAHNEA, Anul 1994, Numar persoane, 132
0- 4 ani, Feminin, Mures, 115307 BAHNEA, Anul 1995, Numar persoane, 123
0- 4 ani, Feminin, Mures, 115307 BAHNEA, Anul 1996, Numar persoane, 124
0- 4 ani, Feminin, Mures, 115307 BAHNEA, Anul 1997, Numar persoane, 119
0- 4 ani, Feminin, Mures, 115307 BAHNEA, Anul 1998, Numar persoane, 124
0- 4 ani, Feminin, Mures, 115307 BAHNEA, Anul 1999, Numar persoane, 136
0- 4 ani, Feminin, Mures, 115307 BAHNEA, Anul 2000, Numar persoane, 131
0- 4 ani, Feminin, Mures, 115307 BAHNEA, Anul 2001, Numar persoane, 132
0- 4 ani, Feminin, Mures, 115307 BAHNEA, Anul 2002, Numar persoane, 128
0- 4 ani, Feminin, Mures, 115307 BAHNEA, Anul 2003, Numar persoane, 123
