
Judete, Localitati , Ani, UM: Numar persoane, Valoare
Brasov, 40198 MUNICIPIUL BRASOV, Anul 1994, Numar persoane, 18
Brasov, 40198 MUNICIPIUL BRASOV, Anul 1995, Numar persoane, 87
Brasov, 40198 MUNICIPIUL BRASOV, Anul 1996, Numar persoane, 47
Brasov, 40198 MUNICIPIUL BRASOV, Anul 1997, Numar persoane, 152
Brasov, 40198 MUNICIPIUL BRASOV, Anul 1998, Numar persoane, 217
Brasov, 40198 MUNICIPIUL BRASOV, Anul 1999, Numar persoane, 185
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2000, Numar persoane, 258
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2001, Numar persoane, 179
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2002, Numar persoane, 138
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2003, Numar persoane, 80
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2004, Numar persoane, 93
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2005, Numar persoane, 59
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2006, Numar persoane, 98
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2007, Numar persoane, 156
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2008, Numar persoane, 192
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2009, Numar persoane, 159
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2010, Numar persoane, 111
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2011, Numar persoane, 153
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2012, Numar persoane, 173
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2013, Numar persoane, 184
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2014, Numar persoane, 173
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2015, Numar persoane, 194
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2016, Numar persoane, 201
Brasov, 40241 MUNICIPIUL CODLEA, Anul 1994, Numar persoane, 1
Brasov, 40241 MUNICIPIUL CODLEA, Anul 1995, Numar persoane, 6
Brasov, 40241 MUNICIPIUL CODLEA, Anul 1997, Numar persoane, 5
Brasov, 40241 MUNICIPIUL CODLEA, Anul 1998, Numar persoane, 15
Brasov, 40241 MUNICIPIUL CODLEA, Anul 1999, Numar persoane, 5
Brasov, 40241 MUNICIPIUL CODLEA, Anul 2000, Numar persoane, 9
Brasov, 40241 MUNICIPIUL CODLEA, Anul 2001, Numar persoane, 4
Brasov, 40241 MUNICIPIUL CODLEA, Anul 2002, Numar persoane, 4
Brasov, 40241 MUNICIPIUL CODLEA, Anul 2003, Numar persoane, 1
Brasov, 40241 MUNICIPIUL CODLEA, Anul 2004, Numar persoane, 2
Brasov, 40241 MUNICIPIUL CODLEA, Anul 2005, Numar persoane, 1
Brasov, 40241 MUNICIPIUL CODLEA, Anul 2006, Numar persoane, 6
Brasov, 40241 MUNICIPIUL CODLEA, Anul 2007, Numar persoane, 6
Brasov, 40241 MUNICIPIUL CODLEA, Anul 2008, Numar persoane, 10
Brasov, 40241 MUNICIPIUL CODLEA, Anul 2009, Numar persoane, 4
Brasov, 40241 MUNICIPIUL CODLEA, Anul 2010, Numar persoane, 3
Brasov, 40241 MUNICIPIUL CODLEA, Anul 2011, Numar persoane, 7
Brasov, 40241 MUNICIPIUL CODLEA, Anul 2012, Numar persoane, 8
Brasov, 40241 MUNICIPIUL CODLEA, Anul 2013, Numar persoane, 3
Brasov, 40241 MUNICIPIUL CODLEA, Anul 2014, Numar persoane, 13
Brasov, 40241 MUNICIPIUL CODLEA, Anul 2015, Numar persoane, 7
Brasov, 40241 MUNICIPIUL CODLEA, Anul 2016, Numar persoane, 4
Brasov, 40278 MUNICIPIUL FAGARAS, Anul 1994, Numar persoane, 4
Brasov, 40278 MUNICIPIUL FAGARAS, Anul 1995, Numar persoane, 18
Brasov, 40278 MUNICIPIUL FAGARAS, Anul 1996, Numar persoane, 15
Brasov, 40278 MUNICIPIUL FAGARAS, Anul 1997, Numar persoane, 17
Brasov, 40278 MUNICIPIUL FAGARAS, Anul 1998, Numar persoane, 6
Brasov, 40278 MUNICIPIUL FAGARAS, Anul 1999, Numar persoane, 10
Brasov, 40278 MUNICIPIUL FAGARAS, Anul 2000, Numar persoane, 19
Brasov, 40278 MUNICIPIUL FAGARAS, Anul 2001, Numar persoane, 9
Brasov, 40278 MUNICIPIUL FAGARAS, Anul 2002, Numar persoane, 9
Brasov, 40278 MUNICIPIUL FAGARAS, Anul 2003, Numar persoane, 5
Brasov, 40278 MUNICIPIUL FAGARAS, Anul 2004, Numar persoane, 7
Brasov, 40278 MUNICIPIUL FAGARAS, Anul 2005, Numar persoane, 9
Brasov, 40278 MUNICIPIUL FAGARAS, Anul 2006, Numar persoane, 13
Brasov, 40278 MUNICIPIUL FAGARAS, Anul 2007, Numar persoane, 14
Brasov, 40278 MUNICIPIUL FAGARAS, Anul 2008, Numar persoane, 23
