
Grupe de varsta a sotului , Grupa de varsta a sotiei, Ani, UM: Numar, Valoare
Varsta sotului 25-29 ani, Varsta sotiei sub 20 ani, Anul 2016, Numar, 21
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 1990, Numar, 3312
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 1991, Numar, 3745
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 1992, Numar, 2938
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 1993, Numar, 3585
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 1994, Numar, 4478
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 1995, Numar, 3860
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 1996, Numar, 3956
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 1997, Numar, 3745
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 1998, Numar, 3906
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 1999, Numar, 3198
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 2000, Numar, 2639
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 2001, Numar, 2594
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 2002, Numar, 2441
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 2003, Numar, 2256
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 2004, Numar, 2142
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 2005, Numar, 1829
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 2006, Numar, 1686
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 2007, Numar, 1725
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 2008, Numar, 1636
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 2009, Numar, 1455
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 2010, Numar, 1460
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 2011, Numar, 1613
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 2012, Numar, 1270
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 2013, Numar, 1069
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 2014, Numar, 894
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 2015, Numar, 841
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 2016, Numar, 761
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 1990, Numar, 2160
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 1991, Numar, 2157
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 1992, Numar, 1736
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 1993, Numar, 2247
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 1994, Numar, 4363
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 1995, Numar, 4541
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 1996, Numar, 4873
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 1997, Numar, 4604
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 1998, Numar, 4243
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 1999, Numar, 3255
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 2000, Numar, 2949
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 2001, Numar, 2740
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 2002, Numar, 2727
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 2003, Numar, 2809
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 2004, Numar, 2874
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 2005, Numar, 2585
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 2006, Numar, 2306
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 2007, Numar, 2265
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 2008, Numar, 2010
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 2009, Numar, 1741
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 2010, Numar, 1568
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 2011, Numar, 1807
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 2012, Numar, 1631
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 2013, Numar, 1421
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 2014, Numar, 1482
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 2015, Numar, 1642
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 2016, Numar, 1485
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 1990, Numar, 363
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 1991, Numar, 341
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 1992, Numar, 295
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 1993, Numar, 294
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 1994, Numar, 389
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 1995, Numar, 327
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 1996, Numar, 393
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 1997, Numar, 448
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 1998, Numar, 708
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 1999, Numar, 607
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 2000, Numar, 496
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 2001, Numar, 478
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 2002, Numar, 459
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 2003, Numar, 485
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 2004, Numar, 504
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 2005, Numar, 538
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 2006, Numar, 538
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 2007, Numar, 510
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 2008, Numar, 499
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 2009, Numar, 433
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 2010, Numar, 383
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 2011, Numar, 394
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 2012, Numar, 323
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 2013, Numar, 273
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 2014, Numar, 242
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 2015, Numar, 356
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 2016, Numar, 274
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 1990, Numar, 80
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 1991, Numar, 69
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 1992, Numar, 41
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 1993, Numar, 60
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 1994, Numar, 73
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 1995, Numar, 62
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 1996, Numar, 66
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 1997, Numar, 63
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 1998, Numar, 69
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 1999, Numar, 54
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 2000, Numar, 41
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 2001, Numar, 45
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 2002, Numar, 51
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 2003, Numar, 82
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 2004, Numar, 94
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 2005, Numar, 96
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 2006, Numar, 103
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 2007, Numar, 91
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 2008, Numar, 82
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 2009, Numar, 69
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 2010, Numar, 75
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 2011, Numar, 86
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 2012, Numar, 71
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 2013, Numar, 50
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 2014, Numar, 58
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 2015, Numar, 62
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 2016, Numar, 62
Varsta sotului 25-29 ani, Varsta sotiei 40-44 ani, Anul 1990, Numar, 6
Varsta sotului 25-29 ani, Varsta sotiei 40-44 ani, Anul 1991, Numar, 13
Varsta sotului 25-29 ani, Varsta sotiei 40-44 ani, Anul 1992, Numar, 18
Varsta sotului 25-29 ani, Varsta sotiei 40-44 ani, Anul 1993, Numar, 10
Varsta sotului 25-29 ani, Varsta sotiei 40-44 ani, Anul 1994, Numar, 14
Varsta sotului 25-29 ani, Varsta sotiei 40-44 ani, Anul 1995, Numar, 10
Varsta sotului 25-29 ani, Varsta sotiei 40-44 ani, Anul 1996, Numar, 14
Varsta sotului 25-29 ani, Varsta sotiei 40-44 ani, Anul 1997, Numar, 15
Varsta sotului 25-29 ani, Varsta sotiei 40-44 ani, Anul 1998, Numar, 23
Varsta sotului 25-29 ani, Varsta sotiei 40-44 ani, Anul 1999, Numar, 11
Varsta sotului 25-29 ani, Varsta sotiei 40-44 ani, Anul 2000, Numar, 9
Varsta sotului 25-29 ani, Varsta sotiei 40-44 ani, Anul 2001, Numar, 9
Varsta sotului 25-29 ani, Varsta sotiei 40-44 ani, Anul 2002, Numar, 12
Varsta sotului 25-29 ani, Varsta sotiei 40-44 ani, Anul 2003, Numar, 14
Varsta sotului 25-29 ani, Varsta sotiei 40-44 ani, Anul 2004, Numar, 26
Varsta sotului 25-29 ani, Varsta sotiei 40-44 ani, Anul 2005, Numar, 18
Varsta sotului 25-29 ani, Varsta sotiei 40-44 ani, Anul 2006, Numar, 10
Varsta sotului 25-29 ani, Varsta sotiei 40-44 ani, Anul 2007, Numar, 17
Varsta sotului 25-29 ani, Varsta sotiei 40-44 ani, Anul 2008, Numar, 23
Varsta sotului 25-29 ani, Varsta sotiei 40-44 ani, Anul 2009, Numar, 25
Varsta sotului 25-29 ani, Varsta sotiei 40-44 ani, Anul 2010, Numar, 20
Varsta sotului 25-29 ani, Varsta sotiei 40-44 ani, Anul 2011, Numar, 17
Varsta sotului 25-29 ani, Varsta sotiei 40-44 ani, Anul 2012, Numar, 22
Varsta sotului 25-29 ani, Varsta sotiei 40-44 ani, Anul 2013, Numar, 11
Varsta sotului 25-29 ani, Varsta sotiei 40-44 ani, Anul 2014, Numar, 10
Varsta sotului 25-29 ani, Varsta sotiei 40-44 ani, Anul 2015, Numar, 15
Varsta sotului 25-29 ani, Varsta sotiei 40-44 ani, Anul 2016, Numar, 20
Varsta sotului 25-29 ani, Varsta sotiei 45-49 ani, Anul 1990, Numar, 4
Varsta sotului 25-29 ani, Varsta sotiei 45-49 ani, Anul 1991, Numar, 5
Varsta sotului 25-29 ani, Varsta sotiei 45-49 ani, Anul 1992, Numar, 1
Varsta sotului 25-29 ani, Varsta sotiei 45-49 ani, Anul 1993, Numar, 1
Varsta sotului 25-29 ani, Varsta sotiei 45-49 ani, Anul 1995, Numar, 6
Varsta sotului 25-29 ani, Varsta sotiei 45-49 ani, Anul 1996, Numar, 6
Varsta sotului 25-29 ani, Varsta sotiei 45-49 ani, Anul 1997, Numar, 5
Varsta sotului 25-29 ani, Varsta sotiei 45-49 ani, Anul 1998, Numar, 4
Varsta sotului 25-29 ani, Varsta sotiei 45-49 ani, Anul 1999, Numar, 4
Varsta sotului 25-29 ani, Varsta sotiei 45-49 ani, Anul 2000, Numar, 4
Varsta sotului 25-29 ani, Varsta sotiei 45-49 ani, Anul 2001, Numar, 5
Varsta sotului 25-29 ani, Varsta sotiei 45-49 ani, Anul 2002, Numar, 6
Varsta sotului 25-29 ani, Varsta sotiei 45-49 ani, Anul 2003, Numar, 4
Varsta sotului 25-29 ani, Varsta sotiei 45-49 ani, Anul 2004, Numar, 8
Varsta sotului 25-29 ani, Varsta sotiei 45-49 ani, Anul 2005, Numar, 4
Varsta sotului 25-29 ani, Varsta sotiei 45-49 ani, Anul 2006, Numar, 12
Varsta sotului 25-29 ani, Varsta sotiei 45-49 ani, Anul 2007, Numar, 8
Varsta sotului 25-29 ani, Varsta sotiei 45-49 ani, Anul 2008, Numar, 10
Varsta sotului 25-29 ani, Varsta sotiei 45-49 ani, Anul 2009, Numar, 4
Varsta sotului 25-29 ani, Varsta sotiei 45-49 ani, Anul 2010, Numar, 15
Varsta sotului 25-29 ani, Varsta sotiei 45-49 ani, Anul 2011, Numar, 4
Varsta sotului 25-29 ani, Varsta sotiei 45-49 ani, Anul 2012, Numar, 5
Varsta sotului 25-29 ani, Varsta sotiei 45-49 ani, Anul 2013, Numar, 4
Varsta sotului 25-29 ani, Varsta sotiei 45-49 ani, Anul 2014, Numar, 5
Varsta sotului 25-29 ani, Varsta sotiei 45-49 ani, Anul 2015, Numar, 2
Varsta sotului 25-29 ani, Varsta sotiei 45-49 ani, Anul 2016, Numar, 4
Varsta sotului 25-29 ani, Varsta sotiei 50-54 ani, Anul 1990, Numar, 1
Varsta sotului 25-29 ani, Varsta sotiei 50-54 ani, Anul 1991, Numar, 1
Varsta sotului 25-29 ani, Varsta sotiei 50-54 ani, Anul 1992, Numar, 2
Varsta sotului 25-29 ani, Varsta sotiei 50-54 ani, Anul 1993, Numar, 1
Varsta sotului 25-29 ani, Varsta sotiei 50-54 ani, Anul 1995, Numar, 2
Varsta sotului 25-29 ani, Varsta sotiei 50-54 ani, Anul 1997, Numar, 2
Varsta sotului 25-29 ani, Varsta sotiei 50-54 ani, Anul 1998, Numar, 3
Varsta sotului 25-29 ani, Varsta sotiei 50-54 ani, Anul 2000, Numar, 2
Varsta sotului 25-29 ani, Varsta sotiei 50-54 ani, Anul 2001, Numar, 1
Varsta sotului 25-29 ani, Varsta sotiei 50-54 ani, Anul 2002, Numar, 3
Varsta sotului 25-29 ani, Varsta sotiei 50-54 ani, Anul 2003, Numar, 1
Varsta sotului 25-29 ani, Varsta sotiei 50-54 ani, Anul 2004, Numar, 4
Varsta sotului 25-29 ani, Varsta sotiei 50-54 ani, Anul 2005, Numar, 6
Varsta sotului 25-29 ani, Varsta sotiei 50-54 ani, Anul 2006, Numar, 4
Varsta sotului 25-29 ani, Varsta sotiei 50-54 ani, Anul 2007, Numar, 2
Varsta sotului 25-29 ani, Varsta sotiei 50-54 ani, Anul 2008, Numar, 5
Varsta sotului 25-29 ani, Varsta sotiei 50-54 ani, Anul 2009, Numar, 5
Varsta sotului 25-29 ani, Varsta sotiei 50-54 ani, Anul 2010, Numar, 2
Varsta sotului 25-29 ani, Varsta sotiei 50-54 ani, Anul 2011, Numar, 3
Varsta sotului 25-29 ani, Varsta sotiei 50-54 ani, Anul 2012, Numar, 3
Varsta sotului 25-29 ani, Varsta sotiei 50-54 ani, Anul 2013, Numar, 3
Varsta sotului 25-29 ani, Varsta sotiei 50-54 ani, Anul 2015, Numar, 2
Varsta sotului 25-29 ani, Varsta sotiei 50-54 ani, Anul 2016, Numar, 2
Varsta sotului 25-29 ani, Varsta sotiei 55-59 ani, Anul 1997, Numar, 1
Varsta sotului 25-29 ani, Varsta sotiei 55-59 ani, Anul 2004, Numar, 1
Varsta sotului 25-29 ani, Varsta sotiei 55-59 ani, Anul 2006, Numar, 2
Varsta sotului 25-29 ani, Varsta sotiei 55-59 ani, Anul 2007, Numar, 2
Varsta sotului 25-29 ani, Varsta sotiei 55-59 ani, Anul 2009, Numar, 2
Varsta sotului 25-29 ani, Varsta sotiei 55-59 ani, Anul 2010, Numar, 1
Varsta sotului 25-29 ani, Varsta sotiei 55-59 ani, Anul 2015, Numar, 2
Varsta sotului 25-29 ani, Varsta sotiei 55-59 ani, Anul 2016, Numar, 1
Varsta sotului 25-29 ani, Varsta sotiei 60 ani si peste, Anul 1990, Numar, 1
Varsta sotului 25-29 ani, Varsta sotiei 60 ani si peste, Anul 1993, Numar, 3
Varsta sotului 25-29 ani, Varsta sotiei 60 ani si peste, Anul 2001, Numar, 1
Varsta sotului 25-29 ani, Varsta sotiei 60 ani si peste, Anul 2004, Numar, 3
Varsta sotului 25-29 ani, Varsta sotiei 60 ani si peste, Anul 2006, Numar, 1
Varsta sotului 25-29 ani, Varsta sotiei 60 ani si peste, Anul 2009, Numar, 2
Varsta sotului 25-29 ani, Varsta sotiei 60 ani si peste, Anul 2012, Numar, 1
Varsta sotului 25-29 ani, Varsta sotiei 60 ani si peste, Anul 2014, Numar, 1
Varsta sotului 25-29 ani, Varsta sotiei 60 ani si peste, Anul 2015, Numar, 1
Varsta sotului 30-34 ani, Varsta sotiei sub 20 ani, Anul 1990, Numar, 60
Varsta sotului 30-34 ani, Varsta sotiei sub 20 ani, Anul 1991, Numar, 47
Varsta sotului 30-34 ani, Varsta sotiei sub 20 ani, Anul 1992, Numar, 41
Varsta sotului 30-34 ani, Varsta sotiei sub 20 ani, Anul 1993, Numar, 63
Varsta sotului 30-34 ani, Varsta sotiei sub 20 ani, Anul 1994, Numar, 47
Varsta sotului 30-34 ani, Varsta sotiei sub 20 ani, Anul 1995, Numar, 55
Varsta sotului 30-34 ani, Varsta sotiei sub 20 ani, Anul 1996, Numar, 54
Varsta sotului 30-34 ani, Varsta sotiei sub 20 ani, Anul 1997, Numar, 62
Varsta sotului 30-34 ani, Varsta sotiei sub 20 ani, Anul 1998, Numar, 71
Varsta sotului 30-34 ani, Varsta sotiei sub 20 ani, Anul 1999, Numar, 66
Varsta sotului 30-34 ani, Varsta sotiei sub 20 ani, Anul 2000, Numar, 59
Varsta sotului 30-34 ani, Varsta sotiei sub 20 ani, Anul 2001, Numar, 57
Varsta sotului 30-34 ani, Varsta sotiei sub 20 ani, Anul 2002, Numar, 39
Varsta sotului 30-34 ani, Varsta sotiei sub 20 ani, Anul 2003, Numar, 59
Varsta sotului 30-34 ani, Varsta sotiei sub 20 ani, Anul 2004, Numar, 60
Varsta sotului 30-34 ani, Varsta sotiei sub 20 ani, Anul 2005, Numar, 59
Varsta sotului 30-34 ani, Varsta sotiei sub 20 ani, Anul 2006, Numar, 67
Varsta sotului 30-34 ani, Varsta sotiei sub 20 ani, Anul 2007, Numar, 76
Varsta sotului 30-34 ani, Varsta sotiei sub 20 ani, Anul 2008, Numar, 62
Varsta sotului 30-34 ani, Varsta sotiei sub 20 ani, Anul 2009, Numar, 48
Varsta sotului 30-34 ani, Varsta sotiei sub 20 ani, Anul 2010, Numar, 29
Varsta sotului 30-34 ani, Varsta sotiei sub 20 ani, Anul 2011, Numar, 32
Varsta sotului 30-34 ani, Varsta sotiei sub 20 ani, Anul 2012, Numar, 15
Varsta sotului 30-34 ani, Varsta sotiei sub 20 ani, Anul 2013, Numar, 10
Varsta sotului 30-34 ani, Varsta sotiei sub 20 ani, Anul 2014, Numar, 14
Varsta sotului 30-34 ani, Varsta sotiei sub 20 ani, Anul 2015, Numar, 5
Varsta sotului 30-34 ani, Varsta sotiei sub 20 ani, Anul 2016, Numar, 12
Varsta sotului 30-34 ani, Varsta sotiei 20-24 ani, Anul 1990, Numar, 1256
Varsta sotului 30-34 ani, Varsta sotiei 20-24 ani, Anul 1991, Numar, 1472
Varsta sotului 30-34 ani, Varsta sotiei 20-24 ani, Anul 1992, Numar, 1167
Varsta sotului 30-34 ani, Varsta sotiei 20-24 ani, Anul 1993, Numar, 1153
Varsta sotului 30-34 ani, Varsta sotiei 20-24 ani, Anul 1994, Numar, 1010
Varsta sotului 30-34 ani, Varsta sotiei 20-24 ani, Anul 1995, Numar, 747
Varsta sotului 30-34 ani, Varsta sotiei 20-24 ani, Anul 1996, Numar, 668
Varsta sotului 30-34 ani, Varsta sotiei 20-24 ani, Anul 1997, Numar, 729
Varsta sotului 30-34 ani, Varsta sotiei 20-24 ani, Anul 1998, Numar, 1185
Varsta sotului 30-34 ani, Varsta sotiei 20-24 ani, Anul 1999, Numar, 1042
Varsta sotului 30-34 ani, Varsta sotiei 20-24 ani, Anul 2000, Numar, 1009
Varsta sotului 30-34 ani, Varsta sotiei 20-24 ani, Anul 2001, Numar, 929
Varsta sotului 30-34 ani, Varsta sotiei 20-24 ani, Anul 2002, Numar, 950
Varsta sotului 30-34 ani, Varsta sotiei 20-24 ani, Anul 2003, Numar, 876
Varsta sotului 30-34 ani, Varsta sotiei 20-24 ani, Anul 2004, Numar, 813
Varsta sotului 30-34 ani, Varsta sotiei 20-24 ani, Anul 2005, Numar, 767
Varsta sotului 30-34 ani, Varsta sotiei 20-24 ani, Anul 2006, Numar, 750
Varsta sotului 30-34 ani, Varsta sotiei 20-24 ani, Anul 2007, Numar, 887
Varsta sotului 30-34 ani, Varsta sotiei 20-24 ani, Anul 2008, Numar, 961
Varsta sotului 30-34 ani, Varsta sotiei 20-24 ani, Anul 2009, Numar, 931
Varsta sotului 30-34 ani, Varsta sotiei 20-24 ani, Anul 2010, Numar, 947
Varsta sotului 30-34 ani, Varsta sotiei 20-24 ani, Anul 2011, Numar, 1032
Varsta sotului 30-34 ani, Varsta sotiei 20-24 ani, Anul 2012, Numar, 813
Varsta sotului 30-34 ani, Varsta sotiei 20-24 ani, Anul 2013, Numar, 621
Varsta sotului 30-34 ani, Varsta sotiei 20-24 ani, Anul 2014, Numar, 449
Varsta sotului 30-34 ani, Varsta sotiei 20-24 ani, Anul 2015, Numar, 422
Varsta sotului 30-34 ani, Varsta sotiei 20-24 ani, Anul 2016, Numar, 409
Varsta sotului 30-34 ani, Varsta sotiei 25-29 ani, Anul 1990, Numar, 2890
Varsta sotului 30-34 ani, Varsta sotiei 25-29 ani, Anul 1991, Numar, 3010
Varsta sotului 30-34 ani, Varsta sotiei 25-29 ani, Anul 1992, Numar, 2292
Varsta sotului 30-34 ani, Varsta sotiei 25-29 ani, Anul 1993, Numar, 2303
Varsta sotului 30-34 ani, Varsta sotiei 25-29 ani, Anul 1994, Numar, 3697
Varsta sotului 30-34 ani, Varsta sotiei 25-29 ani, Anul 1995, Numar, 3329
Varsta sotului 30-34 ani, Varsta sotiei 25-29 ani, Anul 1996, Numar, 3275
Varsta sotului 30-34 ani, Varsta sotiei 25-29 ani, Anul 1997, Numar, 3386
Varsta sotului 30-34 ani, Varsta sotiei 25-29 ani, Anul 1998, Numar, 4207
Varsta sotului 30-34 ani, Varsta sotiei 25-29 ani, Anul 1999, Numar, 3590
Varsta sotului 30-34 ani, Varsta sotiei 25-29 ani, Anul 2000, Numar, 3168
Varsta sotului 30-34 ani, Varsta sotiei 25-29 ani, Anul 2001, Numar, 3313
Varsta sotului 30-34 ani, Varsta sotiei 25-29 ani, Anul 2002, Numar, 3346
Varsta sotului 30-34 ani, Varsta sotiei 25-29 ani, Anul 2003, Numar, 3216
Varsta sotului 30-34 ani, Varsta sotiei 25-29 ani, Anul 2004, Numar, 3318
Varsta sotului 30-34 ani, Varsta sotiei 25-29 ani, Anul 2005, Numar, 3056
Varsta sotului 30-34 ani, Varsta sotiei 25-29 ani, Anul 2006, Numar, 3022
Varsta sotului 30-34 ani, Varsta sotiei 25-29 ani, Anul 2007, Numar, 3201
Varsta sotului 30-34 ani, Varsta sotiei 25-29 ani, Anul 2008, Numar, 2989
Varsta sotului 30-34 ani, Varsta sotiei 25-29 ani, Anul 2009, Numar, 2669
Varsta sotului 30-34 ani, Varsta sotiei 25-29 ani, Anul 2010, Numar, 2636
Varsta sotului 30-34 ani, Varsta sotiei 25-29 ani, Anul 2011, Numar, 2841
Varsta sotului 30-34 ani, Varsta sotiei 25-29 ani, Anul 2012, Numar, 2574
Varsta sotului 30-34 ani, Varsta sotiei 25-29 ani, Anul 2013, Numar, 2289
Varsta sotului 30-34 ani, Varsta sotiei 25-29 ani, Anul 2014, Numar, 2206
Varsta sotului 30-34 ani, Varsta sotiei 25-29 ani, Anul 2015, Numar, 2429
Varsta sotului 30-34 ani, Varsta sotiei 25-29 ani, Anul 2016, Numar, 2194
Varsta sotului 30-34 ani, Varsta sotiei 30-34 ani, Anul 1990, Numar, 2704
Varsta sotului 30-34 ani, Varsta sotiei 30-34 ani, Anul 1991, Numar, 2616
Varsta sotului 30-34 ani, Varsta sotiei 30-34 ani, Anul 1992, Numar, 1877
Varsta sotului 30-34 ani, Varsta sotiei 30-34 ani, Anul 1993, Numar, 1727
Varsta sotului 30-34 ani, Varsta sotiei 30-34 ani, Anul 1994, Numar, 2170
Varsta sotului 30-34 ani, Varsta sotiei 30-34 ani, Anul 1995, Numar, 1775
Varsta sotului 30-34 ani, Varsta sotiei 30-34 ani, Anul 1996, Numar, 1618
Varsta sotului 30-34 ani, Varsta sotiei 30-34 ani, Anul 1997, Numar, 1715
Varsta sotului 30-34 ani, Varsta sotiei 30-34 ani, Anul 1998, Numar, 2800
Varsta sotului 30-34 ani, Varsta sotiei 30-34 ani, Anul 1999, Numar, 3020
Varsta sotului 30-34 ani, Varsta sotiei 30-34 ani, Anul 2000, Numar, 3020
Varsta sotului 30-34 ani, Varsta sotiei 30-34 ani, Anul 2001, Numar, 3426
Varsta sotului 30-34 ani, Varsta sotiei 30-34 ani, Anul 2002, Numar, 3425
Varsta sotului 30-34 ani, Varsta sotiei 30-34 ani, Anul 2003, Numar, 2965
Varsta sotului 30-34 ani, Varsta sotiei 30-34 ani, Anul 2004, Numar, 3016
Varsta sotului 30-34 ani, Varsta sotiei 30-34 ani, Anul 2005, Numar, 2591
Varsta sotului 30-34 ani, Varsta sotiei 30-34 ani, Anul 2006, Numar, 2558
Varsta sotului 30-34 ani, Varsta sotiei 30-34 ani, Anul 2007, Numar, 2897
Varsta sotului 30-34 ani, Varsta sotiei 30-34 ani, Anul 2008, Numar, 2848
Varsta sotului 30-34 ani, Varsta sotiei 30-34 ani, Anul 2009, Numar, 2590
Varsta sotului 30-34 ani, Varsta sotiei 30-34 ani, Anul 2010, Numar, 2607
Varsta sotului 30-34 ani, Varsta sotiei 30-34 ani, Anul 2011, Numar, 2897
Varsta sotului 30-34 ani, Varsta sotiei 30-34 ani, Anul 2012, Numar, 2414
Varsta sotului 30-34 ani, Varsta sotiei 30-34 ani, Anul 2013, Numar, 2006
