
Grupe de varsta a sotului , Grupa de varsta a sotiei, Ani, UM: Numar, Valoare
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 2014, Numar, 414
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 2015, Numar, 464
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 2016, Numar, 465
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 1990, Numar, 66
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 1991, Numar, 75
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 1992, Numar, 60
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 1993, Numar, 49
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 1994, Numar, 74
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 1995, Numar, 63
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 1996, Numar, 90
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 1997, Numar, 69
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 1998, Numar, 75
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 1999, Numar, 53
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 2000, Numar, 54
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 2001, Numar, 39
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 2002, Numar, 49
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 2003, Numar, 65
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 2004, Numar, 68
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 2005, Numar, 54
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 2006, Numar, 53
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 2007, Numar, 74
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 2008, Numar, 56
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 2009, Numar, 62
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 2010, Numar, 48
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 2011, Numar, 51
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 2012, Numar, 63
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 2013, Numar, 83
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 2014, Numar, 93
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 2015, Numar, 91
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 2016, Numar, 111
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 1990, Numar, 25
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 1991, Numar, 25
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 1992, Numar, 19
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 1993, Numar, 20
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 1994, Numar, 24
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 1995, Numar, 13
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 1996, Numar, 19
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 1997, Numar, 8
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 1998, Numar, 16
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 1999, Numar, 8
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 2000, Numar, 11
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 2001, Numar, 10
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 2002, Numar, 7
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 2003, Numar, 15
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 2004, Numar, 21
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 2005, Numar, 14
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 2006, Numar, 13
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 2007, Numar, 22
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 2008, Numar, 13
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 2009, Numar, 17
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 2010, Numar, 14
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 2011, Numar, 11
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 2012, Numar, 8
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 2013, Numar, 12
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 2014, Numar, 6
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 2015, Numar, 15
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 2016, Numar, 14
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 1990, Numar, 7
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 1991, Numar, 14
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 1992, Numar, 4
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 1993, Numar, 6
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 1994, Numar, 4
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 1995, Numar, 4
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 1996, Numar, 6
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 1997, Numar, 3
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 1998, Numar, 4
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 1999, Numar, 3
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 2001, Numar, 3
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 2002, Numar, 4
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 2003, Numar, 2
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 2004, Numar, 3
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 2005, Numar, 3
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 2006, Numar, 2
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 2007, Numar, 8
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 2008, Numar, 4
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 2009, Numar, 6
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 2010, Numar, 4
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 2011, Numar, 5
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 2012, Numar, 3
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 2013, Numar, 2
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 2014, Numar, 6
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 2015, Numar, 3
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 2016, Numar, 6
Varsta sotului 35-39 ani, Varsta sotiei 60 ani si peste, Anul 1990, Numar, 3
Varsta sotului 35-39 ani, Varsta sotiei 60 ani si peste, Anul 1991, Numar, 4
Varsta sotului 35-39 ani, Varsta sotiei 60 ani si peste, Anul 1992, Numar, 5
Varsta sotului 35-39 ani, Varsta sotiei 60 ani si peste, Anul 1993, Numar, 2
Varsta sotului 35-39 ani, Varsta sotiei 60 ani si peste, Anul 1996, Numar, 1
Varsta sotului 35-39 ani, Varsta sotiei 60 ani si peste, Anul 1997, Numar, 1
Varsta sotului 35-39 ani, Varsta sotiei 60 ani si peste, Anul 1998, Numar, 1
Varsta sotului 35-39 ani, Varsta sotiei 60 ani si peste, Anul 2001, Numar, 1
Varsta sotului 35-39 ani, Varsta sotiei 60 ani si peste, Anul 2002, Numar, 2
Varsta sotului 35-39 ani, Varsta sotiei 60 ani si peste, Anul 2003, Numar, 1
Varsta sotului 35-39 ani, Varsta sotiei 60 ani si peste, Anul 2004, Numar, 1
Varsta sotului 35-39 ani, Varsta sotiei 60 ani si peste, Anul 2005, Numar, 1
Varsta sotului 35-39 ani, Varsta sotiei 60 ani si peste, Anul 2006, Numar, 2
Varsta sotului 35-39 ani, Varsta sotiei 60 ani si peste, Anul 2008, Numar, 1
Varsta sotului 35-39 ani, Varsta sotiei 60 ani si peste, Anul 2009, Numar, 4
Varsta sotului 35-39 ani, Varsta sotiei 60 ani si peste, Anul 2012, Numar, 4
Varsta sotului 35-39 ani, Varsta sotiei 60 ani si peste, Anul 2013, Numar, 1
Varsta sotului 35-39 ani, Varsta sotiei 60 ani si peste, Anul 2015, Numar, 3
Varsta sotului 35-39 ani, Varsta sotiei 60 ani si peste, Anul 2016, Numar, 1
Varsta sotului 40-44 ani, Varsta sotiei sub 20 ani, Anul 1990, Numar, 1
Varsta sotului 40-44 ani, Varsta sotiei sub 20 ani, Anul 1991, Numar, 2
Varsta sotului 40-44 ani, Varsta sotiei sub 20 ani, Anul 1992, Numar, 1
Varsta sotului 40-44 ani, Varsta sotiei sub 20 ani, Anul 1993, Numar, 1
Varsta sotului 40-44 ani, Varsta sotiei sub 20 ani, Anul 1994, Numar, 1
Varsta sotului 40-44 ani, Varsta sotiei sub 20 ani, Anul 1996, Numar, 5
Varsta sotului 40-44 ani, Varsta sotiei sub 20 ani, Anul 1997, Numar, 3
Varsta sotului 40-44 ani, Varsta sotiei sub 20 ani, Anul 1998, Numar, 2
Varsta sotului 40-44 ani, Varsta sotiei sub 20 ani, Anul 2000, Numar, 2
Varsta sotului 40-44 ani, Varsta sotiei sub 20 ani, Anul 2001, Numar, 1
Varsta sotului 40-44 ani, Varsta sotiei sub 20 ani, Anul 2002, Numar, 3
Varsta sotului 40-44 ani, Varsta sotiei sub 20 ani, Anul 2003, Numar, 2
Varsta sotului 40-44 ani, Varsta sotiei sub 20 ani, Anul 2004, Numar, 4
Varsta sotului 40-44 ani, Varsta sotiei sub 20 ani, Anul 2005, Numar, 5
Varsta sotului 40-44 ani, Varsta sotiei sub 20 ani, Anul 2006, Numar, 6
Varsta sotului 40-44 ani, Varsta sotiei sub 20 ani, Anul 2007, Numar, 6
Varsta sotului 40-44 ani, Varsta sotiei sub 20 ani, Anul 2008, Numar, 2
Varsta sotului 40-44 ani, Varsta sotiei sub 20 ani, Anul 2009, Numar, 2
Varsta sotului 40-44 ani, Varsta sotiei sub 20 ani, Anul 2010, Numar, 2
Varsta sotului 40-44 ani, Varsta sotiei sub 20 ani, Anul 2015, Numar, 1
Varsta sotului 40-44 ani, Varsta sotiei sub 20 ani, Anul 2016, Numar, 1
Varsta sotului 40-44 ani, Varsta sotiei 20-24 ani, Anul 1990, Numar, 25
Varsta sotului 40-44 ani, Varsta sotiei 20-24 ani, Anul 1991, Numar, 46
Varsta sotului 40-44 ani, Varsta sotiei 20-24 ani, Anul 1992, Numar, 42
Varsta sotului 40-44 ani, Varsta sotiei 20-24 ani, Anul 1993, Numar, 36
Varsta sotului 40-44 ani, Varsta sotiei 20-24 ani, Anul 1994, Numar, 27
Varsta sotului 40-44 ani, Varsta sotiei 20-24 ani, Anul 1995, Numar, 31
Varsta sotului 40-44 ani, Varsta sotiei 20-24 ani, Anul 1996, Numar, 47
Varsta sotului 40-44 ani, Varsta sotiei 20-24 ani, Anul 1997, Numar, 47
Varsta sotului 40-44 ani, Varsta sotiei 20-24 ani, Anul 1998, Numar, 37
Varsta sotului 40-44 ani, Varsta sotiei 20-24 ani, Anul 1999, Numar, 36
Varsta sotului 40-44 ani, Varsta sotiei 20-24 ani, Anul 2000, Numar, 42
Varsta sotului 40-44 ani, Varsta sotiei 20-24 ani, Anul 2001, Numar, 37
Varsta sotului 40-44 ani, Varsta sotiei 20-24 ani, Anul 2002, Numar, 50
Varsta sotului 40-44 ani, Varsta sotiei 20-24 ani, Anul 2003, Numar, 39
Varsta sotului 40-44 ani, Varsta sotiei 20-24 ani, Anul 2004, Numar, 39
Varsta sotului 40-44 ani, Varsta sotiei 20-24 ani, Anul 2005, Numar, 42
Varsta sotului 40-44 ani, Varsta sotiei 20-24 ani, Anul 2006, Numar, 36
Varsta sotului 40-44 ani, Varsta sotiei 20-24 ani, Anul 2007, Numar, 50
Varsta sotului 40-44 ani, Varsta sotiei 20-24 ani, Anul 2008, Numar, 47
Varsta sotului 40-44 ani, Varsta sotiei 20-24 ani, Anul 2009, Numar, 53
Varsta sotului 40-44 ani, Varsta sotiei 20-24 ani, Anul 2010, Numar, 39
Varsta sotului 40-44 ani, Varsta sotiei 20-24 ani, Anul 2011, Numar, 56
Varsta sotului 40-44 ani, Varsta sotiei 20-24 ani, Anul 2012, Numar, 41
Varsta sotului 40-44 ani, Varsta sotiei 20-24 ani, Anul 2013, Numar, 35
Varsta sotului 40-44 ani, Varsta sotiei 20-24 ani, Anul 2014, Numar, 22
Varsta sotului 40-44 ani, Varsta sotiei 20-24 ani, Anul 2015, Numar, 24
Varsta sotului 40-44 ani, Varsta sotiei 20-24 ani, Anul 2016, Numar, 38
Varsta sotului 40-44 ani, Varsta sotiei 25-29 ani, Anul 1990, Numar, 129
Varsta sotului 40-44 ani, Varsta sotiei 25-29 ani, Anul 1991, Numar, 165
Varsta sotului 40-44 ani, Varsta sotiei 25-29 ani, Anul 1992, Numar, 120
Varsta sotului 40-44 ani, Varsta sotiei 25-29 ani, Anul 1993, Numar, 128
Varsta sotului 40-44 ani, Varsta sotiei 25-29 ani, Anul 1994, Numar, 225
Varsta sotului 40-44 ani, Varsta sotiei 25-29 ani, Anul 1995, Numar, 227
Varsta sotului 40-44 ani, Varsta sotiei 25-29 ani, Anul 1996, Numar, 296
Varsta sotului 40-44 ani, Varsta sotiei 25-29 ani, Anul 1997, Numar, 298
Varsta sotului 40-44 ani, Varsta sotiei 25-29 ani, Anul 1998, Numar, 304
Varsta sotului 40-44 ani, Varsta sotiei 25-29 ani, Anul 1999, Numar, 232
Varsta sotului 40-44 ani, Varsta sotiei 25-29 ani, Anul 2000, Numar, 204
Varsta sotului 40-44 ani, Varsta sotiei 25-29 ani, Anul 2001, Numar, 180
Varsta sotului 40-44 ani, Varsta sotiei 25-29 ani, Anul 2002, Numar, 163
Varsta sotului 40-44 ani, Varsta sotiei 25-29 ani, Anul 2003, Numar, 194
Varsta sotului 40-44 ani, Varsta sotiei 25-29 ani, Anul 2004, Numar, 216
Varsta sotului 40-44 ani, Varsta sotiei 25-29 ani, Anul 2005, Numar, 212
Varsta sotului 40-44 ani, Varsta sotiei 25-29 ani, Anul 2006, Numar, 176
Varsta sotului 40-44 ani, Varsta sotiei 25-29 ani, Anul 2007, Numar, 221
Varsta sotului 40-44 ani, Varsta sotiei 25-29 ani, Anul 2008, Numar, 265
Varsta sotului 40-44 ani, Varsta sotiei 25-29 ani, Anul 2009, Numar, 258
Varsta sotului 40-44 ani, Varsta sotiei 25-29 ani, Anul 2010, Numar, 238
Varsta sotului 40-44 ani, Varsta sotiei 25-29 ani, Anul 2011, Numar, 277
Varsta sotului 40-44 ani, Varsta sotiei 25-29 ani, Anul 2012, Numar, 220
Varsta sotului 40-44 ani, Varsta sotiei 25-29 ani, Anul 2013, Numar, 216
Varsta sotului 40-44 ani, Varsta sotiei 25-29 ani, Anul 2014, Numar, 234
Varsta sotului 40-44 ani, Varsta sotiei 25-29 ani, Anul 2015, Numar, 279
Varsta sotului 40-44 ani, Varsta sotiei 25-29 ani, Anul 2016, Numar, 274
Varsta sotului 40-44 ani, Varsta sotiei 30-34 ani, Anul 1990, Numar, 685
Varsta sotului 40-44 ani, Varsta sotiei 30-34 ani, Anul 1991, Numar, 705
Varsta sotului 40-44 ani, Varsta sotiei 30-34 ani, Anul 1992, Numar, 540
Varsta sotului 40-44 ani, Varsta sotiei 30-34 ani, Anul 1993, Numar, 549
Varsta sotului 40-44 ani, Varsta sotiei 30-34 ani, Anul 1994, Numar, 722
Varsta sotului 40-44 ani, Varsta sotiei 30-34 ani, Anul 1995, Numar, 613
Varsta sotului 40-44 ani, Varsta sotiei 30-34 ani, Anul 1996, Numar, 580
Varsta sotului 40-44 ani, Varsta sotiei 30-34 ani, Anul 1997, Numar, 671
Varsta sotului 40-44 ani, Varsta sotiei 30-34 ani, Anul 1998, Numar, 863
Varsta sotului 40-44 ani, Varsta sotiei 30-34 ani, Anul 1999, Numar, 842
Varsta sotului 40-44 ani, Varsta sotiei 30-34 ani, Anul 2000, Numar, 770
Varsta sotului 40-44 ani, Varsta sotiei 30-34 ani, Anul 2001, Numar, 839
Varsta sotului 40-44 ani, Varsta sotiei 30-34 ani, Anul 2002, Numar, 866
Varsta sotului 40-44 ani, Varsta sotiei 30-34 ani, Anul 2003, Numar, 754
Varsta sotului 40-44 ani, Varsta sotiei 30-34 ani, Anul 2004, Numar, 736
Varsta sotului 40-44 ani, Varsta sotiei 30-34 ani, Anul 2005, Numar, 582
Varsta sotului 40-44 ani, Varsta sotiei 30-34 ani, Anul 2006, Numar, 596
Varsta sotului 40-44 ani, Varsta sotiei 30-34 ani, Anul 2007, Numar, 709
Varsta sotului 40-44 ani, Varsta sotiei 30-34 ani, Anul 2008, Numar, 915
Varsta sotului 40-44 ani, Varsta sotiei 30-34 ani, Anul 2009, Numar, 908
Varsta sotului 40-44 ani, Varsta sotiei 30-34 ani, Anul 2010, Numar, 1012
Varsta sotului 40-44 ani, Varsta sotiei 30-34 ani, Anul 2011, Numar, 1094
Varsta sotului 40-44 ani, Varsta sotiei 30-34 ani, Anul 2012, Numar, 897
Varsta sotului 40-44 ani, Varsta sotiei 30-34 ani, Anul 2013, Numar, 766
Varsta sotului 40-44 ani, Varsta sotiei 30-34 ani, Anul 2014, Numar, 715
Varsta sotului 40-44 ani, Varsta sotiei 30-34 ani, Anul 2015, Numar, 925
Varsta sotului 40-44 ani, Varsta sotiei 30-34 ani, Anul 2016, Numar, 875
Varsta sotului 40-44 ani, Varsta sotiei 35-39 ani, Anul 1990, Numar, 1786
Varsta sotului 40-44 ani, Varsta sotiei 35-39 ani, Anul 1991, Numar, 2121
Varsta sotului 40-44 ani, Varsta sotiei 35-39 ani, Anul 1992, Numar, 1635
Varsta sotului 40-44 ani, Varsta sotiei 35-39 ani, Anul 1993, Numar, 1486
Varsta sotului 40-44 ani, Varsta sotiei 35-39 ani, Anul 1994, Numar, 2189
Varsta sotului 40-44 ani, Varsta sotiei 35-39 ani, Anul 1995, Numar, 1819
Varsta sotului 40-44 ani, Varsta sotiei 35-39 ani, Anul 1996, Numar, 1856
Varsta sotului 40-44 ani, Varsta sotiei 35-39 ani, Anul 1997, Numar, 1835
Varsta sotului 40-44 ani, Varsta sotiei 35-39 ani, Anul 1998, Numar, 2141
Varsta sotului 40-44 ani, Varsta sotiei 35-39 ani, Anul 1999, Numar, 1709
Varsta sotului 40-44 ani, Varsta sotiei 35-39 ani, Anul 2000, Numar, 1430
Varsta sotului 40-44 ani, Varsta sotiei 35-39 ani, Anul 2001, Numar, 1394
Varsta sotului 40-44 ani, Varsta sotiei 35-39 ani, Anul 2002, Numar, 1534
Varsta sotului 40-44 ani, Varsta sotiei 35-39 ani, Anul 2003, Numar, 1745
Varsta sotului 40-44 ani, Varsta sotiei 35-39 ani, Anul 2004, Numar, 1967
Varsta sotului 40-44 ani, Varsta sotiei 35-39 ani, Anul 2005, Numar, 1860
Varsta sotului 40-44 ani, Varsta sotiei 35-39 ani, Anul 2006, Numar, 1971
Varsta sotului 40-44 ani, Varsta sotiei 35-39 ani, Anul 2007, Numar, 2115
Varsta sotului 40-44 ani, Varsta sotiei 35-39 ani, Anul 2008, Numar, 2381
Varsta sotului 40-44 ani, Varsta sotiei 35-39 ani, Anul 2009, Numar, 2314
Varsta sotului 40-44 ani, Varsta sotiei 35-39 ani, Anul 2010, Numar, 2345
Varsta sotului 40-44 ani, Varsta sotiei 35-39 ani, Anul 2011, Numar, 2617
Varsta sotului 40-44 ani, Varsta sotiei 35-39 ani, Anul 2012, Numar, 2282
Varsta sotului 40-44 ani, Varsta sotiei 35-39 ani, Anul 2013, Numar, 2051
Varsta sotului 40-44 ani, Varsta sotiei 35-39 ani, Anul 2014, Numar, 1873
Varsta sotului 40-44 ani, Varsta sotiei 35-39 ani, Anul 2015, Numar, 2313
Varsta sotului 40-44 ani, Varsta sotiei 35-39 ani, Anul 2016, Numar, 2265
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 1990, Numar, 1070
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 1991, Numar, 1291
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 1992, Numar, 1177
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 1993, Numar, 1081
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 1994, Numar, 1585
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 1995, Numar, 1445
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 1996, Numar, 1526
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 1997, Numar, 1579
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 1998, Numar, 1805
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 1999, Numar, 1529
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 2000, Numar, 1401
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 2001, Numar, 1232
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 2002, Numar, 1199
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 2003, Numar, 1111
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 2004, Numar, 1147
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 2005, Numar, 1042
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 2006, Numar, 902
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 2007, Numar, 1123
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 2008, Numar, 1661
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 2009, Numar, 1807
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 2010, Numar, 2134
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 2011, Numar, 2472
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 2012, Numar, 2237
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 2013, Numar, 1759
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 2014, Numar, 1491
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 2015, Numar, 1798
Varsta sotului 40-44 ani, Varsta sotiei 40-44 ani, Anul 2016, Numar, 1746
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 1990, Numar, 183
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 1991, Numar, 229
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 1992, Numar, 205
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 1993, Numar, 192
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 1994, Numar, 277
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 1995, Numar, 255
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 1996, Numar, 309
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 1997, Numar, 265
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 1998, Numar, 353
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 1999, Numar, 322
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 2000, Numar, 290
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 2001, Numar, 276
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 2002, Numar, 263
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 2003, Numar, 255
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 2004, Numar, 259
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 2005, Numar, 185
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 2006, Numar, 154
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 2007, Numar, 190
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 2008, Numar, 173
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 2009, Numar, 176
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 2010, Numar, 223
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 2011, Numar, 247
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 2012, Numar, 256
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 2013, Numar, 310
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 2014, Numar, 328
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 2015, Numar, 397
Varsta sotului 40-44 ani, Varsta sotiei 45-49 ani, Anul 2016, Numar, 385
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 1990, Numar, 64
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 1991, Numar, 65
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 1992, Numar, 69
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 1993, Numar, 59
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 1994, Numar, 45
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 1995, Numar, 56
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 1996, Numar, 54
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 1997, Numar, 53
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 1998, Numar, 67
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 1999, Numar, 60
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 2000, Numar, 41
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 2001, Numar, 47
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 2002, Numar, 57
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 2003, Numar, 65
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 2004, Numar, 47
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 2005, Numar, 62
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 2006, Numar, 43
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 2007, Numar, 37
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 2008, Numar, 43
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 2009, Numar, 62
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 2010, Numar, 47
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 2011, Numar, 60
Varsta sotului 40-44 ani, Varsta sotiei 50-54 ani, Anul 2012, Numar, 50
