
Judete, Localitati , Ani, UM: Numar, Valoare
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1990, Numar, 624
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1991, Numar, 644
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1992, Numar, 604
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1993, Numar, 570
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1994, Numar, 359
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1995, Numar, 485
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1996, Numar, 410
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1997, Numar, 297
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1998, Numar, 326
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1999, Numar, 346
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2000, Numar, 366
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2001, Numar, 267
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2002, Numar, 523
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2003, Numar, 519
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2004, Numar, 716
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2005, Numar, 533
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2006, Numar, 477
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2007, Numar, 489
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2008, Numar, 709
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2009, Numar, 628
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2010, Numar, 497
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2011, Numar, 541
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2012, Numar, 535
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2013, Numar, 273
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2014, Numar, 291
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2015, Numar, 244
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2016, Numar, 282
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 1990, Numar, 52
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 1991, Numar, 50
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 1992, Numar, 56
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 1993, Numar, 48
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 1994, Numar, 71
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 1995, Numar, 48
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 1996, Numar, 48
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 1997, Numar, 60
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 1998, Numar, 81
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 1999, Numar, 48
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2000, Numar, 44
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2001, Numar, 59
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2002, Numar, 43
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2003, Numar, 43
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2004, Numar, 58
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2005, Numar, 50
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2006, Numar, 44
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2007, Numar, 60
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2008, Numar, 45
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2009, Numar, 37
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2010, Numar, 49
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2011, Numar, 56
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2012, Numar, 42
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2013, Numar, 31
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2014, Numar, 49
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2015, Numar, 38
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2016, Numar, 50
Cluj, 55008 MUNICIPIUL DEJ, Anul 1990, Numar, 61
Cluj, 55008 MUNICIPIUL DEJ, Anul 1991, Numar, 83
Cluj, 55008 MUNICIPIUL DEJ, Anul 1992, Numar, 61
Cluj, 55008 MUNICIPIUL DEJ, Anul 1993, Numar, 78
Cluj, 55008 MUNICIPIUL DEJ, Anul 1994, Numar, 99
Cluj, 55008 MUNICIPIUL DEJ, Anul 1995, Numar, 94
Cluj, 55008 MUNICIPIUL DEJ, Anul 1996, Numar, 83
Cluj, 55008 MUNICIPIUL DEJ, Anul 1997, Numar, 104
Cluj, 55008 MUNICIPIUL DEJ, Anul 1998, Numar, 120
Cluj, 55008 MUNICIPIUL DEJ, Anul 1999, Numar, 118
Cluj, 55008 MUNICIPIUL DEJ, Anul 2000, Numar, 70
Cluj, 55008 MUNICIPIUL DEJ, Anul 2001, Numar, 67
Cluj, 55008 MUNICIPIUL DEJ, Anul 2002, Numar, 96
Cluj, 55008 MUNICIPIUL DEJ, Anul 2003, Numar, 114
Cluj, 55008 MUNICIPIUL DEJ, Anul 2004, Numar, 107
Cluj, 55008 MUNICIPIUL DEJ, Anul 2005, Numar, 96
Cluj, 55008 MUNICIPIUL DEJ, Anul 2006, Numar, 69
Cluj, 55008 MUNICIPIUL DEJ, Anul 2007, Numar, 80
Cluj, 55008 MUNICIPIUL DEJ, Anul 2008, Numar, 94
Cluj, 55008 MUNICIPIUL DEJ, Anul 2009, Numar, 66
Cluj, 55008 MUNICIPIUL DEJ, Anul 2010, Numar, 100
Cluj, 55008 MUNICIPIUL DEJ, Anul 2011, Numar, 98
Cluj, 55008 MUNICIPIUL DEJ, Anul 2012, Numar, 84
Cluj, 55008 MUNICIPIUL DEJ, Anul 2013, Numar, 78
Cluj, 55008 MUNICIPIUL DEJ, Anul 2014, Numar, 64
Cluj, 55008 MUNICIPIUL DEJ, Anul 2015, Numar, 111
Cluj, 55008 MUNICIPIUL DEJ, Anul 2016, Numar, 102
Cluj, 55384 MUNICIPIUL GHERLA, Anul 1990, Numar, 33
Cluj, 55384 MUNICIPIUL GHERLA, Anul 1991, Numar, 31
Cluj, 55384 MUNICIPIUL GHERLA, Anul 1992, Numar, 25
Cluj, 55384 MUNICIPIUL GHERLA, Anul 1993, Numar, 37
Cluj, 55384 MUNICIPIUL GHERLA, Anul 1994, Numar, 49
Cluj, 55384 MUNICIPIUL GHERLA, Anul 1995, Numar, 39
Cluj, 55384 MUNICIPIUL GHERLA, Anul 1996, Numar, 39
Cluj, 55384 MUNICIPIUL GHERLA, Anul 1997, Numar, 36
Cluj, 55384 MUNICIPIUL GHERLA, Anul 1998, Numar, 70
Cluj, 55384 MUNICIPIUL GHERLA, Anul 1999, Numar, 39
Cluj, 55384 MUNICIPIUL GHERLA, Anul 2000, Numar, 36
Cluj, 55384 MUNICIPIUL GHERLA, Anul 2001, Numar, 49
Cluj, 55384 MUNICIPIUL GHERLA, Anul 2002, Numar, 48
Cluj, 55384 MUNICIPIUL GHERLA, Anul 2003, Numar, 38
Cluj, 55384 MUNICIPIUL GHERLA, Anul 2004, Numar, 49
Cluj, 55384 MUNICIPIUL GHERLA, Anul 2005, Numar, 30
Cluj, 55384 MUNICIPIUL GHERLA, Anul 2006, Numar, 62
Cluj, 55384 MUNICIPIUL GHERLA, Anul 2007, Numar, 51
Cluj, 55384 MUNICIPIUL GHERLA, Anul 2008, Numar, 53
Cluj, 55384 MUNICIPIUL GHERLA, Anul 2009, Numar, 48
Cluj, 55384 MUNICIPIUL GHERLA, Anul 2010, Numar, 52
Cluj, 55384 MUNICIPIUL GHERLA, Anul 2011, Numar, 62
Cluj, 55384 MUNICIPIUL GHERLA, Anul 2012, Numar, 46
Cluj, 55384 MUNICIPIUL GHERLA, Anul 2013, Numar, 42
Cluj, 55384 MUNICIPIUL GHERLA, Anul 2014, Numar, 38
