
Judete, Localitati , Ani, UM: Numar, Valoare
Bihor, 26564 MUNICIPIUL ORADEA, Anul 1990, Numar, 495
Bihor, 26564 MUNICIPIUL ORADEA, Anul 1991, Numar, 444
Bihor, 26564 MUNICIPIUL ORADEA, Anul 1992, Numar, 248
Bihor, 26564 MUNICIPIUL ORADEA, Anul 1993, Numar, 338
Bihor, 26564 MUNICIPIUL ORADEA, Anul 1994, Numar, 292
Bihor, 26564 MUNICIPIUL ORADEA, Anul 1995, Numar, 360
Bihor, 26564 MUNICIPIUL ORADEA, Anul 1996, Numar, 213
Bihor, 26564 MUNICIPIUL ORADEA, Anul 1997, Numar, 352
Bihor, 26564 MUNICIPIUL ORADEA, Anul 1998, Numar, 406
Bihor, 26564 MUNICIPIUL ORADEA, Anul 1999, Numar, 288
Bihor, 26564 MUNICIPIUL ORADEA, Anul 2000, Numar, 483
Bihor, 26564 MUNICIPIUL ORADEA, Anul 2001, Numar, 362
Bihor, 26564 MUNICIPIUL ORADEA, Anul 2002, Numar, 369
Bihor, 26564 MUNICIPIUL ORADEA, Anul 2003, Numar, 347
Bihor, 26564 MUNICIPIUL ORADEA, Anul 2004, Numar, 319
Bihor, 26564 MUNICIPIUL ORADEA, Anul 2005, Numar, 303
Bihor, 26564 MUNICIPIUL ORADEA, Anul 2006, Numar, 119
Bihor, 26564 MUNICIPIUL ORADEA, Anul 2007, Numar, 165
Bihor, 26564 MUNICIPIUL ORADEA, Anul 2008, Numar, 182
Bihor, 26564 MUNICIPIUL ORADEA, Anul 2009, Numar, 316
Bihor, 26564 MUNICIPIUL ORADEA, Anul 2010, Numar, 537
Bihor, 26564 MUNICIPIUL ORADEA, Anul 2011, Numar, 562
Bihor, 26564 MUNICIPIUL ORADEA, Anul 2012, Numar, 382
Bihor, 26564 MUNICIPIUL ORADEA, Anul 2013, Numar, 382
Bihor, 26564 MUNICIPIUL ORADEA, Anul 2014, Numar, 337
Bihor, 26564 MUNICIPIUL ORADEA, Anul 2015, Numar, 499
Bihor, 26564 MUNICIPIUL ORADEA, Anul 2016, Numar, 508
Bihor, 26804 MUNICIPIUL BEIUS, Anul 1990, Numar, 12
Bihor, 26804 MUNICIPIUL BEIUS, Anul 1991, Numar, 4
Bihor, 26804 MUNICIPIUL BEIUS, Anul 1992, Numar, 19
Bihor, 26804 MUNICIPIUL BEIUS, Anul 1993, Numar, 16
Bihor, 26804 MUNICIPIUL BEIUS, Anul 1994, Numar, 12
Bihor, 26804 MUNICIPIUL BEIUS, Anul 1995, Numar, 19
Bihor, 26804 MUNICIPIUL BEIUS, Anul 1996, Numar, 22
Bihor, 26804 MUNICIPIUL BEIUS, Anul 1997, Numar, 27
Bihor, 26804 MUNICIPIUL BEIUS, Anul 1998, Numar, 17
Bihor, 26804 MUNICIPIUL BEIUS, Anul 1999, Numar, 16
