
Judete, Localitati , Ani, UM: Numar, Valoare
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1990, Numar, 2620
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1991, Numar, 2334
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1992, Numar, 2155
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1993, Numar, 2229
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1994, Numar, 2166
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1995, Numar, 2180
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1996, Numar, 2085
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1997, Numar, 1970
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1998, Numar, 2140
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1999, Numar, 2142
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2000, Numar, 2094
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2001, Numar, 1994
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2002, Numar, 1908
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2003, Numar, 1944
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2004, Numar, 2378
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2005, Numar, 2476
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2006, Numar, 2533
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2007, Numar, 2529
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2008, Numar, 2489
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2009, Numar, 2408
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2010, Numar, 2278
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2011, Numar, 2055
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2012, Numar, 2173
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2013, Numar, 2275
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2014, Numar, 3189
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2015, Numar, 2941
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2016, Numar, 2867
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 1990, Numar, 240
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 1991, Numar, 313
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 1992, Numar, 238
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 1993, Numar, 210
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 1994, Numar, 194
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 1995, Numar, 220
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 1996, Numar, 227
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 1997, Numar, 198
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 1998, Numar, 202
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 1999, Numar, 191
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2000, Numar, 186
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2001, Numar, 190
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2002, Numar, 175
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2003, Numar, 210
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2004, Numar, 205
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2005, Numar, 180
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2006, Numar, 194
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2007, Numar, 211
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2008, Numar, 194
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2009, Numar, 172
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2010, Numar, 159
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2011, Numar, 161
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2012, Numar, 155
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2013, Numar, 137
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2014, Numar, 135
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2015, Numar, 150
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 2016, Numar, 174
Cluj, 55008 MUNICIPIUL DEJ, Anul 1990, Numar, 370
Cluj, 55008 MUNICIPIUL DEJ, Anul 1991, Numar, 405
Cluj, 55008 MUNICIPIUL DEJ, Anul 1992, Numar, 380
Cluj, 55008 MUNICIPIUL DEJ, Anul 1993, Numar, 300
Cluj, 55008 MUNICIPIUL DEJ, Anul 1994, Numar, 293
Cluj, 55008 MUNICIPIUL DEJ, Anul 1995, Numar, 296
Cluj, 55008 MUNICIPIUL DEJ, Anul 1996, Numar, 313
Cluj, 55008 MUNICIPIUL DEJ, Anul 1997, Numar, 301
Cluj, 55008 MUNICIPIUL DEJ, Anul 1998, Numar, 307
Cluj, 55008 MUNICIPIUL DEJ, Anul 1999, Numar, 298
Cluj, 55008 MUNICIPIUL DEJ, Anul 2000, Numar, 270
Cluj, 55008 MUNICIPIUL DEJ, Anul 2001, Numar, 296
Cluj, 55008 MUNICIPIUL DEJ, Anul 2002, Numar, 272
Cluj, 55008 MUNICIPIUL DEJ, Anul 2003, Numar, 286
Cluj, 55008 MUNICIPIUL DEJ, Anul 2004, Numar, 302
Cluj, 55008 MUNICIPIUL DEJ, Anul 2005, Numar, 256
Cluj, 55008 MUNICIPIUL DEJ, Anul 2006, Numar, 294
Cluj, 55008 MUNICIPIUL DEJ, Anul 2007, Numar, 314
Cluj, 55008 MUNICIPIUL DEJ, Anul 2008, Numar, 269
Cluj, 55008 MUNICIPIUL DEJ, Anul 2009, Numar, 264
Cluj, 55008 MUNICIPIUL DEJ, Anul 2010, Numar, 225
Cluj, 55008 MUNICIPIUL DEJ, Anul 2011, Numar, 213
Cluj, 55008 MUNICIPIUL DEJ, Anul 2012, Numar, 222
Cluj, 55008 MUNICIPIUL DEJ, Anul 2013, Numar, 194
Cluj, 55008 MUNICIPIUL DEJ, Anul 2014, Numar, 226
Cluj, 55008 MUNICIPIUL DEJ, Anul 2015, Numar, 254
Cluj, 55008 MUNICIPIUL DEJ, Anul 2016, Numar, 256
Cluj, 55384 MUNICIPIUL GHERLA, Anul 1990, Numar, 222
Cluj, 55384 MUNICIPIUL GHERLA, Anul 1991, Numar, 145
Cluj, 55384 MUNICIPIUL GHERLA, Anul 1992, Numar, 161
Cluj, 55384 MUNICIPIUL GHERLA, Anul 1993, Numar, 163
Cluj, 55384 MUNICIPIUL GHERLA, Anul 1994, Numar, 164
Cluj, 55384 MUNICIPIUL GHERLA, Anul 1995, Numar, 175
Cluj, 55384 MUNICIPIUL GHERLA, Anul 1996, Numar, 167
Cluj, 55384 MUNICIPIUL GHERLA, Anul 1997, Numar, 173
Cluj, 55384 MUNICIPIUL GHERLA, Anul 1998, Numar, 162
Cluj, 55384 MUNICIPIUL GHERLA, Anul 1999, Numar, 161
Cluj, 55384 MUNICIPIUL GHERLA, Anul 2000, Numar, 153
Cluj, 55384 MUNICIPIUL GHERLA, Anul 2001, Numar, 150
Cluj, 55384 MUNICIPIUL GHERLA, Anul 2002, Numar, 153
Cluj, 55384 MUNICIPIUL GHERLA, Anul 2003, Numar, 179
Cluj, 55384 MUNICIPIUL GHERLA, Anul 2004, Numar, 180
Cluj, 55384 MUNICIPIUL GHERLA, Anul 2005, Numar, 158
Cluj, 55384 MUNICIPIUL GHERLA, Anul 2006, Numar, 176
Cluj, 55384 MUNICIPIUL GHERLA, Anul 2007, Numar, 160
Cluj, 55384 MUNICIPIUL GHERLA, Anul 2008, Numar, 170
Cluj, 55384 MUNICIPIUL GHERLA, Anul 2009, Numar, 178
Cluj, 55384 MUNICIPIUL GHERLA, Anul 2010, Numar, 149
Cluj, 55384 MUNICIPIUL GHERLA, Anul 2011, Numar, 140
Cluj, 55384 MUNICIPIUL GHERLA, Anul 2012, Numar, 138
Cluj, 55384 MUNICIPIUL GHERLA, Anul 2013, Numar, 149
Cluj, 55384 MUNICIPIUL GHERLA, Anul 2014, Numar, 156
Cluj, 55384 MUNICIPIUL GHERLA, Anul 2015, Numar, 150
Cluj, 55384 MUNICIPIUL GHERLA, Anul 2016, Numar, 180
Cluj, 55259 MUNICIPIUL TURDA, Anul 1990, Numar, 566
Cluj, 55259 MUNICIPIUL TURDA, Anul 1991, Numar, 513
Cluj, 55259 MUNICIPIUL TURDA, Anul 1992, Numar, 507
Cluj, 55259 MUNICIPIUL TURDA, Anul 1993, Numar, 435
Cluj, 55259 MUNICIPIUL TURDA, Anul 1994, Numar, 384
Cluj, 55259 MUNICIPIUL TURDA, Anul 1995, Numar, 400
Cluj, 55259 MUNICIPIUL TURDA, Anul 1996, Numar, 439
Cluj, 55259 MUNICIPIUL TURDA, Anul 1997, Numar, 428
Cluj, 55259 MUNICIPIUL TURDA, Anul 1998, Numar, 420
Cluj, 55259 MUNICIPIUL TURDA, Anul 1999, Numar, 427
Cluj, 55259 MUNICIPIUL TURDA, Anul 2000, Numar, 415
Cluj, 55259 MUNICIPIUL TURDA, Anul 2001, Numar, 375
Cluj, 55259 MUNICIPIUL TURDA, Anul 2002, Numar, 331
Cluj, 55259 MUNICIPIUL TURDA, Anul 2003, Numar, 331
Cluj, 55259 MUNICIPIUL TURDA, Anul 2004, Numar, 398
Cluj, 55259 MUNICIPIUL TURDA, Anul 2005, Numar, 362
Cluj, 55259 MUNICIPIUL TURDA, Anul 2006, Numar, 397
Cluj, 55259 MUNICIPIUL TURDA, Anul 2007, Numar, 479
Cluj, 55259 MUNICIPIUL TURDA, Anul 2008, Numar, 385
Cluj, 55259 MUNICIPIUL TURDA, Anul 2009, Numar, 338
Cluj, 55259 MUNICIPIUL TURDA, Anul 2010, Numar, 306
Cluj, 55259 MUNICIPIUL TURDA, Anul 2011, Numar, 267
Cluj, 55259 MUNICIPIUL TURDA, Anul 2012, Numar, 261
Cluj, 55259 MUNICIPIUL TURDA, Anul 2013, Numar, 273
Cluj, 55259 MUNICIPIUL TURDA, Anul 2014, Numar, 290
Cluj, 55259 MUNICIPIUL TURDA, Anul 2015, Numar, 332
Cluj, 55259 MUNICIPIUL TURDA, Anul 2016, Numar, 307
Cluj, 55446 ORAS HUEDIN, Anul 1990, Numar, 76
Cluj, 55446 ORAS HUEDIN, Anul 1991, Numar, 83
Cluj, 55446 ORAS HUEDIN, Anul 1992, Numar, 61
Cluj, 55446 ORAS HUEDIN, Anul 1993, Numar, 63
Cluj, 55446 ORAS HUEDIN, Anul 1994, Numar, 67
Cluj, 55446 ORAS HUEDIN, Anul 1995, Numar, 63
Cluj, 55446 ORAS HUEDIN, Anul 1996, Numar, 69
Cluj, 55446 ORAS HUEDIN, Anul 1997, Numar, 69
Cluj, 55446 ORAS HUEDIN, Anul 1998, Numar, 63
Cluj, 55446 ORAS HUEDIN, Anul 1999, Numar, 73
Cluj, 55446 ORAS HUEDIN, Anul 2000, Numar, 54
Cluj, 55446 ORAS HUEDIN, Anul 2001, Numar, 51
Cluj, 55446 ORAS HUEDIN, Anul 2002, Numar, 45
Cluj, 55446 ORAS HUEDIN, Anul 2003, Numar, 77
Cluj, 55446 ORAS HUEDIN, Anul 2004, Numar, 47
Cluj, 55446 ORAS HUEDIN, Anul 2005, Numar, 54
Cluj, 55446 ORAS HUEDIN, Anul 2006, Numar, 69
Cluj, 55446 ORAS HUEDIN, Anul 2007, Numar, 72
Cluj, 55446 ORAS HUEDIN, Anul 2008, Numar, 57
Cluj, 55446 ORAS HUEDIN, Anul 2009, Numar, 34
Cluj, 55446 ORAS HUEDIN, Anul 2010, Numar, 42
Cluj, 55446 ORAS HUEDIN, Anul 2011, Numar, 43
Cluj, 55446 ORAS HUEDIN, Anul 2012, Numar, 40
Cluj, 55446 ORAS HUEDIN, Anul 2013, Numar, 39
Cluj, 55446 ORAS HUEDIN, Anul 2014, Numar, 34
Cluj, 55446 ORAS HUEDIN, Anul 2015, Numar, 43
Cluj, 55446 ORAS HUEDIN, Anul 2016, Numar, 46
Cluj, 55473 AGHIRESU, Anul 1990, Numar, 59
Cluj, 55473 AGHIRESU, Anul 1991, Numar, 47
Cluj, 55473 AGHIRESU, Anul 1992, Numar, 55
Cluj, 55473 AGHIRESU, Anul 1993, Numar, 48
Cluj, 55473 AGHIRESU, Anul 1994, Numar, 46
Cluj, 55473 AGHIRESU, Anul 1995, Numar, 42
Cluj, 55473 AGHIRESU, Anul 1996, Numar, 38
Cluj, 55473 AGHIRESU, Anul 1997, Numar, 42
Cluj, 55473 AGHIRESU, Anul 1998, Numar, 38
Cluj, 55473 AGHIRESU, Anul 1999, Numar, 28
Cluj, 55473 AGHIRESU, Anul 2000, Numar, 37
Cluj, 55473 AGHIRESU, Anul 2001, Numar, 28
Cluj, 55473 AGHIRESU, Anul 2002, Numar, 36
Cluj, 55473 AGHIRESU, Anul 2003, Numar, 32
Cluj, 55473 AGHIRESU, Anul 2004, Numar, 45
Cluj, 55473 AGHIRESU, Anul 2005, Numar, 33
Cluj, 55473 AGHIRESU, Anul 2006, Numar, 39
Cluj, 55473 AGHIRESU, Anul 2007, Numar, 53
Cluj, 55473 AGHIRESU, Anul 2008, Numar, 36
Cluj, 55473 AGHIRESU, Anul 2009, Numar, 33
Cluj, 55473 AGHIRESU, Anul 2010, Numar, 31
Cluj, 55473 AGHIRESU, Anul 2011, Numar, 20
Cluj, 55473 AGHIRESU, Anul 2012, Numar, 27
Cluj, 55473 AGHIRESU, Anul 2013, Numar, 28
Cluj, 55473 AGHIRESU, Anul 2014, Numar, 30
Cluj, 55473 AGHIRESU, Anul 2015, Numar, 27
Cluj, 55473 AGHIRESU, Anul 2016, Numar, 37
Cluj, 55598 AITON, Anul 1990, Numar, 7
Cluj, 55598 AITON, Anul 1991, Numar, 1
Cluj, 55598 AITON, Anul 1992, Numar, 8
Cluj, 55598 AITON, Anul 1993, Numar, 8
Cluj, 55598 AITON, Anul 1994, Numar, 12
Cluj, 55598 AITON, Anul 1995, Numar, 5
Cluj, 55598 AITON, Anul 1996, Numar, 3
Cluj, 55598 AITON, Anul 1997, Numar, 6
