
Judete, Localitati , Ani, UM: Numar persoane, Valoare
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1994, Numar persoane, 6
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1995, Numar persoane, 17
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1996, Numar persoane, 7
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1997, Numar persoane, 17
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1998, Numar persoane, 33
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1999, Numar persoane, 22
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2000, Numar persoane, 41
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2001, Numar persoane, 34
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2002, Numar persoane, 16
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2003, Numar persoane, 10
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2004, Numar persoane, 5
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2005, Numar persoane, 8
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2006, Numar persoane, 5
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2007, Numar persoane, 29
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2008, Numar persoane, 40
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2009, Numar persoane, 35
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2010, Numar persoane, 35
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2011, Numar persoane, 28
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2012, Numar persoane, 23
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2013, Numar persoane, 8
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2014, Numar persoane, 11
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2015, Numar persoane, 19
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2016, Numar persoane, 24
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1995, Numar persoane, 5
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1996, Numar persoane, 1
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1997, Numar persoane, 9
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1998, Numar persoane, 6
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1999, Numar persoane, 6
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2001, Numar persoane, 5
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2002, Numar persoane, 1
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2003, Numar persoane, 4
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2005, Numar persoane, 2
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2006, Numar persoane, 1
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2007, Numar persoane, 7
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2008, Numar persoane, 5
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2009, Numar persoane, 3
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2010, Numar persoane, 4
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2011, Numar persoane, 4
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2012, Numar persoane, 3
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2013, Numar persoane, 2
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2015, Numar persoane, 2
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2016, Numar persoane, 1
Covasna, 63447 ORAS BARAOLT, Anul 1996, Numar persoane, 1
Covasna, 63447 ORAS BARAOLT, Anul 1997, Numar persoane, 3
Covasna, 63447 ORAS BARAOLT, Anul 1998, Numar persoane, 6
Covasna, 63447 ORAS BARAOLT, Anul 1999, Numar persoane, 2
Covasna, 63447 ORAS BARAOLT, Anul 2000, Numar persoane, 3
Covasna, 63447 ORAS BARAOLT, Anul 2001, Numar persoane, 1
Covasna, 63447 ORAS BARAOLT, Anul 2005, Numar persoane, 1
Covasna, 63447 ORAS BARAOLT, Anul 2006, Numar persoane, 1
Covasna, 63447 ORAS BARAOLT, Anul 2007, Numar persoane, 3
Covasna, 63447 ORAS BARAOLT, Anul 2008, Numar persoane, 4
Covasna, 63447 ORAS BARAOLT, Anul 2009, Numar persoane, 2
Covasna, 63447 ORAS BARAOLT, Anul 2011, Numar persoane, 1
Covasna, 63447 ORAS BARAOLT, Anul 2012, Numar persoane, 2
Covasna, 63447 ORAS BARAOLT, Anul 2014, Numar persoane, 4
Covasna, 63447 ORAS BARAOLT, Anul 2015, Numar persoane, 2
Covasna, 63447 ORAS BARAOLT, Anul 2016, Numar persoane, 1
Covasna, 63526 ORAS COVASNA, Anul 1995, Numar persoane, 1
Covasna, 63526 ORAS COVASNA, Anul 1996, Numar persoane, 3
Covasna, 63526 ORAS COVASNA, Anul 1997, Numar persoane, 9
Covasna, 63526 ORAS COVASNA, Anul 1998, Numar persoane, 7
Covasna, 63526 ORAS COVASNA, Anul 1999, Numar persoane, 12
Covasna, 63526 ORAS COVASNA, Anul 2002, Numar persoane, 2
Covasna, 63526 ORAS COVASNA, Anul 2003, Numar persoane, 3
Covasna, 63526 ORAS COVASNA, Anul 2004, Numar persoane, 2
Covasna, 63526 ORAS COVASNA, Anul 2005, Numar persoane, 1
Covasna, 63526 ORAS COVASNA, Anul 2006, Numar persoane, 1
Covasna, 63526 ORAS COVASNA, Anul 2007, Numar persoane, 2
Covasna, 63526 ORAS COVASNA, Anul 2008, Numar persoane, 2
Covasna, 63526 ORAS COVASNA, Anul 2009, Numar persoane, 2
Covasna, 63526 ORAS COVASNA, Anul 2010, Numar persoane, 4
Covasna, 63526 ORAS COVASNA, Anul 2011, Numar persoane, 1
Covasna, 63526 ORAS COVASNA, Anul 2013, Numar persoane, 1
Covasna, 63526 ORAS COVASNA, Anul 2014, Numar persoane, 3
Covasna, 63526 ORAS COVASNA, Anul 2015, Numar persoane, 3
Covasna, 63526 ORAS COVASNA, Anul 2016, Numar persoane, 2
Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 1999, Numar persoane, 1
Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 2000, Numar persoane, 5
Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 2004, Numar persoane, 1
Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 2006, Numar persoane, 2
Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 2009, Numar persoane, 2
Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 2012, Numar persoane, 1
Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 2013, Numar persoane, 1
Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 2015, Numar persoane, 1
Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 2016, Numar persoane, 2
Covasna, 63777 AITA MARE, Anul 2003, Numar persoane, 1
Covasna, 63777 AITA MARE, Anul 2008, Numar persoane, 1
Covasna, 63777 AITA MARE, Anul 2013, Numar persoane, 1
Covasna, 63777 AITA MARE, Anul 2014, Numar persoane, 2
Covasna, 65113 ARCUS, Anul 2008, Numar persoane, 1
Covasna, 65113 ARCUS, Anul 2014, Numar persoane, 1
Covasna, 65113 ARCUS, Anul 2016, Numar persoane, 2
Covasna, 63633 BARCANI, Anul 2010, Numar persoane, 1
Covasna, 63633 BARCANI, Anul 2016, Numar persoane, 1
Covasna, 63802 BATANI, Anul 1997, Numar persoane, 1
Covasna, 63802 BATANI, Anul 2014, Numar persoane, 1
Covasna, 63802 BATANI, Anul 2016, Numar persoane, 2
Covasna, 65121 BIXAD, Anul 2013, Numar persoane, 1
Covasna, 65121 BIXAD, Anul 2014, Numar persoane, 1
Covasna, 63893 BODOC, Anul 2014, Numar persoane, 2
Covasna, 63937 BOROSNEU MARE, Anul 2009, Numar persoane, 1
Covasna, 63937 BOROSNEU MARE, Anul 2016, Numar persoane, 1
Covasna, 64041 BRADUT, Anul 1995, Numar persoane, 1
Covasna, 64041 BRADUT, Anul 1997, Numar persoane, 3
Covasna, 64041 BRADUT, Anul 1998, Numar persoane, 1
Covasna, 64041 BRADUT, Anul 2001, Numar persoane, 1
Covasna, 64041 BRADUT, Anul 2012, Numar persoane, 1
Covasna, 64041 BRADUT, Anul 2013, Numar persoane, 1
Covasna, 64041 BRADUT, Anul 2015, Numar persoane, 1
Covasna, 64041 BRADUT, Anul 2016, Numar persoane, 1
Covasna, 64005 BRATES, Anul 2009, Numar persoane, 1
Covasna, 64005 BRATES, Anul 2014, Numar persoane, 1
Covasna, 64096 BRETCU, Anul 1998, Numar persoane, 1
Covasna, 64096 BRETCU, Anul 2007, Numar persoane, 1
Covasna, 64096 BRETCU, Anul 2008, Numar persoane, 1
Covasna, 64096 BRETCU, Anul 2013, Numar persoane, 1
Covasna, 64130 CATALINA, Anul 1996, Numar persoane, 1
Covasna, 64130 CATALINA, Anul 2014, Numar persoane, 1
Covasna, 64194 CERNAT, Anul 1999, Numar persoane, 5
Covasna, 64194 CERNAT, Anul 2009, Numar persoane, 1
Covasna, 64194 CERNAT, Anul 2016, Numar persoane, 1
Covasna, 64238 CHICHIS, Anul 1997, Numar persoane, 1
Covasna, 64238 CHICHIS, Anul 2001, Numar persoane, 1
Covasna, 64238 CHICHIS, Anul 2002, Numar persoane, 1
Covasna, 64238 CHICHIS, Anul 2008, Numar persoane, 1
Covasna, 64238 CHICHIS, Anul 2010, Numar persoane, 1
Covasna, 64265 DOBIRLAU, Anul 2011, Numar persoane, 1
Covasna, 64318 GHELINTA, Anul 1997, Numar persoane, 3
Covasna, 64318 GHELINTA, Anul 1998, Numar persoane, 2
Covasna, 64345 GHIDFALAU, Anul 2012, Numar persoane, 1
Covasna, 64345 GHIDFALAU, Anul 2015, Numar persoane, 1
Covasna, 64425 ILIENI, Anul 2013, Numar persoane, 1
Covasna, 64425 ILIENI, Anul 2015, Numar persoane, 1
Covasna, 64461 LEMNIA, Anul 1997, Numar persoane, 1
Covasna, 64461 LEMNIA, Anul 1998, Numar persoane, 1
Covasna, 64461 LEMNIA, Anul 2011, Numar persoane, 1
Covasna, 64461 LEMNIA, Anul 2013, Numar persoane, 3
