
Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
0- 4 ani, Masculin, Satu Mare, 136848 ORAS ARDUD, Anul 2010, Numar persoane, 268
0- 4 ani, Masculin, Satu Mare, 136848 ORAS ARDUD, Anul 2011, Numar persoane, 261
0- 4 ani, Masculin, Satu Mare, 138039 ORAS LIVADA, Anul 2004, Numar persoane, 232
0- 4 ani, Masculin, Satu Mare, 138039 ORAS LIVADA, Anul 2005, Numar persoane, 238
0- 4 ani, Masculin, Satu Mare, 138039 ORAS LIVADA, Anul 2006, Numar persoane, 237
0- 4 ani, Masculin, Satu Mare, 138039 ORAS LIVADA, Anul 2007, Numar persoane, 247
0- 4 ani, Masculin, Satu Mare, 138039 ORAS LIVADA, Anul 2008, Numar persoane, 256
0- 4 ani, Masculin, Satu Mare, 138039 ORAS LIVADA, Anul 2009, Numar persoane, 261
0- 4 ani, Masculin, Satu Mare, 138039 ORAS LIVADA, Anul 2010, Numar persoane, 228
0- 4 ani, Masculin, Satu Mare, 138039 ORAS LIVADA, Anul 2011, Numar persoane, 223
0- 4 ani, Masculin, Satu Mare, 136599 ORAS NEGRESTI-OAS, Anul 2004, Numar persoane, 449
0- 4 ani, Masculin, Satu Mare, 136599 ORAS NEGRESTI-OAS, Anul 2005, Numar persoane, 472
0- 4 ani, Masculin, Satu Mare, 136599 ORAS NEGRESTI-OAS, Anul 2006, Numar persoane, 471
0- 4 ani, Masculin, Satu Mare, 136599 ORAS NEGRESTI-OAS, Anul 2007, Numar persoane, 477
0- 4 ani, Masculin, Satu Mare, 136599 ORAS NEGRESTI-OAS, Anul 2008, Numar persoane, 494
0- 4 ani, Masculin, Satu Mare, 136599 ORAS NEGRESTI-OAS, Anul 2009, Numar persoane, 459
0- 4 ani, Masculin, Satu Mare, 136599 ORAS NEGRESTI-OAS, Anul 2010, Numar persoane, 430
0- 4 ani, Masculin, Satu Mare, 136599 ORAS NEGRESTI-OAS, Anul 2011, Numar persoane, 438
0- 4 ani, Masculin, Satu Mare, 136642 ORAS TASNAD, Anul 2004, Numar persoane, 264
0- 4 ani, Masculin, Satu Mare, 136642 ORAS TASNAD, Anul 2005, Numar persoane, 262
0- 4 ani, Masculin, Satu Mare, 136642 ORAS TASNAD, Anul 2006, Numar persoane, 244
0- 4 ani, Masculin, Satu Mare, 136642 ORAS TASNAD, Anul 2007, Numar persoane, 238
0- 4 ani, Masculin, Satu Mare, 136642 ORAS TASNAD, Anul 2008, Numar persoane, 242
0- 4 ani, Masculin, Satu Mare, 136642 ORAS TASNAD, Anul 2009, Numar persoane, 231
0- 4 ani, Masculin, Satu Mare, 136642 ORAS TASNAD, Anul 2010, Numar persoane, 215
0- 4 ani, Masculin, Satu Mare, 136642 ORAS TASNAD, Anul 2011, Numar persoane, 217
0- 4 ani, Masculin, Satu Mare, 136713 ACIS, Anul 2004, Numar persoane, 135
0- 4 ani, Masculin, Satu Mare, 136713 ACIS, Anul 2005, Numar persoane, 129
0- 4 ani, Masculin, Satu Mare, 136713 ACIS, Anul 2006, Numar persoane, 137
0- 4 ani, Masculin, Satu Mare, 136713 ACIS, Anul 2007, Numar persoane, 131
0- 4 ani, Masculin, Satu Mare, 136713 ACIS, Anul 2008, Numar persoane, 124
0- 4 ani, Masculin, Satu Mare, 136713 ACIS, Anul 2009, Numar persoane, 122
0- 4 ani, Masculin, Satu Mare, 136713 ACIS, Anul 2010, Numar persoane, 114
0- 4 ani, Masculin, Satu Mare, 136713 ACIS, Anul 2011, Numar persoane, 105
0- 4 ani, Masculin, Satu Mare, 179873 AGRIS, Anul 2005, Numar persoane, 67
0- 4 ani, Masculin, Satu Mare, 179873 AGRIS, Anul 2006, Numar persoane, 71
0- 4 ani, Masculin, Satu Mare, 179873 AGRIS, Anul 2007, Numar persoane, 72
0- 4 ani, Masculin, Satu Mare, 179873 AGRIS, Anul 2008, Numar persoane, 66
0- 4 ani, Masculin, Satu Mare, 179873 AGRIS, Anul 2009, Numar persoane, 65
0- 4 ani, Masculin, Satu Mare, 179873 AGRIS, Anul 2010, Numar persoane, 71
0- 4 ani, Masculin, Satu Mare, 179873 AGRIS, Anul 2011, Numar persoane, 64
0- 4 ani, Masculin, Satu Mare, 136768 ANDRID, Anul 2004, Numar persoane, 101
0- 4 ani, Masculin, Satu Mare, 136768 ANDRID, Anul 2005, Numar persoane, 101
0- 4 ani, Masculin, Satu Mare, 136768 ANDRID, Anul 2006, Numar persoane, 106
0- 4 ani, Masculin, Satu Mare, 136768 ANDRID, Anul 2007, Numar persoane, 104
0- 4 ani, Masculin, Satu Mare, 136768 ANDRID, Anul 2008, Numar persoane, 106
0- 4 ani, Masculin, Satu Mare, 136768 ANDRID, Anul 2009, Numar persoane, 95
0- 4 ani, Masculin, Satu Mare, 136768 ANDRID, Anul 2010, Numar persoane, 93
0- 4 ani, Masculin, Satu Mare, 136768 ANDRID, Anul 2011, Numar persoane, 82
0- 4 ani, Masculin, Satu Mare, 136802 APA, Anul 2004, Numar persoane, 94
0- 4 ani, Masculin, Satu Mare, 136802 APA, Anul 2005, Numar persoane, 93
0- 4 ani, Masculin, Satu Mare, 136802 APA, Anul 2006, Numar persoane, 97
0- 4 ani, Masculin, Satu Mare, 136802 APA, Anul 2007, Numar persoane, 92
0- 4 ani, Masculin, Satu Mare, 136802 APA, Anul 2008, Numar persoane, 85
0- 4 ani, Masculin, Satu Mare, 136802 APA, Anul 2009, Numar persoane, 88
0- 4 ani, Masculin, Satu Mare, 136802 APA, Anul 2010, Numar persoane, 88
0- 4 ani, Masculin, Satu Mare, 136802 APA, Anul 2011, Numar persoane, 83
0- 4 ani, Masculin, Satu Mare, 136919 BATARCI, Anul 2004, Numar persoane, 142
0- 4 ani, Masculin, Satu Mare, 136919 BATARCI, Anul 2005, Numar persoane, 140
0- 4 ani, Masculin, Satu Mare, 136919 BATARCI, Anul 2006, Numar persoane, 149
0- 4 ani, Masculin, Satu Mare, 136919 BATARCI, Anul 2007, Numar persoane, 149
0- 4 ani, Masculin, Satu Mare, 136919 BATARCI, Anul 2008, Numar persoane, 139
0- 4 ani, Masculin, Satu Mare, 136919 BATARCI, Anul 2009, Numar persoane, 136
0- 4 ani, Masculin, Satu Mare, 136919 BATARCI, Anul 2010, Numar persoane, 129
0- 4 ani, Masculin, Satu Mare, 136919 BATARCI, Anul 2011, Numar persoane, 114
0- 4 ani, Masculin, Satu Mare, 136964 BELTIUG, Anul 2004, Numar persoane, 103
0- 4 ani, Masculin, Satu Mare, 136964 BELTIUG, Anul 2005, Numar persoane, 99
0- 4 ani, Masculin, Satu Mare, 136964 BELTIUG, Anul 2006, Numar persoane, 102
0- 4 ani, Masculin, Satu Mare, 136964 BELTIUG, Anul 2007, Numar persoane, 102
0- 4 ani, Masculin, Satu Mare, 136964 BELTIUG, Anul 2008, Numar persoane, 105
0- 4 ani, Masculin, Satu Mare, 136964 BELTIUG, Anul 2009, Numar persoane, 111
0- 4 ani, Masculin, Satu Mare, 136964 BELTIUG, Anul 2010, Numar persoane, 126
0- 4 ani, Masculin, Satu Mare, 136964 BELTIUG, Anul 2011, Numar persoane, 127
0- 4 ani, Masculin, Satu Mare, 137032 BERVENI, Anul 2004, Numar persoane, 112
0- 4 ani, Masculin, Satu Mare, 137032 BERVENI, Anul 2005, Numar persoane, 107
0- 4 ani, Masculin, Satu Mare, 137032 BERVENI, Anul 2006, Numar persoane, 101
0- 4 ani, Masculin, Satu Mare, 137032 BERVENI, Anul 2007, Numar persoane, 95
0- 4 ani, Masculin, Satu Mare, 137032 BERVENI, Anul 2008, Numar persoane, 87
0- 4 ani, Masculin, Satu Mare, 137032 BERVENI, Anul 2009, Numar persoane, 88
0- 4 ani, Masculin, Satu Mare, 137032 BERVENI, Anul 2010, Numar persoane, 92
0- 4 ani, Masculin, Satu Mare, 137032 BERVENI, Anul 2011, Numar persoane, 85
0- 4 ani, Masculin, Satu Mare, 137103 BIRSAU, Anul 2004, Numar persoane, 75
0- 4 ani, Masculin, Satu Mare, 137103 BIRSAU, Anul 2005, Numar persoane, 80
0- 4 ani, Masculin, Satu Mare, 137103 BIRSAU, Anul 2006, Numar persoane, 72
0- 4 ani, Masculin, Satu Mare, 137103 BIRSAU, Anul 2007, Numar persoane, 70
0- 4 ani, Masculin, Satu Mare, 137103 BIRSAU, Anul 2008, Numar persoane, 64
0- 4 ani, Masculin, Satu Mare, 137103 BIRSAU, Anul 2009, Numar persoane, 60
0- 4 ani, Masculin, Satu Mare, 137103 BIRSAU, Anul 2010, Numar persoane, 58
0- 4 ani, Masculin, Satu Mare, 137103 BIRSAU, Anul 2011, Numar persoane, 58
0- 4 ani, Masculin, Satu Mare, 137069 BIXAD, Anul 2004, Numar persoane, 216
0- 4 ani, Masculin, Satu Mare, 137069 BIXAD, Anul 2005, Numar persoane, 233
0- 4 ani, Masculin, Satu Mare, 137069 BIXAD, Anul 2006, Numar persoane, 240
0- 4 ani, Masculin, Satu Mare, 137069 BIXAD, Anul 2007, Numar persoane, 227
0- 4 ani, Masculin, Satu Mare, 137069 BIXAD, Anul 2008, Numar persoane, 211
0- 4 ani, Masculin, Satu Mare, 137069 BIXAD, Anul 2009, Numar persoane, 210
0- 4 ani, Masculin, Satu Mare, 137069 BIXAD, Anul 2010, Numar persoane, 191
0- 4 ani, Masculin, Satu Mare, 137069 BIXAD, Anul 2011, Numar persoane, 182
0- 4 ani, Masculin, Satu Mare, 137130 BOGDAND, Anul 2004, Numar persoane, 107
0- 4 ani, Masculin, Satu Mare, 137130 BOGDAND, Anul 2005, Numar persoane, 103
0- 4 ani, Masculin, Satu Mare, 137130 BOGDAND, Anul 2006, Numar persoane, 97
0- 4 ani, Masculin, Satu Mare, 137130 BOGDAND, Anul 2007, Numar persoane, 88
0- 4 ani, Masculin, Satu Mare, 137130 BOGDAND, Anul 2008, Numar persoane, 76
0- 4 ani, Masculin, Satu Mare, 137130 BOGDAND, Anul 2009, Numar persoane, 80
0- 4 ani, Masculin, Satu Mare, 137130 BOGDAND, Anul 2010, Numar persoane, 78
0- 4 ani, Masculin, Satu Mare, 137130 BOGDAND, Anul 2011, Numar persoane, 75
0- 4 ani, Masculin, Satu Mare, 137185 BOTIZ, Anul 2004, Numar persoane, 187
0- 4 ani, Masculin, Satu Mare, 137185 BOTIZ, Anul 2005, Numar persoane, 122
0- 4 ani, Masculin, Satu Mare, 137185 BOTIZ, Anul 2006, Numar persoane, 108
0- 4 ani, Masculin, Satu Mare, 137185 BOTIZ, Anul 2007, Numar persoane, 107
0- 4 ani, Masculin, Satu Mare, 137185 BOTIZ, Anul 2008, Numar persoane, 104
0- 4 ani, Masculin, Satu Mare, 137185 BOTIZ, Anul 2009, Numar persoane, 105
0- 4 ani, Masculin, Satu Mare, 137185 BOTIZ, Anul 2010, Numar persoane, 105
0- 4 ani, Masculin, Satu Mare, 137185 BOTIZ, Anul 2011, Numar persoane, 113
0- 4 ani, Masculin, Satu Mare, 137229 CALINESTI-OAS, Anul 2004, Numar persoane, 170
0- 4 ani, Masculin, Satu Mare, 137229 CALINESTI-OAS, Anul 2005, Numar persoane, 172
0- 4 ani, Masculin, Satu Mare, 137229 CALINESTI-OAS, Anul 2006, Numar persoane, 173
0- 4 ani, Masculin, Satu Mare, 137229 CALINESTI-OAS, Anul 2007, Numar persoane, 163
0- 4 ani, Masculin, Satu Mare, 137229 CALINESTI-OAS, Anul 2008, Numar persoane, 164
0- 4 ani, Masculin, Satu Mare, 137229 CALINESTI-OAS, Anul 2009, Numar persoane, 163
0- 4 ani, Masculin, Satu Mare, 137229 CALINESTI-OAS, Anul 2010, Numar persoane, 156
0- 4 ani, Masculin, Satu Mare, 137229 CALINESTI-OAS, Anul 2011, Numar persoane, 157
0- 4 ani, Masculin, Satu Mare, 137274 CAMARZANA, Anul 2004, Numar persoane, 82
0- 4 ani, Masculin, Satu Mare, 137274 CAMARZANA, Anul 2005, Numar persoane, 77
0- 4 ani, Masculin, Satu Mare, 137274 CAMARZANA, Anul 2006, Numar persoane, 78
0- 4 ani, Masculin, Satu Mare, 137274 CAMARZANA, Anul 2007, Numar persoane, 86
0- 4 ani, Masculin, Satu Mare, 137274 CAMARZANA, Anul 2008, Numar persoane, 74
0- 4 ani, Masculin, Satu Mare, 137274 CAMARZANA, Anul 2009, Numar persoane, 72
0- 4 ani, Masculin, Satu Mare, 137274 CAMARZANA, Anul 2010, Numar persoane, 73
0- 4 ani, Masculin, Satu Mare, 137274 CAMARZANA, Anul 2011, Numar persoane, 63
0- 4 ani, Masculin, Satu Mare, 179677 CAMIN, Anul 2004, Numar persoane, 23
0- 4 ani, Masculin, Satu Mare, 179677 CAMIN, Anul 2005, Numar persoane, 27
0- 4 ani, Masculin, Satu Mare, 179677 CAMIN, Anul 2006, Numar persoane, 26
0- 4 ani, Masculin, Satu Mare, 179677 CAMIN, Anul 2007, Numar persoane, 31
0- 4 ani, Masculin, Satu Mare, 179677 CAMIN, Anul 2008, Numar persoane, 34
0- 4 ani, Masculin, Satu Mare, 179677 CAMIN, Anul 2009, Numar persoane, 39
0- 4 ani, Masculin, Satu Mare, 179677 CAMIN, Anul 2010, Numar persoane, 37
0- 4 ani, Masculin, Satu Mare, 179677 CAMIN, Anul 2011, Numar persoane, 43
0- 4 ani, Masculin, Satu Mare, 136553 CAPLENI, Anul 2004, Numar persoane, 78
0- 4 ani, Masculin, Satu Mare, 136553 CAPLENI, Anul 2005, Numar persoane, 74
0- 4 ani, Masculin, Satu Mare, 136553 CAPLENI, Anul 2006, Numar persoane, 79
0- 4 ani, Masculin, Satu Mare, 136553 CAPLENI, Anul 2007, Numar persoane, 84
0- 4 ani, Masculin, Satu Mare, 136553 CAPLENI, Anul 2008, Numar persoane, 81
0- 4 ani, Masculin, Satu Mare, 136553 CAPLENI, Anul 2009, Numar persoane, 86
0- 4 ani, Masculin, Satu Mare, 136553 CAPLENI, Anul 2010, Numar persoane, 85
0- 4 ani, Masculin, Satu Mare, 136553 CAPLENI, Anul 2011, Numar persoane, 73
0- 4 ani, Masculin, Satu Mare, 137292 CAUAS, Anul 2004, Numar persoane, 73
0- 4 ani, Masculin, Satu Mare, 137292 CAUAS, Anul 2005, Numar persoane, 73
0- 4 ani, Masculin, Satu Mare, 137292 CAUAS, Anul 2006, Numar persoane, 77
0- 4 ani, Masculin, Satu Mare, 137292 CAUAS, Anul 2007, Numar persoane, 67
0- 4 ani, Masculin, Satu Mare, 137292 CAUAS, Anul 2008, Numar persoane, 65
0- 4 ani, Masculin, Satu Mare, 137292 CAUAS, Anul 2009, Numar persoane, 58
0- 4 ani, Masculin, Satu Mare, 137292 CAUAS, Anul 2010, Numar persoane, 63
0- 4 ani, Masculin, Satu Mare, 137292 CAUAS, Anul 2011, Numar persoane, 55
0- 4 ani, Masculin, Satu Mare, 137363 CEHAL, Anul 2004, Numar persoane, 45
0- 4 ani, Masculin, Satu Mare, 137363 CEHAL, Anul 2005, Numar persoane, 42
0- 4 ani, Masculin, Satu Mare, 137363 CEHAL, Anul 2006, Numar persoane, 41
0- 4 ani, Masculin, Satu Mare, 137363 CEHAL, Anul 2007, Numar persoane, 41
0- 4 ani, Masculin, Satu Mare, 137363 CEHAL, Anul 2008, Numar persoane, 34
0- 4 ani, Masculin, Satu Mare, 137363 CEHAL, Anul 2009, Numar persoane, 28
0- 4 ani, Masculin, Satu Mare, 137363 CEHAL, Anul 2010, Numar persoane, 30
0- 4 ani, Masculin, Satu Mare, 137363 CEHAL, Anul 2011, Numar persoane, 26
0- 4 ani, Masculin, Satu Mare, 137407 CERTEZE, Anul 2004, Numar persoane, 164
0- 4 ani, Masculin, Satu Mare, 137407 CERTEZE, Anul 2005, Numar persoane, 161
0- 4 ani, Masculin, Satu Mare, 137407 CERTEZE, Anul 2006, Numar persoane, 171
0- 4 ani, Masculin, Satu Mare, 137407 CERTEZE, Anul 2007, Numar persoane, 171
0- 4 ani, Masculin, Satu Mare, 137407 CERTEZE, Anul 2008, Numar persoane, 157
0- 4 ani, Masculin, Satu Mare, 137407 CERTEZE, Anul 2009, Numar persoane, 160
0- 4 ani, Masculin, Satu Mare, 137407 CERTEZE, Anul 2010, Numar persoane, 160
0- 4 ani, Masculin, Satu Mare, 137407 CERTEZE, Anul 2011, Numar persoane, 138
0- 4 ani, Masculin, Satu Mare, 179882 CIUMESTI, Anul 2005, Numar persoane, 38
0- 4 ani, Masculin, Satu Mare, 179882 CIUMESTI, Anul 2006, Numar persoane, 36
0- 4 ani, Masculin, Satu Mare, 179882 CIUMESTI, Anul 2007, Numar persoane, 35
0- 4 ani, Masculin, Satu Mare, 179882 CIUMESTI, Anul 2008, Numar persoane, 31
0- 4 ani, Masculin, Satu Mare, 179882 CIUMESTI, Anul 2009, Numar persoane, 31
0- 4 ani, Masculin, Satu Mare, 179882 CIUMESTI, Anul 2010, Numar persoane, 25
0- 4 ani, Masculin, Satu Mare, 179882 CIUMESTI, Anul 2011, Numar persoane, 25
0- 4 ani, Masculin, Satu Mare, 137443 CRAIDOROLT, Anul 2004, Numar persoane, 81
0- 4 ani, Masculin, Satu Mare, 137443 CRAIDOROLT, Anul 2005, Numar persoane, 95
0- 4 ani, Masculin, Satu Mare, 137443 CRAIDOROLT, Anul 2006, Numar persoane, 100
0- 4 ani, Masculin, Satu Mare, 137443 CRAIDOROLT, Anul 2007, Numar persoane, 86
0- 4 ani, Masculin, Satu Mare, 137443 CRAIDOROLT, Anul 2008, Numar persoane, 93
0- 4 ani, Masculin, Satu Mare, 137443 CRAIDOROLT, Anul 2009, Numar persoane, 81
0- 4 ani, Masculin, Satu Mare, 137443 CRAIDOROLT, Anul 2010, Numar persoane, 74
0- 4 ani, Masculin, Satu Mare, 137443 CRAIDOROLT, Anul 2011, Numar persoane, 73
0- 4 ani, Masculin, Satu Mare, 137504 CRUCISOR, Anul 2004, Numar persoane, 53
0- 4 ani, Masculin, Satu Mare, 137504 CRUCISOR, Anul 2005, Numar persoane, 54
0- 4 ani, Masculin, Satu Mare, 137504 CRUCISOR, Anul 2006, Numar persoane, 58
0- 4 ani, Masculin, Satu Mare, 137504 CRUCISOR, Anul 2007, Numar persoane, 61
0- 4 ani, Masculin, Satu Mare, 137504 CRUCISOR, Anul 2008, Numar persoane, 71
0- 4 ani, Masculin, Satu Mare, 137504 CRUCISOR, Anul 2009, Numar persoane, 75
0- 4 ani, Masculin, Satu Mare, 137504 CRUCISOR, Anul 2010, Numar persoane, 74
0- 4 ani, Masculin, Satu Mare, 137504 CRUCISOR, Anul 2011, Numar persoane, 81
0- 4 ani, Masculin, Satu Mare, 137540 CULCIU, Anul 2004, Numar persoane, 140
0- 4 ani, Masculin, Satu Mare, 137540 CULCIU, Anul 2005, Numar persoane, 143
0- 4 ani, Masculin, Satu Mare, 137540 CULCIU, Anul 2006, Numar persoane, 133
0- 4 ani, Masculin, Satu Mare, 137540 CULCIU, Anul 2007, Numar persoane, 130
0- 4 ani, Masculin, Satu Mare, 137540 CULCIU, Anul 2008, Numar persoane, 125
0- 4 ani, Masculin, Satu Mare, 137540 CULCIU, Anul 2009, Numar persoane, 123
0- 4 ani, Masculin, Satu Mare, 137540 CULCIU, Anul 2010, Numar persoane, 128
0- 4 ani, Masculin, Satu Mare, 137540 CULCIU, Anul 2011, Numar persoane, 133
0- 4 ani, Masculin, Satu Mare, 137611 DOBA, Anul 2004, Numar persoane, 84
0- 4 ani, Masculin, Satu Mare, 137611 DOBA, Anul 2005, Numar persoane, 87
0- 4 ani, Masculin, Satu Mare, 137611 DOBA, Anul 2006, Numar persoane, 93
0- 4 ani, Masculin, Satu Mare, 137611 DOBA, Anul 2007, Numar persoane, 90
0- 4 ani, Masculin, Satu Mare, 137611 DOBA, Anul 2008, Numar persoane, 87
0- 4 ani, Masculin, Satu Mare, 137611 DOBA, Anul 2009, Numar persoane, 91
0- 4 ani, Masculin, Satu Mare, 137611 DOBA, Anul 2010, Numar persoane, 93
0- 4 ani, Masculin, Satu Mare, 137611 DOBA, Anul 2011, Numar persoane, 89
0- 4 ani, Masculin, Satu Mare, 137675 DOROLT, Anul 2004, Numar persoane, 140
0- 4 ani, Masculin, Satu Mare, 137675 DOROLT, Anul 2005, Numar persoane, 144
0- 4 ani, Masculin, Satu Mare, 137675 DOROLT, Anul 2006, Numar persoane, 128
0- 4 ani, Masculin, Satu Mare, 137675 DOROLT, Anul 2007, Numar persoane, 135
0- 4 ani, Masculin, Satu Mare, 137675 DOROLT, Anul 2008, Numar persoane, 135
0- 4 ani, Masculin, Satu Mare, 137675 DOROLT, Anul 2009, Numar persoane, 134
0- 4 ani, Masculin, Satu Mare, 137675 DOROLT, Anul 2010, Numar persoane, 136
0- 4 ani, Masculin, Satu Mare, 137675 DOROLT, Anul 2011, Numar persoane, 151
0- 4 ani, Masculin, Satu Mare, 137728 FOIENI, Anul 2004, Numar persoane, 49
0- 4 ani, Masculin, Satu Mare, 137728 FOIENI, Anul 2005, Numar persoane, 46
0- 4 ani, Masculin, Satu Mare, 137728 FOIENI, Anul 2006, Numar persoane, 42
0- 4 ani, Masculin, Satu Mare, 137728 FOIENI, Anul 2007, Numar persoane, 48
0- 4 ani, Masculin, Satu Mare, 137728 FOIENI, Anul 2008, Numar persoane, 47
0- 4 ani, Masculin, Satu Mare, 137728 FOIENI, Anul 2009, Numar persoane, 48
0- 4 ani, Masculin, Satu Mare, 137728 FOIENI, Anul 2010, Numar persoane, 45
0- 4 ani, Masculin, Satu Mare, 137728 FOIENI, Anul 2011, Numar persoane, 50
0- 4 ani, Masculin, Satu Mare, 137746 GHERTA MICA, Anul 2004, Numar persoane, 139
0- 4 ani, Masculin, Satu Mare, 137746 GHERTA MICA, Anul 2005, Numar persoane, 140
0- 4 ani, Masculin, Satu Mare, 137746 GHERTA MICA, Anul 2006, Numar persoane, 158
0- 4 ani, Masculin, Satu Mare, 137746 GHERTA MICA, Anul 2007, Numar persoane, 169
0- 4 ani, Masculin, Satu Mare, 137746 GHERTA MICA, Anul 2008, Numar persoane, 174
0- 4 ani, Masculin, Satu Mare, 137746 GHERTA MICA, Anul 2009, Numar persoane, 160
0- 4 ani, Masculin, Satu Mare, 137746 GHERTA MICA, Anul 2010, Numar persoane, 157
0- 4 ani, Masculin, Satu Mare, 137746 GHERTA MICA, Anul 2011, Numar persoane, 155
0- 4 ani, Masculin, Satu Mare, 137764 HALMEU, Anul 2004, Numar persoane, 271
0- 4 ani, Masculin, Satu Mare, 137764 HALMEU, Anul 2005, Numar persoane, 298
0- 4 ani, Masculin, Satu Mare, 137764 HALMEU, Anul 2006, Numar persoane, 205
0- 4 ani, Masculin, Satu Mare, 137764 HALMEU, Anul 2007, Numar persoane, 194
0- 4 ani, Masculin, Satu Mare, 137764 HALMEU, Anul 2008, Numar persoane, 203
0- 4 ani, Masculin, Satu Mare, 137764 HALMEU, Anul 2009, Numar persoane, 204
0- 4 ani, Masculin, Satu Mare, 137764 HALMEU, Anul 2010, Numar persoane, 188
0- 4 ani, Masculin, Satu Mare, 137764 HALMEU, Anul 2011, Numar persoane, 180
0- 4 ani, Masculin, Satu Mare, 137844 HODOD, Anul 2004, Numar persoane, 98
0- 4 ani, Masculin, Satu Mare, 137844 HODOD, Anul 2005, Numar persoane, 100
0- 4 ani, Masculin, Satu Mare, 137844 HODOD, Anul 2006, Numar persoane, 97
0- 4 ani, Masculin, Satu Mare, 137844 HODOD, Anul 2007, Numar persoane, 92
0- 4 ani, Masculin, Satu Mare, 137844 HODOD, Anul 2008, Numar persoane, 98
0- 4 ani, Masculin, Satu Mare, 137844 HODOD, Anul 2009, Numar persoane, 92
0- 4 ani, Masculin, Satu Mare, 137844 HODOD, Anul 2010, Numar persoane, 95
0- 4 ani, Masculin, Satu Mare, 137844 HODOD, Anul 2011, Numar persoane, 90
0- 4 ani, Masculin, Satu Mare, 137899 HOMOROADE, Anul 2004, Numar persoane, 59
0- 4 ani, Masculin, Satu Mare, 137899 HOMOROADE, Anul 2005, Numar persoane, 58
0- 4 ani, Masculin, Satu Mare, 137899 HOMOROADE, Anul 2006, Numar persoane, 54
0- 4 ani, Masculin, Satu Mare, 137899 HOMOROADE, Anul 2007, Numar persoane, 47
0- 4 ani, Masculin, Satu Mare, 137899 HOMOROADE, Anul 2008, Numar persoane, 54
0- 4 ani, Masculin, Satu Mare, 137899 HOMOROADE, Anul 2009, Numar persoane, 44
0- 4 ani, Masculin, Satu Mare, 137899 HOMOROADE, Anul 2010, Numar persoane, 45
0- 4 ani, Masculin, Satu Mare, 137899 HOMOROADE, Anul 2011, Numar persoane, 40
0- 4 ani, Masculin, Satu Mare, 137960 LAZURI, Anul 2004, Numar persoane, 183
0- 4 ani, Masculin, Satu Mare, 137960 LAZURI, Anul 2005, Numar persoane, 196
0- 4 ani, Masculin, Satu Mare, 137960 LAZURI, Anul 2006, Numar persoane, 203
0- 4 ani, Masculin, Satu Mare, 137960 LAZURI, Anul 2007, Numar persoane, 202
0- 4 ani, Masculin, Satu Mare, 137960 LAZURI, Anul 2008, Numar persoane, 213
0- 4 ani, Masculin, Satu Mare, 137960 LAZURI, Anul 2009, Numar persoane, 213
0- 4 ani, Masculin, Satu Mare, 137960 LAZURI, Anul 2010, Numar persoane, 214
