
Judete, Localitati , Ani, UM: Numar persoane, Valoare
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1994, Numar persoane, 118
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1995, Numar persoane, 195
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1996, Numar persoane, 124
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1997, Numar persoane, 113
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1998, Numar persoane, 62
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1999, Numar persoane, 40
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2000, Numar persoane, 58
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2001, Numar persoane, 48
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2002, Numar persoane, 40
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2003, Numar persoane, 47
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2004, Numar persoane, 76
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2005, Numar persoane, 58
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2006, Numar persoane, 73
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2007, Numar persoane, 47
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2008, Numar persoane, 35
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2009, Numar persoane, 32
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2010, Numar persoane, 35
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2011, Numar persoane, 68
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2012, Numar persoane, 40
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2013, Numar persoane, 52
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2014, Numar persoane, 34
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2015, Numar persoane, 39
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2016, Numar persoane, 58
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1994, Numar persoane, 9
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1995, Numar persoane, 40
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1996, Numar persoane, 34
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1997, Numar persoane, 19
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1998, Numar persoane, 25
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1999, Numar persoane, 14
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2000, Numar persoane, 20
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2001, Numar persoane, 11
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2002, Numar persoane, 12
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2003, Numar persoane, 6
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2004, Numar persoane, 6
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2005, Numar persoane, 10
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2006, Numar persoane, 10
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2007, Numar persoane, 13
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2008, Numar persoane, 6
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2009, Numar persoane, 5
