
Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
0- 4 ani, Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2007, Numar persoane, 1699
0- 4 ani, Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2008, Numar persoane, 1725
0- 4 ani, Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2009, Numar persoane, 1753
0- 4 ani, Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2010, Numar persoane, 1783
0- 4 ani, Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2011, Numar persoane, 1740
0- 4 ani, Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2012, Numar persoane, 1667
0- 4 ani, Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2013, Numar persoane, 1640
0- 4 ani, Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2014, Numar persoane, 1596
0- 4 ani, Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2015, Numar persoane, 1504
0- 4 ani, Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2016, Numar persoane, 1433
0- 4 ani, Masculin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2017, Numar persoane, 1432
0- 4 ani, Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1992, Numar persoane, 925
0- 4 ani, Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1993, Numar persoane, 846
0- 4 ani, Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1994, Numar persoane, 738
0- 4 ani, Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1995, Numar persoane, 616
0- 4 ani, Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1996, Numar persoane, 559
0- 4 ani, Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1997, Numar persoane, 497
0- 4 ani, Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1998, Numar persoane, 456
0- 4 ani, Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1999, Numar persoane, 448
0- 4 ani, Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2000, Numar persoane, 443
0- 4 ani, Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2001, Numar persoane, 471
0- 4 ani, Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2002, Numar persoane, 472
0- 4 ani, Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2003, Numar persoane, 488
0- 4 ani, Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2004, Numar persoane, 508
0- 4 ani, Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2005, Numar persoane, 515
0- 4 ani, Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2006, Numar persoane, 527
0- 4 ani, Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2007, Numar persoane, 523
0- 4 ani, Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2008, Numar persoane, 519
0- 4 ani, Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2009, Numar persoane, 501
0- 4 ani, Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2010, Numar persoane, 498
0- 4 ani, Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2011, Numar persoane, 487
0- 4 ani, Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2012, Numar persoane, 456
0- 4 ani, Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2013, Numar persoane, 436
0- 4 ani, Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2014, Numar persoane, 426
0- 4 ani, Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2015, Numar persoane, 407
0- 4 ani, Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2016, Numar persoane, 370
0- 4 ani, Masculin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2017, Numar persoane, 383
0- 4 ani, Masculin, Covasna, 63447 ORAS BARAOLT, Anul 1992, Numar persoane, 364
0- 4 ani, Masculin, Covasna, 63447 ORAS BARAOLT, Anul 1993, Numar persoane, 374
0- 4 ani, Masculin, Covasna, 63447 ORAS BARAOLT, Anul 1994, Numar persoane, 349
0- 4 ani, Masculin, Covasna, 63447 ORAS BARAOLT, Anul 1995, Numar persoane, 322
0- 4 ani, Masculin, Covasna, 63447 ORAS BARAOLT, Anul 1996, Numar persoane, 299
0- 4 ani, Masculin, Covasna, 63447 ORAS BARAOLT, Anul 1997, Numar persoane, 297
0- 4 ani, Masculin, Covasna, 63447 ORAS BARAOLT, Anul 1998, Numar persoane, 284
0- 4 ani, Masculin, Covasna, 63447 ORAS BARAOLT, Anul 1999, Numar persoane, 284
0- 4 ani, Masculin, Covasna, 63447 ORAS BARAOLT, Anul 2000, Numar persoane, 273
0- 4 ani, Masculin, Covasna, 63447 ORAS BARAOLT, Anul 2001, Numar persoane, 276
0- 4 ani, Masculin, Covasna, 63447 ORAS BARAOLT, Anul 2002, Numar persoane, 281
0- 4 ani, Masculin, Covasna, 63447 ORAS BARAOLT, Anul 2003, Numar persoane, 282
0- 4 ani, Masculin, Covasna, 63447 ORAS BARAOLT, Anul 2004, Numar persoane, 271
0- 4 ani, Masculin, Covasna, 63447 ORAS BARAOLT, Anul 2005, Numar persoane, 273
0- 4 ani, Masculin, Covasna, 63447 ORAS BARAOLT, Anul 2006, Numar persoane, 261
0- 4 ani, Masculin, Covasna, 63447 ORAS BARAOLT, Anul 2007, Numar persoane, 245
0- 4 ani, Masculin, Covasna, 63447 ORAS BARAOLT, Anul 2008, Numar persoane, 225
0- 4 ani, Masculin, Covasna, 63447 ORAS BARAOLT, Anul 2009, Numar persoane, 222
0- 4 ani, Masculin, Covasna, 63447 ORAS BARAOLT, Anul 2010, Numar persoane, 223
0- 4 ani, Masculin, Covasna, 63447 ORAS BARAOLT, Anul 2011, Numar persoane, 212
0- 4 ani, Masculin, Covasna, 63447 ORAS BARAOLT, Anul 2012, Numar persoane, 210
0- 4 ani, Masculin, Covasna, 63447 ORAS BARAOLT, Anul 2013, Numar persoane, 194
0- 4 ani, Masculin, Covasna, 63447 ORAS BARAOLT, Anul 2014, Numar persoane, 201
0- 4 ani, Masculin, Covasna, 63447 ORAS BARAOLT, Anul 2015, Numar persoane, 186
0- 4 ani, Masculin, Covasna, 63447 ORAS BARAOLT, Anul 2016, Numar persoane, 187
0- 4 ani, Masculin, Covasna, 63447 ORAS BARAOLT, Anul 2017, Numar persoane, 181
0- 4 ani, Masculin, Covasna, 63526 ORAS COVASNA, Anul 1992, Numar persoane, 483
0- 4 ani, Masculin, Covasna, 63526 ORAS COVASNA, Anul 1993, Numar persoane, 456
0- 4 ani, Masculin, Covasna, 63526 ORAS COVASNA, Anul 1994, Numar persoane, 417
0- 4 ani, Masculin, Covasna, 63526 ORAS COVASNA, Anul 1995, Numar persoane, 359
0- 4 ani, Masculin, Covasna, 63526 ORAS COVASNA, Anul 1996, Numar persoane, 326
0- 4 ani, Masculin, Covasna, 63526 ORAS COVASNA, Anul 1997, Numar persoane, 317
0- 4 ani, Masculin, Covasna, 63526 ORAS COVASNA, Anul 1998, Numar persoane, 301
0- 4 ani, Masculin, Covasna, 63526 ORAS COVASNA, Anul 1999, Numar persoane, 301
0- 4 ani, Masculin, Covasna, 63526 ORAS COVASNA, Anul 2000, Numar persoane, 315
0- 4 ani, Masculin, Covasna, 63526 ORAS COVASNA, Anul 2001, Numar persoane, 326
0- 4 ani, Masculin, Covasna, 63526 ORAS COVASNA, Anul 2002, Numar persoane, 340
0- 4 ani, Masculin, Covasna, 63526 ORAS COVASNA, Anul 2003, Numar persoane, 321
0- 4 ani, Masculin, Covasna, 63526 ORAS COVASNA, Anul 2004, Numar persoane, 331
0- 4 ani, Masculin, Covasna, 63526 ORAS COVASNA, Anul 2005, Numar persoane, 328
0- 4 ani, Masculin, Covasna, 63526 ORAS COVASNA, Anul 2006, Numar persoane, 335
0- 4 ani, Masculin, Covasna, 63526 ORAS COVASNA, Anul 2007, Numar persoane, 318
0- 4 ani, Masculin, Covasna, 63526 ORAS COVASNA, Anul 2008, Numar persoane, 316
0- 4 ani, Masculin, Covasna, 63526 ORAS COVASNA, Anul 2009, Numar persoane, 313
0- 4 ani, Masculin, Covasna, 63526 ORAS COVASNA, Anul 2010, Numar persoane, 309
0- 4 ani, Masculin, Covasna, 63526 ORAS COVASNA, Anul 2011, Numar persoane, 301
0- 4 ani, Masculin, Covasna, 63526 ORAS COVASNA, Anul 2012, Numar persoane, 264
0- 4 ani, Masculin, Covasna, 63526 ORAS COVASNA, Anul 2013, Numar persoane, 268
0- 4 ani, Masculin, Covasna, 63526 ORAS COVASNA, Anul 2014, Numar persoane, 246
0- 4 ani, Masculin, Covasna, 63526 ORAS COVASNA, Anul 2015, Numar persoane, 234
0- 4 ani, Masculin, Covasna, 63526 ORAS COVASNA, Anul 2016, Numar persoane, 226
0- 4 ani, Masculin, Covasna, 63526 ORAS COVASNA, Anul 2017, Numar persoane, 223
0- 4 ani, Masculin, Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 1992, Numar persoane, 392
0- 4 ani, Masculin, Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 1993, Numar persoane, 376
0- 4 ani, Masculin, Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 1994, Numar persoane, 358
0- 4 ani, Masculin, Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 1995, Numar persoane, 328
0- 4 ani, Masculin, Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 1996, Numar persoane, 315
0- 4 ani, Masculin, Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 1997, Numar persoane, 319
0- 4 ani, Masculin, Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 1998, Numar persoane, 317
0- 4 ani, Masculin, Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 1999, Numar persoane, 305
0- 4 ani, Masculin, Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 2000, Numar persoane, 317
0- 4 ani, Masculin, Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 2001, Numar persoane, 333
0- 4 ani, Masculin, Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 2002, Numar persoane, 317
0- 4 ani, Masculin, Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 2003, Numar persoane, 319
0- 4 ani, Masculin, Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 2004, Numar persoane, 324
0- 4 ani, Masculin, Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 2005, Numar persoane, 322
0- 4 ani, Masculin, Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 2006, Numar persoane, 298
0- 4 ani, Masculin, Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 2007, Numar persoane, 301
0- 4 ani, Masculin, Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 2008, Numar persoane, 296
0- 4 ani, Masculin, Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 2009, Numar persoane, 284
0- 4 ani, Masculin, Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 2010, Numar persoane, 273
0- 4 ani, Masculin, Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 2011, Numar persoane, 279
0- 4 ani, Masculin, Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 2012, Numar persoane, 277
0- 4 ani, Masculin, Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 2013, Numar persoane, 284
0- 4 ani, Masculin, Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 2014, Numar persoane, 292
0- 4 ani, Masculin, Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 2015, Numar persoane, 301
0- 4 ani, Masculin, Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 2016, Numar persoane, 297
0- 4 ani, Masculin, Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 2017, Numar persoane, 300
0- 4 ani, Masculin, Covasna, 63777 AITA MARE, Anul 1992, Numar persoane, 40
0- 4 ani, Masculin, Covasna, 63777 AITA MARE, Anul 1993, Numar persoane, 36
0- 4 ani, Masculin, Covasna, 63777 AITA MARE, Anul 1994, Numar persoane, 30
0- 4 ani, Masculin, Covasna, 63777 AITA MARE, Anul 1995, Numar persoane, 28
0- 4 ani, Masculin, Covasna, 63777 AITA MARE, Anul 1996, Numar persoane, 33
0- 4 ani, Masculin, Covasna, 63777 AITA MARE, Anul 1997, Numar persoane, 39
0- 4 ani, Masculin, Covasna, 63777 AITA MARE, Anul 1998, Numar persoane, 49
0- 4 ani, Masculin, Covasna, 63777 AITA MARE, Anul 1999, Numar persoane, 48
0- 4 ani, Masculin, Covasna, 63777 AITA MARE, Anul 2000, Numar persoane, 50
0- 4 ani, Masculin, Covasna, 63777 AITA MARE, Anul 2001, Numar persoane, 48
0- 4 ani, Masculin, Covasna, 63777 AITA MARE, Anul 2002, Numar persoane, 51
0- 4 ani, Masculin, Covasna, 63777 AITA MARE, Anul 2003, Numar persoane, 51
0- 4 ani, Masculin, Covasna, 63777 AITA MARE, Anul 2004, Numar persoane, 56
0- 4 ani, Masculin, Covasna, 63777 AITA MARE, Anul 2005, Numar persoane, 52
0- 4 ani, Masculin, Covasna, 63777 AITA MARE, Anul 2006, Numar persoane, 50
0- 4 ani, Masculin, Covasna, 63777 AITA MARE, Anul 2007, Numar persoane, 43
0- 4 ani, Masculin, Covasna, 63777 AITA MARE, Anul 2008, Numar persoane, 42
0- 4 ani, Masculin, Covasna, 63777 AITA MARE, Anul 2009, Numar persoane, 43
0- 4 ani, Masculin, Covasna, 63777 AITA MARE, Anul 2010, Numar persoane, 41
0- 4 ani, Masculin, Covasna, 63777 AITA MARE, Anul 2011, Numar persoane, 46
0- 4 ani, Masculin, Covasna, 63777 AITA MARE, Anul 2012, Numar persoane, 43
0- 4 ani, Masculin, Covasna, 63777 AITA MARE, Anul 2013, Numar persoane, 43
0- 4 ani, Masculin, Covasna, 63777 AITA MARE, Anul 2014, Numar persoane, 35
0- 4 ani, Masculin, Covasna, 63777 AITA MARE, Anul 2015, Numar persoane, 33
0- 4 ani, Masculin, Covasna, 63777 AITA MARE, Anul 2016, Numar persoane, 27
0- 4 ani, Masculin, Covasna, 63777 AITA MARE, Anul 2017, Numar persoane, 26
0- 4 ani, Masculin, Covasna, 65113 ARCUS, Anul 2005, Numar persoane, 30
0- 4 ani, Masculin, Covasna, 65113 ARCUS, Anul 2006, Numar persoane, 30
0- 4 ani, Masculin, Covasna, 65113 ARCUS, Anul 2007, Numar persoane, 30
0- 4 ani, Masculin, Covasna, 65113 ARCUS, Anul 2008, Numar persoane, 35
0- 4 ani, Masculin, Covasna, 65113 ARCUS, Anul 2009, Numar persoane, 31
0- 4 ani, Masculin, Covasna, 65113 ARCUS, Anul 2010, Numar persoane, 35
0- 4 ani, Masculin, Covasna, 65113 ARCUS, Anul 2011, Numar persoane, 44
0- 4 ani, Masculin, Covasna, 65113 ARCUS, Anul 2012, Numar persoane, 49
0- 4 ani, Masculin, Covasna, 65113 ARCUS, Anul 2013, Numar persoane, 54
0- 4 ani, Masculin, Covasna, 65113 ARCUS, Anul 2014, Numar persoane, 61
0- 4 ani, Masculin, Covasna, 65113 ARCUS, Anul 2015, Numar persoane, 59
0- 4 ani, Masculin, Covasna, 65113 ARCUS, Anul 2016, Numar persoane, 52
0- 4 ani, Masculin, Covasna, 65113 ARCUS, Anul 2017, Numar persoane, 43
0- 4 ani, Masculin, Covasna, 63633 BARCANI, Anul 1992, Numar persoane, 191
0- 4 ani, Masculin, Covasna, 63633 BARCANI, Anul 1993, Numar persoane, 194
0- 4 ani, Masculin, Covasna, 63633 BARCANI, Anul 1994, Numar persoane, 185
0- 4 ani, Masculin, Covasna, 63633 BARCANI, Anul 1995, Numar persoane, 172
0- 4 ani, Masculin, Covasna, 63633 BARCANI, Anul 1996, Numar persoane, 189
0- 4 ani, Masculin, Covasna, 63633 BARCANI, Anul 1997, Numar persoane, 198
0- 4 ani, Masculin, Covasna, 63633 BARCANI, Anul 1998, Numar persoane, 189
0- 4 ani, Masculin, Covasna, 63633 BARCANI, Anul 1999, Numar persoane, 187
0- 4 ani, Masculin, Covasna, 63633 BARCANI, Anul 2000, Numar persoane, 155
0- 4 ani, Masculin, Covasna, 63633 BARCANI, Anul 2001, Numar persoane, 151
0- 4 ani, Masculin, Covasna, 63633 BARCANI, Anul 2002, Numar persoane, 143
0- 4 ani, Masculin, Covasna, 63633 BARCANI, Anul 2003, Numar persoane, 141
0- 4 ani, Masculin, Covasna, 63633 BARCANI, Anul 2004, Numar persoane, 139
0- 4 ani, Masculin, Covasna, 63633 BARCANI, Anul 2005, Numar persoane, 126
0- 4 ani, Masculin, Covasna, 63633 BARCANI, Anul 2006, Numar persoane, 121
0- 4 ani, Masculin, Covasna, 63633 BARCANI, Anul 2007, Numar persoane, 134
0- 4 ani, Masculin, Covasna, 63633 BARCANI, Anul 2008, Numar persoane, 142
0- 4 ani, Masculin, Covasna, 63633 BARCANI, Anul 2009, Numar persoane, 134
0- 4 ani, Masculin, Covasna, 63633 BARCANI, Anul 2010, Numar persoane, 136
0- 4 ani, Masculin, Covasna, 63633 BARCANI, Anul 2011, Numar persoane, 128
0- 4 ani, Masculin, Covasna, 63633 BARCANI, Anul 2012, Numar persoane, 119
0- 4 ani, Masculin, Covasna, 63633 BARCANI, Anul 2013, Numar persoane, 128
0- 4 ani, Masculin, Covasna, 63633 BARCANI, Anul 2014, Numar persoane, 134
0- 4 ani, Masculin, Covasna, 63633 BARCANI, Anul 2015, Numar persoane, 131
0- 4 ani, Masculin, Covasna, 63633 BARCANI, Anul 2016, Numar persoane, 139
0- 4 ani, Masculin, Covasna, 63633 BARCANI, Anul 2017, Numar persoane, 137
0- 4 ani, Masculin, Covasna, 63802 BATANI, Anul 1992, Numar persoane, 205
0- 4 ani, Masculin, Covasna, 63802 BATANI, Anul 1993, Numar persoane, 198
0- 4 ani, Masculin, Covasna, 63802 BATANI, Anul 1994, Numar persoane, 190
0- 4 ani, Masculin, Covasna, 63802 BATANI, Anul 1995, Numar persoane, 150
0- 4 ani, Masculin, Covasna, 63802 BATANI, Anul 1996, Numar persoane, 133
0- 4 ani, Masculin, Covasna, 63802 BATANI, Anul 1997, Numar persoane, 142
0- 4 ani, Masculin, Covasna, 63802 BATANI, Anul 1998, Numar persoane, 152
0- 4 ani, Masculin, Covasna, 63802 BATANI, Anul 1999, Numar persoane, 168
0- 4 ani, Masculin, Covasna, 63802 BATANI, Anul 2000, Numar persoane, 191
0- 4 ani, Masculin, Covasna, 63802 BATANI, Anul 2001, Numar persoane, 206
0- 4 ani, Masculin, Covasna, 63802 BATANI, Anul 2002, Numar persoane, 210
0- 4 ani, Masculin, Covasna, 63802 BATANI, Anul 2003, Numar persoane, 212
0- 4 ani, Masculin, Covasna, 63802 BATANI, Anul 2004, Numar persoane, 211
0- 4 ani, Masculin, Covasna, 63802 BATANI, Anul 2005, Numar persoane, 212
0- 4 ani, Masculin, Covasna, 63802 BATANI, Anul 2006, Numar persoane, 198
0- 4 ani, Masculin, Covasna, 63802 BATANI, Anul 2007, Numar persoane, 191
0- 4 ani, Masculin, Covasna, 63802 BATANI, Anul 2008, Numar persoane, 171
0- 4 ani, Masculin, Covasna, 63802 BATANI, Anul 2009, Numar persoane, 166
0- 4 ani, Masculin, Covasna, 63802 BATANI, Anul 2010, Numar persoane, 153
0- 4 ani, Masculin, Covasna, 63802 BATANI, Anul 2011, Numar persoane, 141
0- 4 ani, Masculin, Covasna, 63802 BATANI, Anul 2012, Numar persoane, 131
0- 4 ani, Masculin, Covasna, 63802 BATANI, Anul 2013, Numar persoane, 132
0- 4 ani, Masculin, Covasna, 63802 BATANI, Anul 2014, Numar persoane, 138
0- 4 ani, Masculin, Covasna, 63802 BATANI, Anul 2015, Numar persoane, 159
0- 4 ani, Masculin, Covasna, 63802 BATANI, Anul 2016, Numar persoane, 161
0- 4 ani, Masculin, Covasna, 63802 BATANI, Anul 2017, Numar persoane, 173
0- 4 ani, Masculin, Covasna, 63866 BELIN, Anul 1992, Numar persoane, 147
0- 4 ani, Masculin, Covasna, 63866 BELIN, Anul 1993, Numar persoane, 146
0- 4 ani, Masculin, Covasna, 63866 BELIN, Anul 1994, Numar persoane, 146
0- 4 ani, Masculin, Covasna, 63866 BELIN, Anul 1995, Numar persoane, 129
0- 4 ani, Masculin, Covasna, 63866 BELIN, Anul 1996, Numar persoane, 127
0- 4 ani, Masculin, Covasna, 63866 BELIN, Anul 1997, Numar persoane, 122
0- 4 ani, Masculin, Covasna, 63866 BELIN, Anul 1998, Numar persoane, 131
0- 4 ani, Masculin, Covasna, 63866 BELIN, Anul 1999, Numar persoane, 119
0- 4 ani, Masculin, Covasna, 63866 BELIN, Anul 2000, Numar persoane, 128
0- 4 ani, Masculin, Covasna, 63866 BELIN, Anul 2001, Numar persoane, 123
0- 4 ani, Masculin, Covasna, 63866 BELIN, Anul 2002, Numar persoane, 145
0- 4 ani, Masculin, Covasna, 63866 BELIN, Anul 2003, Numar persoane, 135
0- 4 ani, Masculin, Covasna, 63866 BELIN, Anul 2004, Numar persoane, 142
0- 4 ani, Masculin, Covasna, 63866 BELIN, Anul 2005, Numar persoane, 141
0- 4 ani, Masculin, Covasna, 63866 BELIN, Anul 2006, Numar persoane, 145
0- 4 ani, Masculin, Covasna, 63866 BELIN, Anul 2007, Numar persoane, 138
0- 4 ani, Masculin, Covasna, 63866 BELIN, Anul 2008, Numar persoane, 139
0- 4 ani, Masculin, Covasna, 63866 BELIN, Anul 2009, Numar persoane, 132
0- 4 ani, Masculin, Covasna, 63866 BELIN, Anul 2010, Numar persoane, 128
0- 4 ani, Masculin, Covasna, 63866 BELIN, Anul 2011, Numar persoane, 141
0- 4 ani, Masculin, Covasna, 63866 BELIN, Anul 2012, Numar persoane, 139
0- 4 ani, Masculin, Covasna, 63866 BELIN, Anul 2013, Numar persoane, 145
0- 4 ani, Masculin, Covasna, 63866 BELIN, Anul 2014, Numar persoane, 152
0- 4 ani, Masculin, Covasna, 63866 BELIN, Anul 2015, Numar persoane, 156
0- 4 ani, Masculin, Covasna, 63866 BELIN, Anul 2016, Numar persoane, 136
0- 4 ani, Masculin, Covasna, 63866 BELIN, Anul 2017, Numar persoane, 147
0- 4 ani, Masculin, Covasna, 65121 BIXAD, Anul 2005, Numar persoane, 52
0- 4 ani, Masculin, Covasna, 65121 BIXAD, Anul 2006, Numar persoane, 46
0- 4 ani, Masculin, Covasna, 65121 BIXAD, Anul 2007, Numar persoane, 53
0- 4 ani, Masculin, Covasna, 65121 BIXAD, Anul 2008, Numar persoane, 59
0- 4 ani, Masculin, Covasna, 65121 BIXAD, Anul 2009, Numar persoane, 65
0- 4 ani, Masculin, Covasna, 65121 BIXAD, Anul 2010, Numar persoane, 61
0- 4 ani, Masculin, Covasna, 65121 BIXAD, Anul 2011, Numar persoane, 58
0- 4 ani, Masculin, Covasna, 65121 BIXAD, Anul 2012, Numar persoane, 58
0- 4 ani, Masculin, Covasna, 65121 BIXAD, Anul 2013, Numar persoane, 54
0- 4 ani, Masculin, Covasna, 65121 BIXAD, Anul 2014, Numar persoane, 51
0- 4 ani, Masculin, Covasna, 65121 BIXAD, Anul 2015, Numar persoane, 46
0- 4 ani, Masculin, Covasna, 65121 BIXAD, Anul 2016, Numar persoane, 37
0- 4 ani, Masculin, Covasna, 65121 BIXAD, Anul 2017, Numar persoane, 36
0- 4 ani, Masculin, Covasna, 63893 BODOC, Anul 1992, Numar persoane, 87
0- 4 ani, Masculin, Covasna, 63893 BODOC, Anul 1993, Numar persoane, 77
0- 4 ani, Masculin, Covasna, 63893 BODOC, Anul 1994, Numar persoane, 81
0- 4 ani, Masculin, Covasna, 63893 BODOC, Anul 1995, Numar persoane, 67
0- 4 ani, Masculin, Covasna, 63893 BODOC, Anul 1996, Numar persoane, 67
0- 4 ani, Masculin, Covasna, 63893 BODOC, Anul 1997, Numar persoane, 72
0- 4 ani, Masculin, Covasna, 63893 BODOC, Anul 1998, Numar persoane, 72
0- 4 ani, Masculin, Covasna, 63893 BODOC, Anul 1999, Numar persoane, 59
0- 4 ani, Masculin, Covasna, 63893 BODOC, Anul 2000, Numar persoane, 60
0- 4 ani, Masculin, Covasna, 63893 BODOC, Anul 2001, Numar persoane, 60
0- 4 ani, Masculin, Covasna, 63893 BODOC, Anul 2002, Numar persoane, 77
0- 4 ani, Masculin, Covasna, 63893 BODOC, Anul 2003, Numar persoane, 77
0- 4 ani, Masculin, Covasna, 63893 BODOC, Anul 2004, Numar persoane, 84
0- 4 ani, Masculin, Covasna, 63893 BODOC, Anul 2005, Numar persoane, 87
0- 4 ani, Masculin, Covasna, 63893 BODOC, Anul 2006, Numar persoane, 89
0- 4 ani, Masculin, Covasna, 63893 BODOC, Anul 2007, Numar persoane, 85
0- 4 ani, Masculin, Covasna, 63893 BODOC, Anul 2008, Numar persoane, 84
0- 4 ani, Masculin, Covasna, 63893 BODOC, Anul 2009, Numar persoane, 79
0- 4 ani, Masculin, Covasna, 63893 BODOC, Anul 2010, Numar persoane, 77
0- 4 ani, Masculin, Covasna, 63893 BODOC, Anul 2011, Numar persoane, 80
