
Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
0- 4 ani, Masculin, Timis, 155662 BARA, Anul 2011, Numar persoane, 5
0- 4 ani, Masculin, Timis, 155662 BARA, Anul 2012, Numar persoane, 7
0- 4 ani, Masculin, Timis, 155724 BEBA VECHE, Anul 2007, Numar persoane, 53
0- 4 ani, Masculin, Timis, 155724 BEBA VECHE, Anul 2008, Numar persoane, 52
0- 4 ani, Masculin, Timis, 155724 BEBA VECHE, Anul 2009, Numar persoane, 57
0- 4 ani, Masculin, Timis, 155724 BEBA VECHE, Anul 2010, Numar persoane, 59
0- 4 ani, Masculin, Timis, 155724 BEBA VECHE, Anul 2011, Numar persoane, 53
0- 4 ani, Masculin, Timis, 155724 BEBA VECHE, Anul 2012, Numar persoane, 48
0- 4 ani, Masculin, Timis, 155760 BECICHERECU MIC, Anul 2007, Numar persoane, 63
0- 4 ani, Masculin, Timis, 155760 BECICHERECU MIC, Anul 2008, Numar persoane, 68
0- 4 ani, Masculin, Timis, 155760 BECICHERECU MIC, Anul 2009, Numar persoane, 70
0- 4 ani, Masculin, Timis, 155760 BECICHERECU MIC, Anul 2010, Numar persoane, 78
0- 4 ani, Masculin, Timis, 155760 BECICHERECU MIC, Anul 2011, Numar persoane, 82
0- 4 ani, Masculin, Timis, 155760 BECICHERECU MIC, Anul 2012, Numar persoane, 79
0- 4 ani, Masculin, Timis, 155797 BELINT, Anul 2007, Numar persoane, 62
0- 4 ani, Masculin, Timis, 155797 BELINT, Anul 2008, Numar persoane, 58
0- 4 ani, Masculin, Timis, 155797 BELINT, Anul 2009, Numar persoane, 59
0- 4 ani, Masculin, Timis, 155797 BELINT, Anul 2010, Numar persoane, 60
0- 4 ani, Masculin, Timis, 155797 BELINT, Anul 2011, Numar persoane, 54
0- 4 ani, Masculin, Timis, 155797 BELINT, Anul 2012, Numar persoane, 48
0- 4 ani, Masculin, Timis, 155840 BETHAUSEN, Anul 2007, Numar persoane, 86
0- 4 ani, Masculin, Timis, 155840 BETHAUSEN, Anul 2008, Numar persoane, 83
0- 4 ani, Masculin, Timis, 155840 BETHAUSEN, Anul 2009, Numar persoane, 80
0- 4 ani, Masculin, Timis, 155840 BETHAUSEN, Anul 2010, Numar persoane, 91
0- 4 ani, Masculin, Timis, 155840 BETHAUSEN, Anul 2011, Numar persoane, 84
0- 4 ani, Masculin, Timis, 155840 BETHAUSEN, Anul 2012, Numar persoane, 86
0- 4 ani, Masculin, Timis, 155911 BILED, Anul 2007, Numar persoane, 95
0- 4 ani, Masculin, Timis, 155911 BILED, Anul 2008, Numar persoane, 90
0- 4 ani, Masculin, Timis, 155911 BILED, Anul 2009, Numar persoane, 105
0- 4 ani, Masculin, Timis, 155911 BILED, Anul 2010, Numar persoane, 116
0- 4 ani, Masculin, Timis, 155911 BILED, Anul 2011, Numar persoane, 102
0- 4 ani, Masculin, Timis, 155911 BILED, Anul 2012, Numar persoane, 97
0- 4 ani, Masculin, Timis, 159366 BIRDA, Anul 2007, Numar persoane, 52
0- 4 ani, Masculin, Timis, 159366 BIRDA, Anul 2008, Numar persoane, 51
0- 4 ani, Masculin, Timis, 159366 BIRDA, Anul 2009, Numar persoane, 45
0- 4 ani, Masculin, Timis, 159366 BIRDA, Anul 2010, Numar persoane, 43
0- 4 ani, Masculin, Timis, 159366 BIRDA, Anul 2011, Numar persoane, 54
0- 4 ani, Masculin, Timis, 159366 BIRDA, Anul 2012, Numar persoane, 64
0- 4 ani, Masculin, Timis, 155957 BIRNA, Anul 2007, Numar persoane, 65
0- 4 ani, Masculin, Timis, 155957 BIRNA, Anul 2008, Numar persoane, 70
0- 4 ani, Masculin, Timis, 155957 BIRNA, Anul 2009, Numar persoane, 72
0- 4 ani, Masculin, Timis, 155957 BIRNA, Anul 2010, Numar persoane, 71
0- 4 ani, Masculin, Timis, 155957 BIRNA, Anul 2011, Numar persoane, 71
0- 4 ani, Masculin, Timis, 155957 BIRNA, Anul 2012, Numar persoane, 67
0- 4 ani, Masculin, Timis, 156035 BOGDA, Anul 2007, Numar persoane, 10
0- 4 ani, Masculin, Timis, 156035 BOGDA, Anul 2008, Numar persoane, 12
0- 4 ani, Masculin, Timis, 156035 BOGDA, Anul 2009, Numar persoane, 10
0- 4 ani, Masculin, Timis, 156035 BOGDA, Anul 2010, Numar persoane, 11
0- 4 ani, Masculin, Timis, 156035 BOGDA, Anul 2011, Numar persoane, 11
0- 4 ani, Masculin, Timis, 156035 BOGDA, Anul 2012, Numar persoane, 13
0- 4 ani, Masculin, Timis, 156106 BOLDUR, Anul 2007, Numar persoane, 51
0- 4 ani, Masculin, Timis, 156106 BOLDUR, Anul 2008, Numar persoane, 49
0- 4 ani, Masculin, Timis, 156106 BOLDUR, Anul 2009, Numar persoane, 45
0- 4 ani, Masculin, Timis, 156106 BOLDUR, Anul 2010, Numar persoane, 48
0- 4 ani, Masculin, Timis, 156106 BOLDUR, Anul 2011, Numar persoane, 47
0- 4 ani, Masculin, Timis, 156106 BOLDUR, Anul 2012, Numar persoane, 51
0- 4 ani, Masculin, Timis, 156151 BRESTOVAT, Anul 2007, Numar persoane, 14
0- 4 ani, Masculin, Timis, 156151 BRESTOVAT, Anul 2008, Numar persoane, 13
0- 4 ani, Masculin, Timis, 156151 BRESTOVAT, Anul 2009, Numar persoane, 12
0- 4 ani, Masculin, Timis, 156151 BRESTOVAT, Anul 2010, Numar persoane, 9
0- 4 ani, Masculin, Timis, 156151 BRESTOVAT, Anul 2011, Numar persoane, 10
0- 4 ani, Masculin, Timis, 156151 BRESTOVAT, Anul 2012, Numar persoane, 10
0- 4 ani, Masculin, Timis, 159516 BUCOVAT, Anul 2009, Numar persoane, 36
0- 4 ani, Masculin, Timis, 159516 BUCOVAT, Anul 2010, Numar persoane, 41
0- 4 ani, Masculin, Timis, 159516 BUCOVAT, Anul 2011, Numar persoane, 41
0- 4 ani, Masculin, Timis, 159516 BUCOVAT, Anul 2012, Numar persoane, 38
0- 4 ani, Masculin, Timis, 156213 CARPINIS, Anul 2007, Numar persoane, 170
0- 4 ani, Masculin, Timis, 156213 CARPINIS, Anul 2008, Numar persoane, 170
0- 4 ani, Masculin, Timis, 156213 CARPINIS, Anul 2009, Numar persoane, 155
0- 4 ani, Masculin, Timis, 156213 CARPINIS, Anul 2010, Numar persoane, 145
0- 4 ani, Masculin, Timis, 156213 CARPINIS, Anul 2011, Numar persoane, 152
0- 4 ani, Masculin, Timis, 156213 CARPINIS, Anul 2012, Numar persoane, 156
0- 4 ani, Masculin, Timis, 156259 CENAD, Anul 2007, Numar persoane, 142
0- 4 ani, Masculin, Timis, 156259 CENAD, Anul 2008, Numar persoane, 155
0- 4 ani, Masculin, Timis, 156259 CENAD, Anul 2009, Numar persoane, 158
0- 4 ani, Masculin, Timis, 156259 CENAD, Anul 2010, Numar persoane, 150
0- 4 ani, Masculin, Timis, 156259 CENAD, Anul 2011, Numar persoane, 155
0- 4 ani, Masculin, Timis, 156259 CENAD, Anul 2012, Numar persoane, 149
0- 4 ani, Masculin, Timis, 156277 CENEI, Anul 2007, Numar persoane, 64
0- 4 ani, Masculin, Timis, 156277 CENEI, Anul 2008, Numar persoane, 64
0- 4 ani, Masculin, Timis, 156277 CENEI, Anul 2009, Numar persoane, 66
0- 4 ani, Masculin, Timis, 156277 CENEI, Anul 2010, Numar persoane, 63
0- 4 ani, Masculin, Timis, 156277 CENEI, Anul 2011, Numar persoane, 69
0- 4 ani, Masculin, Timis, 156277 CENEI, Anul 2012, Numar persoane, 72
0- 4 ani, Masculin, Timis, 159375 CHECEA, Anul 2007, Numar persoane, 88
0- 4 ani, Masculin, Timis, 159375 CHECEA, Anul 2008, Numar persoane, 96
0- 4 ani, Masculin, Timis, 159375 CHECEA, Anul 2009, Numar persoane, 96
0- 4 ani, Masculin, Timis, 159375 CHECEA, Anul 2010, Numar persoane, 87
0- 4 ani, Masculin, Timis, 159375 CHECEA, Anul 2011, Numar persoane, 72
0- 4 ani, Masculin, Timis, 159375 CHECEA, Anul 2012, Numar persoane, 68
0- 4 ani, Masculin, Timis, 156311 CHEVERESU MARE, Anul 2007, Numar persoane, 65
0- 4 ani, Masculin, Timis, 156311 CHEVERESU MARE, Anul 2008, Numar persoane, 70
0- 4 ani, Masculin, Timis, 156311 CHEVERESU MARE, Anul 2009, Numar persoane, 61
0- 4 ani, Masculin, Timis, 156311 CHEVERESU MARE, Anul 2010, Numar persoane, 66
0- 4 ani, Masculin, Timis, 156311 CHEVERESU MARE, Anul 2011, Numar persoane, 61
0- 4 ani, Masculin, Timis, 156311 CHEVERESU MARE, Anul 2012, Numar persoane, 57
0- 4 ani, Masculin, Timis, 156437 COMLOSU MARE, Anul 2007, Numar persoane, 198
0- 4 ani, Masculin, Timis, 156437 COMLOSU MARE, Anul 2008, Numar persoane, 187
0- 4 ani, Masculin, Timis, 156437 COMLOSU MARE, Anul 2009, Numar persoane, 184
0- 4 ani, Masculin, Timis, 156437 COMLOSU MARE, Anul 2010, Numar persoane, 166
0- 4 ani, Masculin, Timis, 156437 COMLOSU MARE, Anul 2011, Numar persoane, 155
0- 4 ani, Masculin, Timis, 156437 COMLOSU MARE, Anul 2012, Numar persoane, 157
0- 4 ani, Masculin, Timis, 156473 COSTEIU, Anul 2007, Numar persoane, 99
0- 4 ani, Masculin, Timis, 156473 COSTEIU, Anul 2008, Numar persoane, 106
0- 4 ani, Masculin, Timis, 156473 COSTEIU, Anul 2009, Numar persoane, 103
0- 4 ani, Masculin, Timis, 156473 COSTEIU, Anul 2010, Numar persoane, 108
0- 4 ani, Masculin, Timis, 156473 COSTEIU, Anul 2011, Numar persoane, 109
0- 4 ani, Masculin, Timis, 156473 COSTEIU, Anul 2012, Numar persoane, 106
0- 4 ani, Masculin, Timis, 156534 CRICIOVA, Anul 2007, Numar persoane, 34
0- 4 ani, Masculin, Timis, 156534 CRICIOVA, Anul 2008, Numar persoane, 34
0- 4 ani, Masculin, Timis, 156534 CRICIOVA, Anul 2009, Numar persoane, 30
0- 4 ani, Masculin, Timis, 156534 CRICIOVA, Anul 2010, Numar persoane, 31
0- 4 ani, Masculin, Timis, 156534 CRICIOVA, Anul 2011, Numar persoane, 39
0- 4 ani, Masculin, Timis, 156534 CRICIOVA, Anul 2012, Numar persoane, 41
0- 4 ani, Masculin, Timis, 156589 CURTEA, Anul 2007, Numar persoane, 40
0- 4 ani, Masculin, Timis, 156589 CURTEA, Anul 2008, Numar persoane, 40
0- 4 ani, Masculin, Timis, 156589 CURTEA, Anul 2009, Numar persoane, 38
0- 4 ani, Masculin, Timis, 156589 CURTEA, Anul 2010, Numar persoane, 37
0- 4 ani, Masculin, Timis, 156589 CURTEA, Anul 2011, Numar persoane, 36
0- 4 ani, Masculin, Timis, 156589 CURTEA, Anul 2012, Numar persoane, 39
0- 4 ani, Masculin, Timis, 156623 DAROVA, Anul 2007, Numar persoane, 82
0- 4 ani, Masculin, Timis, 156623 DAROVA, Anul 2008, Numar persoane, 79
0- 4 ani, Masculin, Timis, 156623 DAROVA, Anul 2009, Numar persoane, 75
0- 4 ani, Masculin, Timis, 156623 DAROVA, Anul 2010, Numar persoane, 77
0- 4 ani, Masculin, Timis, 156623 DAROVA, Anul 2011, Numar persoane, 86
0- 4 ani, Masculin, Timis, 156623 DAROVA, Anul 2012, Numar persoane, 80
0- 4 ani, Masculin, Timis, 156669 DENTA, Anul 2007, Numar persoane, 82
0- 4 ani, Masculin, Timis, 156669 DENTA, Anul 2008, Numar persoane, 82
0- 4 ani, Masculin, Timis, 156669 DENTA, Anul 2009, Numar persoane, 89
0- 4 ani, Masculin, Timis, 156669 DENTA, Anul 2010, Numar persoane, 86
0- 4 ani, Masculin, Timis, 156669 DENTA, Anul 2011, Numar persoane, 74
0- 4 ani, Masculin, Timis, 156669 DENTA, Anul 2012, Numar persoane, 57
0- 4 ani, Masculin, Timis, 159384 DUDESTII NOI, Anul 2007, Numar persoane, 62
0- 4 ani, Masculin, Timis, 159384 DUDESTII NOI, Anul 2008, Numar persoane, 83
0- 4 ani, Masculin, Timis, 159384 DUDESTII NOI, Anul 2009, Numar persoane, 94
0- 4 ani, Masculin, Timis, 159384 DUDESTII NOI, Anul 2010, Numar persoane, 99
0- 4 ani, Masculin, Timis, 159384 DUDESTII NOI, Anul 2011, Numar persoane, 91
0- 4 ani, Masculin, Timis, 159384 DUDESTII NOI, Anul 2012, Numar persoane, 95
0- 4 ani, Masculin, Timis, 156712 DUDESTII VECHI, Anul 2007, Numar persoane, 108
0- 4 ani, Masculin, Timis, 156712 DUDESTII VECHI, Anul 2008, Numar persoane, 117
0- 4 ani, Masculin, Timis, 156712 DUDESTII VECHI, Anul 2009, Numar persoane, 115
0- 4 ani, Masculin, Timis, 156712 DUDESTII VECHI, Anul 2010, Numar persoane, 101
0- 4 ani, Masculin, Timis, 156712 DUDESTII VECHI, Anul 2011, Numar persoane, 110
0- 4 ani, Masculin, Timis, 156712 DUDESTII VECHI, Anul 2012, Numar persoane, 102
0- 4 ani, Masculin, Timis, 156767 DUMBRAVA, Anul 2007, Numar persoane, 82
0- 4 ani, Masculin, Timis, 156767 DUMBRAVA, Anul 2008, Numar persoane, 86
0- 4 ani, Masculin, Timis, 156767 DUMBRAVA, Anul 2009, Numar persoane, 82
0- 4 ani, Masculin, Timis, 156767 DUMBRAVA, Anul 2010, Numar persoane, 94
0- 4 ani, Masculin, Timis, 156767 DUMBRAVA, Anul 2011, Numar persoane, 87
0- 4 ani, Masculin, Timis, 156767 DUMBRAVA, Anul 2012, Numar persoane, 83
0- 4 ani, Masculin, Timis, 155261 DUMBRAVITA, Anul 2007, Numar persoane, 65
0- 4 ani, Masculin, Timis, 155261 DUMBRAVITA, Anul 2008, Numar persoane, 77
0- 4 ani, Masculin, Timis, 155261 DUMBRAVITA, Anul 2009, Numar persoane, 106
0- 4 ani, Masculin, Timis, 155261 DUMBRAVITA, Anul 2010, Numar persoane, 145
0- 4 ani, Masculin, Timis, 155261 DUMBRAVITA, Anul 2011, Numar persoane, 171
0- 4 ani, Masculin, Timis, 155261 DUMBRAVITA, Anul 2012, Numar persoane, 191
0- 4 ani, Masculin, Timis, 159393 FIBIS, Anul 2007, Numar persoane, 38
0- 4 ani, Masculin, Timis, 159393 FIBIS, Anul 2008, Numar persoane, 33
0- 4 ani, Masculin, Timis, 159393 FIBIS, Anul 2009, Numar persoane, 37
0- 4 ani, Masculin, Timis, 159393 FIBIS, Anul 2010, Numar persoane, 38
0- 4 ani, Masculin, Timis, 159393 FIBIS, Anul 2011, Numar persoane, 34
0- 4 ani, Masculin, Timis, 159393 FIBIS, Anul 2012, Numar persoane, 33
0- 4 ani, Masculin, Timis, 156927 FIRDEA, Anul 2007, Numar persoane, 40
0- 4 ani, Masculin, Timis, 156927 FIRDEA, Anul 2008, Numar persoane, 41
0- 4 ani, Masculin, Timis, 156927 FIRDEA, Anul 2009, Numar persoane, 42
0- 4 ani, Masculin, Timis, 156927 FIRDEA, Anul 2010, Numar persoane, 34
0- 4 ani, Masculin, Timis, 156927 FIRDEA, Anul 2011, Numar persoane, 38
0- 4 ani, Masculin, Timis, 156927 FIRDEA, Anul 2012, Numar persoane, 39
0- 4 ani, Masculin, Timis, 157004 FOENI, Anul 2007, Numar persoane, 49
0- 4 ani, Masculin, Timis, 157004 FOENI, Anul 2008, Numar persoane, 52
0- 4 ani, Masculin, Timis, 157004 FOENI, Anul 2009, Numar persoane, 58
0- 4 ani, Masculin, Timis, 157004 FOENI, Anul 2010, Numar persoane, 54
0- 4 ani, Masculin, Timis, 157004 FOENI, Anul 2011, Numar persoane, 52
0- 4 ani, Masculin, Timis, 157004 FOENI, Anul 2012, Numar persoane, 53
0- 4 ani, Masculin, Timis, 157031 GAVOJDIA, Anul 2007, Numar persoane, 69
0- 4 ani, Masculin, Timis, 157031 GAVOJDIA, Anul 2008, Numar persoane, 62
0- 4 ani, Masculin, Timis, 157031 GAVOJDIA, Anul 2009, Numar persoane, 75
0- 4 ani, Masculin, Timis, 157031 GAVOJDIA, Anul 2010, Numar persoane, 71
0- 4 ani, Masculin, Timis, 157031 GAVOJDIA, Anul 2011, Numar persoane, 64
0- 4 ani, Masculin, Timis, 157031 GAVOJDIA, Anul 2012, Numar persoane, 55
0- 4 ani, Masculin, Timis, 159400 GHILAD, Anul 2007, Numar persoane, 53
0- 4 ani, Masculin, Timis, 159400 GHILAD, Anul 2008, Numar persoane, 48
0- 4 ani, Masculin, Timis, 159400 GHILAD, Anul 2009, Numar persoane, 56
0- 4 ani, Masculin, Timis, 159400 GHILAD, Anul 2010, Numar persoane, 56
0- 4 ani, Masculin, Timis, 159400 GHILAD, Anul 2011, Numar persoane, 53
0- 4 ani, Masculin, Timis, 159400 GHILAD, Anul 2012, Numar persoane, 43
0- 4 ani, Masculin, Timis, 155289 GHIRODA, Anul 2007, Numar persoane, 96
0- 4 ani, Masculin, Timis, 155289 GHIRODA, Anul 2008, Numar persoane, 110
0- 4 ani, Masculin, Timis, 155289 GHIRODA, Anul 2009, Numar persoane, 119
0- 4 ani, Masculin, Timis, 155289 GHIRODA, Anul 2010, Numar persoane, 134
0- 4 ani, Masculin, Timis, 155289 GHIRODA, Anul 2011, Numar persoane, 144
0- 4 ani, Masculin, Timis, 155289 GHIRODA, Anul 2012, Numar persoane, 141
0- 4 ani, Masculin, Timis, 157193 GHIZELA, Anul 2007, Numar persoane, 38
0- 4 ani, Masculin, Timis, 157193 GHIZELA, Anul 2008, Numar persoane, 40
0- 4 ani, Masculin, Timis, 157193 GHIZELA, Anul 2009, Numar persoane, 32
0- 4 ani, Masculin, Timis, 157193 GHIZELA, Anul 2010, Numar persoane, 30
0- 4 ani, Masculin, Timis, 157193 GHIZELA, Anul 2011, Numar persoane, 22
0- 4 ani, Masculin, Timis, 157193 GHIZELA, Anul 2012, Numar persoane, 22
0- 4 ani, Masculin, Timis, 157246 GIARMATA, Anul 2007, Numar persoane, 180
0- 4 ani, Masculin, Timis, 157246 GIARMATA, Anul 2008, Numar persoane, 181
0- 4 ani, Masculin, Timis, 157246 GIARMATA, Anul 2009, Numar persoane, 183
0- 4 ani, Masculin, Timis, 157246 GIARMATA, Anul 2010, Numar persoane, 175
0- 4 ani, Masculin, Timis, 157246 GIARMATA, Anul 2011, Numar persoane, 182
0- 4 ani, Masculin, Timis, 157246 GIARMATA, Anul 2012, Numar persoane, 176
0- 4 ani, Masculin, Timis, 157273 GIERA, Anul 2007, Numar persoane, 32
0- 4 ani, Masculin, Timis, 157273 GIERA, Anul 2008, Numar persoane, 38
0- 4 ani, Masculin, Timis, 157273 GIERA, Anul 2009, Numar persoane, 40
0- 4 ani, Masculin, Timis, 157273 GIERA, Anul 2010, Numar persoane, 43
0- 4 ani, Masculin, Timis, 157273 GIERA, Anul 2011, Numar persoane, 41
0- 4 ani, Masculin, Timis, 157273 GIERA, Anul 2012, Numar persoane, 36
0- 4 ani, Masculin, Timis, 155314 GIROC, Anul 2007, Numar persoane, 132
0- 4 ani, Masculin, Timis, 155314 GIROC, Anul 2008, Numar persoane, 132
0- 4 ani, Masculin, Timis, 155314 GIROC, Anul 2009, Numar persoane, 152
0- 4 ani, Masculin, Timis, 155314 GIROC, Anul 2010, Numar persoane, 184
0- 4 ani, Masculin, Timis, 155314 GIROC, Anul 2011, Numar persoane, 202
0- 4 ani, Masculin, Timis, 155314 GIROC, Anul 2012, Numar persoane, 242
0- 4 ani, Masculin, Timis, 157317 GIULVAZ, Anul 2007, Numar persoane, 108
0- 4 ani, Masculin, Timis, 157317 GIULVAZ, Anul 2008, Numar persoane, 109
0- 4 ani, Masculin, Timis, 157317 GIULVAZ, Anul 2009, Numar persoane, 107
0- 4 ani, Masculin, Timis, 157317 GIULVAZ, Anul 2010, Numar persoane, 118
0- 4 ani, Masculin, Timis, 157317 GIULVAZ, Anul 2011, Numar persoane, 109
0- 4 ani, Masculin, Timis, 157317 GIULVAZ, Anul 2012, Numar persoane, 103
0- 4 ani, Masculin, Timis, 159419 GOTTLOB, Anul 2007, Numar persoane, 60
0- 4 ani, Masculin, Timis, 159419 GOTTLOB, Anul 2008, Numar persoane, 65
0- 4 ani, Masculin, Timis, 159419 GOTTLOB, Anul 2009, Numar persoane, 67
