
Judete, Localitati , Ani, UM: Numar, Valoare
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 1990, Numar, 374
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 1991, Numar, 448
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 1992, Numar, 292
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 1993, Numar, 409
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 1994, Numar, 439
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 1995, Numar, 357
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 1996, Numar, 395
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 1997, Numar, 372
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 1998, Numar, 476
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 1999, Numar, 387
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2000, Numar, 332
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2001, Numar, 272
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2002, Numar, 322
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2003, Numar, 310
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2004, Numar, 359
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2005, Numar, 286
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2006, Numar, 361
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2007, Numar, 307
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2008, Numar, 362
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2009, Numar, 304
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2010, Numar, 336
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2011, Numar, 281
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2012, Numar, 265
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2013, Numar, 197
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2014, Numar, 233
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2015, Numar, 246
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2016, Numar, 233
Mures, 114809 MUNICIPIUL REGHIN, Anul 1990, Numar, 50
Mures, 114809 MUNICIPIUL REGHIN, Anul 1991, Numar, 82
Mures, 114809 MUNICIPIUL REGHIN, Anul 1992, Numar, 52
Mures, 114809 MUNICIPIUL REGHIN, Anul 1993, Numar, 64
Mures, 114809 MUNICIPIUL REGHIN, Anul 1994, Numar, 87
Mures, 114809 MUNICIPIUL REGHIN, Anul 1995, Numar, 58
Mures, 114809 MUNICIPIUL REGHIN, Anul 1996, Numar, 70
Mures, 114809 MUNICIPIUL REGHIN, Anul 1997, Numar, 72
Mures, 114809 MUNICIPIUL REGHIN, Anul 1998, Numar, 117
Mures, 114809 MUNICIPIUL REGHIN, Anul 1999, Numar, 84
Mures, 114809 MUNICIPIUL REGHIN, Anul 2000, Numar, 70
Mures, 114809 MUNICIPIUL REGHIN, Anul 2001, Numar, 92
Mures, 114809 MUNICIPIUL REGHIN, Anul 2002, Numar, 98
Mures, 114809 MUNICIPIUL REGHIN, Anul 2003, Numar, 57
Mures, 114809 MUNICIPIUL REGHIN, Anul 2004, Numar, 83
Mures, 114809 MUNICIPIUL REGHIN, Anul 2005, Numar, 82
Mures, 114809 MUNICIPIUL REGHIN, Anul 2006, Numar, 49
Mures, 114809 MUNICIPIUL REGHIN, Anul 2007, Numar, 73
Mures, 114809 MUNICIPIUL REGHIN, Anul 2008, Numar, 67
Mures, 114809 MUNICIPIUL REGHIN, Anul 2009, Numar, 66
Mures, 114809 MUNICIPIUL REGHIN, Anul 2010, Numar, 65
Mures, 114809 MUNICIPIUL REGHIN, Anul 2011, Numar, 84
Mures, 114809 MUNICIPIUL REGHIN, Anul 2012, Numar, 57
Mures, 114809 MUNICIPIUL REGHIN, Anul 2013, Numar, 48
