
Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
0- 4 ani, Masculin, Bihor, 26840 ORAS STEI, Anul 2013, Numar persoane, 154
0- 4 ani, Masculin, Bihor, 26840 ORAS STEI, Anul 2014, Numar persoane, 149
0- 4 ani, Masculin, Bihor, 26840 ORAS STEI, Anul 2015, Numar persoane, 136
0- 4 ani, Masculin, Bihor, 26840 ORAS STEI, Anul 2016, Numar persoane, 129
0- 4 ani, Masculin, Bihor, 26840 ORAS STEI, Anul 2017, Numar persoane, 126
0- 4 ani, Masculin, Bihor, 32027 ORAS VALEA LUI MIHAI, Anul 2013, Numar persoane, 267
0- 4 ani, Masculin, Bihor, 32027 ORAS VALEA LUI MIHAI, Anul 2014, Numar persoane, 248
0- 4 ani, Masculin, Bihor, 32027 ORAS VALEA LUI MIHAI, Anul 2015, Numar persoane, 227
0- 4 ani, Masculin, Bihor, 32027 ORAS VALEA LUI MIHAI, Anul 2016, Numar persoane, 238
0- 4 ani, Masculin, Bihor, 32027 ORAS VALEA LUI MIHAI, Anul 2017, Numar persoane, 245
0- 4 ani, Masculin, Bihor, 27007 ORAS VASCAU, Anul 2013, Numar persoane, 50
0- 4 ani, Masculin, Bihor, 27007 ORAS VASCAU, Anul 2014, Numar persoane, 49
0- 4 ani, Masculin, Bihor, 27007 ORAS VASCAU, Anul 2015, Numar persoane, 44
0- 4 ani, Masculin, Bihor, 27007 ORAS VASCAU, Anul 2016, Numar persoane, 40
0- 4 ani, Masculin, Bihor, 27007 ORAS VASCAU, Anul 2017, Numar persoane, 41
0- 4 ani, Masculin, Bihor, 27070 ABRAM, Anul 2013, Numar persoane, 73
0- 4 ani, Masculin, Bihor, 27070 ABRAM, Anul 2014, Numar persoane, 68
0- 4 ani, Masculin, Bihor, 27070 ABRAM, Anul 2015, Numar persoane, 69
0- 4 ani, Masculin, Bihor, 27070 ABRAM, Anul 2016, Numar persoane, 65
0- 4 ani, Masculin, Bihor, 27070 ABRAM, Anul 2017, Numar persoane, 71
0- 4 ani, Masculin, Bihor, 27169 ABRAMUT, Anul 2013, Numar persoane, 88
0- 4 ani, Masculin, Bihor, 27169 ABRAMUT, Anul 2014, Numar persoane, 98
0- 4 ani, Masculin, Bihor, 27169 ABRAMUT, Anul 2015, Numar persoane, 109
0- 4 ani, Masculin, Bihor, 27169 ABRAMUT, Anul 2016, Numar persoane, 100
0- 4 ani, Masculin, Bihor, 27169 ABRAMUT, Anul 2017, Numar persoane, 90
0- 4 ani, Masculin, Bihor, 26742 ASTILEU, Anul 2013, Numar persoane, 92
0- 4 ani, Masculin, Bihor, 26742 ASTILEU, Anul 2014, Numar persoane, 83
0- 4 ani, Masculin, Bihor, 26742 ASTILEU, Anul 2015, Numar persoane, 85
0- 4 ani, Masculin, Bihor, 26742 ASTILEU, Anul 2016, Numar persoane, 97
0- 4 ani, Masculin, Bihor, 26742 ASTILEU, Anul 2017, Numar persoane, 98
0- 4 ani, Masculin, Bihor, 27212 AUSEU, Anul 2013, Numar persoane, 73
0- 4 ani, Masculin, Bihor, 27212 AUSEU, Anul 2014, Numar persoane, 78
0- 4 ani, Masculin, Bihor, 27212 AUSEU, Anul 2015, Numar persoane, 75
0- 4 ani, Masculin, Bihor, 27212 AUSEU, Anul 2016, Numar persoane, 76
0- 4 ani, Masculin, Bihor, 27212 AUSEU, Anul 2017, Numar persoane, 74
0- 4 ani, Masculin, Bihor, 27285 AVRAM IANCU, Anul 2013, Numar persoane, 116
0- 4 ani, Masculin, Bihor, 27285 AVRAM IANCU, Anul 2014, Numar persoane, 121
0- 4 ani, Masculin, Bihor, 27285 AVRAM IANCU, Anul 2015, Numar persoane, 112
0- 4 ani, Masculin, Bihor, 27285 AVRAM IANCU, Anul 2016, Numar persoane, 112
0- 4 ani, Masculin, Bihor, 27285 AVRAM IANCU, Anul 2017, Numar persoane, 118
0- 4 ani, Masculin, Bihor, 27329 BALC, Anul 2013, Numar persoane, 89
0- 4 ani, Masculin, Bihor, 27329 BALC, Anul 2014, Numar persoane, 89
0- 4 ani, Masculin, Bihor, 27329 BALC, Anul 2015, Numar persoane, 91
0- 4 ani, Masculin, Bihor, 27329 BALC, Anul 2016, Numar persoane, 99
0- 4 ani, Masculin, Bihor, 27329 BALC, Anul 2017, Numar persoane, 97
0- 4 ani, Masculin, Bihor, 27383 BATAR, Anul 2013, Numar persoane, 193
0- 4 ani, Masculin, Bihor, 27383 BATAR, Anul 2014, Numar persoane, 182
0- 4 ani, Masculin, Bihor, 27383 BATAR, Anul 2015, Numar persoane, 190
0- 4 ani, Masculin, Bihor, 27383 BATAR, Anul 2016, Numar persoane, 200
0- 4 ani, Masculin, Bihor, 27383 BATAR, Anul 2017, Numar persoane, 212
0- 4 ani, Masculin, Bihor, 27436 BIHARIA, Anul 2013, Numar persoane, 110
0- 4 ani, Masculin, Bihor, 27436 BIHARIA, Anul 2014, Numar persoane, 122
0- 4 ani, Masculin, Bihor, 27436 BIHARIA, Anul 2015, Numar persoane, 126
0- 4 ani, Masculin, Bihor, 27436 BIHARIA, Anul 2016, Numar persoane, 121
0- 4 ani, Masculin, Bihor, 27436 BIHARIA, Anul 2017, Numar persoane, 129
0- 4 ani, Masculin, Bihor, 27506 BOIANU MARE, Anul 2013, Numar persoane, 35
0- 4 ani, Masculin, Bihor, 27506 BOIANU MARE, Anul 2014, Numar persoane, 27
0- 4 ani, Masculin, Bihor, 27506 BOIANU MARE, Anul 2015, Numar persoane, 22
0- 4 ani, Masculin, Bihor, 27506 BOIANU MARE, Anul 2016, Numar persoane, 24
0- 4 ani, Masculin, Bihor, 27506 BOIANU MARE, Anul 2017, Numar persoane, 27
0- 4 ani, Masculin, Bihor, 27560 BOROD, Anul 2013, Numar persoane, 126
0- 4 ani, Masculin, Bihor, 27560 BOROD, Anul 2014, Numar persoane, 128
0- 4 ani, Masculin, Bihor, 27560 BOROD, Anul 2015, Numar persoane, 135
0- 4 ani, Masculin, Bihor, 27560 BOROD, Anul 2016, Numar persoane, 130
0- 4 ani, Masculin, Bihor, 27560 BOROD, Anul 2017, Numar persoane, 127
0- 4 ani, Masculin, Bihor, 27631 BORS, Anul 2013, Numar persoane, 87
0- 4 ani, Masculin, Bihor, 27631 BORS, Anul 2014, Numar persoane, 79
0- 4 ani, Masculin, Bihor, 27631 BORS, Anul 2015, Numar persoane, 72
0- 4 ani, Masculin, Bihor, 27631 BORS, Anul 2016, Numar persoane, 76
0- 4 ani, Masculin, Bihor, 27631 BORS, Anul 2017, Numar persoane, 86
0- 4 ani, Masculin, Bihor, 27686 BRATCA, Anul 2013, Numar persoane, 106
0- 4 ani, Masculin, Bihor, 27686 BRATCA, Anul 2014, Numar persoane, 113
0- 4 ani, Masculin, Bihor, 27686 BRATCA, Anul 2015, Numar persoane, 100
0- 4 ani, Masculin, Bihor, 27686 BRATCA, Anul 2016, Numar persoane, 109
0- 4 ani, Masculin, Bihor, 27686 BRATCA, Anul 2017, Numar persoane, 102
0- 4 ani, Masculin, Bihor, 27757 BRUSTURI, Anul 2013, Numar persoane, 76
0- 4 ani, Masculin, Bihor, 27757 BRUSTURI, Anul 2014, Numar persoane, 69
0- 4 ani, Masculin, Bihor, 27757 BRUSTURI, Anul 2015, Numar persoane, 73
0- 4 ani, Masculin, Bihor, 27757 BRUSTURI, Anul 2016, Numar persoane, 66
0- 4 ani, Masculin, Bihor, 27757 BRUSTURI, Anul 2017, Numar persoane, 76
0- 4 ani, Masculin, Bihor, 27846 BUDUREASA, Anul 2013, Numar persoane, 100
0- 4 ani, Masculin, Bihor, 27846 BUDUREASA, Anul 2014, Numar persoane, 112
0- 4 ani, Masculin, Bihor, 27846 BUDUREASA, Anul 2015, Numar persoane, 107
0- 4 ani, Masculin, Bihor, 27846 BUDUREASA, Anul 2016, Numar persoane, 114
0- 4 ani, Masculin, Bihor, 27846 BUDUREASA, Anul 2017, Numar persoane, 115
0- 4 ani, Masculin, Bihor, 27908 BUDUSLAU, Anul 2013, Numar persoane, 77
0- 4 ani, Masculin, Bihor, 27908 BUDUSLAU, Anul 2014, Numar persoane, 75
0- 4 ani, Masculin, Bihor, 27908 BUDUSLAU, Anul 2015, Numar persoane, 66
0- 4 ani, Masculin, Bihor, 27908 BUDUSLAU, Anul 2016, Numar persoane, 62
0- 4 ani, Masculin, Bihor, 27908 BUDUSLAU, Anul 2017, Numar persoane, 61
0- 4 ani, Masculin, Bihor, 27935 BULZ, Anul 2013, Numar persoane, 37
0- 4 ani, Masculin, Bihor, 27935 BULZ, Anul 2014, Numar persoane, 39
0- 4 ani, Masculin, Bihor, 27935 BULZ, Anul 2015, Numar persoane, 39
0- 4 ani, Masculin, Bihor, 27935 BULZ, Anul 2016, Numar persoane, 43
0- 4 ani, Masculin, Bihor, 27935 BULZ, Anul 2017, Numar persoane, 45
0- 4 ani, Masculin, Bihor, 27971 BUNTESTI, Anul 2013, Numar persoane, 86
0- 4 ani, Masculin, Bihor, 27971 BUNTESTI, Anul 2014, Numar persoane, 79
0- 4 ani, Masculin, Bihor, 27971 BUNTESTI, Anul 2015, Numar persoane, 79
0- 4 ani, Masculin, Bihor, 27971 BUNTESTI, Anul 2016, Numar persoane, 79
0- 4 ani, Masculin, Bihor, 27971 BUNTESTI, Anul 2017, Numar persoane, 69
0- 4 ani, Masculin, Bihor, 28077 CABESTI, Anul 2013, Numar persoane, 33
0- 4 ani, Masculin, Bihor, 28077 CABESTI, Anul 2014, Numar persoane, 34
0- 4 ani, Masculin, Bihor, 28077 CABESTI, Anul 2015, Numar persoane, 32
0- 4 ani, Masculin, Bihor, 28077 CABESTI, Anul 2016, Numar persoane, 32
0- 4 ani, Masculin, Bihor, 28077 CABESTI, Anul 2017, Numar persoane, 38
0- 4 ani, Masculin, Bihor, 28139 CAPILNA, Anul 2013, Numar persoane, 35
0- 4 ani, Masculin, Bihor, 28139 CAPILNA, Anul 2014, Numar persoane, 32
0- 4 ani, Masculin, Bihor, 28139 CAPILNA, Anul 2015, Numar persoane, 23
0- 4 ani, Masculin, Bihor, 28139 CAPILNA, Anul 2016, Numar persoane, 22
0- 4 ani, Masculin, Bihor, 28139 CAPILNA, Anul 2017, Numar persoane, 17
0- 4 ani, Masculin, Bihor, 28193 CARPINET, Anul 2013, Numar persoane, 22
0- 4 ani, Masculin, Bihor, 28193 CARPINET, Anul 2014, Numar persoane, 23
0- 4 ani, Masculin, Bihor, 28193 CARPINET, Anul 2015, Numar persoane, 24
0- 4 ani, Masculin, Bihor, 28193 CARPINET, Anul 2016, Numar persoane, 26
0- 4 ani, Masculin, Bihor, 28193 CARPINET, Anul 2017, Numar persoane, 30
0- 4 ani, Masculin, Bihor, 28246 CEFA, Anul 2013, Numar persoane, 79
0- 4 ani, Masculin, Bihor, 28246 CEFA, Anul 2014, Numar persoane, 71
0- 4 ani, Masculin, Bihor, 28246 CEFA, Anul 2015, Numar persoane, 64
0- 4 ani, Masculin, Bihor, 28246 CEFA, Anul 2016, Numar persoane, 62
0- 4 ani, Masculin, Bihor, 28246 CEFA, Anul 2017, Numar persoane, 62
0- 4 ani, Masculin, Bihor, 28335 CEICA, Anul 2013, Numar persoane, 92
0- 4 ani, Masculin, Bihor, 28335 CEICA, Anul 2014, Numar persoane, 96
0- 4 ani, Masculin, Bihor, 28335 CEICA, Anul 2015, Numar persoane, 93
0- 4 ani, Masculin, Bihor, 28335 CEICA, Anul 2016, Numar persoane, 88
0- 4 ani, Masculin, Bihor, 28335 CEICA, Anul 2017, Numar persoane, 85
0- 4 ani, Masculin, Bihor, 28415 CETARIU, Anul 2013, Numar persoane, 48
0- 4 ani, Masculin, Bihor, 28415 CETARIU, Anul 2014, Numar persoane, 50
0- 4 ani, Masculin, Bihor, 28415 CETARIU, Anul 2015, Numar persoane, 51
0- 4 ani, Masculin, Bihor, 28415 CETARIU, Anul 2016, Numar persoane, 56
0- 4 ani, Masculin, Bihor, 28415 CETARIU, Anul 2017, Numar persoane, 50
0- 4 ani, Masculin, Bihor, 28497 CHERECHIU, Anul 2013, Numar persoane, 96
0- 4 ani, Masculin, Bihor, 28497 CHERECHIU, Anul 2014, Numar persoane, 95
0- 4 ani, Masculin, Bihor, 28497 CHERECHIU, Anul 2015, Numar persoane, 86
0- 4 ani, Masculin, Bihor, 28497 CHERECHIU, Anul 2016, Numar persoane, 83
0- 4 ani, Masculin, Bihor, 28497 CHERECHIU, Anul 2017, Numar persoane, 77
0- 4 ani, Masculin, Bihor, 28530 CHISLAZ, Anul 2013, Numar persoane, 83
0- 4 ani, Masculin, Bihor, 28530 CHISLAZ, Anul 2014, Numar persoane, 88
0- 4 ani, Masculin, Bihor, 28530 CHISLAZ, Anul 2015, Numar persoane, 86
0- 4 ani, Masculin, Bihor, 28530 CHISLAZ, Anul 2016, Numar persoane, 85
0- 4 ani, Masculin, Bihor, 28530 CHISLAZ, Anul 2017, Numar persoane, 80
0- 4 ani, Masculin, Bihor, 28709 CIMPANI, Anul 2013, Numar persoane, 36
0- 4 ani, Masculin, Bihor, 28709 CIMPANI, Anul 2014, Numar persoane, 36
0- 4 ani, Masculin, Bihor, 28709 CIMPANI, Anul 2015, Numar persoane, 35
0- 4 ani, Masculin, Bihor, 28709 CIMPANI, Anul 2016, Numar persoane, 28
0- 4 ani, Masculin, Bihor, 28709 CIMPANI, Anul 2017, Numar persoane, 30
0- 4 ani, Masculin, Bihor, 28665 CIUMEGHIU, Anul 2013, Numar persoane, 156
0- 4 ani, Masculin, Bihor, 28665 CIUMEGHIU, Anul 2014, Numar persoane, 162
0- 4 ani, Masculin, Bihor, 28665 CIUMEGHIU, Anul 2015, Numar persoane, 163
0- 4 ani, Masculin, Bihor, 28665 CIUMEGHIU, Anul 2016, Numar persoane, 164
0- 4 ani, Masculin, Bihor, 28665 CIUMEGHIU, Anul 2017, Numar persoane, 176
0- 4 ani, Masculin, Bihor, 28763 COCIUBA MARE, Anul 2013, Numar persoane, 86
0- 4 ani, Masculin, Bihor, 28763 COCIUBA MARE, Anul 2014, Numar persoane, 80
0- 4 ani, Masculin, Bihor, 28763 COCIUBA MARE, Anul 2015, Numar persoane, 66
0- 4 ani, Masculin, Bihor, 28763 COCIUBA MARE, Anul 2016, Numar persoane, 65
0- 4 ani, Masculin, Bihor, 28763 COCIUBA MARE, Anul 2017, Numar persoane, 63
0- 4 ani, Masculin, Bihor, 28816 COPACEL, Anul 2013, Numar persoane, 61
0- 4 ani, Masculin, Bihor, 28816 COPACEL, Anul 2014, Numar persoane, 61
0- 4 ani, Masculin, Bihor, 28816 COPACEL, Anul 2015, Numar persoane, 56
0- 4 ani, Masculin, Bihor, 28816 COPACEL, Anul 2016, Numar persoane, 54
0- 4 ani, Masculin, Bihor, 28816 COPACEL, Anul 2017, Numar persoane, 63
0- 4 ani, Masculin, Bihor, 28889 CRISTIORU DE JOS, Anul 2013, Numar persoane, 23
0- 4 ani, Masculin, Bihor, 28889 CRISTIORU DE JOS, Anul 2014, Numar persoane, 23
0- 4 ani, Masculin, Bihor, 28889 CRISTIORU DE JOS, Anul 2015, Numar persoane, 24
0- 4 ani, Masculin, Bihor, 28889 CRISTIORU DE JOS, Anul 2016, Numar persoane, 22
0- 4 ani, Masculin, Bihor, 28889 CRISTIORU DE JOS, Anul 2017, Numar persoane, 19
0- 4 ani, Masculin, Bihor, 28941 CURATELE, Anul 2013, Numar persoane, 36
0- 4 ani, Masculin, Bihor, 28941 CURATELE, Anul 2014, Numar persoane, 39
0- 4 ani, Masculin, Bihor, 28941 CURATELE, Anul 2015, Numar persoane, 36
0- 4 ani, Masculin, Bihor, 28941 CURATELE, Anul 2016, Numar persoane, 43
0- 4 ani, Masculin, Bihor, 28941 CURATELE, Anul 2017, Numar persoane, 38
0- 4 ani, Masculin, Bihor, 29001 CURTUISENI, Anul 2013, Numar persoane, 153
0- 4 ani, Masculin, Bihor, 29001 CURTUISENI, Anul 2014, Numar persoane, 151
0- 4 ani, Masculin, Bihor, 29001 CURTUISENI, Anul 2015, Numar persoane, 136
0- 4 ani, Masculin, Bihor, 29001 CURTUISENI, Anul 2016, Numar persoane, 117
0- 4 ani, Masculin, Bihor, 29001 CURTUISENI, Anul 2017, Numar persoane, 119
0- 4 ani, Masculin, Bihor, 29038 DERNA, Anul 2013, Numar persoane, 52
0- 4 ani, Masculin, Bihor, 29038 DERNA, Anul 2014, Numar persoane, 54
0- 4 ani, Masculin, Bihor, 29038 DERNA, Anul 2015, Numar persoane, 54
0- 4 ani, Masculin, Bihor, 29038 DERNA, Anul 2016, Numar persoane, 48
0- 4 ani, Masculin, Bihor, 29038 DERNA, Anul 2017, Numar persoane, 53
0- 4 ani, Masculin, Bihor, 29092 DIOSIG, Anul 2013, Numar persoane, 230
0- 4 ani, Masculin, Bihor, 29092 DIOSIG, Anul 2014, Numar persoane, 227
0- 4 ani, Masculin, Bihor, 29092 DIOSIG, Anul 2015, Numar persoane, 236
0- 4 ani, Masculin, Bihor, 29092 DIOSIG, Anul 2016, Numar persoane, 220
0- 4 ani, Masculin, Bihor, 29092 DIOSIG, Anul 2017, Numar persoane, 223
0- 4 ani, Masculin, Bihor, 29154 DOBRESTI, Anul 2013, Numar persoane, 188
0- 4 ani, Masculin, Bihor, 29154 DOBRESTI, Anul 2014, Numar persoane, 178
0- 4 ani, Masculin, Bihor, 29154 DOBRESTI, Anul 2015, Numar persoane, 174
0- 4 ani, Masculin, Bihor, 29154 DOBRESTI, Anul 2016, Numar persoane, 181
0- 4 ani, Masculin, Bihor, 29154 DOBRESTI, Anul 2017, Numar persoane, 186
0- 4 ani, Masculin, Bihor, 29243 DRAGANESTI, Anul 2013, Numar persoane, 71
0- 4 ani, Masculin, Bihor, 29243 DRAGANESTI, Anul 2014, Numar persoane, 67
0- 4 ani, Masculin, Bihor, 29243 DRAGANESTI, Anul 2015, Numar persoane, 65
0- 4 ani, Masculin, Bihor, 29243 DRAGANESTI, Anul 2016, Numar persoane, 56
0- 4 ani, Masculin, Bihor, 29243 DRAGANESTI, Anul 2017, Numar persoane, 55
0- 4 ani, Masculin, Bihor, 29341 DRAGESTI, Anul 2013, Numar persoane, 132
0- 4 ani, Masculin, Bihor, 29341 DRAGESTI, Anul 2014, Numar persoane, 135
0- 4 ani, Masculin, Bihor, 29341 DRAGESTI, Anul 2015, Numar persoane, 136
0- 4 ani, Masculin, Bihor, 29341 DRAGESTI, Anul 2016, Numar persoane, 134
0- 4 ani, Masculin, Bihor, 29341 DRAGESTI, Anul 2017, Numar persoane, 134
0- 4 ani, Masculin, Bihor, 29403 FINIS, Anul 2013, Numar persoane, 120
0- 4 ani, Masculin, Bihor, 29403 FINIS, Anul 2014, Numar persoane, 112
0- 4 ani, Masculin, Bihor, 29403 FINIS, Anul 2015, Numar persoane, 111
0- 4 ani, Masculin, Bihor, 29403 FINIS, Anul 2016, Numar persoane, 112
0- 4 ani, Masculin, Bihor, 29403 FINIS, Anul 2017, Numar persoane, 109
0- 4 ani, Masculin, Bihor, 32195 GEPIU, Anul 2013, Numar persoane, 52
0- 4 ani, Masculin, Bihor, 32195 GEPIU, Anul 2014, Numar persoane, 66
0- 4 ani, Masculin, Bihor, 32195 GEPIU, Anul 2015, Numar persoane, 60
0- 4 ani, Masculin, Bihor, 32195 GEPIU, Anul 2016, Numar persoane, 58
0- 4 ani, Masculin, Bihor, 32195 GEPIU, Anul 2017, Numar persoane, 59
0- 4 ani, Masculin, Bihor, 29467 GIRISU DE CRIS, Anul 2013, Numar persoane, 109
0- 4 ani, Masculin, Bihor, 29467 GIRISU DE CRIS, Anul 2014, Numar persoane, 111
0- 4 ani, Masculin, Bihor, 29467 GIRISU DE CRIS, Anul 2015, Numar persoane, 107
0- 4 ani, Masculin, Bihor, 29467 GIRISU DE CRIS, Anul 2016, Numar persoane, 116
0- 4 ani, Masculin, Bihor, 29467 GIRISU DE CRIS, Anul 2017, Numar persoane, 110
0- 4 ani, Masculin, Bihor, 29519 HIDISELU DE SUS, Anul 2013, Numar persoane, 77
0- 4 ani, Masculin, Bihor, 29519 HIDISELU DE SUS, Anul 2014, Numar persoane, 83
0- 4 ani, Masculin, Bihor, 29519 HIDISELU DE SUS, Anul 2015, Numar persoane, 87
0- 4 ani, Masculin, Bihor, 29519 HIDISELU DE SUS, Anul 2016, Numar persoane, 78
0- 4 ani, Masculin, Bihor, 29519 HIDISELU DE SUS, Anul 2017, Numar persoane, 74
0- 4 ani, Masculin, Bihor, 29573 HOLOD, Anul 2013, Numar persoane, 121
0- 4 ani, Masculin, Bihor, 29573 HOLOD, Anul 2014, Numar persoane, 127
0- 4 ani, Masculin, Bihor, 29573 HOLOD, Anul 2015, Numar persoane, 132
0- 4 ani, Masculin, Bihor, 29573 HOLOD, Anul 2016, Numar persoane, 138
0- 4 ani, Masculin, Bihor, 29573 HOLOD, Anul 2017, Numar persoane, 133
0- 4 ani, Masculin, Bihor, 29662 HUSASAU DE TINCA, Anul 2013, Numar persoane, 110
0- 4 ani, Masculin, Bihor, 29662 HUSASAU DE TINCA, Anul 2014, Numar persoane, 101
0- 4 ani, Masculin, Bihor, 29662 HUSASAU DE TINCA, Anul 2015, Numar persoane, 96
0- 4 ani, Masculin, Bihor, 29662 HUSASAU DE TINCA, Anul 2016, Numar persoane, 81
0- 4 ani, Masculin, Bihor, 29662 HUSASAU DE TINCA, Anul 2017, Numar persoane, 78
0- 4 ani, Masculin, Bihor, 29724 INEU, Anul 2013, Numar persoane, 201
0- 4 ani, Masculin, Bihor, 29724 INEU, Anul 2014, Numar persoane, 196
0- 4 ani, Masculin, Bihor, 29724 INEU, Anul 2015, Numar persoane, 208
0- 4 ani, Masculin, Bihor, 29724 INEU, Anul 2016, Numar persoane, 209
0- 4 ani, Masculin, Bihor, 29724 INEU, Anul 2017, Numar persoane, 206
0- 4 ani, Masculin, Bihor, 29813 LAZARENI, Anul 2013, Numar persoane, 130
0- 4 ani, Masculin, Bihor, 29813 LAZARENI, Anul 2014, Numar persoane, 142
0- 4 ani, Masculin, Bihor, 29813 LAZARENI, Anul 2015, Numar persoane, 141
0- 4 ani, Masculin, Bihor, 29813 LAZARENI, Anul 2016, Numar persoane, 137
0- 4 ani, Masculin, Bihor, 29813 LAZARENI, Anul 2017, Numar persoane, 133
0- 4 ani, Masculin, Bihor, 29760 LAZURI DE BEIUS, Anul 2013, Numar persoane, 29
0- 4 ani, Masculin, Bihor, 29760 LAZURI DE BEIUS, Anul 2014, Numar persoane, 34
0- 4 ani, Masculin, Bihor, 29760 LAZURI DE BEIUS, Anul 2015, Numar persoane, 35
0- 4 ani, Masculin, Bihor, 29760 LAZURI DE BEIUS, Anul 2016, Numar persoane, 33
0- 4 ani, Masculin, Bihor, 29760 LAZURI DE BEIUS, Anul 2017, Numar persoane, 30
0- 4 ani, Masculin, Bihor, 29902 LUGASU DE JOS, Anul 2013, Numar persoane, 149
0- 4 ani, Masculin, Bihor, 29902 LUGASU DE JOS, Anul 2014, Numar persoane, 144
0- 4 ani, Masculin, Bihor, 29902 LUGASU DE JOS, Anul 2015, Numar persoane, 134
0- 4 ani, Masculin, Bihor, 29902 LUGASU DE JOS, Anul 2016, Numar persoane, 128
0- 4 ani, Masculin, Bihor, 29902 LUGASU DE JOS, Anul 2017, Numar persoane, 123
0- 4 ani, Masculin, Bihor, 29948 LUNCA, Anul 2013, Numar persoane, 50
0- 4 ani, Masculin, Bihor, 29948 LUNCA, Anul 2014, Numar persoane, 48
0- 4 ani, Masculin, Bihor, 29948 LUNCA, Anul 2015, Numar persoane, 46
0- 4 ani, Masculin, Bihor, 29948 LUNCA, Anul 2016, Numar persoane, 46
0- 4 ani, Masculin, Bihor, 29948 LUNCA, Anul 2017, Numar persoane, 48
0- 4 ani, Masculin, Bihor, 30014 MADARAS, Anul 2013, Numar persoane, 72
0- 4 ani, Masculin, Bihor, 30014 MADARAS, Anul 2014, Numar persoane, 70
0- 4 ani, Masculin, Bihor, 30014 MADARAS, Anul 2015, Numar persoane, 72
0- 4 ani, Masculin, Bihor, 30014 MADARAS, Anul 2016, Numar persoane, 63
