
Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
0- 4 ani, Masculin, Brasov, 40214 ORAS GHIMBAV, Anul 2014, Numar persoane, 128
0- 4 ani, Masculin, Brasov, 40214 ORAS GHIMBAV, Anul 2015, Numar persoane, 134
0- 4 ani, Masculin, Brasov, 40214 ORAS GHIMBAV, Anul 2016, Numar persoane, 147
0- 4 ani, Masculin, Brasov, 40214 ORAS GHIMBAV, Anul 2017, Numar persoane, 158
0- 4 ani, Masculin, Brasov, 40303 ORAS PREDEAL, Anul 2005, Numar persoane, 110
0- 4 ani, Masculin, Brasov, 40303 ORAS PREDEAL, Anul 2006, Numar persoane, 118
0- 4 ani, Masculin, Brasov, 40303 ORAS PREDEAL, Anul 2007, Numar persoane, 126
0- 4 ani, Masculin, Brasov, 40303 ORAS PREDEAL, Anul 2008, Numar persoane, 124
0- 4 ani, Masculin, Brasov, 40303 ORAS PREDEAL, Anul 2009, Numar persoane, 122
0- 4 ani, Masculin, Brasov, 40303 ORAS PREDEAL, Anul 2010, Numar persoane, 120
0- 4 ani, Masculin, Brasov, 40303 ORAS PREDEAL, Anul 2011, Numar persoane, 122
0- 4 ani, Masculin, Brasov, 40303 ORAS PREDEAL, Anul 2012, Numar persoane, 128
0- 4 ani, Masculin, Brasov, 40303 ORAS PREDEAL, Anul 2013, Numar persoane, 118
0- 4 ani, Masculin, Brasov, 40303 ORAS PREDEAL, Anul 2014, Numar persoane, 117
0- 4 ani, Masculin, Brasov, 40303 ORAS PREDEAL, Anul 2015, Numar persoane, 97
0- 4 ani, Masculin, Brasov, 40303 ORAS PREDEAL, Anul 2016, Numar persoane, 75
0- 4 ani, Masculin, Brasov, 40303 ORAS PREDEAL, Anul 2017, Numar persoane, 75
0- 4 ani, Masculin, Brasov, 40367 ORAS RASNOV, Anul 2005, Numar persoane, 410
0- 4 ani, Masculin, Brasov, 40367 ORAS RASNOV, Anul 2006, Numar persoane, 419
0- 4 ani, Masculin, Brasov, 40367 ORAS RASNOV, Anul 2007, Numar persoane, 420
0- 4 ani, Masculin, Brasov, 40367 ORAS RASNOV, Anul 2008, Numar persoane, 429
0- 4 ani, Masculin, Brasov, 40367 ORAS RASNOV, Anul 2009, Numar persoane, 458
0- 4 ani, Masculin, Brasov, 40367 ORAS RASNOV, Anul 2010, Numar persoane, 477
0- 4 ani, Masculin, Brasov, 40367 ORAS RASNOV, Anul 2011, Numar persoane, 503
0- 4 ani, Masculin, Brasov, 40367 ORAS RASNOV, Anul 2012, Numar persoane, 493
0- 4 ani, Masculin, Brasov, 40367 ORAS RASNOV, Anul 2013, Numar persoane, 496
0- 4 ani, Masculin, Brasov, 40367 ORAS RASNOV, Anul 2014, Numar persoane, 481
0- 4 ani, Masculin, Brasov, 40367 ORAS RASNOV, Anul 2015, Numar persoane, 452
0- 4 ani, Masculin, Brasov, 40367 ORAS RASNOV, Anul 2016, Numar persoane, 417
0- 4 ani, Masculin, Brasov, 40367 ORAS RASNOV, Anul 2017, Numar persoane, 438
0- 4 ani, Masculin, Brasov, 40394 ORAS RUPEA, Anul 2005, Numar persoane, 200
0- 4 ani, Masculin, Brasov, 40394 ORAS RUPEA, Anul 2006, Numar persoane, 190
0- 4 ani, Masculin, Brasov, 40394 ORAS RUPEA, Anul 2007, Numar persoane, 203
0- 4 ani, Masculin, Brasov, 40394 ORAS RUPEA, Anul 2008, Numar persoane, 205
0- 4 ani, Masculin, Brasov, 40394 ORAS RUPEA, Anul 2009, Numar persoane, 201
0- 4 ani, Masculin, Brasov, 40394 ORAS RUPEA, Anul 2010, Numar persoane, 204
0- 4 ani, Masculin, Brasov, 40394 ORAS RUPEA, Anul 2011, Numar persoane, 192
0- 4 ani, Masculin, Brasov, 40394 ORAS RUPEA, Anul 2012, Numar persoane, 176
0- 4 ani, Masculin, Brasov, 40394 ORAS RUPEA, Anul 2013, Numar persoane, 170
0- 4 ani, Masculin, Brasov, 40394 ORAS RUPEA, Anul 2014, Numar persoane, 162
0- 4 ani, Masculin, Brasov, 40394 ORAS RUPEA, Anul 2015, Numar persoane, 164
0- 4 ani, Masculin, Brasov, 40394 ORAS RUPEA, Anul 2016, Numar persoane, 171
0- 4 ani, Masculin, Brasov, 40394 ORAS RUPEA, Anul 2017, Numar persoane, 163
0- 4 ani, Masculin, Brasov, 40465 ORAS VICTORIA, Anul 2005, Numar persoane, 247
0- 4 ani, Masculin, Brasov, 40465 ORAS VICTORIA, Anul 2006, Numar persoane, 244
0- 4 ani, Masculin, Brasov, 40465 ORAS VICTORIA, Anul 2007, Numar persoane, 231
0- 4 ani, Masculin, Brasov, 40465 ORAS VICTORIA, Anul 2008, Numar persoane, 222
0- 4 ani, Masculin, Brasov, 40465 ORAS VICTORIA, Anul 2009, Numar persoane, 220
0- 4 ani, Masculin, Brasov, 40465 ORAS VICTORIA, Anul 2010, Numar persoane, 235
0- 4 ani, Masculin, Brasov, 40465 ORAS VICTORIA, Anul 2011, Numar persoane, 229
0- 4 ani, Masculin, Brasov, 40465 ORAS VICTORIA, Anul 2012, Numar persoane, 219
0- 4 ani, Masculin, Brasov, 40465 ORAS VICTORIA, Anul 2013, Numar persoane, 211
0- 4 ani, Masculin, Brasov, 40465 ORAS VICTORIA, Anul 2014, Numar persoane, 190
0- 4 ani, Masculin, Brasov, 40465 ORAS VICTORIA, Anul 2015, Numar persoane, 167
0- 4 ani, Masculin, Brasov, 40465 ORAS VICTORIA, Anul 2016, Numar persoane, 159
0- 4 ani, Masculin, Brasov, 40465 ORAS VICTORIA, Anul 2017, Numar persoane, 172
0- 4 ani, Masculin, Brasov, 40492 ORAS ZARNESTI, Anul 2005, Numar persoane, 752
0- 4 ani, Masculin, Brasov, 40492 ORAS ZARNESTI, Anul 2006, Numar persoane, 747
0- 4 ani, Masculin, Brasov, 40492 ORAS ZARNESTI, Anul 2007, Numar persoane, 784
0- 4 ani, Masculin, Brasov, 40492 ORAS ZARNESTI, Anul 2008, Numar persoane, 790
0- 4 ani, Masculin, Brasov, 40492 ORAS ZARNESTI, Anul 2009, Numar persoane, 808
0- 4 ani, Masculin, Brasov, 40492 ORAS ZARNESTI, Anul 2010, Numar persoane, 817
0- 4 ani, Masculin, Brasov, 40492 ORAS ZARNESTI, Anul 2011, Numar persoane, 803
0- 4 ani, Masculin, Brasov, 40492 ORAS ZARNESTI, Anul 2012, Numar persoane, 740
0- 4 ani, Masculin, Brasov, 40492 ORAS ZARNESTI, Anul 2013, Numar persoane, 709
0- 4 ani, Masculin, Brasov, 40492 ORAS ZARNESTI, Anul 2014, Numar persoane, 669
0- 4 ani, Masculin, Brasov, 40492 ORAS ZARNESTI, Anul 2015, Numar persoane, 632
0- 4 ani, Masculin, Brasov, 40492 ORAS ZARNESTI, Anul 2016, Numar persoane, 625
0- 4 ani, Masculin, Brasov, 40492 ORAS ZARNESTI, Anul 2017, Numar persoane, 642
0- 4 ani, Masculin, Brasov, 40526 APATA, Anul 2005, Numar persoane, 173
0- 4 ani, Masculin, Brasov, 40526 APATA, Anul 2006, Numar persoane, 166
0- 4 ani, Masculin, Brasov, 40526 APATA, Anul 2007, Numar persoane, 170
0- 4 ani, Masculin, Brasov, 40526 APATA, Anul 2008, Numar persoane, 163
0- 4 ani, Masculin, Brasov, 40526 APATA, Anul 2009, Numar persoane, 157
0- 4 ani, Masculin, Brasov, 40526 APATA, Anul 2010, Numar persoane, 157
0- 4 ani, Masculin, Brasov, 40526 APATA, Anul 2011, Numar persoane, 171
0- 4 ani, Masculin, Brasov, 40526 APATA, Anul 2012, Numar persoane, 170
0- 4 ani, Masculin, Brasov, 40526 APATA, Anul 2013, Numar persoane, 182
0- 4 ani, Masculin, Brasov, 40526 APATA, Anul 2014, Numar persoane, 180
0- 4 ani, Masculin, Brasov, 40526 APATA, Anul 2015, Numar persoane, 173
0- 4 ani, Masculin, Brasov, 40526 APATA, Anul 2016, Numar persoane, 169
0- 4 ani, Masculin, Brasov, 40526 APATA, Anul 2017, Numar persoane, 175
0- 4 ani, Masculin, Brasov, 42498 AUGUSTIN, Anul 2006, Numar persoane, 94
0- 4 ani, Masculin, Brasov, 42498 AUGUSTIN, Anul 2007, Numar persoane, 98
0- 4 ani, Masculin, Brasov, 42498 AUGUSTIN, Anul 2008, Numar persoane, 116
0- 4 ani, Masculin, Brasov, 42498 AUGUSTIN, Anul 2009, Numar persoane, 117
0- 4 ani, Masculin, Brasov, 42498 AUGUSTIN, Anul 2010, Numar persoane, 120
0- 4 ani, Masculin, Brasov, 42498 AUGUSTIN, Anul 2011, Numar persoane, 132
0- 4 ani, Masculin, Brasov, 42498 AUGUSTIN, Anul 2012, Numar persoane, 146
0- 4 ani, Masculin, Brasov, 42498 AUGUSTIN, Anul 2013, Numar persoane, 157
0- 4 ani, Masculin, Brasov, 42498 AUGUSTIN, Anul 2014, Numar persoane, 154
0- 4 ani, Masculin, Brasov, 42498 AUGUSTIN, Anul 2015, Numar persoane, 145
0- 4 ani, Masculin, Brasov, 42498 AUGUSTIN, Anul 2016, Numar persoane, 135
0- 4 ani, Masculin, Brasov, 42498 AUGUSTIN, Anul 2017, Numar persoane, 123
0- 4 ani, Masculin, Brasov, 40544 BECLEAN, Anul 2005, Numar persoane, 38
0- 4 ani, Masculin, Brasov, 40544 BECLEAN, Anul 2006, Numar persoane, 48
0- 4 ani, Masculin, Brasov, 40544 BECLEAN, Anul 2007, Numar persoane, 48
0- 4 ani, Masculin, Brasov, 40544 BECLEAN, Anul 2008, Numar persoane, 55
0- 4 ani, Masculin, Brasov, 40544 BECLEAN, Anul 2009, Numar persoane, 55
0- 4 ani, Masculin, Brasov, 40544 BECLEAN, Anul 2010, Numar persoane, 54
0- 4 ani, Masculin, Brasov, 40544 BECLEAN, Anul 2011, Numar persoane, 48
0- 4 ani, Masculin, Brasov, 40544 BECLEAN, Anul 2012, Numar persoane, 52
0- 4 ani, Masculin, Brasov, 40544 BECLEAN, Anul 2013, Numar persoane, 53
0- 4 ani, Masculin, Brasov, 40544 BECLEAN, Anul 2014, Numar persoane, 50
0- 4 ani, Masculin, Brasov, 40544 BECLEAN, Anul 2015, Numar persoane, 48
0- 4 ani, Masculin, Brasov, 40544 BECLEAN, Anul 2016, Numar persoane, 52
0- 4 ani, Masculin, Brasov, 40544 BECLEAN, Anul 2017, Numar persoane, 50
0- 4 ani, Masculin, Brasov, 40606 BOD, Anul 2005, Numar persoane, 96
0- 4 ani, Masculin, Brasov, 40606 BOD, Anul 2006, Numar persoane, 91
0- 4 ani, Masculin, Brasov, 40606 BOD, Anul 2007, Numar persoane, 86
0- 4 ani, Masculin, Brasov, 40606 BOD, Anul 2008, Numar persoane, 89
0- 4 ani, Masculin, Brasov, 40606 BOD, Anul 2009, Numar persoane, 104
0- 4 ani, Masculin, Brasov, 40606 BOD, Anul 2010, Numar persoane, 115
0- 4 ani, Masculin, Brasov, 40606 BOD, Anul 2011, Numar persoane, 119
0- 4 ani, Masculin, Brasov, 40606 BOD, Anul 2012, Numar persoane, 117
0- 4 ani, Masculin, Brasov, 40606 BOD, Anul 2013, Numar persoane, 110
0- 4 ani, Masculin, Brasov, 40606 BOD, Anul 2014, Numar persoane, 111
0- 4 ani, Masculin, Brasov, 40606 BOD, Anul 2015, Numar persoane, 111
0- 4 ani, Masculin, Brasov, 40606 BOD, Anul 2016, Numar persoane, 112
0- 4 ani, Masculin, Brasov, 40606 BOD, Anul 2017, Numar persoane, 111
0- 4 ani, Masculin, Brasov, 40633 BRAN, Anul 2005, Numar persoane, 102
0- 4 ani, Masculin, Brasov, 40633 BRAN, Anul 2006, Numar persoane, 110
0- 4 ani, Masculin, Brasov, 40633 BRAN, Anul 2007, Numar persoane, 120
0- 4 ani, Masculin, Brasov, 40633 BRAN, Anul 2008, Numar persoane, 119
0- 4 ani, Masculin, Brasov, 40633 BRAN, Anul 2009, Numar persoane, 113
0- 4 ani, Masculin, Brasov, 40633 BRAN, Anul 2010, Numar persoane, 124
0- 4 ani, Masculin, Brasov, 40633 BRAN, Anul 2011, Numar persoane, 124
0- 4 ani, Masculin, Brasov, 40633 BRAN, Anul 2012, Numar persoane, 118
0- 4 ani, Masculin, Brasov, 40633 BRAN, Anul 2013, Numar persoane, 119
0- 4 ani, Masculin, Brasov, 40633 BRAN, Anul 2014, Numar persoane, 120
0- 4 ani, Masculin, Brasov, 40633 BRAN, Anul 2015, Numar persoane, 110
0- 4 ani, Masculin, Brasov, 40633 BRAN, Anul 2016, Numar persoane, 115
0- 4 ani, Masculin, Brasov, 40633 BRAN, Anul 2017, Numar persoane, 111
0- 4 ani, Masculin, Brasov, 40688 BUDILA, Anul 2005, Numar persoane, 238
0- 4 ani, Masculin, Brasov, 40688 BUDILA, Anul 2006, Numar persoane, 242
0- 4 ani, Masculin, Brasov, 40688 BUDILA, Anul 2007, Numar persoane, 260
0- 4 ani, Masculin, Brasov, 40688 BUDILA, Anul 2008, Numar persoane, 257
0- 4 ani, Masculin, Brasov, 40688 BUDILA, Anul 2009, Numar persoane, 256
0- 4 ani, Masculin, Brasov, 40688 BUDILA, Anul 2010, Numar persoane, 275
0- 4 ani, Masculin, Brasov, 40688 BUDILA, Anul 2011, Numar persoane, 270
0- 4 ani, Masculin, Brasov, 40688 BUDILA, Anul 2012, Numar persoane, 252
0- 4 ani, Masculin, Brasov, 40688 BUDILA, Anul 2013, Numar persoane, 249
0- 4 ani, Masculin, Brasov, 40688 BUDILA, Anul 2014, Numar persoane, 244
0- 4 ani, Masculin, Brasov, 40688 BUDILA, Anul 2015, Numar persoane, 243
0- 4 ani, Masculin, Brasov, 40688 BUDILA, Anul 2016, Numar persoane, 255
0- 4 ani, Masculin, Brasov, 40688 BUDILA, Anul 2017, Numar persoane, 246
0- 4 ani, Masculin, Brasov, 40704 BUNESTI, Anul 2005, Numar persoane, 101
0- 4 ani, Masculin, Brasov, 40704 BUNESTI, Anul 2006, Numar persoane, 95
0- 4 ani, Masculin, Brasov, 40704 BUNESTI, Anul 2007, Numar persoane, 88
0- 4 ani, Masculin, Brasov, 40704 BUNESTI, Anul 2008, Numar persoane, 92
0- 4 ani, Masculin, Brasov, 40704 BUNESTI, Anul 2009, Numar persoane, 91
0- 4 ani, Masculin, Brasov, 40704 BUNESTI, Anul 2010, Numar persoane, 97
0- 4 ani, Masculin, Brasov, 40704 BUNESTI, Anul 2011, Numar persoane, 94
0- 4 ani, Masculin, Brasov, 40704 BUNESTI, Anul 2012, Numar persoane, 91
0- 4 ani, Masculin, Brasov, 40704 BUNESTI, Anul 2013, Numar persoane, 87
0- 4 ani, Masculin, Brasov, 40704 BUNESTI, Anul 2014, Numar persoane, 88
0- 4 ani, Masculin, Brasov, 40704 BUNESTI, Anul 2015, Numar persoane, 85
0- 4 ani, Masculin, Brasov, 40704 BUNESTI, Anul 2016, Numar persoane, 78
0- 4 ani, Masculin, Brasov, 40704 BUNESTI, Anul 2017, Numar persoane, 97
0- 4 ani, Masculin, Brasov, 40768 CATA, Anul 2005, Numar persoane, 104
0- 4 ani, Masculin, Brasov, 40768 CATA, Anul 2006, Numar persoane, 91
0- 4 ani, Masculin, Brasov, 40768 CATA, Anul 2007, Numar persoane, 101
0- 4 ani, Masculin, Brasov, 40768 CATA, Anul 2008, Numar persoane, 98
0- 4 ani, Masculin, Brasov, 40768 CATA, Anul 2009, Numar persoane, 92
0- 4 ani, Masculin, Brasov, 40768 CATA, Anul 2010, Numar persoane, 85
0- 4 ani, Masculin, Brasov, 40768 CATA, Anul 2011, Numar persoane, 91
0- 4 ani, Masculin, Brasov, 40768 CATA, Anul 2012, Numar persoane, 85
0- 4 ani, Masculin, Brasov, 40768 CATA, Anul 2013, Numar persoane, 85
0- 4 ani, Masculin, Brasov, 40768 CATA, Anul 2014, Numar persoane, 82
0- 4 ani, Masculin, Brasov, 40768 CATA, Anul 2015, Numar persoane, 97
0- 4 ani, Masculin, Brasov, 40768 CATA, Anul 2016, Numar persoane, 100
0- 4 ani, Masculin, Brasov, 40768 CATA, Anul 2017, Numar persoane, 101
0- 4 ani, Masculin, Brasov, 40820 CINCU, Anul 2005, Numar persoane, 73
0- 4 ani, Masculin, Brasov, 40820 CINCU, Anul 2006, Numar persoane, 69
0- 4 ani, Masculin, Brasov, 40820 CINCU, Anul 2007, Numar persoane, 68
0- 4 ani, Masculin, Brasov, 40820 CINCU, Anul 2008, Numar persoane, 64
0- 4 ani, Masculin, Brasov, 40820 CINCU, Anul 2009, Numar persoane, 64
0- 4 ani, Masculin, Brasov, 40820 CINCU, Anul 2010, Numar persoane, 59
0- 4 ani, Masculin, Brasov, 40820 CINCU, Anul 2011, Numar persoane, 58
0- 4 ani, Masculin, Brasov, 40820 CINCU, Anul 2012, Numar persoane, 52
0- 4 ani, Masculin, Brasov, 40820 CINCU, Anul 2013, Numar persoane, 55
0- 4 ani, Masculin, Brasov, 40820 CINCU, Anul 2014, Numar persoane, 55
0- 4 ani, Masculin, Brasov, 40820 CINCU, Anul 2015, Numar persoane, 57
0- 4 ani, Masculin, Brasov, 40820 CINCU, Anul 2016, Numar persoane, 65
0- 4 ani, Masculin, Brasov, 40820 CINCU, Anul 2017, Numar persoane, 73
0- 4 ani, Masculin, Brasov, 40857 COMANA, Anul 2005, Numar persoane, 130
0- 4 ani, Masculin, Brasov, 40857 COMANA, Anul 2006, Numar persoane, 124
0- 4 ani, Masculin, Brasov, 40857 COMANA, Anul 2007, Numar persoane, 123
0- 4 ani, Masculin, Brasov, 40857 COMANA, Anul 2008, Numar persoane, 122
0- 4 ani, Masculin, Brasov, 40857 COMANA, Anul 2009, Numar persoane, 114
0- 4 ani, Masculin, Brasov, 40857 COMANA, Anul 2010, Numar persoane, 127
0- 4 ani, Masculin, Brasov, 40857 COMANA, Anul 2011, Numar persoane, 131
0- 4 ani, Masculin, Brasov, 40857 COMANA, Anul 2012, Numar persoane, 139
0- 4 ani, Masculin, Brasov, 40857 COMANA, Anul 2013, Numar persoane, 138
0- 4 ani, Masculin, Brasov, 40857 COMANA, Anul 2014, Numar persoane, 145
0- 4 ani, Masculin, Brasov, 40857 COMANA, Anul 2015, Numar persoane, 134
0- 4 ani, Masculin, Brasov, 40857 COMANA, Anul 2016, Numar persoane, 141
0- 4 ani, Masculin, Brasov, 40857 COMANA, Anul 2017, Numar persoane, 139
0- 4 ani, Masculin, Brasov, 40900 CRISTIAN, Anul 2005, Numar persoane, 92
0- 4 ani, Masculin, Brasov, 40900 CRISTIAN, Anul 2006, Numar persoane, 92
0- 4 ani, Masculin, Brasov, 40900 CRISTIAN, Anul 2007, Numar persoane, 93
0- 4 ani, Masculin, Brasov, 40900 CRISTIAN, Anul 2008, Numar persoane, 89
0- 4 ani, Masculin, Brasov, 40900 CRISTIAN, Anul 2009, Numar persoane, 97
0- 4 ani, Masculin, Brasov, 40900 CRISTIAN, Anul 2010, Numar persoane, 105
0- 4 ani, Masculin, Brasov, 40900 CRISTIAN, Anul 2011, Numar persoane, 111
0- 4 ani, Masculin, Brasov, 40900 CRISTIAN, Anul 2012, Numar persoane, 116
0- 4 ani, Masculin, Brasov, 40900 CRISTIAN, Anul 2013, Numar persoane, 120
0- 4 ani, Masculin, Brasov, 40900 CRISTIAN, Anul 2014, Numar persoane, 109
0- 4 ani, Masculin, Brasov, 40900 CRISTIAN, Anul 2015, Numar persoane, 114
0- 4 ani, Masculin, Brasov, 40900 CRISTIAN, Anul 2016, Numar persoane, 116
0- 4 ani, Masculin, Brasov, 40900 CRISTIAN, Anul 2017, Numar persoane, 128
0- 4 ani, Masculin, Brasov, 42456 CRIZBAV, Anul 2005, Numar persoane, 130
0- 4 ani, Masculin, Brasov, 42456 CRIZBAV, Anul 2006, Numar persoane, 148
0- 4 ani, Masculin, Brasov, 42456 CRIZBAV, Anul 2007, Numar persoane, 157
0- 4 ani, Masculin, Brasov, 42456 CRIZBAV, Anul 2008, Numar persoane, 163
0- 4 ani, Masculin, Brasov, 42456 CRIZBAV, Anul 2009, Numar persoane, 169
0- 4 ani, Masculin, Brasov, 42456 CRIZBAV, Anul 2010, Numar persoane, 164
0- 4 ani, Masculin, Brasov, 42456 CRIZBAV, Anul 2011, Numar persoane, 154
0- 4 ani, Masculin, Brasov, 42456 CRIZBAV, Anul 2012, Numar persoane, 141
0- 4 ani, Masculin, Brasov, 42456 CRIZBAV, Anul 2013, Numar persoane, 136
0- 4 ani, Masculin, Brasov, 42456 CRIZBAV, Anul 2014, Numar persoane, 126
0- 4 ani, Masculin, Brasov, 42456 CRIZBAV, Anul 2015, Numar persoane, 129
0- 4 ani, Masculin, Brasov, 42456 CRIZBAV, Anul 2016, Numar persoane, 145
0- 4 ani, Masculin, Brasov, 42456 CRIZBAV, Anul 2017, Numar persoane, 155
0- 4 ani, Masculin, Brasov, 42480 DRAGUS, Anul 2005, Numar persoane, 22
0- 4 ani, Masculin, Brasov, 42480 DRAGUS, Anul 2006, Numar persoane, 30
0- 4 ani, Masculin, Brasov, 42480 DRAGUS, Anul 2007, Numar persoane, 33
0- 4 ani, Masculin, Brasov, 42480 DRAGUS, Anul 2008, Numar persoane, 33
