
Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
0- 4 ani, Feminin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1992, Numar persoane, 2794
0- 4 ani, Feminin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1993, Numar persoane, 2493
0- 4 ani, Feminin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1994, Numar persoane, 2171
0- 4 ani, Feminin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1995, Numar persoane, 1835
0- 4 ani, Feminin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1996, Numar persoane, 1612
0- 4 ani, Feminin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1997, Numar persoane, 1590
0- 4 ani, Feminin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1998, Numar persoane, 1543
0- 4 ani, Feminin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1999, Numar persoane, 1539
0- 4 ani, Feminin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2000, Numar persoane, 1564
0- 4 ani, Feminin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2001, Numar persoane, 1580
0- 4 ani, Feminin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2002, Numar persoane, 1527
0- 4 ani, Feminin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2003, Numar persoane, 1518
0- 4 ani, Feminin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2004, Numar persoane, 1489
0- 4 ani, Feminin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2005, Numar persoane, 1502
0- 4 ani, Feminin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2006, Numar persoane, 1547
0- 4 ani, Feminin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2007, Numar persoane, 1637
0- 4 ani, Feminin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2008, Numar persoane, 1682
0- 4 ani, Feminin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2009, Numar persoane, 1741
0- 4 ani, Feminin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2010, Numar persoane, 1706
0- 4 ani, Feminin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2011, Numar persoane, 1653
0- 4 ani, Feminin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2012, Numar persoane, 1570
0- 4 ani, Feminin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2013, Numar persoane, 1503
0- 4 ani, Feminin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2014, Numar persoane, 1437
0- 4 ani, Feminin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2015, Numar persoane, 1426
0- 4 ani, Feminin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2016, Numar persoane, 1408
0- 4 ani, Feminin, Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2017, Numar persoane, 1408
0- 4 ani, Feminin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1992, Numar persoane, 843
0- 4 ani, Feminin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1993, Numar persoane, 783
0- 4 ani, Feminin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1994, Numar persoane, 676
0- 4 ani, Feminin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1995, Numar persoane, 539
0- 4 ani, Feminin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1996, Numar persoane, 485
0- 4 ani, Feminin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1997, Numar persoane, 474
0- 4 ani, Feminin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1998, Numar persoane, 450
0- 4 ani, Feminin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1999, Numar persoane, 447
0- 4 ani, Feminin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2000, Numar persoane, 476
0- 4 ani, Feminin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2001, Numar persoane, 474
0- 4 ani, Feminin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2002, Numar persoane, 491
0- 4 ani, Feminin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2003, Numar persoane, 465
0- 4 ani, Feminin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2004, Numar persoane, 452
0- 4 ani, Feminin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2005, Numar persoane, 445
0- 4 ani, Feminin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2006, Numar persoane, 467
0- 4 ani, Feminin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2007, Numar persoane, 467
0- 4 ani, Feminin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2008, Numar persoane, 484
0- 4 ani, Feminin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2009, Numar persoane, 512
0- 4 ani, Feminin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2010, Numar persoane, 502
0- 4 ani, Feminin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2011, Numar persoane, 493
0- 4 ani, Feminin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2012, Numar persoane, 453
0- 4 ani, Feminin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2013, Numar persoane, 422
0- 4 ani, Feminin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2014, Numar persoane, 397
0- 4 ani, Feminin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2015, Numar persoane, 387
0- 4 ani, Feminin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2016, Numar persoane, 385
0- 4 ani, Feminin, Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2017, Numar persoane, 374
0- 4 ani, Feminin, Covasna, 63447 ORAS BARAOLT, Anul 1992, Numar persoane, 350
0- 4 ani, Feminin, Covasna, 63447 ORAS BARAOLT, Anul 1993, Numar persoane, 332
0- 4 ani, Feminin, Covasna, 63447 ORAS BARAOLT, Anul 1994, Numar persoane, 314
0- 4 ani, Feminin, Covasna, 63447 ORAS BARAOLT, Anul 1995, Numar persoane, 293
0- 4 ani, Feminin, Covasna, 63447 ORAS BARAOLT, Anul 1996, Numar persoane, 264
0- 4 ani, Feminin, Covasna, 63447 ORAS BARAOLT, Anul 1997, Numar persoane, 241
0- 4 ani, Feminin, Covasna, 63447 ORAS BARAOLT, Anul 1998, Numar persoane, 225
0- 4 ani, Feminin, Covasna, 63447 ORAS BARAOLT, Anul 1999, Numar persoane, 236
0- 4 ani, Feminin, Covasna, 63447 ORAS BARAOLT, Anul 2000, Numar persoane, 237
0- 4 ani, Feminin, Covasna, 63447 ORAS BARAOLT, Anul 2001, Numar persoane, 262
0- 4 ani, Feminin, Covasna, 63447 ORAS BARAOLT, Anul 2002, Numar persoane, 261
0- 4 ani, Feminin, Covasna, 63447 ORAS BARAOLT, Anul 2003, Numar persoane, 273
0- 4 ani, Feminin, Covasna, 63447 ORAS BARAOLT, Anul 2004, Numar persoane, 264
