
Judete, Localitati , Ani, UM: Numar, Valoare
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 1990, Numar, 3371
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 1991, Numar, 3119
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 1992, Numar, 2618
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 1993, Numar, 2459
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 1994, Numar, 2090
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 1995, Numar, 2131
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 1996, Numar, 2171
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 1997, Numar, 2163
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 1998, Numar, 2185
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 1999, Numar, 1771
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 2000, Numar, 2172
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 2001, Numar, 2128
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 2002, Numar, 2300
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 2003, Numar, 2337
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 2004, Numar, 2714
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 2005, Numar, 2674
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 2006, Numar, 2781
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 2007, Numar, 2795
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 2008, Numar, 2573
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 2009, Numar, 2456
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 2010, Numar, 2305
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 2011, Numar, 2168
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 2012, Numar, 2237
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 2013, Numar, 2181
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 2014, Numar, 2335
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 2015, Numar, 2512
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 2016, Numar, 2582
Timis, 155350 MUNICIPIUL LUGOJ, Anul 1990, Numar, 492
Timis, 155350 MUNICIPIUL LUGOJ, Anul 1991, Numar, 435
Timis, 155350 MUNICIPIUL LUGOJ, Anul 1992, Numar, 391
Timis, 155350 MUNICIPIUL LUGOJ, Anul 1993, Numar, 339
Timis, 155350 MUNICIPIUL LUGOJ, Anul 1994, Numar, 290
Timis, 155350 MUNICIPIUL LUGOJ, Anul 1995, Numar, 320
Timis, 155350 MUNICIPIUL LUGOJ, Anul 1996, Numar, 328
Timis, 155350 MUNICIPIUL LUGOJ, Anul 1997, Numar, 333
Timis, 155350 MUNICIPIUL LUGOJ, Anul 1998, Numar, 298
Timis, 155350 MUNICIPIUL LUGOJ, Anul 1999, Numar, 324
Timis, 155350 MUNICIPIUL LUGOJ, Anul 2000, Numar, 329
Timis, 155350 MUNICIPIUL LUGOJ, Anul 2001, Numar, 330
Timis, 155350 MUNICIPIUL LUGOJ, Anul 2002, Numar, 302
Timis, 155350 MUNICIPIUL LUGOJ, Anul 2003, Numar, 371
Timis, 155350 MUNICIPIUL LUGOJ, Anul 2004, Numar, 400
Timis, 155350 MUNICIPIUL LUGOJ, Anul 2005, Numar, 456
Timis, 155350 MUNICIPIUL LUGOJ, Anul 2006, Numar, 386
Timis, 155350 MUNICIPIUL LUGOJ, Anul 2007, Numar, 278
Timis, 155350 MUNICIPIUL LUGOJ, Anul 2008, Numar, 373
Timis, 155350 MUNICIPIUL LUGOJ, Anul 2009, Numar, 339
Timis, 155350 MUNICIPIUL LUGOJ, Anul 2010, Numar, 283
Timis, 155350 MUNICIPIUL LUGOJ, Anul 2011, Numar, 236
Timis, 155350 MUNICIPIUL LUGOJ, Anul 2012, Numar, 286
Timis, 155350 MUNICIPIUL LUGOJ, Anul 2013, Numar, 267
Timis, 155350 MUNICIPIUL LUGOJ, Anul 2014, Numar, 284
Timis, 155350 MUNICIPIUL LUGOJ, Anul 2015, Numar, 281
Timis, 155350 MUNICIPIUL LUGOJ, Anul 2016, Numar, 337
Timis, 155403 ORAS BUZIAS, Anul 1990, Numar, 76
Timis, 155403 ORAS BUZIAS, Anul 1991, Numar, 79
Timis, 155403 ORAS BUZIAS, Anul 1992, Numar, 75
Timis, 155403 ORAS BUZIAS, Anul 1993, Numar, 53
Timis, 155403 ORAS BUZIAS, Anul 1994, Numar, 59
Timis, 155403 ORAS BUZIAS, Anul 1995, Numar, 53
Timis, 155403 ORAS BUZIAS, Anul 1996, Numar, 64
Timis, 155403 ORAS BUZIAS, Anul 1997, Numar, 52
Timis, 155403 ORAS BUZIAS, Anul 1998, Numar, 58
Timis, 155403 ORAS BUZIAS, Anul 1999, Numar, 54
Timis, 155403 ORAS BUZIAS, Anul 2000, Numar, 43
Timis, 155403 ORAS BUZIAS, Anul 2001, Numar, 52
Timis, 155403 ORAS BUZIAS, Anul 2002, Numar, 65
Timis, 155403 ORAS BUZIAS, Anul 2003, Numar, 54
Timis, 155403 ORAS BUZIAS, Anul 2004, Numar, 53
Timis, 155403 ORAS BUZIAS, Anul 2005, Numar, 56
Timis, 155403 ORAS BUZIAS, Anul 2006, Numar, 62
Timis, 155403 ORAS BUZIAS, Anul 2007, Numar, 55
Timis, 155403 ORAS BUZIAS, Anul 2008, Numar, 57
Timis, 155403 ORAS BUZIAS, Anul 2009, Numar, 50
Timis, 155403 ORAS BUZIAS, Anul 2010, Numar, 24
Timis, 155403 ORAS BUZIAS, Anul 2011, Numar, 32
Timis, 155403 ORAS BUZIAS, Anul 2012, Numar, 48
Timis, 155403 ORAS BUZIAS, Anul 2013, Numar, 47
Timis, 155403 ORAS BUZIAS, Anul 2014, Numar, 44
Timis, 155403 ORAS BUZIAS, Anul 2015, Numar, 56
Timis, 155403 ORAS BUZIAS, Anul 2016, Numar, 43
Timis, 156357 ORAS CIACOVA, Anul 1990, Numar, 47
Timis, 156357 ORAS CIACOVA, Anul 1991, Numar, 40
Timis, 156357 ORAS CIACOVA, Anul 1992, Numar, 50
Timis, 156357 ORAS CIACOVA, Anul 1993, Numar, 53
Timis, 156357 ORAS CIACOVA, Anul 1994, Numar, 39
Timis, 156357 ORAS CIACOVA, Anul 1995, Numar, 35
Timis, 156357 ORAS CIACOVA, Anul 1996, Numar, 40
Timis, 156357 ORAS CIACOVA, Anul 1997, Numar, 42
Timis, 156357 ORAS CIACOVA, Anul 1998, Numar, 38
Timis, 156357 ORAS CIACOVA, Anul 1999, Numar, 38
Timis, 156357 ORAS CIACOVA, Anul 2000, Numar, 30
Timis, 156357 ORAS CIACOVA, Anul 2001, Numar, 40
Timis, 156357 ORAS CIACOVA, Anul 2002, Numar, 36
Timis, 156357 ORAS CIACOVA, Anul 2003, Numar, 32
Timis, 156357 ORAS CIACOVA, Anul 2004, Numar, 38
Timis, 156357 ORAS CIACOVA, Anul 2005, Numar, 16
