
Judete, Localitati , Ani, UM: Numar, Valoare
Brasov, 40198 MUNICIPIUL BRASOV, Anul 1990, Numar, 2693
Brasov, 40198 MUNICIPIUL BRASOV, Anul 1991, Numar, 2354
Brasov, 40198 MUNICIPIUL BRASOV, Anul 1992, Numar, 2277
Brasov, 40198 MUNICIPIUL BRASOV, Anul 1993, Numar, 2176
Brasov, 40198 MUNICIPIUL BRASOV, Anul 1994, Numar, 1927
Brasov, 40198 MUNICIPIUL BRASOV, Anul 1995, Numar, 1930
Brasov, 40198 MUNICIPIUL BRASOV, Anul 1996, Numar, 2051
Brasov, 40198 MUNICIPIUL BRASOV, Anul 1997, Numar, 1920
Brasov, 40198 MUNICIPIUL BRASOV, Anul 1998, Numar, 1979
Brasov, 40198 MUNICIPIUL BRASOV, Anul 1999, Numar, 1974
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2000, Numar, 2020
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2001, Numar, 1948
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2002, Numar, 1747
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2003, Numar, 1937
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2004, Numar, 1879
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2005, Numar, 1955
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2006, Numar, 2046
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2007, Numar, 2246
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2008, Numar, 2115
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2009, Numar, 1955
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2010, Numar, 1891
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2011, Numar, 1716
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2012, Numar, 1662
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2013, Numar, 1727
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2014, Numar, 1795
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2015, Numar, 1770
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2016, Numar, 1825
Brasov, 40241 MUNICIPIUL CODLEA, Anul 1990, Numar, 235
Brasov, 40241 MUNICIPIUL CODLEA, Anul 1991, Numar, 254
Brasov, 40241 MUNICIPIUL CODLEA, Anul 1992, Numar, 237
Brasov, 40241 MUNICIPIUL CODLEA, Anul 1993, Numar, 204
Brasov, 40241 MUNICIPIUL CODLEA, Anul 1994, Numar, 185
Brasov, 40241 MUNICIPIUL CODLEA, Anul 1995, Numar, 192
Brasov, 40241 MUNICIPIUL CODLEA, Anul 1996, Numar, 199
Brasov, 40241 MUNICIPIUL CODLEA, Anul 1997, Numar, 186
Brasov, 40241 MUNICIPIUL CODLEA, Anul 1998, Numar, 191
Brasov, 40241 MUNICIPIUL CODLEA, Anul 1999, Numar, 161
Brasov, 40241 MUNICIPIUL CODLEA, Anul 2000, Numar, 178
Brasov, 40241 MUNICIPIUL CODLEA, Anul 2001, Numar, 156
Brasov, 40241 MUNICIPIUL CODLEA, Anul 2002, Numar, 186
Brasov, 40241 MUNICIPIUL CODLEA, Anul 2003, Numar, 161
