
Judete, Localitati , Ani, UM: Numar persoane, Valoare
Bihor, 26564 MUNICIPIUL ORADEA, Anul 1994, Numar persoane, 16
Bihor, 26877 MUNICIPIUL MARGHITA, Anul 1994, Numar persoane, 2
Bihor, 26699 ORAS ALESD, Anul 1994, Numar persoane, 2
Bihor, 27383 BATAR, Anul 1994, Numar persoane, 1
Bihor, 30568 POPESTI, Anul 1994, Numar persoane, 1
Bihor, 31379 SINTEU, Anul 1994, Numar persoane, 1
