
Judete, Localitati , Ani, UM: Numar persoane, Valoare
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 1990, Numar persoane, 536
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 1991, Numar persoane, 435
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 1992, Numar persoane, 447
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 1993, Numar persoane, 406
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 1994, Numar persoane, 425
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 1995, Numar persoane, 427
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 1996, Numar persoane, 377
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 1997, Numar persoane, 444
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 1998, Numar persoane, 400
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 1999, Numar persoane, 446
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2000, Numar persoane, 426
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2001, Numar persoane, 416
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2002, Numar persoane, 387
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2003, Numar persoane, 407
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2004, Numar persoane, 445
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2005, Numar persoane, 499
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2006, Numar persoane, 465
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2007, Numar persoane, 459
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2008, Numar persoane, 438
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2009, Numar persoane, 431
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2010, Numar persoane, 442
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2011, Numar persoane, 401
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2012, Numar persoane, 407
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2013, Numar persoane, 367
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2014, Numar persoane, 412
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2015, Numar persoane, 356
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2016, Numar persoane, 360
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 1990, Numar persoane, 302
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 1991, Numar persoane, 253
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 1992, Numar persoane, 234
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 1993, Numar persoane, 234
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 1994, Numar persoane, 231
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 1995, Numar persoane, 169
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 1996, Numar persoane, 198
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 1997, Numar persoane, 225
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 1998, Numar persoane, 199
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 1999, Numar persoane, 192
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2000, Numar persoane, 193
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2001, Numar persoane, 204
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2002, Numar persoane, 173
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2003, Numar persoane, 173
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2004, Numar persoane, 195
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2005, Numar persoane, 205
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2006, Numar persoane, 205
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2007, Numar persoane, 202
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2008, Numar persoane, 208
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2009, Numar persoane, 241
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2010, Numar persoane, 209
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2011, Numar persoane, 162
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2012, Numar persoane, 186
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2013, Numar persoane, 193
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2014, Numar persoane, 172
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2015, Numar persoane, 192
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2016, Numar persoane, 177
Harghita, 83632 MUNICIPIUL  TOPLITA, Anul 1990, Numar persoane, 291
Harghita, 83632 MUNICIPIUL  TOPLITA, Anul 1991, Numar persoane, 227
Harghita, 83632 MUNICIPIUL  TOPLITA, Anul 1992, Numar persoane, 226
Harghita, 83632 MUNICIPIUL  TOPLITA, Anul 1993, Numar persoane, 200
Harghita, 83632 MUNICIPIUL  TOPLITA, Anul 1994, Numar persoane, 157
Harghita, 83632 MUNICIPIUL  TOPLITA, Anul 1995, Numar persoane, 166
Harghita, 83632 MUNICIPIUL  TOPLITA, Anul 1996, Numar persoane, 164
Harghita, 83632 MUNICIPIUL  TOPLITA, Anul 1997, Numar persoane, 179
Harghita, 83632 MUNICIPIUL  TOPLITA, Anul 1998, Numar persoane, 206
Harghita, 83632 MUNICIPIUL  TOPLITA, Anul 1999, Numar persoane, 185
Harghita, 83632 MUNICIPIUL  TOPLITA, Anul 2000, Numar persoane, 163
Harghita, 83632 MUNICIPIUL  TOPLITA, Anul 2001, Numar persoane, 182
Harghita, 83632 MUNICIPIUL  TOPLITA, Anul 2002, Numar persoane, 178
Harghita, 83632 MUNICIPIUL  TOPLITA, Anul 2003, Numar persoane, 177
