
Judete, Localitati , Ani, UM: Numar persoane, Valoare
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 1990, Numar persoane, 1302
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 1991, Numar persoane, 1235
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 1992, Numar persoane, 1313
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 1993, Numar persoane, 1453
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 1994, Numar persoane, 1452
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 1995, Numar persoane, 1471
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 1996, Numar persoane, 1505
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 1997, Numar persoane, 1552
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 1998, Numar persoane, 1496
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 1999, Numar persoane, 1493
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2000, Numar persoane, 1404
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2001, Numar persoane, 1395
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2002, Numar persoane, 1466
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2003, Numar persoane, 1425
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2004, Numar persoane, 1397
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2005, Numar persoane, 1511
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2006, Numar persoane, 1398
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2007, Numar persoane, 1436
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2008, Numar persoane, 1369
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2009, Numar persoane, 1390
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2010, Numar persoane, 1477
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2011, Numar persoane, 1384
