
Judete, Localitati , Ani, UM: Numar persoane, Valoare
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1990, Numar persoane, 1531
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1991, Numar persoane, 1046
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1992, Numar persoane, 847
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1993, Numar persoane, 611
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1994, Numar persoane, 748
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1995, Numar persoane, 1033
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1996, Numar persoane, 878
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1997, Numar persoane, 900
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1998, Numar persoane, 764
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1999, Numar persoane, 900
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2000, Numar persoane, 1012
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2001, Numar persoane, 999
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2002, Numar persoane, 1069
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2003, Numar persoane, 1055
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2004, Numar persoane, 1105
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2005, Numar persoane, 724
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2006, Numar persoane, 826
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2007, Numar persoane, 1027
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2008, Numar persoane, 1010
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2009, Numar persoane, 787
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2010, Numar persoane, 1154
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2011, Numar persoane, 889
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2012, Numar persoane, 915
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2013, Numar persoane, 896
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2014, Numar persoane, 860
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2015, Numar persoane, 794
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1990, Numar persoane, 408
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1991, Numar persoane, 198
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1992, Numar persoane, 272
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1993, Numar persoane, 207
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1994, Numar persoane, 272
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1995, Numar persoane, 275
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1996, Numar persoane, 324
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1997, Numar persoane, 307
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1998, Numar persoane, 325
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1999, Numar persoane, 465
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2000, Numar persoane, 323
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2001, Numar persoane, 313
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2002, Numar persoane, 366
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2003, Numar persoane, 289
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2004, Numar persoane, 363
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2005, Numar persoane, 267
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2006, Numar persoane, 241
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2007, Numar persoane, 318
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2008, Numar persoane, 264
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2009, Numar persoane, 254
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2010, Numar persoane, 345
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2011, Numar persoane, 246
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2012, Numar persoane, 245
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2013, Numar persoane, 277
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2014, Numar persoane, 239
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2015, Numar persoane, 265
Covasna, 63447 ORAS BARAOLT, Anul 1990, Numar persoane, 193
Covasna, 63447 ORAS BARAOLT, Anul 1991, Numar persoane, 87
Covasna, 63447 ORAS BARAOLT, Anul 1992, Numar persoane, 98
Covasna, 63447 ORAS BARAOLT, Anul 1993, Numar persoane, 55
Covasna, 63447 ORAS BARAOLT, Anul 1994, Numar persoane, 93
Covasna, 63447 ORAS BARAOLT, Anul 1995, Numar persoane, 89
Covasna, 63447 ORAS BARAOLT, Anul 1996, Numar persoane, 136
Covasna, 63447 ORAS BARAOLT, Anul 1997, Numar persoane, 119
Covasna, 63447 ORAS BARAOLT, Anul 1998, Numar persoane, 102
