
Judete, Localitati , Ani, UM: Numar persoane, Valoare
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 1994, Numar persoane, 302
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 1995, Numar persoane, 538
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 1996, Numar persoane, 312
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 1997, Numar persoane, 336
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 1998, Numar persoane, 286
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 1999, Numar persoane, 198
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2000, Numar persoane, 305
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2001, Numar persoane, 270
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2002, Numar persoane, 313
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2003, Numar persoane, 297
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2004, Numar persoane, 398
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2005, Numar persoane, 228
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2006, Numar persoane, 178
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2007, Numar persoane, 121
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2008, Numar persoane, 109
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2009, Numar persoane, 122
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2010, Numar persoane, 117
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2011, Numar persoane, 135
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2012, Numar persoane, 123
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2013, Numar persoane, 97
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2014, Numar persoane, 71
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2015, Numar persoane, 95
Mures, 114319 MUNICIPIUL TIRGU MURES, Anul 2016, Numar persoane, 144
Mures, 114809 MUNICIPIUL REGHIN, Anul 1994, Numar persoane, 36
Mures, 114809 MUNICIPIUL REGHIN, Anul 1995, Numar persoane, 32
Mures, 114809 MUNICIPIUL REGHIN, Anul 1996, Numar persoane, 39
Mures, 114809 MUNICIPIUL REGHIN, Anul 1997, Numar persoane, 47
Mures, 114809 MUNICIPIUL REGHIN, Anul 1998, Numar persoane, 25
Mures, 114809 MUNICIPIUL REGHIN, Anul 1999, Numar persoane, 22
Mures, 114809 MUNICIPIUL REGHIN, Anul 2000, Numar persoane, 19
Mures, 114809 MUNICIPIUL REGHIN, Anul 2001, Numar persoane, 24
Mures, 114809 MUNICIPIUL REGHIN, Anul 2002, Numar persoane, 13
Mures, 114809 MUNICIPIUL REGHIN, Anul 2003, Numar persoane, 17
Mures, 114809 MUNICIPIUL REGHIN, Anul 2004, Numar persoane, 47
Mures, 114809 MUNICIPIUL REGHIN, Anul 2005, Numar persoane, 21
Mures, 114809 MUNICIPIUL REGHIN, Anul 2006, Numar persoane, 37
Mures, 114809 MUNICIPIUL REGHIN, Anul 2007, Numar persoane, 20
Mures, 114809 MUNICIPIUL REGHIN, Anul 2008, Numar persoane, 11
Mures, 114809 MUNICIPIUL REGHIN, Anul 2009, Numar persoane, 30
Mures, 114809 MUNICIPIUL REGHIN, Anul 2010, Numar persoane, 22
Mures, 114809 MUNICIPIUL REGHIN, Anul 2011, Numar persoane, 33
Mures, 114809 MUNICIPIUL REGHIN, Anul 2012, Numar persoane, 15
Mures, 114809 MUNICIPIUL REGHIN, Anul 2013, Numar persoane, 27
Mures, 114809 MUNICIPIUL REGHIN, Anul 2014, Numar persoane, 16
Mures, 114809 MUNICIPIUL REGHIN, Anul 2015, Numar persoane, 16
Mures, 114809 MUNICIPIUL REGHIN, Anul 2016, Numar persoane, 34
Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 1994, Numar persoane, 140
Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 1995, Numar persoane, 203
Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 1996, Numar persoane, 153
Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 1997, Numar persoane, 138
Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 1998, Numar persoane, 91
Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 1999, Numar persoane, 66
Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 2000, Numar persoane, 72
Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 2001, Numar persoane, 44
Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 2002, Numar persoane, 18
Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 2003, Numar persoane, 52
Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 2004, Numar persoane, 90
Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 2005, Numar persoane, 44
Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 2006, Numar persoane, 91
Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 2007, Numar persoane, 55
Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 2008, Numar persoane, 52
Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 2009, Numar persoane, 46
Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 2010, Numar persoane, 33
Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 2011, Numar persoane, 64
Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 2012, Numar persoane, 38
Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 2013, Numar persoane, 48
Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 2014, Numar persoane, 35
Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 2015, Numar persoane, 38
Mures, 114514 MUNICIPIUL SIGHISOARA, Anul 2016, Numar persoane, 53
Mures, 114925 MUNICIPIUL TARNAVENI, Anul 1994, Numar persoane, 21
Mures, 114925 MUNICIPIUL TARNAVENI, Anul 1995, Numar persoane, 39
Mures, 114925 MUNICIPIUL TARNAVENI, Anul 1996, Numar persoane, 8
Mures, 114925 MUNICIPIUL TARNAVENI, Anul 1997, Numar persoane, 24
Mures, 114925 MUNICIPIUL TARNAVENI, Anul 1998, Numar persoane, 11
Mures, 114925 MUNICIPIUL TARNAVENI, Anul 1999, Numar persoane, 14
Mures, 114925 MUNICIPIUL TARNAVENI, Anul 2000, Numar persoane, 20
Mures, 114925 MUNICIPIUL TARNAVENI, Anul 2001, Numar persoane, 14
Mures, 114925 MUNICIPIUL TARNAVENI, Anul 2002, Numar persoane, 15
Mures, 114925 MUNICIPIUL TARNAVENI, Anul 2003, Numar persoane, 27
Mures, 114925 MUNICIPIUL TARNAVENI, Anul 2004, Numar persoane, 41
Mures, 114925 MUNICIPIUL TARNAVENI, Anul 2005, Numar persoane, 26
Mures, 114925 MUNICIPIUL TARNAVENI, Anul 2006, Numar persoane, 30
Mures, 114925 MUNICIPIUL TARNAVENI, Anul 2007, Numar persoane, 20
Mures, 114925 MUNICIPIUL TARNAVENI, Anul 2008, Numar persoane, 13
Mures, 114925 MUNICIPIUL TARNAVENI, Anul 2009, Numar persoane, 25
Mures, 114925 MUNICIPIUL TARNAVENI, Anul 2010, Numar persoane, 16
Mures, 114925 MUNICIPIUL TARNAVENI, Anul 2011, Numar persoane, 30
Mures, 114925 MUNICIPIUL TARNAVENI, Anul 2012, Numar persoane, 11
Mures, 114925 MUNICIPIUL TARNAVENI, Anul 2013, Numar persoane, 26
Mures, 114925 MUNICIPIUL TARNAVENI, Anul 2014, Numar persoane, 18
Mures, 114925 MUNICIPIUL TARNAVENI, Anul 2015, Numar persoane, 15
Mures, 114925 MUNICIPIUL TARNAVENI, Anul 2016, Numar persoane, 33
Mures, 117827 ORAS IERNUT, Anul 1994, Numar persoane, 2
Mures, 117827 ORAS IERNUT, Anul 1995, Numar persoane, 13
Mures, 117827 ORAS IERNUT, Anul 1996, Numar persoane, 2
Mures, 117827 ORAS IERNUT, Anul 1997, Numar persoane, 6
Mures, 117827 ORAS IERNUT, Anul 1999, Numar persoane, 1
Mures, 117827 ORAS IERNUT, Anul 2000, Numar persoane, 1
Mures, 117827 ORAS IERNUT, Anul 2001, Numar persoane, 2
Mures, 117827 ORAS IERNUT, Anul 2002, Numar persoane, 1
Mures, 117827 ORAS IERNUT, Anul 2004, Numar persoane, 4
Mures, 117827 ORAS IERNUT, Anul 2005, Numar persoane, 2
Mures, 117827 ORAS IERNUT, Anul 2006, Numar persoane, 5
Mures, 117827 ORAS IERNUT, Anul 2007, Numar persoane, 7
Mures, 117827 ORAS IERNUT, Anul 2008, Numar persoane, 6
Mures, 117827 ORAS IERNUT, Anul 2009, Numar persoane, 1
Mures, 117827 ORAS IERNUT, Anul 2011, Numar persoane, 7
Mures, 117827 ORAS IERNUT, Anul 2012, Numar persoane, 1
Mures, 117827 ORAS IERNUT, Anul 2014, Numar persoane, 2
Mures, 117827 ORAS IERNUT, Anul 2015, Numar persoane, 2
Mures, 117827 ORAS IERNUT, Anul 2016, Numar persoane, 3
Mures, 114710 ORAS LUDUS, Anul 1994, Numar persoane, 10
Mures, 114710 ORAS LUDUS, Anul 1995, Numar persoane, 14
Mures, 114710 ORAS LUDUS, Anul 1996, Numar persoane, 13
Mures, 114710 ORAS LUDUS, Anul 1997, Numar persoane, 13
Mures, 114710 ORAS LUDUS, Anul 1998, Numar persoane, 4
Mures, 114710 ORAS LUDUS, Anul 1999, Numar persoane, 11
Mures, 114710 ORAS LUDUS, Anul 2000, Numar persoane, 7
Mures, 114710 ORAS LUDUS, Anul 2001, Numar persoane, 5
Mures, 114710 ORAS LUDUS, Anul 2002, Numar persoane, 6
Mures, 114710 ORAS LUDUS, Anul 2003, Numar persoane, 5
Mures, 114710 ORAS LUDUS, Anul 2004, Numar persoane, 13
Mures, 114710 ORAS LUDUS, Anul 2005, Numar persoane, 8
Mures, 114710 ORAS LUDUS, Anul 2006, Numar persoane, 11
Mures, 114710 ORAS LUDUS, Anul 2007, Numar persoane, 8
Mures, 114710 ORAS LUDUS, Anul 2008, Numar persoane, 8
Mures, 114710 ORAS LUDUS, Anul 2009, Numar persoane, 6
Mures, 114710 ORAS LUDUS, Anul 2010, Numar persoane, 8
Mures, 114710 ORAS LUDUS, Anul 2011, Numar persoane, 4
Mures, 114710 ORAS LUDUS, Anul 2012, Numar persoane, 18
Mures, 114710 ORAS LUDUS, Anul 2013, Numar persoane, 7
Mures, 114710 ORAS LUDUS, Anul 2014, Numar persoane, 7
Mures, 114710 ORAS LUDUS, Anul 2015, Numar persoane, 9
Mures, 114710 ORAS LUDUS, Anul 2016, Numar persoane, 18
Mures, 118281 ORAS MIERCUREA NIRAJULUI, Anul 1994, Numar persoane, 2
Mures, 118281 ORAS MIERCUREA NIRAJULUI, Anul 1995, Numar persoane, 11
Mures, 118281 ORAS MIERCUREA NIRAJULUI, Anul 1996, Numar persoane, 12
Mures, 118281 ORAS MIERCUREA NIRAJULUI, Anul 1997, Numar persoane, 4
Mures, 118281 ORAS MIERCUREA NIRAJULUI, Anul 1998, Numar persoane, 5
Mures, 118281 ORAS MIERCUREA NIRAJULUI, Anul 1999, Numar persoane, 1
Mures, 118281 ORAS MIERCUREA NIRAJULUI, Anul 2000, Numar persoane, 2
Mures, 118281 ORAS MIERCUREA NIRAJULUI, Anul 2001, Numar persoane, 8
Mures, 118281 ORAS MIERCUREA NIRAJULUI, Anul 2002, Numar persoane, 8
Mures, 118281 ORAS MIERCUREA NIRAJULUI, Anul 2003, Numar persoane, 7
Mures, 118281 ORAS MIERCUREA NIRAJULUI, Anul 2004, Numar persoane, 10
Mures, 118281 ORAS MIERCUREA NIRAJULUI, Anul 2006, Numar persoane, 3
Mures, 118281 ORAS MIERCUREA NIRAJULUI, Anul 2007, Numar persoane, 2
Mures, 118281 ORAS MIERCUREA NIRAJULUI, Anul 2008, Numar persoane, 1
Mures, 118281 ORAS MIERCUREA NIRAJULUI, Anul 2009, Numar persoane, 2
Mures, 118281 ORAS MIERCUREA NIRAJULUI, Anul 2011, Numar persoane, 3
Mures, 118281 ORAS MIERCUREA NIRAJULUI, Anul 2012, Numar persoane, 4
Mures, 118281 ORAS MIERCUREA NIRAJULUI, Anul 2013, Numar persoane, 1
Mures, 118281 ORAS MIERCUREA NIRAJULUI, Anul 2014, Numar persoane, 8
Mures, 118281 ORAS MIERCUREA NIRAJULUI, Anul 2015, Numar persoane, 4
