
Judete, Localitati , Ani, UM: Numar persoane, Valoare
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 1994, Numar persoane, 2
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 1995, Numar persoane, 13
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 1996, Numar persoane, 4
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 1997, Numar persoane, 13
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 1998, Numar persoane, 20
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 1999, Numar persoane, 29
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2000, Numar persoane, 36
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2001, Numar persoane, 19
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2002, Numar persoane, 8
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2003, Numar persoane, 11
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2004, Numar persoane, 6
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2005, Numar persoane, 8
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2006, Numar persoane, 3
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2007, Numar persoane, 25
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2008, Numar persoane, 30
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2009, Numar persoane, 35
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2010, Numar persoane, 29
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2011, Numar persoane, 13
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2012, Numar persoane, 13
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2013, Numar persoane, 16
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2014, Numar persoane, 17
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2015, Numar persoane, 11
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2016, Numar persoane, 22
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 1995, Numar persoane, 6
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 1996, Numar persoane, 3
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 1997, Numar persoane, 3
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 1998, Numar persoane, 4
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 1999, Numar persoane, 14
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2000, Numar persoane, 4
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2001, Numar persoane, 6
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2002, Numar persoane, 1
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2003, Numar persoane, 4
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2004, Numar persoane, 1
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2005, Numar persoane, 1
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2006, Numar persoane, 3
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2007, Numar persoane, 6
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2008, Numar persoane, 15
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2009, Numar persoane, 11
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2010, Numar persoane, 11
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2011, Numar persoane, 13
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2012, Numar persoane, 10
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2013, Numar persoane, 16
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2014, Numar persoane, 8
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2015, Numar persoane, 3
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2016, Numar persoane, 9
Harghita, 83632 MUNICIPIUL  TOPLITA, Anul 1995, Numar persoane, 1
Harghita, 83632 MUNICIPIUL  TOPLITA, Anul 1997, Numar persoane, 1
Harghita, 83632 MUNICIPIUL  TOPLITA, Anul 2001, Numar persoane, 13
Harghita, 83632 MUNICIPIUL  TOPLITA, Anul 2002, Numar persoane, 4
Harghita, 83632 MUNICIPIUL  TOPLITA, Anul 2003, Numar persoane, 3
Harghita, 83632 MUNICIPIUL  TOPLITA, Anul 2005, Numar persoane, 1
Harghita, 83632 MUNICIPIUL  TOPLITA, Anul 2006, Numar persoane, 2
