
Judete, Localitati , Ani, UM: Numar, Valoare
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1990, Numar, 120
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1991, Numar, 128
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1992, Numar, 97
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1993, Numar, 71
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1994, Numar, 215
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1995, Numar, 187
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1996, Numar, 193
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1997, Numar, 186
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1998, Numar, 267
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1999, Numar, 177
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2000, Numar, 150
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2001, Numar, 151
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2002, Numar, 132
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2003, Numar, 154
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2004, Numar, 167
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2005, Numar, 154
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2006, Numar, 154
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2007, Numar, 159
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2008, Numar, 141
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2009, Numar, 123
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2010, Numar, 157
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2011, Numar, 138
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2012, Numar, 122
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2013, Numar, 70
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2014, Numar, 64
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2015, Numar, 128
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2016, Numar, 125
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1990, Numar, 26
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1991, Numar, 42
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1992, Numar, 34
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1993, Numar, 42
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1994, Numar, 41
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1995, Numar, 46
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1996, Numar, 54
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1997, Numar, 28
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1998, Numar, 52
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1999, Numar, 29
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2000, Numar, 31
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2001, Numar, 27
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2002, Numar, 38
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2003, Numar, 32
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2004, Numar, 47
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2005, Numar, 40
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2006, Numar, 42
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2007, Numar, 38
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2008, Numar, 44
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2009, Numar, 39
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2010, Numar, 37
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2011, Numar, 40
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2012, Numar, 38
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2013, Numar, 34
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2014, Numar, 22
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2015, Numar, 36
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2016, Numar, 26
