
Judete, Localitati , Ani, UM: Numar persoane, Valoare
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 1990, Numar persoane, 1177
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 1991, Numar persoane, 735
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 1992, Numar persoane, 690
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 1993, Numar persoane, 473
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 1994, Numar persoane, 534
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 1995, Numar persoane, 730
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 1996, Numar persoane, 678
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 1997, Numar persoane, 584
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 1998, Numar persoane, 541
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 1999, Numar persoane, 454
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2000, Numar persoane, 606
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2001, Numar persoane, 458
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2002, Numar persoane, 431
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2003, Numar persoane, 476
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2004, Numar persoane, 315
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2005, Numar persoane, 337
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2006, Numar persoane, 392
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2007, Numar persoane, 402
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2008, Numar persoane, 384
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2009, Numar persoane, 354
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2010, Numar persoane, 616
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2011, Numar persoane, 387
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2012, Numar persoane, 410
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2013, Numar persoane, 431
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2014, Numar persoane, 413
Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2015, Numar persoane, 382
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 1990, Numar persoane, 287
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 1991, Numar persoane, 285
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 1992, Numar persoane, 249
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 1993, Numar persoane, 230
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 1994, Numar persoane, 174
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 1995, Numar persoane, 249
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 1996, Numar persoane, 165
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 1997, Numar persoane, 216
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 1998, Numar persoane, 124
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 1999, Numar persoane, 165
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2000, Numar persoane, 137
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2001, Numar persoane, 170
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2002, Numar persoane, 191
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2003, Numar persoane, 222
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2004, Numar persoane, 170
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2005, Numar persoane, 127
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2006, Numar persoane, 148
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2007, Numar persoane, 170
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2008, Numar persoane, 202
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2009, Numar persoane, 165
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2010, Numar persoane, 236
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2011, Numar persoane, 202
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2012, Numar persoane, 174
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2013, Numar persoane, 188
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2014, Numar persoane, 158
Harghita, 83561 MUNICIPIUL  GHEORGHENI, Anul 2015, Numar persoane, 126
Harghita, 83632 MUNICIPIUL  TOPLITA, Anul 1990, Numar persoane, 233
Harghita, 83632 MUNICIPIUL  TOPLITA, Anul 1991, Numar persoane, 143
Harghita, 83632 MUNICIPIUL  TOPLITA, Anul 1992, Numar persoane, 190
