
Judete, Localitati , Ani, UM: Numar persoane, Valoare
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1990, Numar persoane, 3421
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1991, Numar persoane, 3195
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1992, Numar persoane, 2767
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1993, Numar persoane, 2554
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1994, Numar persoane, 2739
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1995, Numar persoane, 2484
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1996, Numar persoane, 2392
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1997, Numar persoane, 2375
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1998, Numar persoane, 2344
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 1999, Numar persoane, 2402
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2000, Numar persoane, 2388
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2001, Numar persoane, 2357
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2002, Numar persoane, 2165
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2003, Numar persoane, 2214
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2004, Numar persoane, 2417
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2005, Numar persoane, 2785
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2006, Numar persoane, 2855
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2007, Numar persoane, 2866
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2008, Numar persoane, 3021
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2009, Numar persoane, 3226
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2010, Numar persoane, 3236
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2011, Numar persoane, 2933
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2012, Numar persoane, 2903
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2013, Numar persoane, 3218
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2014, Numar persoane, 3061
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2015, Numar persoane, 3306
Cluj, 54975 MUNICIPIUL CLUJ-NAPOCA, Anul 2016, Numar persoane, 3235
Cluj, 55357 MUNICIPIUL CAMPIA TURZII, Anul 1990, Numar persoane, 421
