
Judete, Localitati , Ani, UM: Numar, Valoare
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1990, Numar, 546
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1991, Numar, 506
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1992, Numar, 439
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1993, Numar, 405
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1994, Numar, 348
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1995, Numar, 418
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1996, Numar, 410
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1997, Numar, 378
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1998, Numar, 378
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 1999, Numar, 396
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2000, Numar, 331
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2001, Numar, 334
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2002, Numar, 300
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2003, Numar, 380
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2004, Numar, 409
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2005, Numar, 409
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2006, Numar, 431
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2007, Numar, 464
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2008, Numar, 422
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2009, Numar, 429
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2010, Numar, 359
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2011, Numar, 274
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2012, Numar, 259
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2013, Numar, 325
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2014, Numar, 304
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2015, Numar, 299
Covasna, 63394 MUNICIPIUL SFINTU GHEORGHE, Anul 2016, Numar, 331
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1990, Numar, 173
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1991, Numar, 162
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1992, Numar, 158
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1993, Numar, 135
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1994, Numar, 118
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1995, Numar, 135
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1996, Numar, 161
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1997, Numar, 146
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1998, Numar, 128
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 1999, Numar, 144
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2000, Numar, 146
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2001, Numar, 133
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2002, Numar, 116
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2003, Numar, 116
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2004, Numar, 154
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2005, Numar, 138
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2006, Numar, 152
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2007, Numar, 163
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2008, Numar, 131
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2009, Numar, 111
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2010, Numar, 119
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2011, Numar, 75
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2012, Numar, 101
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2013, Numar, 96
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2014, Numar, 84
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2015, Numar, 111
Covasna, 63740 MUNICIPIUL TARGU SECUIESC, Anul 2016, Numar, 102
Covasna, 63447 ORAS BARAOLT, Anul 1990, Numar, 69
Covasna, 63447 ORAS BARAOLT, Anul 1991, Numar, 77
Covasna, 63447 ORAS BARAOLT, Anul 1992, Numar, 64
Covasna, 63447 ORAS BARAOLT, Anul 1993, Numar, 55
Covasna, 63447 ORAS BARAOLT, Anul 1994, Numar, 69
Covasna, 63447 ORAS BARAOLT, Anul 1995, Numar, 39
Covasna, 63447 ORAS BARAOLT, Anul 1996, Numar, 60
Covasna, 63447 ORAS BARAOLT, Anul 1997, Numar, 56
Covasna, 63447 ORAS BARAOLT, Anul 1998, Numar, 69
Covasna, 63447 ORAS BARAOLT, Anul 1999, Numar, 54
Covasna, 63447 ORAS BARAOLT, Anul 2000, Numar, 52
Covasna, 63447 ORAS BARAOLT, Anul 2001, Numar, 60
Covasna, 63447 ORAS BARAOLT, Anul 2002, Numar, 42
Covasna, 63447 ORAS BARAOLT, Anul 2003, Numar, 33
Covasna, 63447 ORAS BARAOLT, Anul 2004, Numar, 43
Covasna, 63447 ORAS BARAOLT, Anul 2005, Numar, 48
Covasna, 63447 ORAS BARAOLT, Anul 2006, Numar, 36
Covasna, 63447 ORAS BARAOLT, Anul 2007, Numar, 87
Covasna, 63447 ORAS BARAOLT, Anul 2008, Numar, 54
Covasna, 63447 ORAS BARAOLT, Anul 2009, Numar, 48
Covasna, 63447 ORAS BARAOLT, Anul 2010, Numar, 38
Covasna, 63447 ORAS BARAOLT, Anul 2011, Numar, 29
Covasna, 63447 ORAS BARAOLT, Anul 2012, Numar, 29
Covasna, 63447 ORAS BARAOLT, Anul 2013, Numar, 44
Covasna, 63447 ORAS BARAOLT, Anul 2014, Numar, 40
Covasna, 63447 ORAS BARAOLT, Anul 2015, Numar, 39
Covasna, 63447 ORAS BARAOLT, Anul 2016, Numar, 43
Covasna, 63526 ORAS COVASNA, Anul 1990, Numar, 106
Covasna, 63526 ORAS COVASNA, Anul 1991, Numar, 93
Covasna, 63526 ORAS COVASNA, Anul 1992, Numar, 94
Covasna, 63526 ORAS COVASNA, Anul 1993, Numar, 59
Covasna, 63526 ORAS COVASNA, Anul 1994, Numar, 76
Covasna, 63526 ORAS COVASNA, Anul 1995, Numar, 62
Covasna, 63526 ORAS COVASNA, Anul 1996, Numar, 73
Covasna, 63526 ORAS COVASNA, Anul 1997, Numar, 68
Covasna, 63526 ORAS COVASNA, Anul 1998, Numar, 60
Covasna, 63526 ORAS COVASNA, Anul 1999, Numar, 61
Covasna, 63526 ORAS COVASNA, Anul 2000, Numar, 57
Covasna, 63526 ORAS COVASNA, Anul 2001, Numar, 65
Covasna, 63526 ORAS COVASNA, Anul 2002, Numar, 56
Covasna, 63526 ORAS COVASNA, Anul 2003, Numar, 79
Covasna, 63526 ORAS COVASNA, Anul 2004, Numar, 72
Covasna, 63526 ORAS COVASNA, Anul 2005, Numar, 66
Covasna, 63526 ORAS COVASNA, Anul 2006, Numar, 72
Covasna, 63526 ORAS COVASNA, Anul 2007, Numar, 109
Covasna, 63526 ORAS COVASNA, Anul 2008, Numar, 67
Covasna, 63526 ORAS COVASNA, Anul 2009, Numar, 64
Covasna, 63526 ORAS COVASNA, Anul 2010, Numar, 55
Covasna, 63526 ORAS COVASNA, Anul 2011, Numar, 51
Covasna, 63526 ORAS COVASNA, Anul 2012, Numar, 45
Covasna, 63526 ORAS COVASNA, Anul 2013, Numar, 50
Covasna, 63526 ORAS COVASNA, Anul 2014, Numar, 56
Covasna, 63526 ORAS COVASNA, Anul 2015, Numar, 56
Covasna, 63526 ORAS COVASNA, Anul 2016, Numar, 50
Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 1990, Numar, 79
Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 1991, Numar, 73
Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 1992, Numar, 80
Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 1993, Numar, 60
Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 1994, Numar, 69
Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 1995, Numar, 70
Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 1996, Numar, 65
Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 1997, Numar, 64
Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 1998, Numar, 54
Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 1999, Numar, 59
Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 2000, Numar, 52
Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 2001, Numar, 60
Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 2002, Numar, 58
Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 2003, Numar, 54
Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 2004, Numar, 50
Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 2005, Numar, 61
Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 2006, Numar, 52
Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 2007, Numar, 80
Covasna, 63580 ORAS INTORSURA BUZAULUI, Anul 2008, Numar, 75
