
Judete, Localitati , Ani, UM: Numar, Valoare
Brasov, 40198 MUNICIPIUL BRASOV, Anul 1990, Numar, 706
Brasov, 40198 MUNICIPIUL BRASOV, Anul 1991, Numar, 400
Brasov, 40198 MUNICIPIUL BRASOV, Anul 1992, Numar, 521
Brasov, 40198 MUNICIPIUL BRASOV, Anul 1993, Numar, 736
Brasov, 40198 MUNICIPIUL BRASOV, Anul 1994, Numar, 461
Brasov, 40198 MUNICIPIUL BRASOV, Anul 1995, Numar, 807
Brasov, 40198 MUNICIPIUL BRASOV, Anul 1996, Numar, 681
Brasov, 40198 MUNICIPIUL BRASOV, Anul 1997, Numar, 885
Brasov, 40198 MUNICIPIUL BRASOV, Anul 1998, Numar, 772
Brasov, 40198 MUNICIPIUL BRASOV, Anul 1999, Numar, 858
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2000, Numar, 694
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2001, Numar, 687
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2002, Numar, 627
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2003, Numar, 641
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2004, Numar, 516
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2005, Numar, 633
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2006, Numar, 544
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2007, Numar, 1119
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2008, Numar, 461
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2009, Numar, 1112
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2010, Numar, 493
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2011, Numar, 856
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2012, Numar, 534
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2013, Numar, 615
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2014, Numar, 628
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2015, Numar, 649
Brasov, 40198 MUNICIPIUL BRASOV, Anul 2016, Numar, 545
Brasov, 40241 MUNICIPIUL CODLEA, Anul 1990, Numar, 35
Brasov, 40241 MUNICIPIUL CODLEA, Anul 1991, Numar, 22
Brasov, 40241 MUNICIPIUL CODLEA, Anul 1992, Numar, 13
Brasov, 40241 MUNICIPIUL CODLEA, Anul 1993, Numar, 5
Brasov, 40241 MUNICIPIUL CODLEA, Anul 1994, Numar, 23
Brasov, 40241 MUNICIPIUL CODLEA, Anul 1995, Numar, 54
