
Judete, Localitati , Ani, UM: Numar persoane, Valoare
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 1994, Numar persoane, 45
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 1995, Numar persoane, 210
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 1996, Numar persoane, 125
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 1997, Numar persoane, 349
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 1998, Numar persoane, 440
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 1999, Numar persoane, 305
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 2000, Numar persoane, 208
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 2001, Numar persoane, 155
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 2002, Numar persoane, 101
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 2003, Numar persoane, 111
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 2004, Numar persoane, 106
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 2005, Numar persoane, 111
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 2006, Numar persoane, 177
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 2007, Numar persoane, 320
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 2008, Numar persoane, 324
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 2009, Numar persoane, 289
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 2010, Numar persoane, 221
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 2011, Numar persoane, 258
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 2012, Numar persoane, 231
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 2013, Numar persoane, 146
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 2014, Numar persoane, 164
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 2015, Numar persoane, 199
Timis, 155243 MUNICIPIUL TIMISOARA, Anul 2016, Numar persoane, 248
Timis, 155350 MUNICIPIUL LUGOJ, Anul 1994, Numar persoane, 15
Timis, 155350 MUNICIPIUL LUGOJ, Anul 1995, Numar persoane, 34
Timis, 155350 MUNICIPIUL LUGOJ, Anul 1996, Numar persoane, 26
Timis, 155350 MUNICIPIUL LUGOJ, Anul 1997, Numar persoane, 33
Timis, 155350 MUNICIPIUL LUGOJ, Anul 1998, Numar persoane, 24
Timis, 155350 MUNICIPIUL LUGOJ, Anul 1999, Numar persoane, 4
Timis, 155350 MUNICIPIUL LUGOJ, Anul 2000, Numar persoane, 12
Timis, 155350 MUNICIPIUL LUGOJ, Anul 2001, Numar persoane, 6
Timis, 155350 MUNICIPIUL LUGOJ, Anul 2002, Numar persoane, 15
Timis, 155350 MUNICIPIUL LUGOJ, Anul 2003, Numar persoane, 9
Timis, 155350 MUNICIPIUL LUGOJ, Anul 2004, Numar persoane, 13
Timis, 155350 MUNICIPIUL LUGOJ, Anul 2005, Numar persoane, 11
Timis, 155350 MUNICIPIUL LUGOJ, Anul 2006, Numar persoane, 15
Timis, 155350 MUNICIPIUL LUGOJ, Anul 2007, Numar persoane, 26
Timis, 155350 MUNICIPIUL LUGOJ, Anul 2008, Numar persoane, 20
Timis, 155350 MUNICIPIUL LUGOJ, Anul 2009, Numar persoane, 25
Timis, 155350 MUNICIPIUL LUGOJ, Anul 2010, Numar persoane, 21
Timis, 155350 MUNICIPIUL LUGOJ, Anul 2011, Numar persoane, 46
Timis, 155350 MUNICIPIUL LUGOJ, Anul 2012, Numar persoane, 10
Timis, 155350 MUNICIPIUL LUGOJ, Anul 2013, Numar persoane, 27
Timis, 155350 MUNICIPIUL LUGOJ, Anul 2014, Numar persoane, 10
Timis, 155350 MUNICIPIUL LUGOJ, Anul 2015, Numar persoane, 22
Timis, 155350 MUNICIPIUL LUGOJ, Anul 2016, Numar persoane, 31
Timis, 155403 ORAS BUZIAS, Anul 1995, Numar persoane, 4
Timis, 155403 ORAS BUZIAS, Anul 1996, Numar persoane, 8
Timis, 155403 ORAS BUZIAS, Anul 1997, Numar persoane, 7
Timis, 155403 ORAS BUZIAS, Anul 1998, Numar persoane, 4
Timis, 155403 ORAS BUZIAS, Anul 1999, Numar persoane, 4
Timis, 155403 ORAS BUZIAS, Anul 2000, Numar persoane, 2
Timis, 155403 ORAS BUZIAS, Anul 2001, Numar persoane, 3
Timis, 155403 ORAS BUZIAS, Anul 2002, Numar persoane, 1
Timis, 155403 ORAS BUZIAS, Anul 2004, Numar persoane, 2
Timis, 155403 ORAS BUZIAS, Anul 2005, Numar persoane, 2
Timis, 155403 ORAS BUZIAS, Anul 2006, Numar persoane, 3
Timis, 155403 ORAS BUZIAS, Anul 2007, Numar persoane, 1
Timis, 155403 ORAS BUZIAS, Anul 2008, Numar persoane, 2
Timis, 155403 ORAS BUZIAS, Anul 2009, Numar persoane, 5
Timis, 155403 ORAS BUZIAS, Anul 2010, Numar persoane, 4
Timis, 155403 ORAS BUZIAS, Anul 2011, Numar persoane, 2
Timis, 155403 ORAS BUZIAS, Anul 2012, Numar persoane, 3
Timis, 155403 ORAS BUZIAS, Anul 2013, Numar persoane, 2
Timis, 155403 ORAS BUZIAS, Anul 2014, Numar persoane, 6
Timis, 155403 ORAS BUZIAS, Anul 2015, Numar persoane, 7
Timis, 155403 ORAS BUZIAS, Anul 2016, Numar persoane, 12
Timis, 156357 ORAS CIACOVA, Anul 1995, Numar persoane, 1
Timis, 156357 ORAS CIACOVA, Anul 1996, Numar persoane, 1
Timis, 156357 ORAS CIACOVA, Anul 1997, Numar persoane, 6
Timis, 156357 ORAS CIACOVA, Anul 2001, Numar persoane, 1
Timis, 156357 ORAS CIACOVA, Anul 2004, Numar persoane, 1
Timis, 156357 ORAS CIACOVA, Anul 2006, Numar persoane, 1
Timis, 156357 ORAS CIACOVA, Anul 2007, Numar persoane, 1
Timis, 156357 ORAS CIACOVA, Anul 2008, Numar persoane, 2
Timis, 156357 ORAS CIACOVA, Anul 2011, Numar persoane, 3
Timis, 156357 ORAS CIACOVA, Anul 2012, Numar persoane, 3
Timis, 156357 ORAS CIACOVA, Anul 2013, Numar persoane, 2
Timis, 156357 ORAS CIACOVA, Anul 2015, Numar persoane, 2
Timis, 155458 ORAS DETA, Anul 1995, Numar persoane, 9
Timis, 155458 ORAS DETA, Anul 1996, Numar persoane, 2
Timis, 155458 ORAS DETA, Anul 1997, Numar persoane, 4
Timis, 155458 ORAS DETA, Anul 1998, Numar persoane, 3
Timis, 155458 ORAS DETA, Anul 1999, Numar persoane, 4
Timis, 155458 ORAS DETA, Anul 2000, Numar persoane, 2
Timis, 155458 ORAS DETA, Anul 2002, Numar persoane, 1
Timis, 155458 ORAS DETA, Anul 2003, Numar persoane, 7
Timis, 155458 ORAS DETA, Anul 2004, Numar persoane, 6
Timis, 155458 ORAS DETA, Anul 2005, Numar persoane, 3
Timis, 155458 ORAS DETA, Anul 2006, Numar persoane, 2
Timis, 155458 ORAS DETA, Anul 2007, Numar persoane, 1
Timis, 155458 ORAS DETA, Anul 2008, Numar persoane, 6
Timis, 155458 ORAS DETA, Anul 2009, Numar persoane, 6
Timis, 155458 ORAS DETA, Anul 2010, Numar persoane, 5
Timis, 155458 ORAS DETA, Anul 2011, Numar persoane, 5
Timis, 155458 ORAS DETA, Anul 2012, Numar persoane, 4
Timis, 155458 ORAS DETA, Anul 2013, Numar persoane, 3
Timis, 155458 ORAS DETA, Anul 2014, Numar persoane, 6
Timis, 155458 ORAS DETA, Anul 2015, Numar persoane, 16
Timis, 155458 ORAS DETA, Anul 2016, Numar persoane, 14
Timis, 156801 ORAS FAGET, Anul 1994, Numar persoane, 2
Timis, 156801 ORAS FAGET, Anul 1995, Numar persoane, 1
Timis, 156801 ORAS FAGET, Anul 1996, Numar persoane, 3
Timis, 156801 ORAS FAGET, Anul 1997, Numar persoane, 2
Timis, 156801 ORAS FAGET, Anul 1998, Numar persoane, 1
Timis, 156801 ORAS FAGET, Anul 2001, Numar persoane, 6
Timis, 156801 ORAS FAGET, Anul 2002, Numar persoane, 1
Timis, 156801 ORAS FAGET, Anul 2006, Numar persoane, 1
Timis, 156801 ORAS FAGET, Anul 2007, Numar persoane, 3
Timis, 156801 ORAS FAGET, Anul 2008, Numar persoane, 4
Timis, 156801 ORAS FAGET, Anul 2009, Numar persoane, 1
Timis, 156801 ORAS FAGET, Anul 2010, Numar persoane, 1
Timis, 156801 ORAS FAGET, Anul 2014, Numar persoane, 14
Timis, 156801 ORAS FAGET, Anul 2015, Numar persoane, 1
Timis, 156801 ORAS FAGET, Anul 2016, Numar persoane, 4
Timis, 157086 ORAS GATAIA, Anul 1994, Numar persoane, 5
Timis, 157086 ORAS GATAIA, Anul 1995, Numar persoane, 14
Timis, 157086 ORAS GATAIA, Anul 1996, Numar persoane, 4
Timis, 157086 ORAS GATAIA, Anul 1997, Numar persoane, 8
Timis, 157086 ORAS GATAIA, Anul 1998, Numar persoane, 3
Timis, 157086 ORAS GATAIA, Anul 1999, Numar persoane, 3
Timis, 157086 ORAS GATAIA, Anul 2000, Numar persoane, 1
Timis, 157086 ORAS GATAIA, Anul 2002, Numar persoane, 5
Timis, 157086 ORAS GATAIA, Anul 2003, Numar persoane, 4
Timis, 157086 ORAS GATAIA, Anul 2004, Numar persoane, 4
Timis, 157086 ORAS GATAIA, Anul 2005, Numar persoane, 7
Timis, 157086 ORAS GATAIA, Anul 2006, Numar persoane, 4
Timis, 157086 ORAS GATAIA, Anul 2007, Numar persoane, 8
Timis, 157086 ORAS GATAIA, Anul 2008, Numar persoane, 6
Timis, 157086 ORAS GATAIA, Anul 2009, Numar persoane, 10
Timis, 157086 ORAS GATAIA, Anul 2010, Numar persoane, 5
Timis, 157086 ORAS GATAIA, Anul 2011, Numar persoane, 1
Timis, 157086 ORAS GATAIA, Anul 2012, Numar persoane, 2
Timis, 157086 ORAS GATAIA, Anul 2014, Numar persoane, 2
Timis, 157086 ORAS GATAIA, Anul 2015, Numar persoane, 7
Timis, 157086 ORAS GATAIA, Anul 2016, Numar persoane, 8
Timis, 155494 ORAS JIMBOLIA, Anul 1995, Numar persoane, 8
Timis, 155494 ORAS JIMBOLIA, Anul 1996, Numar persoane, 8
Timis, 155494 ORAS JIMBOLIA, Anul 1997, Numar persoane, 7
Timis, 155494 ORAS JIMBOLIA, Anul 1998, Numar persoane, 2
Timis, 155494 ORAS JIMBOLIA, Anul 1999, Numar persoane, 10
Timis, 155494 ORAS JIMBOLIA, Anul 2000, Numar persoane, 39
Timis, 155494 ORAS JIMBOLIA, Anul 2001, Numar persoane, 6
Timis, 155494 ORAS JIMBOLIA, Anul 2002, Numar persoane, 3
Timis, 155494 ORAS JIMBOLIA, Anul 2003, Numar persoane, 2
Timis, 155494 ORAS JIMBOLIA, Anul 2004, Numar persoane, 1
Timis, 155494 ORAS JIMBOLIA, Anul 2005, Numar persoane, 2
Timis, 155494 ORAS JIMBOLIA, Anul 2006, Numar persoane, 1
Timis, 155494 ORAS JIMBOLIA, Anul 2007, Numar persoane, 8
Timis, 155494 ORAS JIMBOLIA, Anul 2008, Numar persoane, 15
Timis, 155494 ORAS JIMBOLIA, Anul 2009, Numar persoane, 2
Timis, 155494 ORAS JIMBOLIA, Anul 2010, Numar persoane, 8
Timis, 155494 ORAS JIMBOLIA, Anul 2011, Numar persoane, 2
Timis, 155494 ORAS JIMBOLIA, Anul 2012, Numar persoane, 6
Timis, 155494 ORAS JIMBOLIA, Anul 2013, Numar persoane, 9
Timis, 155494 ORAS JIMBOLIA, Anul 2014, Numar persoane, 6
Timis, 155494 ORAS JIMBOLIA, Anul 2015, Numar persoane, 9
Timis, 155494 ORAS JIMBOLIA, Anul 2016, Numar persoane, 12
Timis, 158314 ORAS RECAS, Anul 1994, Numar persoane, 1
Timis, 158314 ORAS RECAS, Anul 1995, Numar persoane, 15
Timis, 158314 ORAS RECAS, Anul 1996, Numar persoane, 19
Timis, 158314 ORAS RECAS, Anul 1997, Numar persoane, 16
Timis, 158314 ORAS RECAS, Anul 1998, Numar persoane, 10
Timis, 158314 ORAS RECAS, Anul 1999, Numar persoane, 3
Timis, 158314 ORAS RECAS, Anul 2000, Numar persoane, 9
Timis, 158314 ORAS RECAS, Anul 2002, Numar persoane, 1
Timis, 158314 ORAS RECAS, Anul 2003, Numar persoane, 2
Timis, 158314 ORAS RECAS, Anul 2004, Numar persoane, 2
Timis, 158314 ORAS RECAS, Anul 2005, Numar persoane, 2
Timis, 158314 ORAS RECAS, Anul 2006, Numar persoane, 4
Timis, 158314 ORAS RECAS, Anul 2007, Numar persoane, 4
Timis, 158314 ORAS RECAS, Anul 2008, Numar persoane, 3
Timis, 158314 ORAS RECAS, Anul 2009, Numar persoane, 5
Timis, 158314 ORAS RECAS, Anul 2011, Numar persoane, 5
Timis, 158314 ORAS RECAS, Anul 2012, Numar persoane, 2
Timis, 158314 ORAS RECAS, Anul 2013, Numar persoane, 3
Timis, 158314 ORAS RECAS, Anul 2014, Numar persoane, 3
Timis, 158314 ORAS RECAS, Anul 2015, Numar persoane, 5
Timis, 158314 ORAS RECAS, Anul 2016, Numar persoane, 5
Timis, 155528 ORAS SANNICOLAU MARE, Anul 1994, Numar persoane, 1
Timis, 155528 ORAS SANNICOLAU MARE, Anul 1995, Numar persoane, 5
Timis, 155528 ORAS SANNICOLAU MARE, Anul 1996, Numar persoane, 9
Timis, 155528 ORAS SANNICOLAU MARE, Anul 1997, Numar persoane, 12
Timis, 155528 ORAS SANNICOLAU MARE, Anul 1998, Numar persoane, 13
Timis, 155528 ORAS SANNICOLAU MARE, Anul 1999, Numar persoane, 4
Timis, 155528 ORAS SANNICOLAU MARE, Anul 2001, Numar persoane, 10
