day
"0,147,1,45,13,188,2,37,13,320,7,15,2,42,12,26,13,181,4,30,2,26,7,28,0,355"
"0,139,1,58,13,209,2,45,13,275,4,28,12,39,7,18,13,188,12,32,7,22,4,40,0,347"
"0,94,1,51,0,40,13,226,2,49,13,278,2,19,12,70,13,172,4,28,2,35,12,26,0,352"
"0,186,4,39,6,24,4,56,0,40,4,77,10,33,4,32,13,28,4,40,2,18,4,75,5,19,4,67,12,26,4,32,13,29,4,30,7,30,12,27,13,32,12,24,8,31,13,40,4,109,1,35,4,101,0,160"
"0,197,4,21,1,24,4,36,6,24,4,45,0,21,10,35,4,111,13,41,2,24,4,62,5,30,4,81,12,34,4,34,7,21,4,73,11,22,8,37,12,27,4,51,13,32,4,43,1,22,4,116,0,176"
"0,193,6,27,4,68,0,19,4,28,6,35,4,65,10,24,4,24,13,31,4,42,2,22,4,70,5,19,4,71,12,13,4,42,13,27,4,56,7,30,13,25,4,36,8,31,4,63,13,23,1,42,4,153,0,161"
"0,193,2,49,4,40,15,29,13,30,5,26,6,30,5,37,8,23,4,98,2,24,15,34,8,65,4,18,15,32,13,90,16,29,6,27,11,104,16,19,4,88,0,355"
"0,197,2,44,4,34,13,40,5,24,15,34,8,24,6,37,5,26,4,90,15,27,8,37,2,26,12,26,8,33,15,34,13,94,15,21,12,35,16,21,11,29,16,32,11,28,4,106,0,341"
"0,194,4,46,2,45,13,24,5,34,4,27,5,32,16,21,6,39,4,89,15,30,2,25,8,39,15,24,12,27,8,39,13,86,15,29,1,32,11,62,16,21,11,28,4,95,0,352"
"0,188,1,26,3,70,4,26,10,32,9,29,3,62,10,27,2,32,3,355,14,37,2,26,5,44,3,38,7,44,1,22,7,28,0,354"
"0,185,1,40,2,17,3,29,9,30,8,40,4,30,3,53,10,42,3,22,2,26,3,297,9,46,3,20,14,33,5,44,3,43,7,55,1,31,0,357"
"0,182,3,59,1,44,10,24,4,32,3,30,10,27,3,93,2,20,3,340,14,30,2,30,3,42,5,44,7,71,1,19,0,353"
"0,151,1,47,16,19,1,30,2,32,16,34,2,24,1,30,13,174,2,63,13,42,10,22,2,24,5,45,16,17,9,32,5,26,16,95,15,31,1,33,11,30,4,30,11,25,12,30,0,40,7,50,0,264"
"0,146,1,47,0,27,2,22,16,45,2,21,1,35,13,205,2,42,13,80,2,25,5,40,16,24,5,28,9,37,16,83,2,36,15,18,1,31,11,42,7,26,12,25,7,58,0,297"
"0,151,1,47,16,16,2,39,0,22,13,26,16,35,2,31,13,228,2,41,10,30,13,31,5,32,9,34,16,26,5,24,16,92,2,40,1,24,11,28,14,29,11,29,7,73,0,312"
"0,195,8,17,0,43,4,24,3,34,4,106,3,94,4,33,3,53,4,50,2,36,12,55,4,58,3,60,15,16,11,75,4,43,7,58,2,47,8,36,7,57,0,250"
"0,198,8,19,0,34,4,64,3,24,2,34,4,43,3,47,4,50,3,43,4,47,3,41,2,43,12,50,4,21,3,35,4,27,11,32,3,20,4,45,11,30,4,62,2,36,7,44,8,50,7,46,0,255"
"0,183,1,41,4,20,0,42,3,22,2,32,4,31,3,46,4,35,3,54,4,92,3,38,12,52,2,44,4,65,3,17,15,31,3,40,11,24,4,53,11,29,2,52,7,90,8,54,0,253"
"0,93,1,47,0,51,8,30,16,30,15,21,3,61,10,36,12,41,3,132,2,47,3,46,5,36,16,30,10,30,3,40,12,44,11,36,15,28,12,66,15,24,9,34,2,54,14,37,8,19,4,34,7,37,0,256"
"0,98,1,57,0,36,8,28,2,29,4,35,3,38,10,44,3,55,12,48,3,76,2,61,3,34,16,34,10,27,5,32,12,46,3,50,15,19,11,31,12,35,14,27,12,23,9,28,14,41,3,20,9,41,8,27,7,23,4,43,0,254"
"0,149,1,47,4,22,8,30,16,35,10,44,3,43,12,50,3,166,2,60,10,22,16,30,5,28,3,45,12,49,15,31,11,28,3,34,9,22,12,28,15,43,9,22,3,34,16,29,4,21,8,38,7,27,0,263"
"0,31,15,47,7,19,0,534,13,60,1,40,9,26,8,28,10,39,3,22,4,39,15,20,14,103,2,19,5,37,2,26,0,98,4,43,3,40,4,43,3,48,13,28,3,25,4,25"
"7,36,0,34,15,32,0,536,13,50,1,49,4,21,9,33,2,28,3,31,16,21,8,37,14,98,5,22,2,30,13,23,0,102,4,36,3,92,4,43,13,37,4,24,3,25"
"15,46,0,22,7,32,0,538,13,41,1,52,4,54,3,35,4,32,8,28,15,22,14,100,13,29,5,30,2,20,0,91,4,63,3,85,4,75,3,24,13,21"
"0,194,2,26,16,21,1,41,3,49,4,107,3,19,2,37,3,26,2,32,3,29,4,109,3,44,4,52,3,38,12,26,8,26,12,39,5,24,12,24,4,31,12,39,2,27,5,32,4,27,14,29,4,33,7,48,0,211"
"0,185,2,31,3,39,4,24,3,39,4,47,3,27,4,61,2,43,3,22,4,64,3,24,4,86,3,65,4,70,12,47,16,42,12,22,4,29,5,59,14,33,6,29,4,30,1,27,4,36,7,47,0,212"
"0,193,6,27,4,31,1,30,3,48,4,42,3,21,4,75,3,21,4,33,2,30,3,30,4,110,3,65,4,55,11,35,5,29,12,66,4,24,12,37,14,28,4,21,2,31,14,29,4,44,7,67,0,218"
"0,139,1,49,9,42,3,233,2,44,3,231,5,19,9,27,3,30,4,55,9,34,2,43,9,22,4,61,1,22,9,46,0,343"
"0,95,1,52,0,47,9,50,3,215,2,44,3,235,9,19,5,32,3,28,9,48,4,70,9,40,8,24,1,34,9,23,4,37,0,347"
"0,105,1,37,0,53,9,34,3,286,2,40,3,167,5,42,3,17,9,30,4,58,9,34,8,34,4,26,9,66,4,34,1,20,0,357"
"0,274,10,40,1,26,2,32,3,39,10,45,2,57,3,219,2,53,3,40,13,183,7,19,2,37,13,26,7,38,4,43,0,269"
"0,282,1,26,10,27,2,40,10,36,3,58,2,42,3,218,2,50,3,50,13,179,7,19,13,27,2,32,4,41,7,56,0,257"
"0,286,1,22,10,35,2,27,10,39,3,46,2,43,3,230,2,39,3,47,13,192,7,22,2,31,4,81,7,43,0,257"
"0,198,1,19,2,37,0,23,3,28,16,36,4,30,3,40,13,51,2,49,3,341,16,29,10,30,5,30,11,30,8,30,14,30,7,27,12,35,1,27,4,55,0,265"
"0,198,1,19,0,37,8,24,4,25,3,30,16,29,13,62,3,42,2,54,3,308,11,19,3,31,10,35,9,26,4,28,5,34,7,29,4,24,12,42,4,22,1,32,4,23,0,267"
"0,183,8,43,0,22,2,35,4,20,16,42,3,67,13,40,2,70,3,322,10,28,16,45,4,21,9,35,5,24,7,25,8,45,12,21,7,35,8,27,4,32,0,258"
"0,197,2,16,4,29,1,43,10,24,3,27,4,34,3,36,4,54,3,36,4,54,2,25,3,36,4,65,3,97,4,41,2,33,4,30,3,27,4,36,11,27,9,34,15,27,4,92,8,32,7,29,0,259"
"0,194,16,26,4,32,2,29,4,30,10,20,3,36,4,39,3,54,4,48,3,49,2,21,3,33,4,84,3,72,4,61,2,19,4,37,3,23,15,28,9,34,4,63,5,20,15,35,4,26,0,33,8,25,0,269"
"0,182,4,38,1,32,4,59,3,27,10,25,4,56,3,49,4,42,3,37,2,34,3,28,4,77,3,49,4,39,3,38,4,45,2,21,3,32,5,32,4,29,11,22,2,37,14,32,4,29,2,30,7,30,4,27,0,262"
"0,138,11,55,1,38,13,50,3,228,2,42,3,277,5,79,4,130,7,21,8,35,7,34,8,49,0,264"
"0,147,11,49,13,47,1,39,3,230,2,36,3,265,5,97,4,98,8,19,4,25,7,92,8,40,0,256"
"0,148,11,35,13,50,1,44,3,227,2,49,3,271,5,93,4,121,7,19,8,37,7,50,8,34,0,262"
"0,197,4,60,1,15,4,45,10,21,3,35,4,24,10,24,4,39,3,22,4,70,3,20,4,106,3,19,4,27,3,36,2,31,5,30,4,30,12,30,4,30,5,30,4,64,5,23,4,64,13,27,4,33,7,20,4,29,12,47,13,19,0,173"
"0,197,4,55,1,29,10,22,4,69,3,28,10,28,4,29,3,28,4,58,3,42,4,58,3,22,4,66,5,30,3,30,4,90,12,30,4,30,5,30,12,24,4,40,12,24,4,52,1,42,7,59,4,22,12,31,0,175"
"0,189,4,34,1,27,4,22,3,39,4,95,10,22,3,68,4,61,3,18,4,94,3,26,4,40,3,24,4,61,12,24,5,28,4,32,12,41,4,21,5,25,12,35,4,25,5,45,1,22,4,28,13,26,7,29,13,31,4,45,0,163"
"0,142,11,53,1,21,13,34,3,22,13,55,3,42,2,31,13,32,3,23,13,57,3,33,2,35,3,32,13,29,14,81,4,37,1,34,11,27,4,32,13,27,4,34,13,20,4,38,5,22,12,37,4,32,13,26,4,32,12,28,4,35,0,257"
