day
"0,273,1,34,0,37,2,26,13,188,4,19,7,37,4,26,0,97,2,112,0,146,2,124,0,321"
"0,288,2,14,1,45,0,21,13,190,9,19,12,33,4,32,0,125,2,69,0,187,2,92,0,325"
"0,253,1,27,0,32,4,21,2,43,4,62,0,19,6,24,13,47,15,14,13,51,15,55,12,19,2,29,12,29,8,40,12,24,16,34,2,27,3,32,12,29,4,30,13,30,14,30,4,30,2,27,4,35,14,45,1,52,14,107,0,143"
"0,253,1,27,4,32,0,29,2,30,0,30,4,65,6,17,13,43,15,87,13,23,2,39,12,24,8,34,12,27,8,21,12,47,14,15,13,43,12,22,13,35,14,27,4,63,14,27,4,29,14,58,1,37,14,96,0,160"
"0,213,4,105,6,19,12,29,16,39,6,24,15,34,13,95,8,19,12,37,5,24,15,92,5,26,12,30,4,39,6,24,4,34,15,27,16,32,11,29,4,30,0,439"
"0,226,4,62,6,19,5,37,15,64,4,19,6,37,13,80,4,34,8,35,12,27,15,81,12,46,5,21,4,34,1,29,15,30,6,22,11,75,4,19,0,443"
"0,191,16,55,0,39,9,21,2,39,1,24,5,34,9,27,4,32,5,29,4,30,6,30,14,128,15,171,8,32,15,23,4,37,2,76,1,27,7,133,0,262"
"0,232,16,56,1,19,2,36,9,27,4,32,9,22,12,27,6,30,5,47,4,19,14,113,15,185,7,40,15,24,2,69,4,19,7,39,1,71,7,102,0,231"
"0,197,1,21,5,35,0,65,2,19,5,37,4,26,12,123,9,23,0,230,2,52,12,19,11,37,9,26,12,32,16,29,11,30,2,30,14,30,12,30,7,30,14,30,12,30,14,30,0,30,7,30,0,169"
"0,198,2,19,0,36,5,27,2,32,0,29,12,30,2,30,12,30,9,30,12,55,9,39,0,194,2,79,12,19,11,37,9,26,16,32,12,29,5,30,14,30,2,30,12,67,7,19,14,71,7,19,0,203"
"0,271,2,71,1,29,4,63,5,26,16,48,15,430,2,63,1,55,7,61,8,37,14,26,7,32,14,29,8,30,0,169"
"0,298,1,27,2,37,4,76,5,19,16,61,15,419,2,81,7,27,1,39,8,42,14,22,7,59,8,37,14,26,0,170"
"0,118,1,21,0,66,9,32,4,49,5,19,9,40,15,24,3,34,12,27,16,32,9,106,2,27,9,143,15,19,9,37,3,26,9,32,12,29,15,30,14,30,16,30,2,30,4,28,8,34,14,19,7,48,8,65,0,245"
"0,118,1,27,0,56,9,39,4,78,15,19,9,37,16,24,9,33,3,28,9,109,2,27,9,173,15,19,3,37,15,26,9,32,5,29,9,30,2,30,14,67,8,19,12,37,8,50,7,42,0,254"
"0,59,7,50,0,543,13,37,1,43,4,29,3,30,13,30,3,30,4,30,15,90,14,30,5,44,2,51,3,147,4,22,13,40,3,24,4,98,3,13"
"7,73,0,585,13,27,1,50,3,24,4,23,2,45,3,20,4,58,14,52,15,53,2,40,5,34,3,144,4,50,13,19,4,25,3,45,4,21,3,35,13,17"
"0,309,2,32,12,97,6,19,4,111,3,27,12,56,4,84,12,48,2,35,3,26,12,129,6,27,4,68,2,19,4,30,14,37,1,26,14,32,7,29,0,30,14,48,0,121"
"0,288,2,19,0,37,4,26,12,32,3,29,4,118,3,58,12,24,4,99,2,56,12,63,3,34,6,27,12,56,6,39,4,24,14,34,4,65,1,19,4,25,14,45,0,15,7,45,0,45,14,45,0,73"
"0,198,2,19,9,37,1,26,5,21,15,47,9,75,15,43,2,22,9,35,15,27,9,398,4,19,2,36,4,27,9,24,1,42,0,344"
