day
"0,318,2,19,1,27,13,185,9,25,7,42,4,22,0,102,2,71,0,195,2,85,0,349"
"0,314,2,23,1,36,13,178,9,30,4,58,0,101,2,89,0,177,2,75,0,359"
"0,278,1,30,2,24,0,33,13,192,4,19,7,32,9,35,0,86,2,97,0,165,2,104,0,345"
"0,237,1,46,4,19,2,36,0,26,4,29,0,37,4,23,15,32,13,39,6,18,15,49,13,53,12,51,2,40,12,63,16,13,12,42,14,27,13,56,4,55,14,42,4,27,2,25,14,43,1,55,14,80,0,177"
"0,240,1,36,2,39,4,123,0,13,13,33,15,42,6,22,15,54,13,40,8,22,12,33,2,34,12,28,2,30,12,34,2,18,13,34,3,26,4,35,14,27,13,40,2,21,4,59,14,47,1,41,14,95,0,174"
"0,184,1,43,0,63,4,54,2,26,0,30,4,61,13,29,15,32,6,19,13,56,15,44,16,30,8,27,12,58,3,27,8,31,14,41,4,24,2,25,14,34,13,29,4,37,14,23,2,32,4,33,14,35,1,56,14,83,0,174"
"0,191,4,115,13,25,15,66,4,27,6,31,13,97,5,29,8,30,4,27,15,93,13,22,12,40,4,55,15,30,11,35,16,26,11,71,0,430"
"0,199,4,73,5,40,4,19,13,33,15,33,16,37,4,26,13,82,4,64,5,32,15,96,12,26,4,24,12,28,4,34,11,33,6,30,4,34,11,63,0,434"
"0,199,4,79,15,27,13,40,12,24,15,34,16,27,6,30,13,83,12,43,4,61,15,84,12,56,13,32,11,34,15,19,6,33,4,33,11,72,0,430"
"0,236,16,38,9,30,2,42,1,15,12,46,4,15,9,45,5,21,6,34,4,24,14,94,15,209,7,34,15,23,2,38,4,24,2,35,7,38,1,42,7,106,0,251"
"0,184,16,43,0,49,1,27,9,33,2,36,5,29,12,30,9,30,4,28,6,22,5,41,14,98,15,166,8,32,15,28,7,39,2,24,4,33,2,26,1,40,7,140,0,262"
"0,242,16,37,2,23,1,45,9,18,5,40,12,24,9,22,6,30,4,34,5,40,14,91,15,200,8,39,7,24,4,34,2,57,1,44,7,146,0,250"
"0,227,2,21,1,25,12,29,0,33,2,31,12,25,4,34,2,38,12,41,9,38,0,186,2,99,12,21,11,27,9,40,4,18,5,43,12,22,2,35,12,26,14,34,1,23,14,39,12,20,0,28,7,41,14,26,0,170"
"0,195,5,18,2,30,0,33,5,39,0,21,12,39,4,24,12,24,9,82,12,37,0,193,2,77,11,37,9,33,12,29,5,30,12,30,4,30,14,30,12,30,2,30,14,27,1,29,7,55,0,37,14,34,0,167"
