,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0.971177944862,0.00125313283208,0.0,0.0,0.0062656641604,0.0,0.0,0.0,0.00250626566416,0.00125313283208,0.0,0.00125313283208,0.00375939849624,0.0,0.00375939849624,0.00877192982456,0.0
1,0.970325582475,0.00176761347814,8.71004672174e-05,5.4225068845e-05,0.00631246325691,1.46972369195e-06,2.74606268758e-05,2.89303505678e-05,0.00253318481389,0.00128925709335,1.46972369195e-06,0.00129250595625,0.00375963055788,1.09842507503e-05,0.00374887836876,0.00873781676413,2.1427024351e-05
2,0.969473220087,0.0022820941242,0.000174200934435,0.00010845013769,0.00635926235341,2.93944738389e-06,5.49212537517e-05,5.78607011356e-05,0.00256010396361,0.00132538135462,2.93944738389e-06,0.00133187908042,0.00375986261951,2.19685015007e-05,0.00373835824128,0.0087037037037,4.2854048702e-05
3,0.9686208577,0.00279657477026,0.000261301401652,0.000162675206535,0.00640606144992,4.40917107584e-06,8.23818806275e-05,8.67910517033e-05,0.00258702311334,0.00136150561589,4.40917107584e-06,0.00137125220459,0.00376009468115,3.2952752251e-05,0.0037278381138,0.00866959064327,6.4281073053e-05
4,0.967768495312,0.00331105541632,0.00034840186887,0.00021690027538,0.00645286054643,5.87889476778e-06,0.000109842507503,0.000115721402271,0.00261394226307,0.00139762987716,5.87889476778e-06,0.00141062532875,0.00376032674278,4.39370030013e-05,0.00371731798632,0.00863547758285,8.5708097404e-05
5,0.966916132925,0.00382553606238,0.000435502336087,0.000271125344225,0.00649965964293,7.34861845973e-06,0.000137303134379,0.000144651752839,0.00264086141279,0.00143375413843,7.34861845973e-06,0.00144999845292,0.00376055880442,5.49212537517e-05,0.00370679785884,0.00860136452242,0.000107135121755
6,0.966063770537,0.00434001670844,0.000522602803305,0.00032535041307,0.00654645873944,8.81834215168e-06,0.000164763761255,0.000173582103407,0.00266778056252,0.0014698783997,8.81834215168e-06,0.00148937157709,0.00376079086605,6.5905504502e-05,0.00369627773137,0.00856725146199,0.000128562146106
7,0.96521140815,0.0048544973545,0.000609703270522,0.000379575481915,0.00659325783595,1.02880658436e-05,0.000192224388131,0.000202512453974,0.00269469971224,0.00150600266097,1.02880658436e-05,0.00152874470126,0.00376102292769,7.68897552523e-05,0.00368575760389,0.00853313840156,0.000149989170457
8,0.964359045763,0.00536897800056,0.000696803737739,0.00043380055076,0.00664005693245,1.17577895356e-05,0.000219685015007,0.000231442804542,0.00272161886197,0.00154212692224,1.17577895356e-05,0.00156811782543,0.00376125498933,8.78740060027e-05,0.00367523747641,0.00849902534113,0.000171416194808
9,0.963506683375,0.00588345864662,0.000783904204957,0.000488025619605,0.00668685602896,1.32275132275e-05,0.000247145641882,0.00026037315511,0.0027485380117,0.00157825118351,1.32275132275e-05,0.0016074909496,0.00376148705096,9.8858256753e-05,0.00366471734893,0.0084649122807,0.000192843219159
