
Varste si grupe de varsta, Sexe, Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
18 ani, Feminin, Total, Regiunea SUD-EST, Anul 2005, Numar persoane, 24001
18 ani, Feminin, Total, Regiunea SUD-EST, Anul 2006, Numar persoane, 24701
18 ani, Feminin, Total, Regiunea SUD-EST, Anul 2007, Numar persoane, 23953
18 ani, Feminin, Total, Regiunea SUD-EST, Anul 2008, Numar persoane, 23014
18 ani, Feminin, Total, Regiunea SUD-EST, Anul 2009, Numar persoane, 19470
18 ani, Feminin, Total, Regiunea SUD-EST, Anul 2010, Numar persoane, 16354
18 ani, Feminin, Total, Regiunea SUD-EST, Anul 2011, Numar persoane, 16175
18 ani, Feminin, Total, Regiunea SUD-EST, Anul 2012, Numar persoane, 15263
18 ani, Feminin, Total, Regiunea SUD-EST, Anul 2013, Numar persoane, 15166
18 ani, Feminin, Total, Regiunea SUD-EST, Anul 2014, Numar persoane, 14767
18 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1992, Numar persoane, 26235
18 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1993, Numar persoane, 29423
18 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1994, Numar persoane, 28775
18 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1995, Numar persoane, 28456
18 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1996, Numar persoane, 28321
18 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1997, Numar persoane, 27424
18 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1998, Numar persoane, 27264
18 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1999, Numar persoane, 25936
18 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2000, Numar persoane, 24874
18 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2001, Numar persoane, 22584
18 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2002, Numar persoane, 21258
18 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2003, Numar persoane, 23915
18 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2004, Numar persoane, 24495
18 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2005, Numar persoane, 26786
18 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2006, Numar persoane, 27245
18 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2007, Numar persoane, 26696
18 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2008, Numar persoane, 26001
18 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2009, Numar persoane, 21614
18 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2010, Numar persoane, 19199
18 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2011, Numar persoane, 19065
18 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 18874
18 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 18043
18 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2014, Numar persoane, 17218
18 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1992, Numar persoane, 17809
18 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1993, Numar persoane, 19664
18 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1994, Numar persoane, 19178
18 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1995, Numar persoane, 18822
18 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar persoane, 19070
18 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar persoane, 18602
18 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar persoane, 18204
18 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar persoane, 17963
18 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar persoane, 17040
18 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar persoane, 15878
18 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar persoane, 15263
18 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar persoane, 16692
18 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar persoane, 16942
18 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar persoane, 18021
18 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar persoane, 18046
18 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar persoane, 18019
18 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar persoane, 17582
18 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar persoane, 15394
18 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar persoane, 14151
18 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 13815
18 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 13126
18 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 12645
18 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2014, Numar persoane, 11974
19 ani, Masculin, Total, Regiunea NORD-EST, Anul 1992, Numar persoane, 34976
19 ani, Masculin, Total, Regiunea NORD-EST, Anul 1993, Numar persoane, 33789
19 ani, Masculin, Total, Regiunea NORD-EST, Anul 1994, Numar persoane, 36845
19 ani, Masculin, Total, Regiunea NORD-EST, Anul 1995, Numar persoane, 35893
19 ani, Masculin, Total, Regiunea NORD-EST, Anul 1996, Numar persoane, 35403
19 ani, Masculin, Total, Regiunea NORD-EST, Anul 1997, Numar persoane, 35502
19 ani, Masculin, Total, Regiunea NORD-EST, Anul 1998, Numar persoane, 36092
19 ani, Masculin, Total, Regiunea NORD-EST, Anul 1999, Numar persoane, 35493
19 ani, Masculin, Total, Regiunea NORD-EST, Anul 2000, Numar persoane, 34810
19 ani, Masculin, Total, Regiunea NORD-EST, Anul 2001, Numar persoane, 33597
19 ani, Masculin, Total, Regiunea NORD-EST, Anul 2002, Numar persoane, 30478
19 ani, Masculin, Total, Regiunea NORD-EST, Anul 2003, Numar persoane, 28622
19 ani, Masculin, Total, Regiunea NORD-EST, Anul 2004, Numar persoane, 30653
19 ani, Masculin, Total, Regiunea NORD-EST, Anul 2005, Numar persoane, 31462
19 ani, Masculin, Total, Regiunea NORD-EST, Anul 2006, Numar persoane, 33978
19 ani, Masculin, Total, Regiunea NORD-EST, Anul 2007, Numar persoane, 34217
19 ani, Masculin, Total, Regiunea NORD-EST, Anul 2008, Numar persoane, 33675
19 ani, Masculin, Total, Regiunea NORD-EST, Anul 2009, Numar persoane, 32474
19 ani, Masculin, Total, Regiunea NORD-EST, Anul 2010, Numar persoane, 28901
19 ani, Masculin, Total, Regiunea NORD-EST, Anul 2011, Numar persoane, 26039
19 ani, Masculin, Total, Regiunea NORD-EST, Anul 2012, Numar persoane, 25067
19 ani, Masculin, Total, Regiunea NORD-EST, Anul 2013, Numar persoane, 24347
19 ani, Masculin, Total, Regiunea NORD-EST, Anul 2014, Numar persoane, 24710
19 ani, Masculin, Total, Regiunea SUD-EST, Anul 1992, Numar persoane, 24419
19 ani, Masculin, Total, Regiunea SUD-EST, Anul 1993, Numar persoane, 23612
19 ani, Masculin, Total, Regiunea SUD-EST, Anul 1994, Numar persoane, 27281
19 ani, Masculin, Total, Regiunea SUD-EST, Anul 1995, Numar persoane, 26719
19 ani, Masculin, Total, Regiunea SUD-EST, Anul 1996, Numar persoane, 26556
19 ani, Masculin, Total, Regiunea SUD-EST, Anul 1997, Numar persoane, 27114
19 ani, Masculin, Total, Regiunea SUD-EST, Anul 1998, Numar persoane, 26316
19 ani, Masculin, Total, Regiunea SUD-EST, Anul 1999, Numar persoane, 26400
19 ani, Masculin, Total, Regiunea SUD-EST, Anul 2000, Numar persoane, 25541
19 ani, Masculin, Total, Regiunea SUD-EST, Anul 2001, Numar persoane, 24502
19 ani, Masculin, Total, Regiunea SUD-EST, Anul 2002, Numar persoane, 21458
19 ani, Masculin, Total, Regiunea SUD-EST, Anul 2003, Numar persoane, 20506
19 ani, Masculin, Total, Regiunea SUD-EST, Anul 2004, Numar persoane, 22810
19 ani, Masculin, Total, Regiunea SUD-EST, Anul 2005, Numar persoane, 23346
19 ani, Masculin, Total, Regiunea SUD-EST, Anul 2006, Numar persoane, 24633
19 ani, Masculin, Total, Regiunea SUD-EST, Anul 2007, Numar persoane, 25409
19 ani, Masculin, Total, Regiunea SUD-EST, Anul 2008, Numar persoane, 24586
19 ani, Masculin, Total, Regiunea SUD-EST, Anul 2009, Numar persoane, 23941
19 ani, Masculin, Total, Regiunea SUD-EST, Anul 2010, Numar persoane, 20118
19 ani, Masculin, Total, Regiunea SUD-EST, Anul 2011, Numar persoane, 17296
19 ani, Masculin, Total, Regiunea SUD-EST, Anul 2012, Numar persoane, 16747
19 ani, Masculin, Total, Regiunea SUD-EST, Anul 2013, Numar persoane, 16001
19 ani, Masculin, Total, Regiunea SUD-EST, Anul 2014, Numar persoane, 15792
19 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1992, Numar persoane, 28802
19 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1993, Numar persoane, 27362
19 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1994, Numar persoane, 30976
19 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1995, Numar persoane, 29950
19 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1996, Numar persoane, 30223
19 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1997, Numar persoane, 29700
19 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1998, Numar persoane, 28736
19 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1999, Numar persoane, 28606
19 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2000, Numar persoane, 27608
19 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2001, Numar persoane, 26101
19 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2002, Numar persoane, 23410
19 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2003, Numar persoane, 22043
19 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2004, Numar persoane, 24707
19 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2005, Numar persoane, 25751
19 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2006, Numar persoane, 27563
19 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2007, Numar persoane, 28117
19 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2008, Numar persoane, 27851
19 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2009, Numar persoane, 26825
19 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2010, Numar persoane, 22149
19 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2011, Numar persoane, 20230
19 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 19888
19 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 19483
19 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2014, Numar persoane, 18799
19 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1992, Numar persoane, 19524
19 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1993, Numar persoane, 18993
19 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1994, Numar persoane, 20555
19 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1995, Numar persoane, 20365
19 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar persoane, 20081
19 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar persoane, 20180
19 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar persoane, 19474
19 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar persoane, 19448
19 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar persoane, 18944
19 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar persoane, 17910
19 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar persoane, 16885
19 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar persoane, 16054
19 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar persoane, 17652
19 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar persoane, 17721
19 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar persoane, 18869
19 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar persoane, 18932
19 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar persoane, 18563
19 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar persoane, 18072
19 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar persoane, 16100
19 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 15035
19 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 14359
19 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 13658
19 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2014, Numar persoane, 13264
19 ani, Feminin, Total, Regiunea NORD-EST, Anul 1992, Numar persoane, 32941
19 ani, Feminin, Total, Regiunea NORD-EST, Anul 1993, Numar persoane, 31487
19 ani, Feminin, Total, Regiunea NORD-EST, Anul 1994, Numar persoane, 34465
19 ani, Feminin, Total, Regiunea NORD-EST, Anul 1995, Numar persoane, 34017
19 ani, Feminin, Total, Regiunea NORD-EST, Anul 1996, Numar persoane, 33022
19 ani, Feminin, Total, Regiunea NORD-EST, Anul 1997, Numar persoane, 33675
19 ani, Feminin, Total, Regiunea NORD-EST, Anul 1998, Numar persoane, 34117
19 ani, Feminin, Total, Regiunea NORD-EST, Anul 1999, Numar persoane, 33495
19 ani, Feminin, Total, Regiunea NORD-EST, Anul 2000, Numar persoane, 32967
19 ani, Feminin, Total, Regiunea NORD-EST, Anul 2001, Numar persoane, 31886
19 ani, Feminin, Total, Regiunea NORD-EST, Anul 2002, Numar persoane, 28968
19 ani, Feminin, Total, Regiunea NORD-EST, Anul 2003, Numar persoane, 27336
19 ani, Feminin, Total, Regiunea NORD-EST, Anul 2004, Numar persoane, 29726
19 ani, Feminin, Total, Regiunea NORD-EST, Anul 2005, Numar persoane, 29965
19 ani, Feminin, Total, Regiunea NORD-EST, Anul 2006, Numar persoane, 32365
19 ani, Feminin, Total, Regiunea NORD-EST, Anul 2007, Numar persoane, 32939
19 ani, Feminin, Total, Regiunea NORD-EST, Anul 2008, Numar persoane, 32541
19 ani, Feminin, Total, Regiunea NORD-EST, Anul 2009, Numar persoane, 31413
19 ani, Feminin, Total, Regiunea NORD-EST, Anul 2010, Numar persoane, 27625
19 ani, Feminin, Total, Regiunea NORD-EST, Anul 2011, Numar persoane, 24731
19 ani, Feminin, Total, Regiunea NORD-EST, Anul 2012, Numar persoane, 24013
19 ani, Feminin, Total, Regiunea NORD-EST, Anul 2013, Numar persoane, 23105
19 ani, Feminin, Total, Regiunea NORD-EST, Anul 2014, Numar persoane, 23163
19 ani, Feminin, Total, Regiunea SUD-EST, Anul 1992, Numar persoane, 23250
19 ani, Feminin, Total, Regiunea SUD-EST, Anul 1993, Numar persoane, 22478
19 ani, Feminin, Total, Regiunea SUD-EST, Anul 1994, Numar persoane, 25771
19 ani, Feminin, Total, Regiunea SUD-EST, Anul 1995, Numar persoane, 25205
19 ani, Feminin, Total, Regiunea SUD-EST, Anul 1996, Numar persoane, 25452
19 ani, Feminin, Total, Regiunea SUD-EST, Anul 1997, Numar persoane, 25872
19 ani, Feminin, Total, Regiunea SUD-EST, Anul 1998, Numar persoane, 25076
19 ani, Feminin, Total, Regiunea SUD-EST, Anul 1999, Numar persoane, 24840
19 ani, Feminin, Total, Regiunea SUD-EST, Anul 2000, Numar persoane, 24383
19 ani, Feminin, Total, Regiunea SUD-EST, Anul 2001, Numar persoane, 23250
19 ani, Feminin, Total, Regiunea SUD-EST, Anul 2002, Numar persoane, 20698
19 ani, Feminin, Total, Regiunea SUD-EST, Anul 2003, Numar persoane, 19568
19 ani, Feminin, Total, Regiunea SUD-EST, Anul 2004, Numar persoane, 22143
19 ani, Feminin, Total, Regiunea SUD-EST, Anul 2005, Numar persoane, 22499
19 ani, Feminin, Total, Regiunea SUD-EST, Anul 2006, Numar persoane, 23974
19 ani, Feminin, Total, Regiunea SUD-EST, Anul 2007, Numar persoane, 24656
19 ani, Feminin, Total, Regiunea SUD-EST, Anul 2008, Numar persoane, 23965
19 ani, Feminin, Total, Regiunea SUD-EST, Anul 2009, Numar persoane, 23008
19 ani, Feminin, Total, Regiunea SUD-EST, Anul 2010, Numar persoane, 19478
19 ani, Feminin, Total, Regiunea SUD-EST, Anul 2011, Numar persoane, 16330
19 ani, Feminin, Total, Regiunea SUD-EST, Anul 2012, Numar persoane, 16171
19 ani, Feminin, Total, Regiunea SUD-EST, Anul 2013, Numar persoane, 15243
19 ani, Feminin, Total, Regiunea SUD-EST, Anul 2014, Numar persoane, 15135
19 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1992, Numar persoane, 27464
19 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1993, Numar persoane, 26087
19 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1994, Numar persoane, 29277
19 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1995, Numar persoane, 28675
19 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1996, Numar persoane, 28376
19 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1997, Numar persoane, 28249
19 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1998, Numar persoane, 27397
19 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1999, Numar persoane, 27223
19 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2000, Numar persoane, 25913
19 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2001, Numar persoane, 24893
19 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2002, Numar persoane, 22483
19 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2003, Numar persoane, 21225
19 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2004, Numar persoane, 23844
19 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2005, Numar persoane, 24444
19 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2006, Numar persoane, 26725
19 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2007, Numar persoane, 27168
19 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2008, Numar persoane, 26626
19 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2009, Numar persoane, 25950
19 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2010, Numar persoane, 21591
19 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2011, Numar persoane, 19178
19 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 19053
19 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 18835
19 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2014, Numar persoane, 17996
19 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1992, Numar persoane, 18482
19 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1993, Numar persoane, 17728
19 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1994, Numar persoane, 19604
19 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1995, Numar persoane, 19109
19 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar persoane, 18782
19 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar persoane, 19031
19 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar persoane, 18579
19 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar persoane, 18190
19 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar persoane, 17972
19 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar persoane, 17023
19 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar persoane, 15859
19 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar persoane, 15255
19 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar persoane, 16658
19 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar persoane, 16912
19 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar persoane, 17986
19 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar persoane, 17989
19 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar persoane, 18013
19 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar persoane, 17544
19 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar persoane, 15390
19 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 14140
19 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 13781
19 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 13102
19 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2014, Numar persoane, 12609
20-24 ani, Masculin, Total, Regiunea NORD-EST, Anul 1992, Numar persoane, 197277
20-24 ani, Masculin, Total, Regiunea NORD-EST, Anul 1993, Numar persoane, 188127
20-24 ani, Masculin, Total, Regiunea NORD-EST, Anul 1994, Numar persoane, 177875
20-24 ani, Masculin, Total, Regiunea NORD-EST, Anul 1995, Numar persoane, 174323
20-24 ani, Masculin, Total, Regiunea NORD-EST, Anul 1996, Numar persoane, 173460
20-24 ani, Masculin, Total, Regiunea NORD-EST, Anul 1997, Numar persoane, 173620
20-24 ani, Masculin, Total, Regiunea NORD-EST, Anul 1998, Numar persoane, 175051
20-24 ani, Masculin, Total, Regiunea NORD-EST, Anul 1999, Numar persoane, 177952
20-24 ani, Masculin, Total, Regiunea NORD-EST, Anul 2000, Numar persoane, 176922
20-24 ani, Masculin, Total, Regiunea NORD-EST, Anul 2001, Numar persoane, 176222
20-24 ani, Masculin, Total, Regiunea NORD-EST, Anul 2002, Numar persoane, 174564
20-24 ani, Masculin, Total, Regiunea NORD-EST, Anul 2003, Numar persoane, 169523
20-24 ani, Masculin, Total, Regiunea NORD-EST, Anul 2004, Numar persoane, 161898
20-24 ani, Masculin, Total, Regiunea NORD-EST, Anul 2005, Numar persoane, 156855
20-24 ani, Masculin, Total, Regiunea NORD-EST, Anul 2006, Numar persoane, 153363
20-24 ani, Masculin, Total, Regiunea NORD-EST, Anul 2007, Numar persoane, 153318
20-24 ani, Masculin, Total, Regiunea NORD-EST, Anul 2008, Numar persoane, 156856
20-24 ani, Masculin, Total, Regiunea NORD-EST, Anul 2009, Numar persoane, 161669
20-24 ani, Masculin, Total, Regiunea NORD-EST, Anul 2010, Numar persoane, 163667
20-24 ani, Masculin, Total, Regiunea NORD-EST, Anul 2011, Numar persoane, 161157
20-24 ani, Masculin, Total, Regiunea NORD-EST, Anul 2012, Numar persoane, 153806
20-24 ani, Masculin, Total, Regiunea NORD-EST, Anul 2013, Numar persoane, 146050
20-24 ani, Masculin, Total, Regiunea NORD-EST, Anul 2014, Numar persoane, 138236
20-24 ani, Masculin, Total, Regiunea SUD-EST, Anul 1992, Numar persoane, 146302
