
Varste si grupe de varsta, Sexe, Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
0 ani, Masculin, Total, Regiunea VEST, Anul 1992, Numar persoane, 12504
0 ani, Masculin, Total, Regiunea VEST, Anul 1993, Numar persoane, 11775
0 ani, Masculin, Total, Regiunea VEST, Anul 1994, Numar persoane, 11334
0 ani, Masculin, Total, Regiunea VEST, Anul 1995, Numar persoane, 10882
0 ani, Masculin, Total, Regiunea VEST, Anul 1996, Numar persoane, 10320
0 ani, Masculin, Total, Regiunea VEST, Anul 1997, Numar persoane, 10093
0 ani, Masculin, Total, Regiunea VEST, Anul 1998, Numar persoane, 10303
0 ani, Masculin, Total, Regiunea VEST, Anul 1999, Numar persoane, 10317
0 ani, Masculin, Total, Regiunea VEST, Anul 2000, Numar persoane, 9994
0 ani, Masculin, Total, Regiunea VEST, Anul 2001, Numar persoane, 10264
0 ani, Masculin, Total, Regiunea VEST, Anul 2002, Numar persoane, 9626
0 ani, Masculin, Total, Regiunea VEST, Anul 2003, Numar persoane, 9512
0 ani, Masculin, Total, Regiunea VEST, Anul 2004, Numar persoane, 9661
0 ani, Masculin, Total, Regiunea VEST, Anul 2005, Numar persoane, 9809
0 ani, Masculin, Total, Regiunea VEST, Anul 2006, Numar persoane, 9980
0 ani, Masculin, Total, Regiunea VEST, Anul 2007, Numar persoane, 9875
0 ani, Masculin, Total, Regiunea VEST, Anul 2008, Numar persoane, 9858
0 ani, Masculin, Total, Regiunea VEST, Anul 2009, Numar persoane, 9958
0 ani, Masculin, Total, Regiunea VEST, Anul 2010, Numar persoane, 9876
0 ani, Masculin, Total, Regiunea VEST, Anul 2011, Numar persoane, 9418
0 ani, Masculin, Total, Regiunea VEST, Anul 2012, Numar persoane, 8791
0 ani, Masculin, Total, Regiunea VEST, Anul 2013, Numar persoane, 8785
0 ani, Masculin, Total, Regiunea VEST, Anul 2014, Numar persoane, 8380
0 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1992, Numar persoane, 18210
0 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1993, Numar persoane, 17192
0 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1994, Numar persoane, 15945
0 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1995, Numar persoane, 15847
0 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1996, Numar persoane, 14870
0 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1997, Numar persoane, 14948
0 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1998, Numar persoane, 14932
0 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1999, Numar persoane, 15263
0 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2000, Numar persoane, 14783
0 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2001, Numar persoane, 15150
0 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2002, Numar persoane, 14342
0 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2003, Numar persoane, 14116
0 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2004, Numar persoane, 14550
0 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2005, Numar persoane, 14079
0 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2006, Numar persoane, 14963
0 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2007, Numar persoane, 14551
0 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2008, Numar persoane, 14324
0 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2009, Numar persoane, 14891
0 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2010, Numar persoane, 14684
0 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2011, Numar persoane, 14281
0 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2012, Numar persoane, 13324
0 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2013, Numar persoane, 13300
0 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2014, Numar persoane, 12755
0 ani, Feminin, Total, Regiunea CENTRU, Anul 1992, Numar persoane, 15481
0 ani, Feminin, Total, Regiunea CENTRU, Anul 1993, Numar persoane, 14786
0 ani, Feminin, Total, Regiunea CENTRU, Anul 1994, Numar persoane, 13605
0 ani, Feminin, Total, Regiunea CENTRU, Anul 1995, Numar persoane, 13465
0 ani, Feminin, Total, Regiunea CENTRU, Anul 1996, Numar persoane, 12885
0 ani, Feminin, Total, Regiunea CENTRU, Anul 1997, Numar persoane, 12858
0 ani, Feminin, Total, Regiunea CENTRU, Anul 1998, Numar persoane, 13366
0 ani, Feminin, Total, Regiunea CENTRU, Anul 1999, Numar persoane, 13549
0 ani, Feminin, Total, Regiunea CENTRU, Anul 2000, Numar persoane, 13375
0 ani, Feminin, Total, Regiunea CENTRU, Anul 2001, Numar persoane, 13657
0 ani, Feminin, Total, Regiunea CENTRU, Anul 2002, Numar persoane, 13083
0 ani, Feminin, Total, Regiunea CENTRU, Anul 2003, Numar persoane, 12927
0 ani, Feminin, Total, Regiunea CENTRU, Anul 2004, Numar persoane, 13250
0 ani, Feminin, Total, Regiunea CENTRU, Anul 2005, Numar persoane, 13339
0 ani, Feminin, Total, Regiunea CENTRU, Anul 2006, Numar persoane, 14084
0 ani, Feminin, Total, Regiunea CENTRU, Anul 2007, Numar persoane, 13844
0 ani, Feminin, Total, Regiunea CENTRU, Anul 2008, Numar persoane, 13685
0 ani, Feminin, Total, Regiunea CENTRU, Anul 2009, Numar persoane, 14037
0 ani, Feminin, Total, Regiunea CENTRU, Anul 2010, Numar persoane, 13766
0 ani, Feminin, Total, Regiunea CENTRU, Anul 2011, Numar persoane, 13327
0 ani, Feminin, Total, Regiunea CENTRU, Anul 2012, Numar persoane, 12643
0 ani, Feminin, Total, Regiunea CENTRU, Anul 2013, Numar persoane, 12651
0 ani, Feminin, Total, Regiunea CENTRU, Anul 2014, Numar persoane, 12264
0 ani, Feminin, Total, Regiunea VEST, Anul 1992, Numar persoane, 12214
0 ani, Feminin, Total, Regiunea VEST, Anul 1993, Numar persoane, 11367
0 ani, Feminin, Total, Regiunea VEST, Anul 1994, Numar persoane, 10658
0 ani, Feminin, Total, Regiunea VEST, Anul 1995, Numar persoane, 10399
0 ani, Feminin, Total, Regiunea VEST, Anul 1996, Numar persoane, 9794
0 ani, Feminin, Total, Regiunea VEST, Anul 1997, Numar persoane, 9502
0 ani, Feminin, Total, Regiunea VEST, Anul 1998, Numar persoane, 9827
0 ani, Feminin, Total, Regiunea VEST, Anul 1999, Numar persoane, 9640
0 ani, Feminin, Total, Regiunea VEST, Anul 2000, Numar persoane, 9554
0 ani, Feminin, Total, Regiunea VEST, Anul 2001, Numar persoane, 9552
0 ani, Feminin, Total, Regiunea VEST, Anul 2002, Numar persoane, 8848
0 ani, Feminin, Total, Regiunea VEST, Anul 2003, Numar persoane, 9025
0 ani, Feminin, Total, Regiunea VEST, Anul 2004, Numar persoane, 9130
0 ani, Feminin, Total, Regiunea VEST, Anul 2005, Numar persoane, 9297
0 ani, Feminin, Total, Regiunea VEST, Anul 2006, Numar persoane, 9480
0 ani, Feminin, Total, Regiunea VEST, Anul 2007, Numar persoane, 9357
0 ani, Feminin, Total, Regiunea VEST, Anul 2008, Numar persoane, 9172
0 ani, Feminin, Total, Regiunea VEST, Anul 2009, Numar persoane, 9479
0 ani, Feminin, Total, Regiunea VEST, Anul 2010, Numar persoane, 9304
0 ani, Feminin, Total, Regiunea VEST, Anul 2011, Numar persoane, 9035
0 ani, Feminin, Total, Regiunea VEST, Anul 2012, Numar persoane, 8401
0 ani, Feminin, Total, Regiunea VEST, Anul 2013, Numar persoane, 8465
0 ani, Feminin, Total, Regiunea VEST, Anul 2014, Numar persoane, 7847
1 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1992, Numar persoane, 21099
1 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1993, Numar persoane, 18995
1 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1994, Numar persoane, 18094
1 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1995, Numar persoane, 16666
1 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1996, Numar persoane, 16686
1 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1997, Numar persoane, 15714
1 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1998, Numar persoane, 15512
1 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1999, Numar persoane, 15531
1 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2000, Numar persoane, 15530
1 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2001, Numar persoane, 15384
1 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2002, Numar persoane, 15716
1 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2003, Numar persoane, 14972
1 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2004, Numar persoane, 14808
1 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2005, Numar persoane, 15155
1 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2006, Numar persoane, 14939
1 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2007, Numar persoane, 15729
1 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2008, Numar persoane, 15100
1 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2009, Numar persoane, 15085
1 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2010, Numar persoane, 15414
1 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2011, Numar persoane, 15435
1 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2012, Numar persoane, 15121
1 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2013, Numar persoane, 13765
1 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2014, Numar persoane, 14196
1 ani, Masculin, Total, Regiunea CENTRU, Anul 1992, Numar persoane, 18447
1 ani, Masculin, Total, Regiunea CENTRU, Anul 1993, Numar persoane, 16485
1 ani, Masculin, Total, Regiunea CENTRU, Anul 1994, Numar persoane, 15616
1 ani, Masculin, Total, Regiunea CENTRU, Anul 1995, Numar persoane, 14237
1 ani, Masculin, Total, Regiunea CENTRU, Anul 1996, Numar persoane, 14330
1 ani, Masculin, Total, Regiunea CENTRU, Anul 1997, Numar persoane, 13556
1 ani, Masculin, Total, Regiunea CENTRU, Anul 1998, Numar persoane, 13489
1 ani, Masculin, Total, Regiunea CENTRU, Anul 1999, Numar persoane, 14216
1 ani, Masculin, Total, Regiunea CENTRU, Anul 2000, Numar persoane, 14015
1 ani, Masculin, Total, Regiunea CENTRU, Anul 2001, Numar persoane, 14106
1 ani, Masculin, Total, Regiunea CENTRU, Anul 2002, Numar persoane, 14516
1 ani, Masculin, Total, Regiunea CENTRU, Anul 2003, Numar persoane, 13711
1 ani, Masculin, Total, Regiunea CENTRU, Anul 2004, Numar persoane, 13639
1 ani, Masculin, Total, Regiunea CENTRU, Anul 2005, Numar persoane, 13993
1 ani, Masculin, Total, Regiunea CENTRU, Anul 2006, Numar persoane, 14250
1 ani, Masculin, Total, Regiunea CENTRU, Anul 2007, Numar persoane, 14675
1 ani, Masculin, Total, Regiunea CENTRU, Anul 2008, Numar persoane, 14452
1 ani, Masculin, Total, Regiunea CENTRU, Anul 2009, Numar persoane, 14360
1 ani, Masculin, Total, Regiunea CENTRU, Anul 2010, Numar persoane, 14746
1 ani, Masculin, Total, Regiunea CENTRU, Anul 2011, Numar persoane, 14988
1 ani, Masculin, Total, Regiunea CENTRU, Anul 2012, Numar persoane, 14132
1 ani, Masculin, Total, Regiunea CENTRU, Anul 2013, Numar persoane, 13413
1 ani, Masculin, Total, Regiunea CENTRU, Anul 2014, Numar persoane, 13446
1 ani, Masculin, Total, Regiunea VEST, Anul 1992, Numar persoane, 13984
1 ani, Masculin, Total, Regiunea VEST, Anul 1993, Numar persoane, 12585
1 ani, Masculin, Total, Regiunea VEST, Anul 1994, Numar persoane, 11740
1 ani, Masculin, Total, Regiunea VEST, Anul 1995, Numar persoane, 11323
1 ani, Masculin, Total, Regiunea VEST, Anul 1996, Numar persoane, 10875
1 ani, Masculin, Total, Regiunea VEST, Anul 1997, Numar persoane, 10254
1 ani, Masculin, Total, Regiunea VEST, Anul 1998, Numar persoane, 10019
1 ani, Masculin, Total, Regiunea VEST, Anul 1999, Numar persoane, 10224
1 ani, Masculin, Total, Regiunea VEST, Anul 2000, Numar persoane, 10279
1 ani, Masculin, Total, Regiunea VEST, Anul 2001, Numar persoane, 9959
1 ani, Masculin, Total, Regiunea VEST, Anul 2002, Numar persoane, 10248
1 ani, Masculin, Total, Regiunea VEST, Anul 2003, Numar persoane, 9588
1 ani, Masculin, Total, Regiunea VEST, Anul 2004, Numar persoane, 9480
1 ani, Masculin, Total, Regiunea VEST, Anul 2005, Numar persoane, 9629
1 ani, Masculin, Total, Regiunea VEST, Anul 2006, Numar persoane, 9783
1 ani, Masculin, Total, Regiunea VEST, Anul 2007, Numar persoane, 9954
1 ani, Masculin, Total, Regiunea VEST, Anul 2008, Numar persoane, 9855
1 ani, Masculin, Total, Regiunea VEST, Anul 2009, Numar persoane, 9837
1 ani, Masculin, Total, Regiunea VEST, Anul 2010, Numar persoane, 9937
1 ani, Masculin, Total, Regiunea VEST, Anul 2011, Numar persoane, 9847
1 ani, Masculin, Total, Regiunea VEST, Anul 2012, Numar persoane, 9387
1 ani, Masculin, Total, Regiunea VEST, Anul 2013, Numar persoane, 8738
1 ani, Masculin, Total, Regiunea VEST, Anul 2014, Numar persoane, 8747
1 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1992, Numar persoane, 20129
1 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1993, Numar persoane, 18089
1 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1994, Numar persoane, 17075
1 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1995, Numar persoane, 15834
1 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1996, Numar persoane, 15746
1 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1997, Numar persoane, 14769
1 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1998, Numar persoane, 14856
1 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1999, Numar persoane, 14851
1 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2000, Numar persoane, 15176
1 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2001, Numar persoane, 14673
1 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2002, Numar persoane, 15056
1 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2003, Numar persoane, 14261
1 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2004, Numar persoane, 14066
1 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2005, Numar persoane, 14493
1 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2006, Numar persoane, 14038
1 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2007, Numar persoane, 14937
1 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2008, Numar persoane, 14526
1 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2009, Numar persoane, 14313
1 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2010, Numar persoane, 14878
1 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2011, Numar persoane, 14697
1 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2012, Numar persoane, 14255
1 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2013, Numar persoane, 13296
1 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2014, Numar persoane, 13302
1 ani, Feminin, Total, Regiunea CENTRU, Anul 1992, Numar persoane, 17904
1 ani, Feminin, Total, Regiunea CENTRU, Anul 1993, Numar persoane, 15483
1 ani, Feminin, Total, Regiunea CENTRU, Anul 1994, Numar persoane, 14751
1 ani, Feminin, Total, Regiunea CENTRU, Anul 1995, Numar persoane, 13576
1 ani, Feminin, Total, Regiunea CENTRU, Anul 1996, Numar persoane, 13429
1 ani, Feminin, Total, Regiunea CENTRU, Anul 1997, Numar persoane, 12864
1 ani, Feminin, Total, Regiunea CENTRU, Anul 1998, Numar persoane, 12789
1 ani, Feminin, Total, Regiunea CENTRU, Anul 1999, Numar persoane, 13278
1 ani, Feminin, Total, Regiunea CENTRU, Anul 2000, Numar persoane, 13470
1 ani, Feminin, Total, Regiunea CENTRU, Anul 2001, Numar persoane, 13306
1 ani, Feminin, Total, Regiunea CENTRU, Anul 2002, Numar persoane, 13612
1 ani, Feminin, Total, Regiunea CENTRU, Anul 2003, Numar persoane, 13038
1 ani, Feminin, Total, Regiunea CENTRU, Anul 2004, Numar persoane, 12891
1 ani, Feminin, Total, Regiunea CENTRU, Anul 2005, Numar persoane, 13203
1 ani, Feminin, Total, Regiunea CENTRU, Anul 2006, Numar persoane, 13291
1 ani, Feminin, Total, Regiunea CENTRU, Anul 2007, Numar persoane, 14054
1 ani, Feminin, Total, Regiunea CENTRU, Anul 2008, Numar persoane, 13820
1 ani, Feminin, Total, Regiunea CENTRU, Anul 2009, Numar persoane, 13649
1 ani, Feminin, Total, Regiunea CENTRU, Anul 2010, Numar persoane, 14011
1 ani, Feminin, Total, Regiunea CENTRU, Anul 2011, Numar persoane, 13766
1 ani, Feminin, Total, Regiunea CENTRU, Anul 2012, Numar persoane, 13290
1 ani, Feminin, Total, Regiunea CENTRU, Anul 2013, Numar persoane, 12592
1 ani, Feminin, Total, Regiunea CENTRU, Anul 2014, Numar persoane, 12607
1 ani, Feminin, Total, Regiunea VEST, Anul 1992, Numar persoane, 13174
1 ani, Feminin, Total, Regiunea VEST, Anul 1993, Numar persoane, 12286
1 ani, Feminin, Total, Regiunea VEST, Anul 1994, Numar persoane, 11367
1 ani, Feminin, Total, Regiunea VEST, Anul 1995, Numar persoane, 10671
1 ani, Feminin, Total, Regiunea VEST, Anul 1996, Numar persoane, 10386
1 ani, Feminin, Total, Regiunea VEST, Anul 1997, Numar persoane, 9761
1 ani, Feminin, Total, Regiunea VEST, Anul 1998, Numar persoane, 9426
1 ani, Feminin, Total, Regiunea VEST, Anul 1999, Numar persoane, 9781
1 ani, Feminin, Total, Regiunea VEST, Anul 2000, Numar persoane, 9614
1 ani, Feminin, Total, Regiunea VEST, Anul 2001, Numar persoane, 9532
1 ani, Feminin, Total, Regiunea VEST, Anul 2002, Numar persoane, 9546
1 ani, Feminin, Total, Regiunea VEST, Anul 2003, Numar persoane, 8840
1 ani, Feminin, Total, Regiunea VEST, Anul 2004, Numar persoane, 8998
1 ani, Feminin, Total, Regiunea VEST, Anul 2005, Numar persoane, 9109
1 ani, Feminin, Total, Regiunea VEST, Anul 2006, Numar persoane, 9282
1 ani, Feminin, Total, Regiunea VEST, Anul 2007, Numar persoane, 9457
1 ani, Feminin, Total, Regiunea VEST, Anul 2008, Numar persoane, 9341
1 ani, Feminin, Total, Regiunea VEST, Anul 2009, Numar persoane, 9164
1 ani, Feminin, Total, Regiunea VEST, Anul 2010, Numar persoane, 9464
1 ani, Feminin, Total, Regiunea VEST, Anul 2011, Numar persoane, 9286
1 ani, Feminin, Total, Regiunea VEST, Anul 2012, Numar persoane, 8996
1 ani, Feminin, Total, Regiunea VEST, Anul 2013, Numar persoane, 8358
1 ani, Feminin, Total, Regiunea VEST, Anul 2014, Numar persoane, 8423
2 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1992, Numar persoane, 23593
2 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1993, Numar persoane, 20984
2 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1994, Numar persoane, 18929
2 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1995, Numar persoane, 18005
2 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1996, Numar persoane, 16582
2 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1997, Numar persoane, 16625
2 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1998, Numar persoane, 15655
2 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1999, Numar persoane, 15445
2 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2000, Numar persoane, 15473
2 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2001, Numar persoane, 15442
2 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2002, Numar persoane, 15326
2 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2003, Numar persoane, 15684
2 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2004, Numar persoane, 14940
2 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2005, Numar persoane, 14765
2 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2006, Numar persoane, 15133
2 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2007, Numar persoane, 14934
2 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2008, Numar persoane, 15717
2 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2009, Numar persoane, 15096
2 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2010, Numar persoane, 15096
2 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2011, Numar persoane, 15413
2 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2012, Numar persoane, 15427
2 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2013, Numar persoane, 15124
2 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2014, Numar persoane, 13758
2 ani, Masculin, Total, Regiunea CENTRU, Anul 1992, Numar persoane, 21913
2 ani, Masculin, Total, Regiunea CENTRU, Anul 1993, Numar persoane, 18487
2 ani, Masculin, Total, Regiunea CENTRU, Anul 1994, Numar persoane, 16466
2 ani, Masculin, Total, Regiunea CENTRU, Anul 1995, Numar persoane, 15623
2 ani, Masculin, Total, Regiunea CENTRU, Anul 1996, Numar persoane, 14218
2 ani, Masculin, Total, Regiunea CENTRU, Anul 1997, Numar persoane, 14308
2 ani, Masculin, Total, Regiunea CENTRU, Anul 1998, Numar persoane, 13518
2 ani, Masculin, Total, Regiunea CENTRU, Anul 1999, Numar persoane, 13422
2 ani, Masculin, Total, Regiunea CENTRU, Anul 2000, Numar persoane, 14165
2 ani, Masculin, Total, Regiunea CENTRU, Anul 2001, Numar persoane, 13967
2 ani, Masculin, Total, Regiunea CENTRU, Anul 2002, Numar persoane, 14076
2 ani, Masculin, Total, Regiunea CENTRU, Anul 2003, Numar persoane, 14500
2 ani, Masculin, Total, Regiunea CENTRU, Anul 2004, Numar persoane, 13687
2 ani, Masculin, Total, Regiunea CENTRU, Anul 2005, Numar persoane, 13632
2 ani, Masculin, Total, Regiunea CENTRU, Anul 2006, Numar persoane, 13982
2 ani, Masculin, Total, Regiunea CENTRU, Anul 2007, Numar persoane, 14250
2 ani, Masculin, Total, Regiunea CENTRU, Anul 2008, Numar persoane, 14666
2 ani, Masculin, Total, Regiunea CENTRU, Anul 2009, Numar persoane, 14452
2 ani, Masculin, Total, Regiunea CENTRU, Anul 2010, Numar persoane, 14354
2 ani, Masculin, Total, Regiunea CENTRU, Anul 2011, Numar persoane, 14731
2 ani, Masculin, Total, Regiunea CENTRU, Anul 2012, Numar persoane, 14960
2 ani, Masculin, Total, Regiunea CENTRU, Anul 2013, Numar persoane, 14101
2 ani, Masculin, Total, Regiunea CENTRU, Anul 2014, Numar persoane, 13392
2 ani, Masculin, Total, Regiunea VEST, Anul 1992, Numar persoane, 15876
