
Varste si grupe de varsta, Sexe, Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
67 ani, Feminin, Total, Harghita, Anul 1999, Numar persoane, 1591
67 ani, Feminin, Total, Harghita, Anul 2000, Numar persoane, 1538
67 ani, Feminin, Total, Harghita, Anul 2001, Numar persoane, 1563
67 ani, Feminin, Total, Harghita, Anul 2002, Numar persoane, 1500
67 ani, Feminin, Total, Harghita, Anul 2003, Numar persoane, 1483
67 ani, Feminin, Total, Harghita, Anul 2004, Numar persoane, 1581
67 ani, Feminin, Total, Harghita, Anul 2005, Numar persoane, 1572
67 ani, Feminin, Total, Harghita, Anul 2006, Numar persoane, 1603
67 ani, Feminin, Total, Harghita, Anul 2007, Numar persoane, 1632
67 ani, Feminin, Total, Harghita, Anul 2008, Numar persoane, 1461
67 ani, Feminin, Total, Harghita, Anul 2009, Numar persoane, 1647
67 ani, Feminin, Total, Harghita, Anul 2010, Numar persoane, 1706
67 ani, Feminin, Total, Harghita, Anul 2011, Numar persoane, 1655
67 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 1829
67 ani, Feminin, Total, Mures, Anul 1999, Numar persoane, 3374
67 ani, Feminin, Total, Mures, Anul 2000, Numar persoane, 3423
67 ani, Feminin, Total, Mures, Anul 2001, Numar persoane, 3049
67 ani, Feminin, Total, Mures, Anul 2002, Numar persoane, 3144
67 ani, Feminin, Total, Mures, Anul 2003, Numar persoane, 3105
67 ani, Feminin, Total, Mures, Anul 2004, Numar persoane, 3244
67 ani, Feminin, Total, Mures, Anul 2005, Numar persoane, 3248
67 ani, Feminin, Total, Mures, Anul 2006, Numar persoane, 3203
67 ani, Feminin, Total, Mures, Anul 2007, Numar persoane, 3151
67 ani, Feminin, Total, Mures, Anul 2008, Numar persoane, 2932
67 ani, Feminin, Total, Mures, Anul 2009, Numar persoane, 3252
67 ani, Feminin, Total, Mures, Anul 2010, Numar persoane, 3118
67 ani, Feminin, Total, Mures, Anul 2011, Numar persoane, 2925
67 ani, Feminin, Total, Mures, Anul 2012, Numar persoane, 3036
68 ani, Masculin, Total, Covasna, Anul 1999, Numar persoane, 874
68 ani, Masculin, Total, Covasna, Anul 2000, Numar persoane, 841
68 ani, Masculin, Total, Covasna, Anul 2001, Numar persoane, 808
68 ani, Masculin, Total, Covasna, Anul 2002, Numar persoane, 781
68 ani, Masculin, Total, Covasna, Anul 2003, Numar persoane, 830
68 ani, Masculin, Total, Covasna, Anul 2004, Numar persoane, 817
68 ani, Masculin, Total, Covasna, Anul 2005, Numar persoane, 892
68 ani, Masculin, Total, Covasna, Anul 2006, Numar persoane, 883
68 ani, Masculin, Total, Covasna, Anul 2007, Numar persoane, 859
68 ani, Masculin, Total, Covasna, Anul 2008, Numar persoane, 872
68 ani, Masculin, Total, Covasna, Anul 2009, Numar persoane, 812
68 ani, Masculin, Total, Covasna, Anul 2010, Numar persoane, 953
68 ani, Masculin, Total, Covasna, Anul 2011, Numar persoane, 998
68 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 939
68 ani, Masculin, Total, Harghita, Anul 1999, Numar persoane, 1340
68 ani, Masculin, Total, Harghita, Anul 2000, Numar persoane, 1289
68 ani, Masculin, Total, Harghita, Anul 2001, Numar persoane, 1333
68 ani, Masculin, Total, Harghita, Anul 2002, Numar persoane, 1248
68 ani, Masculin, Total, Harghita, Anul 2003, Numar persoane, 1183
68 ani, Masculin, Total, Harghita, Anul 2004, Numar persoane, 1232
68 ani, Masculin, Total, Harghita, Anul 2005, Numar persoane, 1266
68 ani, Masculin, Total, Harghita, Anul 2006, Numar persoane, 1293
68 ani, Masculin, Total, Harghita, Anul 2007, Numar persoane, 1287
68 ani, Masculin, Total, Harghita, Anul 2008, Numar persoane, 1266
68 ani, Masculin, Total, Harghita, Anul 2009, Numar persoane, 1248
68 ani, Masculin, Total, Harghita, Anul 2010, Numar persoane, 1398
68 ani, Masculin, Total, Harghita, Anul 2011, Numar persoane, 1412
68 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 1409
68 ani, Masculin, Total, Mures, Anul 1999, Numar persoane, 2732
68 ani, Masculin, Total, Mures, Anul 2000, Numar persoane, 2770
68 ani, Masculin, Total, Mures, Anul 2001, Numar persoane, 2746
68 ani, Masculin, Total, Mures, Anul 2002, Numar persoane, 2422
68 ani, Masculin, Total, Mures, Anul 2003, Numar persoane, 2315
68 ani, Masculin, Total, Mures, Anul 2004, Numar persoane, 2323
68 ani, Masculin, Total, Mures, Anul 2005, Numar persoane, 2494
68 ani, Masculin, Total, Mures, Anul 2006, Numar persoane, 2391
68 ani, Masculin, Total, Mures, Anul 2007, Numar persoane, 2377
68 ani, Masculin, Total, Mures, Anul 2008, Numar persoane, 2434
68 ani, Masculin, Total, Mures, Anul 2009, Numar persoane, 2301
68 ani, Masculin, Total, Mures, Anul 2010, Numar persoane, 2492
68 ani, Masculin, Total, Mures, Anul 2011, Numar persoane, 2402
68 ani, Masculin, Total, Mures, Anul 2012, Numar persoane, 2138
68 ani, Feminin, Total, Covasna, Anul 1999, Numar persoane, 1061
68 ani, Feminin, Total, Covasna, Anul 2000, Numar persoane, 955
68 ani, Feminin, Total, Covasna, Anul 2001, Numar persoane, 1053
68 ani, Feminin, Total, Covasna, Anul 2002, Numar persoane, 980
68 ani, Feminin, Total, Covasna, Anul 2003, Numar persoane, 1052
68 ani, Feminin, Total, Covasna, Anul 2004, Numar persoane, 946
68 ani, Feminin, Total, Covasna, Anul 2005, Numar persoane, 1037
68 ani, Feminin, Total, Covasna, Anul 2006, Numar persoane, 1057
68 ani, Feminin, Total, Covasna, Anul 2007, Numar persoane, 1035
68 ani, Feminin, Total, Covasna, Anul 2008, Numar persoane, 1000
68 ani, Feminin, Total, Covasna, Anul 2009, Numar persoane, 1016
68 ani, Feminin, Total, Covasna, Anul 2010, Numar persoane, 1166
68 ani, Feminin, Total, Covasna, Anul 2011, Numar persoane, 1125
68 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 1177
68 ani, Feminin, Total, Harghita, Anul 1999, Numar persoane, 1713
68 ani, Feminin, Total, Harghita, Anul 2000, Numar persoane, 1571
68 ani, Feminin, Total, Harghita, Anul 2001, Numar persoane, 1508
68 ani, Feminin, Total, Harghita, Anul 2002, Numar persoane, 1534
68 ani, Feminin, Total, Harghita, Anul 2003, Numar persoane, 1457
68 ani, Feminin, Total, Harghita, Anul 2004, Numar persoane, 1458
68 ani, Feminin, Total, Harghita, Anul 2005, Numar persoane, 1551
68 ani, Feminin, Total, Harghita, Anul 2006, Numar persoane, 1546
68 ani, Feminin, Total, Harghita, Anul 2007, Numar persoane, 1579
68 ani, Feminin, Total, Harghita, Anul 2008, Numar persoane, 1607
68 ani, Feminin, Total, Harghita, Anul 2009, Numar persoane, 1447
68 ani, Feminin, Total, Harghita, Anul 2010, Numar persoane, 1622
68 ani, Feminin, Total, Harghita, Anul 2011, Numar persoane, 1679
68 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 1636
68 ani, Feminin, Total, Mures, Anul 1999, Numar persoane, 3457
68 ani, Feminin, Total, Mures, Anul 2000, Numar persoane, 3290
68 ani, Feminin, Total, Mures, Anul 2001, Numar persoane, 3357
68 ani, Feminin, Total, Mures, Anul 2002, Numar persoane, 2974
68 ani, Feminin, Total, Mures, Anul 2003, Numar persoane, 3068
68 ani, Feminin, Total, Mures, Anul 2004, Numar persoane, 3041
68 ani, Feminin, Total, Mures, Anul 2005, Numar persoane, 3200
68 ani, Feminin, Total, Mures, Anul 2006, Numar persoane, 3196
68 ani, Feminin, Total, Mures, Anul 2007, Numar persoane, 3141
68 ani, Feminin, Total, Mures, Anul 2008, Numar persoane, 3110
68 ani, Feminin, Total, Mures, Anul 2009, Numar persoane, 2883
68 ani, Feminin, Total, Mures, Anul 2010, Numar persoane, 3207
68 ani, Feminin, Total, Mures, Anul 2011, Numar persoane, 3080
68 ani, Feminin, Total, Mures, Anul 2012, Numar persoane, 2883
69 ani, Masculin, Total, Covasna, Anul 1999, Numar persoane, 809
69 ani, Masculin, Total, Covasna, Anul 2000, Numar persoane, 837
69 ani, Masculin, Total, Covasna, Anul 2001, Numar persoane, 804
69 ani, Masculin, Total, Covasna, Anul 2002, Numar persoane, 767
69 ani, Masculin, Total, Covasna, Anul 2003, Numar persoane, 750
69 ani, Masculin, Total, Covasna, Anul 2004, Numar persoane, 802
69 ani, Masculin, Total, Covasna, Anul 2005, Numar persoane, 792
69 ani, Masculin, Total, Covasna, Anul 2006, Numar persoane, 859
69 ani, Masculin, Total, Covasna, Anul 2007, Numar persoane, 848
69 ani, Masculin, Total, Covasna, Anul 2008, Numar persoane, 827
69 ani, Masculin, Total, Covasna, Anul 2009, Numar persoane, 832
69 ani, Masculin, Total, Covasna, Anul 2010, Numar persoane, 784
69 ani, Masculin, Total, Covasna, Anul 2011, Numar persoane, 917
69 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 969
69 ani, Masculin, Total, Harghita, Anul 1999, Numar persoane, 1235
69 ani, Masculin, Total, Harghita, Anul 2000, Numar persoane, 1286
69 ani, Masculin, Total, Harghita, Anul 2001, Numar persoane, 1232
69 ani, Masculin, Total, Harghita, Anul 2002, Numar persoane, 1284
69 ani, Masculin, Total, Harghita, Anul 2003, Numar persoane, 1199
69 ani, Masculin, Total, Harghita, Anul 2004, Numar persoane, 1136
69 ani, Masculin, Total, Harghita, Anul 2005, Numar persoane, 1193
69 ani, Masculin, Total, Harghita, Anul 2006, Numar persoane, 1206
69 ani, Masculin, Total, Harghita, Anul 2007, Numar persoane, 1244
69 ani, Masculin, Total, Harghita, Anul 2008, Numar persoane, 1238
69 ani, Masculin, Total, Harghita, Anul 2009, Numar persoane, 1214
69 ani, Masculin, Total, Harghita, Anul 2010, Numar persoane, 1206
69 ani, Masculin, Total, Harghita, Anul 2011, Numar persoane, 1355
69 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 1369
69 ani, Masculin, Total, Mures, Anul 1999, Numar persoane, 2487
69 ani, Masculin, Total, Mures, Anul 2000, Numar persoane, 2604
69 ani, Masculin, Total, Mures, Anul 2001, Numar persoane, 2651
69 ani, Masculin, Total, Mures, Anul 2002, Numar persoane, 2627
69 ani, Masculin, Total, Mures, Anul 2003, Numar persoane, 2320
69 ani, Masculin, Total, Mures, Anul 2004, Numar persoane, 2208
69 ani, Masculin, Total, Mures, Anul 2005, Numar persoane, 2230
69 ani, Masculin, Total, Mures, Anul 2006, Numar persoane, 2408
69 ani, Masculin, Total, Mures, Anul 2007, Numar persoane, 2306
69 ani, Masculin, Total, Mures, Anul 2008, Numar persoane, 2300
69 ani, Masculin, Total, Mures, Anul 2009, Numar persoane, 2357
69 ani, Masculin, Total, Mures, Anul 2010, Numar persoane, 2219
69 ani, Masculin, Total, Mures, Anul 2011, Numar persoane, 2395
69 ani, Masculin, Total, Mures, Anul 2012, Numar persoane, 2331
69 ani, Feminin, Total, Covasna, Anul 1999, Numar persoane, 996
69 ani, Feminin, Total, Covasna, Anul 2000, Numar persoane, 1044
69 ani, Feminin, Total, Covasna, Anul 2001, Numar persoane, 937
69 ani, Feminin, Total, Covasna, Anul 2002, Numar persoane, 1035
69 ani, Feminin, Total, Covasna, Anul 2003, Numar persoane, 957
69 ani, Feminin, Total, Covasna, Anul 2004, Numar persoane, 1026
69 ani, Feminin, Total, Covasna, Anul 2005, Numar persoane, 933
69 ani, Feminin, Total, Covasna, Anul 2006, Numar persoane, 1018
69 ani, Feminin, Total, Covasna, Anul 2007, Numar persoane, 1045
69 ani, Feminin, Total, Covasna, Anul 2008, Numar persoane, 1018
69 ani, Feminin, Total, Covasna, Anul 2009, Numar persoane, 978
69 ani, Feminin, Total, Covasna, Anul 2010, Numar persoane, 1003
69 ani, Feminin, Total, Covasna, Anul 2011, Numar persoane, 1141
69 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 1106
69 ani, Feminin, Total, Harghita, Anul 1999, Numar persoane, 1513
69 ani, Feminin, Total, Harghita, Anul 2000, Numar persoane, 1681
69 ani, Feminin, Total, Harghita, Anul 2001, Numar persoane, 1533
69 ani, Feminin, Total, Harghita, Anul 2002, Numar persoane, 1482
69 ani, Feminin, Total, Harghita, Anul 2003, Numar persoane, 1500
69 ani, Feminin, Total, Harghita, Anul 2004, Numar persoane, 1429
69 ani, Feminin, Total, Harghita, Anul 2005, Numar persoane, 1441
69 ani, Feminin, Total, Harghita, Anul 2006, Numar persoane, 1532
69 ani, Feminin, Total, Harghita, Anul 2007, Numar persoane, 1521
69 ani, Feminin, Total, Harghita, Anul 2008, Numar persoane, 1553
69 ani, Feminin, Total, Harghita, Anul 2009, Numar persoane, 1581
69 ani, Feminin, Total, Harghita, Anul 2010, Numar persoane, 1435
69 ani, Feminin, Total, Harghita, Anul 2011, Numar persoane, 1594
69 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 1656
69 ani, Feminin, Total, Mures, Anul 1999, Numar persoane, 3166
69 ani, Feminin, Total, Mures, Anul 2000, Numar persoane, 3372
69 ani, Feminin, Total, Mures, Anul 2001, Numar persoane, 3218
69 ani, Feminin, Total, Mures, Anul 2002, Numar persoane, 3278
69 ani, Feminin, Total, Mures, Anul 2003, Numar persoane, 2908
69 ani, Feminin, Total, Mures, Anul 2004, Numar persoane, 2994
69 ani, Feminin, Total, Mures, Anul 2005, Numar persoane, 2959
69 ani, Feminin, Total, Mures, Anul 2006, Numar persoane, 3133
69 ani, Feminin, Total, Mures, Anul 2007, Numar persoane, 3134
69 ani, Feminin, Total, Mures, Anul 2008, Numar persoane, 3080
69 ani, Feminin, Total, Mures, Anul 2009, Numar persoane, 3056
69 ani, Feminin, Total, Mures, Anul 2010, Numar persoane, 2824
69 ani, Feminin, Total, Mures, Anul 2011, Numar persoane, 3167
69 ani, Feminin, Total, Mures, Anul 2012, Numar persoane, 3027
70-74 ani, Masculin, Total, Covasna, Anul 1999, Numar persoane, 3244
70-74 ani, Masculin, Total, Covasna, Anul 2000, Numar persoane, 3327
70-74 ani, Masculin, Total, Covasna, Anul 2001, Numar persoane, 3457
70-74 ani, Masculin, Total, Covasna, Anul 2002, Numar persoane, 3492
70-74 ani, Masculin, Total, Covasna, Anul 2003, Numar persoane, 3416
70-74 ani, Masculin, Total, Covasna, Anul 2004, Numar persoane, 3411
70-74 ani, Masculin, Total, Covasna, Anul 2005, Numar persoane, 3417
70-74 ani, Masculin, Total, Covasna, Anul 2006, Numar persoane, 3391
70-74 ani, Masculin, Total, Covasna, Anul 2007, Numar persoane, 3444
70-74 ani, Masculin, Total, Covasna, Anul 2008, Numar persoane, 3531
70-74 ani, Masculin, Total, Covasna, Anul 2009, Numar persoane, 3591
70-74 ani, Masculin, Total, Covasna, Anul 2010, Numar persoane, 3618
70-74 ani, Masculin, Total, Covasna, Anul 2011, Numar persoane, 3619
70-74 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 3708
70-74 ani, Masculin, Total, Harghita, Anul 1999, Numar persoane, 5231
70-74 ani, Masculin, Total, Harghita, Anul 2000, Numar persoane, 5273
70-74 ani, Masculin, Total, Harghita, Anul 2001, Numar persoane, 5436
70-74 ani, Masculin, Total, Harghita, Anul 2002, Numar persoane, 5392
70-74 ani, Masculin, Total, Harghita, Anul 2003, Numar persoane, 5473
70-74 ani, Masculin, Total, Harghita, Anul 2004, Numar persoane, 5380
70-74 ani, Masculin, Total, Harghita, Anul 2005, Numar persoane, 5282
70-74 ani, Masculin, Total, Harghita, Anul 2006, Numar persoane, 5226
70-74 ani, Masculin, Total, Harghita, Anul 2007, Numar persoane, 5217
70-74 ani, Masculin, Total, Harghita, Anul 2008, Numar persoane, 5241
70-74 ani, Masculin, Total, Harghita, Anul 2009, Numar persoane, 5285
70-74 ani, Masculin, Total, Harghita, Anul 2010, Numar persoane, 5352
70-74 ani, Masculin, Total, Harghita, Anul 2011, Numar persoane, 5399
70-74 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 5547
70-74 ani, Masculin, Total, Mures, Anul 1999, Numar persoane, 10342
70-74 ani, Masculin, Total, Mures, Anul 2000, Numar persoane, 10403
70-74 ani, Masculin, Total, Mures, Anul 2001, Numar persoane, 10640
70-74 ani, Masculin, Total, Mures, Anul 2002, Numar persoane, 10850
70-74 ani, Masculin, Total, Mures, Anul 2003, Numar persoane, 11004
70-74 ani, Masculin, Total, Mures, Anul 2004, Numar persoane, 10869
70-74 ani, Masculin, Total, Mures, Anul 2005, Numar persoane, 10625
70-74 ani, Masculin, Total, Mures, Anul 2006, Numar persoane, 10301
70-74 ani, Masculin, Total, Mures, Anul 2007, Numar persoane, 10159
70-74 ani, Masculin, Total, Mures, Anul 2008, Numar persoane, 9970
70-74 ani, Masculin, Total, Mures, Anul 2009, Numar persoane, 10032
70-74 ani, Masculin, Total, Mures, Anul 2010, Numar persoane, 10178
70-74 ani, Masculin, Total, Mures, Anul 2011, Numar persoane, 10178
70-74 ani, Masculin, Total, Mures, Anul 2012, Numar persoane, 10184
70-74 ani, Feminin, Total, Covasna, Anul 1999, Numar persoane, 4433
70-74 ani, Feminin, Total, Covasna, Anul 2000, Numar persoane, 4440
70-74 ani, Feminin, Total, Covasna, Anul 2001, Numar persoane, 4523
70-74 ani, Feminin, Total, Covasna, Anul 2002, Numar persoane, 4529
70-74 ani, Feminin, Total, Covasna, Anul 2003, Numar persoane, 4610
70-74 ani, Feminin, Total, Covasna, Anul 2004, Numar persoane, 4568
70-74 ani, Feminin, Total, Covasna, Anul 2005, Numar persoane, 4589
70-74 ani, Feminin, Total, Covasna, Anul 2006, Numar persoane, 4495
70-74 ani, Feminin, Total, Covasna, Anul 2007, Numar persoane, 4589
70-74 ani, Feminin, Total, Covasna, Anul 2008, Numar persoane, 4597
70-74 ani, Feminin, Total, Covasna, Anul 2009, Numar persoane, 4667
70-74 ani, Feminin, Total, Covasna, Anul 2010, Numar persoane, 4628
70-74 ani, Feminin, Total, Covasna, Anul 2011, Numar persoane, 4710
70-74 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 4841
70-74 ani, Feminin, Total, Harghita, Anul 1999, Numar persoane, 6729
70-74 ani, Feminin, Total, Harghita, Anul 2000, Numar persoane, 6757
70-74 ani, Feminin, Total, Harghita, Anul 2001, Numar persoane, 7019
70-74 ani, Feminin, Total, Harghita, Anul 2002, Numar persoane, 7081
70-74 ani, Feminin, Total, Harghita, Anul 2003, Numar persoane, 7091
70-74 ani, Feminin, Total, Harghita, Anul 2004, Numar persoane, 7128
70-74 ani, Feminin, Total, Harghita, Anul 2005, Numar persoane, 7059
70-74 ani, Feminin, Total, Harghita, Anul 2006, Numar persoane, 6840
70-74 ani, Feminin, Total, Harghita, Anul 2007, Numar persoane, 6821
70-74 ani, Feminin, Total, Harghita, Anul 2008, Numar persoane, 6886
70-74 ani, Feminin, Total, Harghita, Anul 2009, Numar persoane, 6968
70-74 ani, Feminin, Total, Harghita, Anul 2010, Numar persoane, 7130
70-74 ani, Feminin, Total, Harghita, Anul 2011, Numar persoane, 7145
70-74 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 7226
70-74 ani, Feminin, Total, Mures, Anul 1999, Numar persoane, 14060
70-74 ani, Feminin, Total, Mures, Anul 2000, Numar persoane, 14143
70-74 ani, Feminin, Total, Mures, Anul 2001, Numar persoane, 14440
70-74 ani, Feminin, Total, Mures, Anul 2002, Numar persoane, 14582
70-74 ani, Feminin, Total, Mures, Anul 2003, Numar persoane, 14821
70-74 ani, Feminin, Total, Mures, Anul 2004, Numar persoane, 14608
70-74 ani, Feminin, Total, Mures, Anul 2005, Numar persoane, 14443
70-74 ani, Feminin, Total, Mures, Anul 2006, Numar persoane, 14049
70-74 ani, Feminin, Total, Mures, Anul 2007, Numar persoane, 14007
70-74 ani, Feminin, Total, Mures, Anul 2008, Numar persoane, 13956
70-74 ani, Feminin, Total, Mures, Anul 2009, Numar persoane, 14134
70-74 ani, Feminin, Total, Mures, Anul 2010, Numar persoane, 14248
70-74 ani, Feminin, Total, Mures, Anul 2011, Numar persoane, 14158
70-74 ani, Feminin, Total, Mures, Anul 2012, Numar persoane, 14243
70 ani, Masculin, Total, Covasna, Anul 1999, Numar persoane, 715
70 ani, Masculin, Total, Covasna, Anul 2000, Numar persoane, 775
70 ani, Masculin, Total, Covasna, Anul 2001, Numar persoane, 797
70 ani, Masculin, Total, Covasna, Anul 2002, Numar persoane, 774
70 ani, Masculin, Total, Covasna, Anul 2003, Numar persoane, 730
70 ani, Masculin, Total, Covasna, Anul 2004, Numar persoane, 708
70 ani, Masculin, Total, Covasna, Anul 2005, Numar persoane, 765
70 ani, Masculin, Total, Covasna, Anul 2006, Numar persoane, 758
70 ani, Masculin, Total, Covasna, Anul 2007, Numar persoane, 821
70 ani, Masculin, Total, Covasna, Anul 2008, Numar persoane, 814
70 ani, Masculin, Total, Covasna, Anul 2009, Numar persoane, 794
70 ani, Masculin, Total, Covasna, Anul 2010, Numar persoane, 800
70 ani, Masculin, Total, Covasna, Anul 2011, Numar persoane, 762
70 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 880
70 ani, Masculin, Total, Harghita, Anul 1999, Numar persoane, 1229
70 ani, Masculin, Total, Harghita, Anul 2000, Numar persoane, 1189
70 ani, Masculin, Total, Harghita, Anul 2001, Numar persoane, 1235
70 ani, Masculin, Total, Harghita, Anul 2002, Numar persoane, 1175
70 ani, Masculin, Total, Harghita, Anul 2003, Numar persoane, 1236
70 ani, Masculin, Total, Harghita, Anul 2004, Numar persoane, 1144
70 ani, Masculin, Total, Harghita, Anul 2005, Numar persoane, 1084
70 ani, Masculin, Total, Harghita, Anul 2006, Numar persoane, 1149
70 ani, Masculin, Total, Harghita, Anul 2007, Numar persoane, 1155
70 ani, Masculin, Total, Harghita, Anul 2008, Numar persoane, 1208
70 ani, Masculin, Total, Harghita, Anul 2009, Numar persoane, 1193
70 ani, Masculin, Total, Harghita, Anul 2010, Numar persoane, 1168
70 ani, Masculin, Total, Harghita, Anul 2011, Numar persoane, 1168
70 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 1304
70 ani, Masculin, Total, Mures, Anul 1999, Numar persoane, 2334
70 ani, Masculin, Total, Mures, Anul 2000, Numar persoane, 2362
70 ani, Masculin, Total, Mures, Anul 2001, Numar persoane, 2477
70 ani, Masculin, Total, Mures, Anul 2002, Numar persoane, 2528
70 ani, Masculin, Total, Mures, Anul 2003, Numar persoane, 2499
70 ani, Masculin, Total, Mures, Anul 2004, Numar persoane, 2216
70 ani, Masculin, Total, Mures, Anul 2005, Numar persoane, 2115
70 ani, Masculin, Total, Mures, Anul 2006, Numar persoane, 2134
70 ani, Masculin, Total, Mures, Anul 2007, Numar persoane, 2309
70 ani, Masculin, Total, Mures, Anul 2008, Numar persoane, 2198
70 ani, Masculin, Total, Mures, Anul 2009, Numar persoane, 2205
70 ani, Masculin, Total, Mures, Anul 2010, Numar persoane, 2251
70 ani, Masculin, Total, Mures, Anul 2011, Numar persoane, 2143
70 ani, Masculin, Total, Mures, Anul 2012, Numar persoane, 2290
70 ani, Feminin, Total, Covasna, Anul 1999, Numar persoane, 962
70 ani, Feminin, Total, Covasna, Anul 2000, Numar persoane, 969
70 ani, Feminin, Total, Covasna, Anul 2001, Numar persoane, 1014
70 ani, Feminin, Total, Covasna, Anul 2002, Numar persoane, 914
70 ani, Feminin, Total, Covasna, Anul 2003, Numar persoane, 1008
70 ani, Feminin, Total, Covasna, Anul 2004, Numar persoane, 928
70 ani, Feminin, Total, Covasna, Anul 2005, Numar persoane, 996
70 ani, Feminin, Total, Covasna, Anul 2006, Numar persoane, 912
70 ani, Feminin, Total, Covasna, Anul 2007, Numar persoane, 995
70 ani, Feminin, Total, Covasna, Anul 2008, Numar persoane, 1027
70 ani, Feminin, Total, Covasna, Anul 2009, Numar persoane, 996
70 ani, Feminin, Total, Covasna, Anul 2010, Numar persoane, 960
70 ani, Feminin, Total, Covasna, Anul 2011, Numar persoane, 989
70 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 1122
70 ani, Feminin, Total, Harghita, Anul 1999, Numar persoane, 1440
70 ani, Feminin, Total, Harghita, Anul 2000, Numar persoane, 1474
70 ani, Feminin, Total, Harghita, Anul 2001, Numar persoane, 1660
70 ani, Feminin, Total, Harghita, Anul 2002, Numar persoane, 1493
70 ani, Feminin, Total, Harghita, Anul 2003, Numar persoane, 1449
70 ani, Feminin, Total, Harghita, Anul 2004, Numar persoane, 1467
70 ani, Feminin, Total, Harghita, Anul 2005, Numar persoane, 1407
70 ani, Feminin, Total, Harghita, Anul 2006, Numar persoane, 1410
70 ani, Feminin, Total, Harghita, Anul 2007, Numar persoane, 1489
70 ani, Feminin, Total, Harghita, Anul 2008, Numar persoane, 1498
70 ani, Feminin, Total, Harghita, Anul 2009, Numar persoane, 1525
70 ani, Feminin, Total, Harghita, Anul 2010, Numar persoane, 1553
70 ani, Feminin, Total, Harghita, Anul 2011, Numar persoane, 1409
70 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 1567
70 ani, Feminin, Total, Mures, Anul 1999, Numar persoane, 3045
70 ani, Feminin, Total, Mures, Anul 2000, Numar persoane, 3096
70 ani, Feminin, Total, Mures, Anul 2001, Numar persoane, 3297
70 ani, Feminin, Total, Mures, Anul 2002, Numar persoane, 3148
70 ani, Feminin, Total, Mures, Anul 2003, Numar persoane, 3182
70 ani, Feminin, Total, Mures, Anul 2004, Numar persoane, 2833
70 ani, Feminin, Total, Mures, Anul 2005, Numar persoane, 2902
70 ani, Feminin, Total, Mures, Anul 2006, Numar persoane, 2899
70 ani, Feminin, Total, Mures, Anul 2007, Numar persoane, 3067
70 ani, Feminin, Total, Mures, Anul 2008, Numar persoane, 3064
70 ani, Feminin, Total, Mures, Anul 2009, Numar persoane, 3011
70 ani, Feminin, Total, Mures, Anul 2010, Numar persoane, 2991
70 ani, Feminin, Total, Mures, Anul 2011, Numar persoane, 2761
70 ani, Feminin, Total, Mures, Anul 2012, Numar persoane, 3129
71 ani, Masculin, Total, Covasna, Anul 1999, Numar persoane, 747
71 ani, Masculin, Total, Covasna, Anul 2000, Numar persoane, 676
71 ani, Masculin, Total, Covasna, Anul 2001, Numar persoane, 734
71 ani, Masculin, Total, Covasna, Anul 2002, Numar persoane, 767
71 ani, Masculin, Total, Covasna, Anul 2003, Numar persoane, 738
71 ani, Masculin, Total, Covasna, Anul 2004, Numar persoane, 702
71 ani, Masculin, Total, Covasna, Anul 2005, Numar persoane, 679
71 ani, Masculin, Total, Covasna, Anul 2006, Numar persoane, 729
71 ani, Masculin, Total, Covasna, Anul 2007, Numar persoane, 723
71 ani, Masculin, Total, Covasna, Anul 2008, Numar persoane, 784
71 ani, Masculin, Total, Covasna, Anul 2009, Numar persoane, 779
71 ani, Masculin, Total, Covasna, Anul 2010, Numar persoane, 756
71 ani, Masculin, Total, Covasna, Anul 2011, Numar persoane, 768
71 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 725
71 ani, Masculin, Total, Harghita, Anul 1999, Numar persoane, 1092
71 ani, Masculin, Total, Harghita, Anul 2000, Numar persoane, 1182
71 ani, Masculin, Total, Harghita, Anul 2001, Numar persoane, 1138
71 ani, Masculin, Total, Harghita, Anul 2002, Numar persoane, 1183
71 ani, Masculin, Total, Harghita, Anul 2003, Numar persoane, 1117
71 ani, Masculin, Total, Harghita, Anul 2004, Numar persoane, 1188
71 ani, Masculin, Total, Harghita, Anul 2005, Numar persoane, 1098
71 ani, Masculin, Total, Harghita, Anul 2006, Numar persoane, 1034
71 ani, Masculin, Total, Harghita, Anul 2007, Numar persoane, 1105
