
Varste si grupe de varsta, Sexe, Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
23 ani, Feminin, Total, Mures, Anul 2007, Numar persoane, 3934
23 ani, Feminin, Total, Mures, Anul 2008, Numar persoane, 4013
23 ani, Feminin, Total, Mures, Anul 2009, Numar persoane, 4214
23 ani, Feminin, Total, Mures, Anul 2010, Numar persoane, 4641
23 ani, Feminin, Total, Mures, Anul 2011, Numar persoane, 4670
23 ani, Feminin, Total, Mures, Anul 2012, Numar persoane, 4506
24 ani, Masculin, Total, Covasna, Anul 1999, Numar persoane, 1974
24 ani, Masculin, Total, Covasna, Anul 2000, Numar persoane, 1947
24 ani, Masculin, Total, Covasna, Anul 2001, Numar persoane, 2099
24 ani, Masculin, Total, Covasna, Anul 2002, Numar persoane, 2126
24 ani, Masculin, Total, Covasna, Anul 2003, Numar persoane, 2114
24 ani, Masculin, Total, Covasna, Anul 2004, Numar persoane, 2181
24 ani, Masculin, Total, Covasna, Anul 2005, Numar persoane, 2093
24 ani, Masculin, Total, Covasna, Anul 2006, Numar persoane, 2070
24 ani, Masculin, Total, Covasna, Anul 2007, Numar persoane, 1895
24 ani, Masculin, Total, Covasna, Anul 2008, Numar persoane, 1757
24 ani, Masculin, Total, Covasna, Anul 2009, Numar persoane, 1753
24 ani, Masculin, Total, Covasna, Anul 2010, Numar persoane, 1809
24 ani, Masculin, Total, Covasna, Anul 2011, Numar persoane, 1947
24 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 1943
24 ani, Masculin, Total, Harghita, Anul 1999, Numar persoane, 3169
24 ani, Masculin, Total, Harghita, Anul 2000, Numar persoane, 3001
24 ani, Masculin, Total, Harghita, Anul 2001, Numar persoane, 3084
24 ani, Masculin, Total, Harghita, Anul 2002, Numar persoane, 3127
24 ani, Masculin, Total, Harghita, Anul 2003, Numar persoane, 3108
24 ani, Masculin, Total, Harghita, Anul 2004, Numar persoane, 2981
24 ani, Masculin, Total, Harghita, Anul 2005, Numar persoane, 3003
24 ani, Masculin, Total, Harghita, Anul 2006, Numar persoane, 2966
24 ani, Masculin, Total, Harghita, Anul 2007, Numar persoane, 2707
24 ani, Masculin, Total, Harghita, Anul 2008, Numar persoane, 2609
24 ani, Masculin, Total, Harghita, Anul 2009, Numar persoane, 2637
24 ani, Masculin, Total, Harghita, Anul 2010, Numar persoane, 2604
24 ani, Masculin, Total, Harghita, Anul 2011, Numar persoane, 2683
24 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 2675
24 ani, Masculin, Total, Mures, Anul 1999, Numar persoane, 5497
24 ani, Masculin, Total, Mures, Anul 2000, Numar persoane, 5310
24 ani, Masculin, Total, Mures, Anul 2001, Numar persoane, 5195
24 ani, Masculin, Total, Mures, Anul 2002, Numar persoane, 5279
24 ani, Masculin, Total, Mures, Anul 2003, Numar persoane, 5212
24 ani, Masculin, Total, Mures, Anul 2004, Numar persoane, 5186
24 ani, Masculin, Total, Mures, Anul 2005, Numar persoane, 5086
24 ani, Masculin, Total, Mures, Anul 2006, Numar persoane, 4752
24 ani, Masculin, Total, Mures, Anul 2007, Numar persoane, 4380
24 ani, Masculin, Total, Mures, Anul 2008, Numar persoane, 3965
24 ani, Masculin, Total, Mures, Anul 2009, Numar persoane, 4278
24 ani, Masculin, Total, Mures, Anul 2010, Numar persoane, 4238
24 ani, Masculin, Total, Mures, Anul 2011, Numar persoane, 4655
24 ani, Masculin, Total, Mures, Anul 2012, Numar persoane, 4740
24 ani, Feminin, Total, Covasna, Anul 1999, Numar persoane, 2031
24 ani, Feminin, Total, Covasna, Anul 2000, Numar persoane, 1949
24 ani, Feminin, Total, Covasna, Anul 2001, Numar persoane, 1880
24 ani, Feminin, Total, Covasna, Anul 2002, Numar persoane, 2039
24 ani, Feminin, Total, Covasna, Anul 2003, Numar persoane, 2049
24 ani, Feminin, Total, Covasna, Anul 2004, Numar persoane, 2039
24 ani, Feminin, Total, Covasna, Anul 2005, Numar persoane, 1967
24 ani, Feminin, Total, Covasna, Anul 2006, Numar persoane, 1891
24 ani, Feminin, Total, Covasna, Anul 2007, Numar persoane, 1752
24 ani, Feminin, Total, Covasna, Anul 2008, Numar persoane, 1674
24 ani, Feminin, Total, Covasna, Anul 2009, Numar persoane, 1646
24 ani, Feminin, Total, Covasna, Anul 2010, Numar persoane, 1679
24 ani, Feminin, Total, Covasna, Anul 2011, Numar persoane, 1849
24 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 1895
24 ani, Feminin, Total, Harghita, Anul 1999, Numar persoane, 2871
24 ani, Feminin, Total, Harghita, Anul 2000, Numar persoane, 2874
24 ani, Feminin, Total, Harghita, Anul 2001, Numar persoane, 2864
24 ani, Feminin, Total, Harghita, Anul 2002, Numar persoane, 3012
24 ani, Feminin, Total, Harghita, Anul 2003, Numar persoane, 2932
24 ani, Feminin, Total, Harghita, Anul 2004, Numar persoane, 2870
24 ani, Feminin, Total, Harghita, Anul 2005, Numar persoane, 2844
24 ani, Feminin, Total, Harghita, Anul 2006, Numar persoane, 2718
24 ani, Feminin, Total, Harghita, Anul 2007, Numar persoane, 2555
24 ani, Feminin, Total, Harghita, Anul 2008, Numar persoane, 2332
24 ani, Feminin, Total, Harghita, Anul 2009, Numar persoane, 2474
24 ani, Feminin, Total, Harghita, Anul 2010, Numar persoane, 2455
24 ani, Feminin, Total, Harghita, Anul 2011, Numar persoane, 2530
24 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 2501
24 ani, Feminin, Total, Mures, Anul 1999, Numar persoane, 5167
24 ani, Feminin, Total, Mures, Anul 2000, Numar persoane, 5032
24 ani, Feminin, Total, Mures, Anul 2001, Numar persoane, 4920
24 ani, Feminin, Total, Mures, Anul 2002, Numar persoane, 5141
24 ani, Feminin, Total, Mures, Anul 2003, Numar persoane, 5105
24 ani, Feminin, Total, Mures, Anul 2004, Numar persoane, 4877
24 ani, Feminin, Total, Mures, Anul 2005, Numar persoane, 4835
24 ani, Feminin, Total, Mures, Anul 2006, Numar persoane, 4605
24 ani, Feminin, Total, Mures, Anul 2007, Numar persoane, 4296
24 ani, Feminin, Total, Mures, Anul 2008, Numar persoane, 3916
24 ani, Feminin, Total, Mures, Anul 2009, Numar persoane, 3987
24 ani, Feminin, Total, Mures, Anul 2010, Numar persoane, 4172
24 ani, Feminin, Total, Mures, Anul 2011, Numar persoane, 4609
24 ani, Feminin, Total, Mures, Anul 2012, Numar persoane, 4658
25-29 ani, Masculin, Total, Covasna, Anul 1999, Numar persoane, 10033
25-29 ani, Masculin, Total, Covasna, Anul 2000, Numar persoane, 9838
25-29 ani, Masculin, Total, Covasna, Anul 2001, Numar persoane, 9704
25-29 ani, Masculin, Total, Covasna, Anul 2002, Numar persoane, 9844
25-29 ani, Masculin, Total, Covasna, Anul 2003, Numar persoane, 10011
25-29 ani, Masculin, Total, Covasna, Anul 2004, Numar persoane, 10232
25-29 ani, Masculin, Total, Covasna, Anul 2005, Numar persoane, 10422
25-29 ani, Masculin, Total, Covasna, Anul 2006, Numar persoane, 10552
25-29 ani, Masculin, Total, Covasna, Anul 2007, Numar persoane, 10495
25-29 ani, Masculin, Total, Covasna, Anul 2008, Numar persoane, 10250
25-29 ani, Masculin, Total, Covasna, Anul 2009, Numar persoane, 9873
25-29 ani, Masculin, Total, Covasna, Anul 2010, Numar persoane, 9420
25-29 ani, Masculin, Total, Covasna, Anul 2011, Numar persoane, 9133
25-29 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 9021
25-29 ani, Masculin, Total, Harghita, Anul 1999, Numar persoane, 14770
25-29 ani, Masculin, Total, Harghita, Anul 2000, Numar persoane, 14862
25-29 ani, Masculin, Total, Harghita, Anul 2001, Numar persoane, 14870
25-29 ani, Masculin, Total, Harghita, Anul 2002, Numar persoane, 14959
25-29 ani, Masculin, Total, Harghita, Anul 2003, Numar persoane, 15139
25-29 ani, Masculin, Total, Harghita, Anul 2004, Numar persoane, 15322
25-29 ani, Masculin, Total, Harghita, Anul 2005, Numar persoane, 15120
25-29 ani, Masculin, Total, Harghita, Anul 2006, Numar persoane, 15093
25-29 ani, Masculin, Total, Harghita, Anul 2007, Numar persoane, 14980
25-29 ani, Masculin, Total, Harghita, Anul 2008, Numar persoane, 14555
25-29 ani, Masculin, Total, Harghita, Anul 2009, Numar persoane, 14054
25-29 ani, Masculin, Total, Harghita, Anul 2010, Numar persoane, 13747
25-29 ani, Masculin, Total, Harghita, Anul 2011, Numar persoane, 13353
25-29 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 13086
25-29 ani, Masculin, Total, Mures, Anul 1999, Numar persoane, 26427
25-29 ani, Masculin, Total, Mures, Anul 2000, Numar persoane, 26188
25-29 ani, Masculin, Total, Mures, Anul 2001, Numar persoane, 26068
25-29 ani, Masculin, Total, Mures, Anul 2002, Numar persoane, 26220
25-29 ani, Masculin, Total, Mures, Anul 2003, Numar persoane, 26410
25-29 ani, Masculin, Total, Mures, Anul 2004, Numar persoane, 26410
25-29 ani, Masculin, Total, Mures, Anul 2005, Numar persoane, 26061
25-29 ani, Masculin, Total, Mures, Anul 2006, Numar persoane, 25820
25-29 ani, Masculin, Total, Mures, Anul 2007, Numar persoane, 25338
25-29 ani, Masculin, Total, Mures, Anul 2008, Numar persoane, 24402
25-29 ani, Masculin, Total, Mures, Anul 2009, Numar persoane, 23216
25-29 ani, Masculin, Total, Mures, Anul 2010, Numar persoane, 22236
25-29 ani, Masculin, Total, Mures, Anul 2011, Numar persoane, 21399
25-29 ani, Masculin, Total, Mures, Anul 2012, Numar persoane, 21358
25-29 ani, Feminin, Total, Covasna, Anul 1999, Numar persoane, 9801
25-29 ani, Feminin, Total, Covasna, Anul 2000, Numar persoane, 9676
25-29 ani, Feminin, Total, Covasna, Anul 2001, Numar persoane, 9513
25-29 ani, Feminin, Total, Covasna, Anul 2002, Numar persoane, 9444
25-29 ani, Feminin, Total, Covasna, Anul 2003, Numar persoane, 9579
25-29 ani, Feminin, Total, Covasna, Anul 2004, Numar persoane, 9838
25-29 ani, Feminin, Total, Covasna, Anul 2005, Numar persoane, 9838
25-29 ani, Feminin, Total, Covasna, Anul 2006, Numar persoane, 9846
25-29 ani, Feminin, Total, Covasna, Anul 2007, Numar persoane, 9822
25-29 ani, Feminin, Total, Covasna, Anul 2008, Numar persoane, 9543
25-29 ani, Feminin, Total, Covasna, Anul 2009, Numar persoane, 9163
25-29 ani, Feminin, Total, Covasna, Anul 2010, Numar persoane, 8755
25-29 ani, Feminin, Total, Covasna, Anul 2011, Numar persoane, 8464
25-29 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 8381
25-29 ani, Feminin, Total, Harghita, Anul 1999, Numar persoane, 13796
25-29 ani, Feminin, Total, Harghita, Anul 2000, Numar persoane, 13685
25-29 ani, Feminin, Total, Harghita, Anul 2001, Numar persoane, 13762
25-29 ani, Feminin, Total, Harghita, Anul 2002, Numar persoane, 13949
25-29 ani, Feminin, Total, Harghita, Anul 2003, Numar persoane, 14120
25-29 ani, Feminin, Total, Harghita, Anul 2004, Numar persoane, 14414
25-29 ani, Feminin, Total, Harghita, Anul 2005, Numar persoane, 14339
25-29 ani, Feminin, Total, Harghita, Anul 2006, Numar persoane, 14273
25-29 ani, Feminin, Total, Harghita, Anul 2007, Numar persoane, 14098
25-29 ani, Feminin, Total, Harghita, Anul 2008, Numar persoane, 13637
25-29 ani, Feminin, Total, Harghita, Anul 2009, Numar persoane, 13059
25-29 ani, Feminin, Total, Harghita, Anul 2010, Numar persoane, 12653
25-29 ani, Feminin, Total, Harghita, Anul 2011, Numar persoane, 12229
25-29 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 12064
25-29 ani, Feminin, Total, Mures, Anul 1999, Numar persoane, 24808
25-29 ani, Feminin, Total, Mures, Anul 2000, Numar persoane, 24601
25-29 ani, Feminin, Total, Mures, Anul 2001, Numar persoane, 24542
25-29 ani, Feminin, Total, Mures, Anul 2002, Numar persoane, 24808
25-29 ani, Feminin, Total, Mures, Anul 2003, Numar persoane, 25079
25-29 ani, Feminin, Total, Mures, Anul 2004, Numar persoane, 25290
25-29 ani, Feminin, Total, Mures, Anul 2005, Numar persoane, 24925
25-29 ani, Feminin, Total, Mures, Anul 2006, Numar persoane, 24705
25-29 ani, Feminin, Total, Mures, Anul 2007, Numar persoane, 24323
25-29 ani, Feminin, Total, Mures, Anul 2008, Numar persoane, 23498
25-29 ani, Feminin, Total, Mures, Anul 2009, Numar persoane, 22296
25-29 ani, Feminin, Total, Mures, Anul 2010, Numar persoane, 21424
25-29 ani, Feminin, Total, Mures, Anul 2011, Numar persoane, 20790
25-29 ani, Feminin, Total, Mures, Anul 2012, Numar persoane, 20763
25 ani, Masculin, Total, Covasna, Anul 1999, Numar persoane, 1876
25 ani, Masculin, Total, Covasna, Anul 2000, Numar persoane, 1984
25 ani, Masculin, Total, Covasna, Anul 2001, Numar persoane, 1945
25 ani, Masculin, Total, Covasna, Anul 2002, Numar persoane, 2100
25 ani, Masculin, Total, Covasna, Anul 2003, Numar persoane, 2121
25 ani, Masculin, Total, Covasna, Anul 2004, Numar persoane, 2115
25 ani, Masculin, Total, Covasna, Anul 2005, Numar persoane, 2178
25 ani, Masculin, Total, Covasna, Anul 2006, Numar persoane, 2092
25 ani, Masculin, Total, Covasna, Anul 2007, Numar persoane, 2057
25 ani, Masculin, Total, Covasna, Anul 2008, Numar persoane, 1887
25 ani, Masculin, Total, Covasna, Anul 2009, Numar persoane, 1747
25 ani, Masculin, Total, Covasna, Anul 2010, Numar persoane, 1749
25 ani, Masculin, Total, Covasna, Anul 2011, Numar persoane, 1800
25 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 1939
25 ani, Masculin, Total, Harghita, Anul 1999, Numar persoane, 2859
25 ani, Masculin, Total, Harghita, Anul 2000, Numar persoane, 3159
25 ani, Masculin, Total, Harghita, Anul 2001, Numar persoane, 2988
25 ani, Masculin, Total, Harghita, Anul 2002, Numar persoane, 3082
25 ani, Masculin, Total, Harghita, Anul 2003, Numar persoane, 3117
25 ani, Masculin, Total, Harghita, Anul 2004, Numar persoane, 3089
25 ani, Masculin, Total, Harghita, Anul 2005, Numar persoane, 2971
25 ani, Masculin, Total, Harghita, Anul 2006, Numar persoane, 2995
25 ani, Masculin, Total, Harghita, Anul 2007, Numar persoane, 2947
25 ani, Masculin, Total, Harghita, Anul 2008, Numar persoane, 2693
25 ani, Masculin, Total, Harghita, Anul 2009, Numar persoane, 2607
25 ani, Masculin, Total, Harghita, Anul 2010, Numar persoane, 2625
25 ani, Masculin, Total, Harghita, Anul 2011, Numar persoane, 2604
25 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 2670
25 ani, Masculin, Total, Mures, Anul 1999, Numar persoane, 5214
25 ani, Masculin, Total, Mures, Anul 2000, Numar persoane, 5493
25 ani, Masculin, Total, Mures, Anul 2001, Numar persoane, 5300
25 ani, Masculin, Total, Mures, Anul 2002, Numar persoane, 5203
25 ani, Masculin, Total, Mures, Anul 2003, Numar persoane, 5282
25 ani, Masculin, Total, Mures, Anul 2004, Numar persoane, 5207
25 ani, Masculin, Total, Mures, Anul 2005, Numar persoane, 5180
25 ani, Masculin, Total, Mures, Anul 2006, Numar persoane, 5060
25 ani, Masculin, Total, Mures, Anul 2007, Numar persoane, 4743
25 ani, Masculin, Total, Mures, Anul 2008, Numar persoane, 4368
25 ani, Masculin, Total, Mures, Anul 2009, Numar persoane, 3937
25 ani, Masculin, Total, Mures, Anul 2010, Numar persoane, 4257
25 ani, Masculin, Total, Mures, Anul 2011, Numar persoane, 4225
25 ani, Masculin, Total, Mures, Anul 2012, Numar persoane, 4651
25 ani, Feminin, Total, Covasna, Anul 1999, Numar persoane, 1756
25 ani, Feminin, Total, Covasna, Anul 2000, Numar persoane, 2024
25 ani, Feminin, Total, Covasna, Anul 2001, Numar persoane, 1948
25 ani, Feminin, Total, Covasna, Anul 2002, Numar persoane, 1883
25 ani, Feminin, Total, Covasna, Anul 2003, Numar persoane, 2026
25 ani, Feminin, Total, Covasna, Anul 2004, Numar persoane, 2041
25 ani, Feminin, Total, Covasna, Anul 2005, Numar persoane, 2025
25 ani, Feminin, Total, Covasna, Anul 2006, Numar persoane, 1953
25 ani, Feminin, Total, Covasna, Anul 2007, Numar persoane, 1866
25 ani, Feminin, Total, Covasna, Anul 2008, Numar persoane, 1744
25 ani, Feminin, Total, Covasna, Anul 2009, Numar persoane, 1667
25 ani, Feminin, Total, Covasna, Anul 2010, Numar persoane, 1632
25 ani, Feminin, Total, Covasna, Anul 2011, Numar persoane, 1664
25 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 1825
25 ani, Feminin, Total, Harghita, Anul 1999, Numar persoane, 2610
25 ani, Feminin, Total, Harghita, Anul 2000, Numar persoane, 2868
25 ani, Feminin, Total, Harghita, Anul 2001, Numar persoane, 2871
25 ani, Feminin, Total, Harghita, Anul 2002, Numar persoane, 2858
25 ani, Feminin, Total, Harghita, Anul 2003, Numar persoane, 2997
25 ani, Feminin, Total, Harghita, Anul 2004, Numar persoane, 2919
25 ani, Feminin, Total, Harghita, Anul 2005, Numar persoane, 2862
25 ani, Feminin, Total, Harghita, Anul 2006, Numar persoane, 2817
25 ani, Feminin, Total, Harghita, Anul 2007, Numar persoane, 2685
25 ani, Feminin, Total, Harghita, Anul 2008, Numar persoane, 2540
25 ani, Feminin, Total, Harghita, Anul 2009, Numar persoane, 2319
25 ani, Feminin, Total, Harghita, Anul 2010, Numar persoane, 2457
25 ani, Feminin, Total, Harghita, Anul 2011, Numar persoane, 2413
25 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 2514
25 ani, Feminin, Total, Mures, Anul 1999, Numar persoane, 4865
25 ani, Feminin, Total, Mures, Anul 2000, Numar persoane, 5155
25 ani, Feminin, Total, Mures, Anul 2001, Numar persoane, 5024
25 ani, Feminin, Total, Mures, Anul 2002, Numar persoane, 4909
25 ani, Feminin, Total, Mures, Anul 2003, Numar persoane, 5145
25 ani, Feminin, Total, Mures, Anul 2004, Numar persoane, 5099
25 ani, Feminin, Total, Mures, Anul 2005, Numar persoane, 4859
25 ani, Feminin, Total, Mures, Anul 2006, Numar persoane, 4829
25 ani, Feminin, Total, Mures, Anul 2007, Numar persoane, 4606
25 ani, Feminin, Total, Mures, Anul 2008, Numar persoane, 4272
25 ani, Feminin, Total, Mures, Anul 2009, Numar persoane, 3891
25 ani, Feminin, Total, Mures, Anul 2010, Numar persoane, 3973
25 ani, Feminin, Total, Mures, Anul 2011, Numar persoane, 4168
25 ani, Feminin, Total, Mures, Anul 2012, Numar persoane, 4589
26 ani, Masculin, Total, Covasna, Anul 1999, Numar persoane, 1929
26 ani, Masculin, Total, Covasna, Anul 2000, Numar persoane, 1880
26 ani, Masculin, Total, Covasna, Anul 2001, Numar persoane, 1983
26 ani, Masculin, Total, Covasna, Anul 2002, Numar persoane, 1949
26 ani, Masculin, Total, Covasna, Anul 2003, Numar persoane, 2094
26 ani, Masculin, Total, Covasna, Anul 2004, Numar persoane, 2118
26 ani, Masculin, Total, Covasna, Anul 2005, Numar persoane, 2110
26 ani, Masculin, Total, Covasna, Anul 2006, Numar persoane, 2175
26 ani, Masculin, Total, Covasna, Anul 2007, Numar persoane, 2081
26 ani, Masculin, Total, Covasna, Anul 2008, Numar persoane, 2042
26 ani, Masculin, Total, Covasna, Anul 2009, Numar persoane, 1873
26 ani, Masculin, Total, Covasna, Anul 2010, Numar persoane, 1733
26 ani, Masculin, Total, Covasna, Anul 2011, Numar persoane, 1737
26 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 1784
26 ani, Masculin, Total, Harghita, Anul 1999, Numar persoane, 2926
26 ani, Masculin, Total, Harghita, Anul 2000, Numar persoane, 2866
26 ani, Masculin, Total, Harghita, Anul 2001, Numar persoane, 3148
26 ani, Masculin, Total, Harghita, Anul 2002, Numar persoane, 2985
26 ani, Masculin, Total, Harghita, Anul 2003, Numar persoane, 3067
26 ani, Masculin, Total, Harghita, Anul 2004, Numar persoane, 3104
26 ani, Masculin, Total, Harghita, Anul 2005, Numar persoane, 3068
26 ani, Masculin, Total, Harghita, Anul 2006, Numar persoane, 2949
26 ani, Masculin, Total, Harghita, Anul 2007, Numar persoane, 2984
26 ani, Masculin, Total, Harghita, Anul 2008, Numar persoane, 2938
26 ani, Masculin, Total, Harghita, Anul 2009, Numar persoane, 2678
26 ani, Masculin, Total, Harghita, Anul 2010, Numar persoane, 2600
26 ani, Masculin, Total, Harghita, Anul 2011, Numar persoane, 2608
26 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 2587
26 ani, Masculin, Total, Mures, Anul 1999, Numar persoane, 5089
26 ani, Masculin, Total, Mures, Anul 2000, Numar persoane, 5194
26 ani, Masculin, Total, Mures, Anul 2001, Numar persoane, 5480
26 ani, Masculin, Total, Mures, Anul 2002, Numar persoane, 5293
26 ani, Masculin, Total, Mures, Anul 2003, Numar persoane, 5211
26 ani, Masculin, Total, Mures, Anul 2004, Numar persoane, 5275
26 ani, Masculin, Total, Mures, Anul 2005, Numar persoane, 5187
26 ani, Masculin, Total, Mures, Anul 2006, Numar persoane, 5165
26 ani, Masculin, Total, Mures, Anul 2007, Numar persoane, 5048
26 ani, Masculin, Total, Mures, Anul 2008, Numar persoane, 4721
26 ani, Masculin, Total, Mures, Anul 2009, Numar persoane, 4366
26 ani, Masculin, Total, Mures, Anul 2010, Numar persoane, 3929
26 ani, Masculin, Total, Mures, Anul 2011, Numar persoane, 4242
26 ani, Masculin, Total, Mures, Anul 2012, Numar persoane, 4236
26 ani, Feminin, Total, Covasna, Anul 1999, Numar persoane, 1866
26 ani, Feminin, Total, Covasna, Anul 2000, Numar persoane, 1757
26 ani, Feminin, Total, Covasna, Anul 2001, Numar persoane, 2018
26 ani, Feminin, Total, Covasna, Anul 2002, Numar persoane, 1945
26 ani, Feminin, Total, Covasna, Anul 2003, Numar persoane, 1875
26 ani, Feminin, Total, Covasna, Anul 2004, Numar persoane, 2019
26 ani, Feminin, Total, Covasna, Anul 2005, Numar persoane, 2032
26 ani, Feminin, Total, Covasna, Anul 2006, Numar persoane, 2012
26 ani, Feminin, Total, Covasna, Anul 2007, Numar persoane, 1933
26 ani, Feminin, Total, Covasna, Anul 2008, Numar persoane, 1871
26 ani, Feminin, Total, Covasna, Anul 2009, Numar persoane, 1727
26 ani, Feminin, Total, Covasna, Anul 2010, Numar persoane, 1650
26 ani, Feminin, Total, Covasna, Anul 2011, Numar persoane, 1611
26 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 1635
26 ani, Feminin, Total, Harghita, Anul 1999, Numar persoane, 2787
26 ani, Feminin, Total, Harghita, Anul 2000, Numar persoane, 2600
26 ani, Feminin, Total, Harghita, Anul 2001, Numar persoane, 2855
26 ani, Feminin, Total, Harghita, Anul 2002, Numar persoane, 2875
26 ani, Feminin, Total, Harghita, Anul 2003, Numar persoane, 2837
26 ani, Feminin, Total, Harghita, Anul 2004, Numar persoane, 2981
26 ani, Feminin, Total, Harghita, Anul 2005, Numar persoane, 2894
26 ani, Feminin, Total, Harghita, Anul 2006, Numar persoane, 2851
26 ani, Feminin, Total, Harghita, Anul 2007, Numar persoane, 2800
26 ani, Feminin, Total, Harghita, Anul 2008, Numar persoane, 2667
26 ani, Feminin, Total, Harghita, Anul 2009, Numar persoane, 2530
26 ani, Feminin, Total, Harghita, Anul 2010, Numar persoane, 2293
26 ani, Feminin, Total, Harghita, Anul 2011, Numar persoane, 2432
26 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 2392
26 ani, Feminin, Total, Mures, Anul 1999, Numar persoane, 4903
26 ani, Feminin, Total, Mures, Anul 2000, Numar persoane, 4854
26 ani, Feminin, Total, Mures, Anul 2001, Numar persoane, 5170
26 ani, Feminin, Total, Mures, Anul 2002, Numar persoane, 5021
26 ani, Feminin, Total, Mures, Anul 2003, Numar persoane, 4906
26 ani, Feminin, Total, Mures, Anul 2004, Numar persoane, 5136
26 ani, Feminin, Total, Mures, Anul 2005, Numar persoane, 5083
26 ani, Feminin, Total, Mures, Anul 2006, Numar persoane, 4862
26 ani, Feminin, Total, Mures, Anul 2007, Numar persoane, 4790
26 ani, Feminin, Total, Mures, Anul 2008, Numar persoane, 4603
26 ani, Feminin, Total, Mures, Anul 2009, Numar persoane, 4250
26 ani, Feminin, Total, Mures, Anul 2010, Numar persoane, 3889
26 ani, Feminin, Total, Mures, Anul 2011, Numar persoane, 3988
26 ani, Feminin, Total, Mures, Anul 2012, Numar persoane, 4154
27 ani, Masculin, Total, Covasna, Anul 1999, Numar persoane, 1959
27 ani, Masculin, Total, Covasna, Anul 2000, Numar persoane, 1935
27 ani, Masculin, Total, Covasna, Anul 2001, Numar persoane, 1884
27 ani, Masculin, Total, Covasna, Anul 2002, Numar persoane, 1982
27 ani, Masculin, Total, Covasna, Anul 2003, Numar persoane, 1942
27 ani, Masculin, Total, Covasna, Anul 2004, Numar persoane, 2091
27 ani, Masculin, Total, Covasna, Anul 2005, Numar persoane, 2106
27 ani, Masculin, Total, Covasna, Anul 2006, Numar persoane, 2097
27 ani, Masculin, Total, Covasna, Anul 2007, Numar persoane, 2168
27 ani, Masculin, Total, Covasna, Anul 2008, Numar persoane, 2076
27 ani, Masculin, Total, Covasna, Anul 2009, Numar persoane, 2031
27 ani, Masculin, Total, Covasna, Anul 2010, Numar persoane, 1865
27 ani, Masculin, Total, Covasna, Anul 2011, Numar persoane, 1723
27 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 1728
27 ani, Masculin, Total, Harghita, Anul 1999, Numar persoane, 2957
27 ani, Masculin, Total, Harghita, Anul 2000, Numar persoane, 2926
27 ani, Masculin, Total, Harghita, Anul 2001, Numar persoane, 2863
27 ani, Masculin, Total, Harghita, Anul 2002, Numar persoane, 3134
27 ani, Masculin, Total, Harghita, Anul 2003, Numar persoane, 2985
27 ani, Masculin, Total, Harghita, Anul 2004, Numar persoane, 3046
27 ani, Masculin, Total, Harghita, Anul 2005, Numar persoane, 3091
27 ani, Masculin, Total, Harghita, Anul 2006, Numar persoane, 3054
27 ani, Masculin, Total, Harghita, Anul 2007, Numar persoane, 2932
27 ani, Masculin, Total, Harghita, Anul 2008, Numar persoane, 2960
27 ani, Masculin, Total, Harghita, Anul 2009, Numar persoane, 2926
27 ani, Masculin, Total, Harghita, Anul 2010, Numar persoane, 2671
27 ani, Masculin, Total, Harghita, Anul 2011, Numar persoane, 2581
27 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 2605
27 ani, Masculin, Total, Mures, Anul 1999, Numar persoane, 5038
27 ani, Masculin, Total, Mures, Anul 2000, Numar persoane, 5082
27 ani, Masculin, Total, Mures, Anul 2001, Numar persoane, 5201
27 ani, Masculin, Total, Mures, Anul 2002, Numar persoane, 5460
27 ani, Masculin, Total, Mures, Anul 2003, Numar persoane, 5281
27 ani, Masculin, Total, Mures, Anul 2004, Numar persoane, 5199
27 ani, Masculin, Total, Mures, Anul 2005, Numar persoane, 5253
27 ani, Masculin, Total, Mures, Anul 2006, Numar persoane, 5171
27 ani, Masculin, Total, Mures, Anul 2007, Numar persoane, 5159
27 ani, Masculin, Total, Mures, Anul 2008, Numar persoane, 5052
27 ani, Masculin, Total, Mures, Anul 2009, Numar persoane, 4714
27 ani, Masculin, Total, Mures, Anul 2010, Numar persoane, 4346
27 ani, Masculin, Total, Mures, Anul 2011, Numar persoane, 3930
27 ani, Masculin, Total, Mures, Anul 2012, Numar persoane, 4232
27 ani, Feminin, Total, Covasna, Anul 1999, Numar persoane, 1931
