X,Y,NAME,SIRUTA,OLD_POSTAL,RANG,TIP,SIRUTA_SUP,NAME_SUP,COUNTY,COUNTY_ID,COUNTY_MN,POP2002,REGION,REGION_ID,ENVIRO_TYP,SORT_CODE
25.788051367951184,45.864662130170373,Sfantu  Gheorghe,63401,4000,II,9,63394,Municipiul Sfantu Gheorghe,Covasna,14,CV,67220,Centru,7,urban,1511748110876
25.803887166007314,45.837310803498958,Chilieni,63410,4011,V,11,63394,Municipiul Sfantu Gheorghe,Covasna,14,CV,642,Centru,7,urban,1511748502637
25.799973546685901,45.812212163847114,Coseni,63429,4011,V,11,63394,Municipiul Sfantu Gheorghe,Covasna,14,CV,497,Centru,7,urban,1511748503385
25.603640158213974,46.07574255498659,Baraolt,63456,4023,III,17,63447,Oras Baraolt,Covasna,14,CV,6483,Centru,7,urban,1531886200491
25.654856372579363,46.094304393299161,Biborteni,63465,4029,V,19,63447,Oras Baraolt,Covasna,14,CV,825,Centru,7,urban,1531886601052
25.663126532890558,46.076358004898253,Bodos,63474,4030,V,19,63447,Oras Baraolt,Covasna,14,CV,435,Centru,7,urban,1531886601233
25.578581827663726,46.041109423425873,Capeni,63483,4022,V,19,63447,Oras Baraolt,Covasna,14,CV,1213,Centru,7,urban,1531886602226
25.581816566660308,46.008255919254239,Miclosoara,63492,4022,V,19,63447,Oras Baraolt,Covasna,14,CV,541,Centru,7,urban,1531886607428
25.548281817819859,46.079233912227522,Racosul de Sus,63508,4024,V,19,63447,Oras Baraolt,Covasna,14,CV,996,Centru,7,urban,1531886609663
26.175962032782699,45.847456103866428,Covasna,63535,4055,III,17,63526,Oras Covasna,Covasna,14,CV,12064,Centru,7,urban,1531932203459
26.156783306679625,45.823074276834383,Chiurus,63544,4057,V,18,63526,Oras Covasna,Covasna,14,CV,451,Centru,7,urban,1531932602717
26.277755056129362,45.761791163532592,Comandau,63562,4065,IV,22,63553,Comandau,Covasna,14,CV,1120,Centru,7,rural,1550678303120
26.034302114843705,45.674236255627413,Intorsura Buzaului,63599,4046,III,17,63580,Oras Intorsura Buzaului,Covasna,14,CV,6513,Centru,7,urban,1531968206333
25.992761612009154,45.652637652563499,Bradet,63606,4046,V,19,63580,Oras Intorsura Buzaului,Covasna,14,CV,783,Centru,7,urban,1531968601557
26.015627119074882,45.694968483589079,Floroaia,63615,4046,V,19,63580,Oras Intorsura Buzaului,Covasna,14,CV,1148,Centru,7,urban,1531968604812
26.007725584882518,45.719733600890414,Scradoasa,63624,4046,V,19,63580,Oras Intorsura Buzaului,Covasna,14,CV,182,Centru,7,urban,1531968610779
26.085139648081991,45.688153899500954,Barcani,63642,4047,IV,22,63633,Barcani,Covasna,14,CV,2391,Centru,7,rural,1550129300500
26.063051505303854,45.721858887216982,Ladauti,63651,4047,V,23,63633,Barcani,Covasna,14,CV,732,Centru,7,rural,1550129706499
26.043595394883713,45.704471392587301,Saramas,63660,4047,V,23,63633,Barcani,Covasna,14,CV,696,Centru,7,rural,1550129710511
26.014346882338749,45.76388983145246,Valea Mare,63679,4044,IV,22,65099,Valea Mare,Covasna,14,CV,1132,Centru,7,rural,1552994312840
26.067549215661241,45.652555223580826,Sita Buzaului,63697,4048,IV,22,63688,Sita Buzaului,Covasna,14,CV,3593,Centru,7,rural,1552603310980
26.144448221854969,45.589961693180236,Crasna,63704,4048,V,23,63688,Sita Buzaului,Covasna,14,CV,585,Centru,7,rural,1552603703500
26.081517127839547,45.619619327824317,Merisor,63713,4048,V,23,63688,Sita Buzaului,Covasna,14,CV,0,Centru,7,rural,1552603707379
26.131326330815355,45.616237381785695,Zabratau,63722,4048,V,23,63688,Sita Buzaului,Covasna,14,CV,640,Centru,7,rural,1552603713633
26.134712923721278,45.999694280037318,Targu Secuiesc,63759,4050,II,9,63740,Municipiul Targu Secuiesc,Covasna,14,CV,21304,Centru,7,urban,1521758111914
26.212079180438359,46.018221566855843,Lunga,63768,4085,V,11,63740,Municipiul Targu Secuiesc,Covasna,14,CV,1608,Centru,7,urban,1521758506883
25.564141391718497,45.966787240032104,Aita Mare,63786,4021,IV,22,63777,Aita Mare,Covasna,14,CV,960,Centru,7,rural,1550022300076
25.612336187758768,45.975727105447191,Aita Medie,63795,4010,V,23,63777,Aita Mare,Covasna,14,CV,864,Centru,7,rural,1550022700077
25.69854212618894,46.088601645630014,Batanii Mari,63811,4030,IV,22,63802,Batani,Covasna,14,CV,1863,Centru,7,rural,1550188300794
25.694571048477478,46.039050785355187,Aita Seaca,63820,4032,V,23,63802,Batani,Covasna,14,CV,883,Centru,7,rural,1550188700078
25.695111982862716,46.103830622807259,Batanii Mici,63839,4030,V,23,63802,Batani,Covasna,14,CV,557,Centru,7,rural,1550188700795
25.709768472259459,46.134021704896114,Herculian,63848,4031,V,23,63802,Batani,Covasna,14,CV,1047,Centru,7,rural,1550188705797
25.798512831627889,46.092824862846257,Ozunca-Bai,63857,4030,V,23,63802,Batani,Covasna,14,CV,55,Centru,7,rural,1550188708417
25.573748287147914,45.934846802262861,Belin,63875,4020,IV,22,63866,Belin,Covasna,14,CV,1482,Centru,7,rural,1550218300945
25.608776330471791,45.932370704478799,Belin-Vale,63884,4020,V,23,63866,Belin,Covasna,14,CV,1013,Centru,7,rural,1550218700946
25.857800842857642,45.956455556524759,Bodoc,63900,4033,IV,22,63893,Bodoc,Covasna,14,CV,1332,Centru,7,rural,1550289301231
25.849261765704536,45.969280179613861,Olteni,63919,4034,V,23,63893,Bodoc,Covasna,14,CV,608,Centru,7,rural,1550289708269
25.81740263616782,45.959955463426766,Zalan,63928,4034,V,23,63893,Bodoc,Covasna,14,CV,626,Centru,7,rural,1550289713640
26.007836466481116,45.819231609584982,Borosneu Mare,63946,4042,IV,22,63937,Borosneu Mare,Covasna,14,CV,1442,Centru,7,rural,1550326301396
26.011587957741618,45.786206210183238,Borosneu Mic,63955,4043,V,23,63937,Borosneu Mare,Covasna,14,CV,389,Centru,7,rural,1550326701397
26.034276182978711,45.783275844694295,Dobolii de Sus,63964,4045,V,23,63937,Borosneu Mare,Covasna,14,CV,211,Centru,7,rural,1550326704103
26.020594448353069,45.855251057240629,Let,63973,4042,V,23,63937,Borosneu Mare,Covasna,14,CV,655,Centru,7,rural,1550326706611
26.026660560468336,45.834974852272815,Tufalau,63982,4042,V,23,63937,Borosneu Mare,Covasna,14,CV,201,Centru,7,rural,1550326712422
25.993137860486978,45.781643623203173,Valea Mica,63991,4042,V,23,63937,Borosneu Mare,Covasna,14,CV,27,Centru,7,rural,1550326712878
26.072759976447092,45.83472172672812,Brates,64014,4061,IV,22,64005,Brates,Covasna,14,CV,641,Centru,7,rural,1550355301525
26.118046171890789,45.825386390467365,Pachia,64023,4059,V,23,64005,Brates,Covasna,14,CV,335,Centru,7,rural,1550355708418
26.04579157518717,45.859639659560784,Telechia,64032,4062,V,23,64005,Brates,Covasna,14,CV,641,Centru,7,rural,1550355711982
25.609558036526586,46.129407074450356,Bradut,64050,4028,IV,22,64041,Bradut,Covasna,14,CV,992,Centru,7,rural,1550365301571
25.593467283643353,46.12430836855998,Doboseni,64069,4028,V,23,64041,Bradut,Covasna,14,CV,1409,Centru,7,rural,1550365704105
25.621397370155275,46.144092359673571,Filia,64078,4028,V,23,64041,Bradut,Covasna,14,CV,1312,Centru,7,rural,1550365704734
25.588746894919183,46.105156351183744,Talisoara,64087,4027,V,23,64041,Bradut,Covasna,14,CV,773,Centru,7,rural,1550365711801
26.304682586998972,46.042859423752454,Bretcu,64103,4092,IV,22,64096,Bretcu,Covasna,14,CV,2840,Centru,7,rural,1550387301660
26.292284737315214,46.019934720752481,Martanus,64112,4093,V,23,64096,Bretcu,Covasna,14,CV,848,Centru,7,rural,1550387707246
26.389648997873135,46.070521540451907,Oituz,64121,4094,V,23,64096,Bretcu,Covasna,14,CV,399,Centru,7,rural,1550387708240
26.160253278037764,45.966257135266787,Catalina,64149,4076,IV,22,64130,Catalina,Covasna,14,CV,1435,Centru,7,rural,1550472302086
26.127701572283957,45.939953895700427,Hatuica,64158,4077,V,23,64130,Catalina,Covasna,14,CV,415,Centru,7,rural,1550472705760
26.171479830675647,45.94356300399528,Imeni,64167,4080,V,23,64130,Catalina,Covasna,14,CV,287,Centru,7,rural,1550472706145
26.095653579859782,45.92128609842333,Martineni,64176,4078,V,23,64130,Catalina,Covasna,14,CV,644,Centru,7,rural,1550472707248
26.057418065874682,45.9157159605207,Marcusa,64185,4079,V,23,64130,Catalina,Covasna,14,CV,624,Centru,7,rural,1550472707219
26.027734403418211,45.963692430241281,Cernat,64201,4067,IV,22,64194,Cernat,Covasna,14,CV,3403,Centru,7,rural,1550558302507
26.006516086254269,45.935722536287507,Albis,64210,4070,V,23,64194,Cernat,Covasna,14,CV,434,Centru,7,rural,1550558700114
26.024405184499699,46.000088357368718,Icafalau,64229,4068,V,23,64194,Cernat,Covasna,14,CV,306,Centru,7,rural,1550558706052
25.80448120718793,45.776749913864307,Chichis,64247,4009,IV,22,64238,Chichis,Covasna,14,CV,1067,Centru,7,rural,1550582302621
25.823071814200784,45.758861389085943,Bacel,64256,4005,V,23,64238,Chichis,Covasna,14,CV,660,Centru,7,rural,1550582700554
25.886284974239846,45.738318685060946,Dobarlau,64274,4012,IV,22,64265,Dobarlau,Covasna,14,CV,1089,Centru,7,rural,1550878304099
25.84134075326547,45.747712716098881,Lunca Marcusului,64283,4012,V,23,64265,Dobarlau,Covasna,14,CV,458,Centru,7,rural,1550878706847
25.861838430491574,45.719877175231403,Marcus,64292,4012,V,23,64265,Dobarlau,Covasna,14,CV,476,Centru,7,rural,1550878707218
25.935005768366715,45.730504860366196,Valea Dobarlaului,64309,4012,V,23,64265,Dobarlau,Covasna,14,CV,353,Centru,7,rural,1550878712749
26.233611822649447,45.942647848712632,Ghelinta,64327,4081,IV,22,64318,Ghelinta,Covasna,14,CV,4380,Centru,7,rural,1551102305166
26.207746718205666,45.927166178834518,Harale,64336,4081,V,23,64318,Ghelinta,Covasna,14,CV,274,Centru,7,rural,1551102705707
25.846843183948351,45.903729909340143,Ghidfalau,64354,4035,IV,22,64345,Ghidfalau,Covasna,14,CV,1113,Centru,7,rural,1551113305206
25.886958489771455,45.878677256484274,Anghelus,64363,4010,V,23,64345,Ghidfalau,Covasna,14,CV,681,Centru,7,rural,1551113700218
25.870075475221235,45.898200665535377,Fotos,64372,4035,V,23,64345,Ghidfalau,Covasna,14,CV,380,Centru,7,rural,1551113704843
25.852070402807996,45.917630855845502,Zoltan,64381,4035,V,23,64345,Ghidfalau,Covasna,14,CV,380,Centru,7,rural,1551113713736
25.591748469411733,45.837420241494058,Haghig,64407,4019,IV,22,64390,Haghig,Covasna,14,CV,1622,Centru,7,rural,1551233305722
25.59827604856358,45.869810287789889,Iaras,64416,4019,V,23,64390,Haghig,Covasna,14,CV,480,Centru,7,rural,1551233706026
25.772962816418243,45.795614598208694,Ilieni,64434,4016,IV,22,64425,Ilieni,Covasna,14,CV,996,Centru,7,rural,1551316306126
25.757459387422802,45.782291567568521,Dobolii de Jos,64443,4016,V,23,64425,Ilieni,Covasna,14,CV,573,Centru,7,rural,1551316704102
25.762668661140925,45.823716819695015,Sancraiu,64452,4015,V,23,64425,Ilieni,Covasna,14,CV,280,Centru,7,rural,1551316710589
26.272769912096809,46.070775199145878,Lemnia,64470,4095,IV,22,64461,Lemnia,Covasna,14,CV,2145,Centru,7,rural,1551404306570
26.233234488478171,46.090682833869266,Lutoasa,64489,4096,V,23,65105,Mereni,Covasna,14,CV,512,Centru,7,rural,1551562706927
26.235966954340082,46.079242253577121,Mereni,64498,4096,V,22,65105,Mereni,Covasna,14,CV,970,Centru,7,rural,1551562307358
25.837366781455835,46.053419444116805,Micfalau,64513,4037,IV,22,65139,Micfalau,Covasna,14,CV,1975,Centru,7,rural,1551575307421
25.863435147229424,46.102252093155457,Bixad,64522,4038,V,22,65121,Bixad,Covasna,14,CV,1883,Centru,7,rural,1550270301124
25.842449694142012,46.008557798312296,Malnas,64531,4036,V,22,64504,Malnas,Covasna,14,CV,600,Centru,7,rural,1551483306967
25.8258374147218,46.032589552700031,Malnas-Bai,64540,4036,V,23,64504,Malnas,Covasna,14,CV,486,Centru,7,rural,1551483706966
25.755391202782906,46.011362101872038,Valea Zalanului,64559,4036,V,23,64504,Malnas,Covasna,14,CV,189,Centru,7,rural,1551483713041
25.973262233321972,45.871431479481735,Moacsa,64577,4072,IV,22,64568,Moacsa,Covasna,14,CV,932,Centru,7,rural,1551621307606
25.98741010378814,45.922417340136782,Dalnic,64586,4071,V,22,65147,Dalnic,Covasna,14,CV,1045,Centru,7,rural,1550825303798
