year,temp_avg,temp_mean,temp_mean80,temp_delta,temp_delta80,varos,value
2003,9.2,9.1,5.1,-0.3,-5.6,BOTOSANI,1
2004,9.6,9.5,5.1,0.1,-4.2,BOTOSANI,1
2005,9.2,9.5,5.1,-0.3,-4.6,BOTOSANI,1
2006,7.8,8.1,5.1,-0.3,-3.3,BOTOSANI,1
2007,10.9,9.9,5.1,1.0,-6.8,BOTOSANI,1
2008,10.5,9.9,5.1,0.6,-3.5,BOTOSANI,1
2009,10.3,9.9,5.1,0.4,-6.9,BOTOSANI,1
2010,9.7,9.9,5.1,-0.2,-8.2,BOTOSANI,1
2011,9.9,9.9,5.1,0.0,-2.9,BOTOSANI,1
2012,10.2,9.9,5.1,0.3,-9.9,BOTOSANI,1
2013,10.2,9.9,5.1,0.3,-4.2,BOTOSANI,1
2014,10.0,9.9,5.1,0.2,-5.2,BOTOSANI,1
2015,11.1,9.9,5.1,1.3,-1.7,BOTOSANI,1
2016,11.1,9.9,5.1,1.2,-4.2,BOTOSANI,1
2017,10.8,9.9,5.1,0.9,-1.5,BOTOSANI,1
2018,10.5,9.9,5.1,0.7,-6.2,BOTOSANI,1
2019,12.7,11.7,,1.0,,BOTOSANI,1
1936,10.4,11.3,,-0.9,,SZOMBATHELY ARPT / VAS,1
1937,10.5,10.7,13.5,-0.2,-3.2,SZOMBATHELY ARPT / VAS,1
1938,10.1,10.0,13.5,0.1,-5.0,SZOMBATHELY ARPT / VAS,1
1939,18.3,17.6,13.5,0.6,0.3,SZOMBATHELY ARPT / VAS,1
1952,9.3,9.9,13.5,-0.6,0.2,SZOMBATHELY ARPT / VAS,1
1953,9.5,9.9,13.5,-0.4,-2.3,SZOMBATHELY ARPT / VAS,1
1954,8.3,9.9,13.5,-1.6,-5.5,SZOMBATHELY ARPT / VAS,1
1955,8.6,9.9,13.5,-1.3,-4.9,SZOMBATHELY ARPT / VAS,1
1956,8.1,10.4,13.5,-2.3,-4.1,SZOMBATHELY ARPT / VAS,1
1959,9.4,10.1,,-0.7,,SZOMBATHELY ARPT / VAS,1
1960,9.5,9.9,13.5,-0.4,-3.4,SZOMBATHELY ARPT / VAS,1
1973,9.3,10.0,13.5,-0.7,-5.0,SZOMBATHELY ARPT / VAS,1
1974,9.8,10.0,13.5,-0.2,-3.5,SZOMBATHELY ARPT / VAS,1
1975,9.8,10.0,13.5,-0.2,-3.5,SZOMBATHELY ARPT / VAS,1
1976,9.1,10.0,13.5,-0.9,-2.8,SZOMBATHELY ARPT / VAS,1
1977,9.6,9.8,13.5,-0.2,-4.7,SZOMBATHELY ARPT / VAS,1
1978,8.9,10.3,13.5,-1.5,-4.4,SZOMBATHELY ARPT / VAS,1
1979,9.4,10.1,13.5,-0.7,-4.7,SZOMBATHELY ARPT / VAS,1
1980,8.7,10.3,13.5,-1.6,-5.6,SZOMBATHELY ARPT / VAS,1
1981,9.7,10.1,13.5,-0.4,-3.1,SZOMBATHELY ARPT / VAS,1
1982,9.7,10.1,13.5,-0.3,-4.8,SZOMBATHELY ARPT / VAS,1
1983,10.3,10.2,13.5,0.1,-1.2,SZOMBATHELY ARPT / VAS,1
1984,9.1,10.3,13.5,-1.0,-3.7,SZOMBATHELY ARPT / VAS,1
1985,8.4,9.8,13.5,-1.2,-2.8,SZOMBATHELY ARPT / VAS,1
1986,8.8,10.0,13.5,-1.1,-1.7,SZOMBATHELY ARPT / VAS,1
1987,9.8,10.6,13.5,-0.9,-2.4,SZOMBATHELY ARPT / VAS,1
1988,9.8,10.1,13.5,-0.1,-3.3,SZOMBATHELY ARPT / VAS,1
1989,10.5,10.2,13.5,0.4,-2.1,SZOMBATHELY ARPT / VAS,1
1990,10.1,10.0,13.5,0.2,-3.4,SZOMBATHELY ARPT / VAS,1
1991,8.8,9.9,13.5,-1.1,-4.2,SZOMBATHELY ARPT / VAS,1
1992,10.7,10.1,13.5,0.7,-2.4,SZOMBATHELY ARPT / VAS,1
1993,9.9,10.4,13.5,-0.4,-2.2,SZOMBATHELY ARPT / VAS,1
1994,10.7,9.9,13.5,0.9,-2.7,SZOMBATHELY ARPT / VAS,1
1995,9.9,10.2,13.5,-0.4,-2.3,SZOMBATHELY ARPT / VAS,1
1996,9.5,11.1,13.5,-1.6,-2.7,SZOMBATHELY ARPT / VAS,1
1997,9.9,10.5,13.5,-0.6,-4.9,SZOMBATHELY ARPT / VAS,1
1998,10.0,10.4,13.5,-0.5,-1.3,SZOMBATHELY ARPT / VAS,1
1999,10.1,10.4,13.5,-0.3,-1.5,SZOMBATHELY ARPT / VAS,1
2000,11.3,10.4,13.5,0.9,1.4,SZOMBATHELY ARPT / VAS,1
2001,10.6,10.4,13.5,0.2,-2.7,SZOMBATHELY ARPT / VAS,1
2002,11.1,10.4,13.5,0.6,-3.3,SZOMBATHELY ARPT / VAS,1
2003,10.3,10.4,13.5,-0.1,-3.3,SZOMBATHELY ARPT / VAS,1
2004,9.6,10.4,13.5,-0.8,-2.0,SZOMBATHELY ARPT / VAS,1
2005,9.4,10.4,13.5,-1.0,-1.8,SZOMBATHELY ARPT / VAS,1
2006,10.1,10.4,13.5,-0.3,-1.4,SZOMBATHELY ARPT / VAS,1
2007,11.2,10.4,13.5,0.8,0.6,SZOMBATHELY ARPT / VAS,1
2008,11.2,10.4,13.5,0.8,-1.7,SZOMBATHELY ARPT / VAS,1
2009,10.8,10.4,13.5,0.3,1.3,SZOMBATHELY ARPT / VAS,1
2010,9.8,10.4,13.5,-0.6,-2.1,SZOMBATHELY ARPT / VAS,1
2011,10.4,10.4,13.5,0.0,0.1,SZOMBATHELY ARPT / VAS,1
2012,11.1,10.4,13.5,0.6,-1.7,SZOMBATHELY ARPT / VAS,1
2013,10.6,10.4,13.5,0.2,-1.2,SZOMBATHELY ARPT / VAS,1
2014,11.7,10.4,13.5,1.3,-0.3,SZOMBATHELY ARPT / VAS,1
2015,11.1,10.4,13.5,0.7,-6.0,SZOMBATHELY ARPT / VAS,1
2016,10.9,10.4,13.5,0.4,-1.0,SZOMBATHELY ARPT / VAS,1
2017,10.8,10.4,13.5,0.4,-2.5,SZOMBATHELY ARPT / VAS,1
2018,11.8,10.4,13.5,1.3,2.6,SZOMBATHELY ARPT / VAS,1
2019,13.6,11.9,13.5,1.7,-0.9,SZOMBATHELY ARPT / VAS,1
1936,11.2,9.6,11.9,1.6,0.1,ORADEA,1
1938,13.0,12.5,,0.4,,ORADEA,1
1952,10.8,10.9,10.6,-0.1,3.1,ORADEA,1
1953,10.0,10.7,10.6,-0.7,0.9,ORADEA,1
1954,5.8,8.7,10.6,-2.9,-2.9,ORADEA,1
1955,12.2,12.6,,-0.4,,ORADEA,1
1956,8.8,10.7,10.6,-1.9,-1.4,ORADEA,1
1964,9.5,10.8,10.6,-1.3,0.5,ORADEA,1
1965,9.5,10.8,10.6,-1.3,-1.6,ORADEA,1
1966,10.9,10.8,10.6,0.1,1.8,ORADEA,1
1967,10.8,10.8,10.6,0.0,-0.2,ORADEA,1
1973,11.9,13.0,10.6,-1.0,-1.0,ORADEA,1
1974,10.1,10.3,10.6,-0.1,-1.1,ORADEA,1
1975,10.3,10.5,10.6,-0.3,-0.5,ORADEA,1
1976,10.7,11.7,10.6,-1.0,0.6,ORADEA,1
1977,10.6,11.2,10.6,-0.5,-1.5,ORADEA,1
1978,9.0,10.8,10.6,-1.8,-0.4,ORADEA,1
1979,10.2,10.4,10.6,-0.3,-1.5,ORADEA,1
1980,7.9,10.0,10.6,-2.0,-2.0,ORADEA,1
1981,10.2,10.9,10.6,-0.7,-1.4,ORADEA,1
1982,10.2,11.0,10.6,-0.8,-2.9,ORADEA,1
1983,10.5,11.0,10.6,-0.5,2.0,ORADEA,1
1984,10.3,10.9,10.6,-0.6,0.4,ORADEA,1
1985,8.8,10.7,10.6,-1.9,-0.0,ORADEA,1
1986,10.2,11.0,10.6,-0.8,2.5,ORADEA,1
1987,9.8,11.0,10.6,-1.3,-0.3,ORADEA,1
1988,10.3,11.0,10.6,-0.8,-0.9,ORADEA,1
1989,10.7,11.0,10.6,-0.3,3.0,ORADEA,1
1990,11.1,11.0,10.6,0.1,-0.0,ORADEA,1
1991,9.9,11.0,10.6,-1.1,-1.0,ORADEA,1
1992,10.9,11.0,10.6,-0.1,1.2,ORADEA,1
1993,10.1,11.0,10.6,-1.0,-0.7,ORADEA,1
1994,11.8,11.0,10.6,0.7,0.8,ORADEA,1
1995,10.4,11.0,10.6,-0.6,-0.8,ORADEA,1
1996,9.6,11.0,10.6,-1.4,1.0,ORADEA,1
1997,9.8,11.0,10.6,-1.2,-3.8,ORADEA,1
1998,10.3,11.0,10.6,-0.7,1.8,ORADEA,1
1999,10.8,11.0,10.6,-0.1,1.5,ORADEA,1
2000,12.2,11.1,10.6,1.1,3.4,ORADEA,1
2001,10.9,11.0,10.6,-0.1,0.6,ORADEA,1
2002,12.0,11.1,10.6,0.9,1.0,ORADEA,1
2003,10.3,10.9,10.6,-0.6,-0.5,ORADEA,1
2004,10.7,11.0,10.6,-0.3,1.3,ORADEA,1
2005,10.1,11.0,10.6,-0.9,0.6,ORADEA,1
2006,10.8,11.0,10.6,-0.3,1.5,ORADEA,1
2007,12.1,11.0,10.6,1.1,1.6,ORADEA,1
2008,11.6,10.7,11.9,0.9,0.9,ORADEA,1
2009,11.8,11.0,10.6,0.8,3.8,ORADEA,1
2010,11.0,11.0,10.6,-0.0,0.9,ORADEA,1
2011,11.0,11.0,10.6,0.0,1.5,ORADEA,1
2012,11.7,11.0,10.6,0.7,2.0,ORADEA,1
2013,11.8,11.0,10.6,0.7,1.9,ORADEA,1
2014,12.7,11.0,10.6,1.7,2.1,ORADEA,1
2015,12.0,11.0,10.6,1.0,-4.0,ORADEA,1
2016,11.7,11.0,10.6,0.7,3.2,ORADEA,1
2017,11.6,11.0,10.6,0.6,0.2,ORADEA,1
2018,12.8,11.0,10.6,1.8,5.4,ORADEA,1
2019,14.0,12.7,10.6,1.3,2.7,ORADEA,1
1952,11.3,11.1,10.1,0.2,1.5,TRAIAN VUIA,1
1953,10.4,11.1,10.1,-0.7,1.9,TRAIAN VUIA,1
1954,9.5,11.0,8.9,-1.6,0.5,TRAIAN VUIA,1
1955,9.4,9.8,10.1,-0.5,1.4,TRAIAN VUIA,1
1956,9.5,11.1,10.1,-1.6,0.1,TRAIAN VUIA,1
1957,10.9,11.1,10.1,-0.2,0.1,TRAIAN VUIA,1
1958,10.9,11.2,10.1,-0.2,0.7,TRAIAN VUIA,1
1959,11.5,12.0,10.1,-0.5,-1.5,TRAIAN VUIA,1
1960,11.9,12.9,,-1.0,,TRAIAN VUIA,1
1966,10.5,10.6,10.1,-0.1,4.5,TRAIAN VUIA,1
1967,10.8,11.2,10.1,-0.4,3.1,TRAIAN VUIA,1
1973,11.4,12.5,10.1,-1.0,-0.3,TRAIAN VUIA,1
1974,9.7,10.3,10.1,-0.5,-1.7,TRAIAN VUIA,1
1975,10.7,11.1,10.1,-0.4,-0.1,TRAIAN VUIA,1
1976,10.1,11.2,10.1,-1.2,1.5,TRAIAN VUIA,1
1977,11.1,11.5,10.1,-0.3,0.7,TRAIAN VUIA,1
1978,9.7,11.2,10.1,-1.5,0.6,TRAIAN VUIA,1
1979,10.6,10.9,10.1,-0.2,-0.3,TRAIAN VUIA,1
1980,8.6,10.3,10.1,-1.7,1.5,TRAIAN VUIA,1
1981,10.7,11.4,10.1,-0.7,2.2,TRAIAN VUIA,1
1982,10.9,11.4,10.1,-0.4,2.6,TRAIAN VUIA,1
1983,11.1,11.4,10.1,-0.3,0.1,TRAIAN VUIA,1
1984,10.8,11.3,10.1,-0.6,2.7,TRAIAN VUIA,1
1985,9.6,11.4,10.1,-1.7,0.1,TRAIAN VUIA,1
