
Categorii de salariati, Sexe, CAEN Rev.2  (activitati ale economiei nationale), Ani, UM: Lei RON, Valoare
Total, Feminin, 17 Fabricarea hartiei si a produselor din hartie, Anul 2013, Lei RON, 1408
Total, Feminin, 18 Tiparire si reproducerea pe suporti a inregistrarilor, Anul 2003, Lei RON, 422
Total, Feminin, 18 Tiparire si reproducerea pe suporti a inregistrarilor, Anul 2004, Lei RON, 554
Total, Feminin, 18 Tiparire si reproducerea pe suporti a inregistrarilor, Anul 2005, Lei RON, 612
Total, Feminin, 18 Tiparire si reproducerea pe suporti a inregistrarilor, Anul 2006, Lei RON, 676
Total, Feminin, 18 Tiparire si reproducerea pe suporti a inregistrarilor, Anul 2007, Lei RON, 805
Total, Feminin, 18 Tiparire si reproducerea pe suporti a inregistrarilor, Anul 2008, Lei RON, 1101
Total, Feminin, 18 Tiparire si reproducerea pe suporti a inregistrarilor, Anul 2009, Lei RON, 1095
Total, Feminin, 18 Tiparire si reproducerea pe suporti a inregistrarilor, Anul 2010, Lei RON, 1178
Total, Feminin, 18 Tiparire si reproducerea pe suporti a inregistrarilor, Anul 2011, Lei RON, 1255
Total, Feminin, 18 Tiparire si reproducerea pe suporti a inregistrarilor, Anul 2012, Lei RON, 1437
Total, Feminin, 18 Tiparire si reproducerea pe suporti a inregistrarilor, Anul 2013, Lei RON, 1445
Total, Feminin, 19 Fabricarea produselor de cocserie si a produselor obtinute din prelucrarea titeiului, Anul 2003, Lei RON, 873
Total, Feminin, 19 Fabricarea produselor de cocserie si a produselor obtinute din prelucrarea titeiului, Anul 2004, Lei RON, 1047
Total, Feminin, 19 Fabricarea produselor de cocserie si a produselor obtinute din prelucrarea titeiului, Anul 2005, Lei RON, 1398
Total, Feminin, 19 Fabricarea produselor de cocserie si a produselor obtinute din prelucrarea titeiului, Anul 2006, Lei RON, 1565
Total, Feminin, 19 Fabricarea produselor de cocserie si a produselor obtinute din prelucrarea titeiului, Anul 2007, Lei RON, 1663
Total, Feminin, 19 Fabricarea produselor de cocserie si a produselor obtinute din prelucrarea titeiului, Anul 2008, Lei RON, 2358
Total, Feminin, 19 Fabricarea produselor de cocserie si a produselor obtinute din prelucrarea titeiului, Anul 2009, Lei RON, 2668
Total, Feminin, 19 Fabricarea produselor de cocserie si a produselor obtinute din prelucrarea titeiului, Anul 2010, Lei RON, 2849
Total, Feminin, 19 Fabricarea produselor de cocserie si a produselor obtinute din prelucrarea titeiului, Anul 2011, Lei RON, 3147
Total, Feminin, 19 Fabricarea produselor de cocserie si a produselor obtinute din prelucrarea titeiului, Anul 2012, Lei RON, 3277
Total, Feminin, 19 Fabricarea produselor de cocserie si a produselor obtinute din prelucrarea titeiului, Anul 2013, Lei RON, 3721
Total, Feminin, 20 Fabricarea substantelor si a produselor chimice, Anul 2003, Lei RON, 568
Total, Feminin, 20 Fabricarea substantelor si a produselor chimice, Anul 2004, Lei RON, 684
Total, Feminin, 20 Fabricarea substantelor si a produselor chimice, Anul 2005, Lei RON, 822
Total, Feminin, 20 Fabricarea substantelor si a produselor chimice, Anul 2006, Lei RON, 1051
Total, Feminin, 20 Fabricarea substantelor si a produselor chimice, Anul 2007, Lei RON, 1222
Total, Feminin, 20 Fabricarea substantelor si a produselor chimice, Anul 2008, Lei RON, 1425
Total, Feminin, 20 Fabricarea substantelor si a produselor chimice, Anul 2009, Lei RON, 1644
Total, Feminin, 20 Fabricarea substantelor si a produselor chimice, Anul 2010, Lei RON, 1598
Total, Feminin, 20 Fabricarea substantelor si a produselor chimice, Anul 2011, Lei RON, 1822
Total, Feminin, 20 Fabricarea substantelor si a produselor chimice, Anul 2012, Lei RON, 1894
Total, Feminin, 20 Fabricarea substantelor si a produselor chimice, Anul 2013, Lei RON, 1929
Total, Feminin, 21 Fabricarea produselor farmaceutice de baza si a preparatelor farmaceutice, Anul 2003, Lei RON, 776
Total, Feminin, 21 Fabricarea produselor farmaceutice de baza si a preparatelor farmaceutice, Anul 2004, Lei RON, 934
Total, Feminin, 21 Fabricarea produselor farmaceutice de baza si a preparatelor farmaceutice, Anul 2005, Lei RON, 1120
Total, Feminin, 21 Fabricarea produselor farmaceutice de baza si a preparatelor farmaceutice, Anul 2006, Lei RON, 1438
Total, Feminin, 21 Fabricarea produselor farmaceutice de baza si a preparatelor farmaceutice, Anul 2007, Lei RON, 1677
Total, Feminin, 21 Fabricarea produselor farmaceutice de baza si a preparatelor farmaceutice, Anul 2008, Lei RON, 1671
Total, Feminin, 21 Fabricarea produselor farmaceutice de baza si a preparatelor farmaceutice, Anul 2009, Lei RON, 1920
Total, Feminin, 21 Fabricarea produselor farmaceutice de baza si a preparatelor farmaceutice, Anul 2010, Lei RON, 2081
Total, Feminin, 21 Fabricarea produselor farmaceutice de baza si a preparatelor farmaceutice, Anul 2011, Lei RON, 2141
Total, Feminin, 21 Fabricarea produselor farmaceutice de baza si a preparatelor farmaceutice, Anul 2012, Lei RON, 2247
Total, Feminin, 21 Fabricarea produselor farmaceutice de baza si a preparatelor farmaceutice, Anul 2013, Lei RON, 2307
Total, Feminin, 22 Fabricarea produselor din cauciuc si mase plastice, Anul 2003, Lei RON, 421
Total, Feminin, 22 Fabricarea produselor din cauciuc si mase plastice, Anul 2004, Lei RON, 512
Total, Feminin, 22 Fabricarea produselor din cauciuc si mase plastice, Anul 2005, Lei RON, 586
Total, Feminin, 22 Fabricarea produselor din cauciuc si mase plastice, Anul 2006, Lei RON, 637
Total, Feminin, 22 Fabricarea produselor din cauciuc si mase plastice, Anul 2007, Lei RON, 774
Total, Feminin, 22 Fabricarea produselor din cauciuc si mase plastice, Anul 2008, Lei RON, 934
Total, Feminin, 22 Fabricarea produselor din cauciuc si mase plastice, Anul 2009, Lei RON, 1082
Total, Feminin, 22 Fabricarea produselor din cauciuc si mase plastice, Anul 2010, Lei RON, 1212
Total, Feminin, 22 Fabricarea produselor din cauciuc si mase plastice, Anul 2011, Lei RON, 1271
Total, Feminin, 22 Fabricarea produselor din cauciuc si mase plastice, Anul 2012, Lei RON, 1437
Total, Feminin, 22 Fabricarea produselor din cauciuc si mase plastice, Anul 2013, Lei RON, 1464
Total, Feminin, 23 Fabricarea altor produse din minerale nemetalice, Anul 2003, Lei RON, 444
Total, Feminin, 23 Fabricarea altor produse din minerale nemetalice, Anul 2004, Lei RON, 582
Total, Feminin, 23 Fabricarea altor produse din minerale nemetalice, Anul 2005, Lei RON, 729
Total, Feminin, 23 Fabricarea altor produse din minerale nemetalice, Anul 2006, Lei RON, 810
Total, Feminin, 23 Fabricarea altor produse din minerale nemetalice, Anul 2007, Lei RON, 992
Total, Feminin, 23 Fabricarea altor produse din minerale nemetalice, Anul 2008, Lei RON, 1177
Total, Feminin, 23 Fabricarea altor produse din minerale nemetalice, Anul 2009, Lei RON, 1336
Total, Feminin, 23 Fabricarea altor produse din minerale nemetalice, Anul 2010, Lei RON, 1472
Total, Feminin, 23 Fabricarea altor produse din minerale nemetalice, Anul 2011, Lei RON, 1517
Total, Feminin, 23 Fabricarea altor produse din minerale nemetalice, Anul 2012, Lei RON, 1606
Total, Feminin, 23 Fabricarea altor produse din minerale nemetalice, Anul 2013, Lei RON, 1631
Total, Feminin, 24 Industria metalurgica, Anul 2003, Lei RON, 581
Total, Feminin, 24 Industria metalurgica, Anul 2004, Lei RON, 790
Total, Feminin, 24 Industria metalurgica, Anul 2005, Lei RON, 896
Total, Feminin, 24 Industria metalurgica, Anul 2006, Lei RON, 1043
Total, Feminin, 24 Industria metalurgica, Anul 2007, Lei RON, 1156
Total, Feminin, 24 Industria metalurgica, Anul 2008, Lei RON, 1463
Total, Feminin, 24 Industria metalurgica, Anul 2009, Lei RON, 1500
Total, Feminin, 24 Industria metalurgica, Anul 2010, Lei RON, 1597
Total, Feminin, 24 Industria metalurgica, Anul 2011, Lei RON, 1742
Total, Feminin, 24 Industria metalurgica, Anul 2012, Lei RON, 1938
Total, Feminin, 24 Industria metalurgica, Anul 2013, Lei RON, 2077
Total, Feminin, 25 Industria constructiilor metalice si a produselor din metal  exclusiv masini  utilaje si instalatii, Anul 2003, Lei RON, 424
Total, Feminin, 25 Industria constructiilor metalice si a produselor din metal  exclusiv masini  utilaje si instalatii, Anul 2004, Lei RON, 534
Total, Feminin, 25 Industria constructiilor metalice si a produselor din metal  exclusiv masini  utilaje si instalatii, Anul 2005, Lei RON, 666
Total, Feminin, 25 Industria constructiilor metalice si a produselor din metal  exclusiv masini  utilaje si instalatii, Anul 2006, Lei RON, 734
Total, Feminin, 25 Industria constructiilor metalice si a produselor din metal  exclusiv masini  utilaje si instalatii, Anul 2007, Lei RON, 887
Total, Feminin, 25 Industria constructiilor metalice si a produselor din metal  exclusiv masini  utilaje si instalatii, Anul 2008, Lei RON, 1101
Total, Feminin, 25 Industria constructiilor metalice si a produselor din metal  exclusiv masini  utilaje si instalatii, Anul 2009, Lei RON, 1126
Total, Feminin, 25 Industria constructiilor metalice si a produselor din metal  exclusiv masini  utilaje si instalatii, Anul 2010, Lei RON, 1201
Total, Feminin, 25 Industria constructiilor metalice si a produselor din metal  exclusiv masini  utilaje si instalatii, Anul 2011, Lei RON, 1266
Total, Feminin, 25 Industria constructiilor metalice si a produselor din metal  exclusiv masini  utilaje si instalatii, Anul 2012, Lei RON, 1359
Total, Feminin, 25 Industria constructiilor metalice si a produselor din metal  exclusiv masini  utilaje si instalatii, Anul 2013, Lei RON, 1494
Total, Feminin, 26 Fabricarea calculatoarelor si a produselor electronice si optice, Anul 2003, Lei RON, 494
Total, Feminin, 26 Fabricarea calculatoarelor si a produselor electronice si optice, Anul 2004, Lei RON, 685
Total, Feminin, 26 Fabricarea calculatoarelor si a produselor electronice si optice, Anul 2005, Lei RON, 807
Total, Feminin, 26 Fabricarea calculatoarelor si a produselor electronice si optice, Anul 2006, Lei RON, 885
Total, Feminin, 26 Fabricarea calculatoarelor si a produselor electronice si optice, Anul 2007, Lei RON, 1005
Total, Feminin, 26 Fabricarea calculatoarelor si a produselor electronice si optice, Anul 2008, Lei RON, 1159
Total, Feminin, 26 Fabricarea calculatoarelor si a produselor electronice si optice, Anul 2009, Lei RON, 1341
Total, Feminin, 26 Fabricarea calculatoarelor si a produselor electronice si optice, Anul 2010, Lei RON, 1529
Total, Feminin, 26 Fabricarea calculatoarelor si a produselor electronice si optice, Anul 2011, Lei RON, 1672
Total, Feminin, 26 Fabricarea calculatoarelor si a produselor electronice si optice, Anul 2012, Lei RON, 1746
Total, Feminin, 26 Fabricarea calculatoarelor si a produselor electronice si optice, Anul 2013, Lei RON, 1822
Total, Feminin, 27 Fabricarea echipamentelor electrice, Anul 2003, Lei RON, 461
Total, Feminin, 27 Fabricarea echipamentelor electrice, Anul 2004, Lei RON, 571
Total, Feminin, 27 Fabricarea echipamentelor electrice, Anul 2005, Lei RON, 657
Total, Feminin, 27 Fabricarea echipamentelor electrice, Anul 2006, Lei RON, 733
Total, Feminin, 27 Fabricarea echipamentelor electrice, Anul 2007, Lei RON, 855
Total, Feminin, 27 Fabricarea echipamentelor electrice, Anul 2008, Lei RON, 989
Total, Feminin, 27 Fabricarea echipamentelor electrice, Anul 2009, Lei RON, 1094
Total, Feminin, 27 Fabricarea echipamentelor electrice, Anul 2010, Lei RON, 1254
Total, Feminin, 27 Fabricarea echipamentelor electrice, Anul 2011, Lei RON, 1328
Total, Feminin, 27 Fabricarea echipamentelor electrice, Anul 2012, Lei RON, 1390
Total, Feminin, 27 Fabricarea echipamentelor electrice, Anul 2013, Lei RON, 1509
Total, Feminin, 28 Fabricarea de masini  utilaje si echipamente n.c.a., Anul 2003, Lei RON, 484
Total, Feminin, 28 Fabricarea de masini  utilaje si echipamente n.c.a., Anul 2004, Lei RON, 596
Total, Feminin, 28 Fabricarea de masini  utilaje si echipamente n.c.a., Anul 2005, Lei RON, 707
Total, Feminin, 28 Fabricarea de masini  utilaje si echipamente n.c.a., Anul 2006, Lei RON, 802
Total, Feminin, 28 Fabricarea de masini  utilaje si echipamente n.c.a., Anul 2007, Lei RON, 928
Total, Feminin, 28 Fabricarea de masini  utilaje si echipamente n.c.a., Anul 2008, Lei RON, 1264
Total, Feminin, 28 Fabricarea de masini  utilaje si echipamente n.c.a., Anul 2009, Lei RON, 1320
Total, Feminin, 28 Fabricarea de masini  utilaje si echipamente n.c.a., Anul 2010, Lei RON, 1315
Total, Feminin, 28 Fabricarea de masini  utilaje si echipamente n.c.a., Anul 2011, Lei RON, 1511
Total, Feminin, 28 Fabricarea de masini  utilaje si echipamente n.c.a., Anul 2012, Lei RON, 1607
Total, Feminin, 28 Fabricarea de masini  utilaje si echipamente n.c.a., Anul 2013, Lei RON, 1776
Total, Feminin, 29 Fabricarea autovehiculelor de transport rutier  a remorcilor si semiremorcilor, Anul 2003, Lei RON, 470
Total, Feminin, 29 Fabricarea autovehiculelor de transport rutier  a remorcilor si semiremorcilor, Anul 2004, Lei RON, 576
Total, Feminin, 29 Fabricarea autovehiculelor de transport rutier  a remorcilor si semiremorcilor, Anul 2005, Lei RON, 689
Total, Feminin, 29 Fabricarea autovehiculelor de transport rutier  a remorcilor si semiremorcilor, Anul 2006, Lei RON, 795
Total, Feminin, 29 Fabricarea autovehiculelor de transport rutier  a remorcilor si semiremorcilor, Anul 2007, Lei RON, 906
Total, Feminin, 29 Fabricarea autovehiculelor de transport rutier  a remorcilor si semiremorcilor, Anul 2008, Lei RON, 1113
Total, Feminin, 29 Fabricarea autovehiculelor de transport rutier  a remorcilor si semiremorcilor, Anul 2009, Lei RON, 1261
Total, Feminin, 29 Fabricarea autovehiculelor de transport rutier  a remorcilor si semiremorcilor, Anul 2010, Lei RON, 1399
Total, Feminin, 29 Fabricarea autovehiculelor de transport rutier  a remorcilor si semiremorcilor, Anul 2011, Lei RON, 1490
Total, Feminin, 29 Fabricarea autovehiculelor de transport rutier  a remorcilor si semiremorcilor, Anul 2012, Lei RON, 1609
Total, Feminin, 29 Fabricarea autovehiculelor de transport rutier  a remorcilor si semiremorcilor, Anul 2013, Lei RON, 1714
Total, Feminin, 30 Fabricarea altor mijloace de transport, Anul 2003, Lei RON, 628
Total, Feminin, 30 Fabricarea altor mijloace de transport, Anul 2004, Lei RON, 772
Total, Feminin, 30 Fabricarea altor mijloace de transport, Anul 2005, Lei RON, 911
Total, Feminin, 30 Fabricarea altor mijloace de transport, Anul 2006, Lei RON, 1048
Total, Feminin, 30 Fabricarea altor mijloace de transport, Anul 2007, Lei RON, 1204
Total, Feminin, 30 Fabricarea altor mijloace de transport, Anul 2008, Lei RON, 1489
Total, Feminin, 30 Fabricarea altor mijloace de transport, Anul 2009, Lei RON, 1635
Total, Feminin, 30 Fabricarea altor mijloace de transport, Anul 2010, Lei RON, 1765
Total, Feminin, 30 Fabricarea altor mijloace de transport, Anul 2011, Lei RON, 1835
Total, Feminin, 30 Fabricarea altor mijloace de transport, Anul 2012, Lei RON, 2050
Total, Feminin, 30 Fabricarea altor mijloace de transport, Anul 2013, Lei RON, 2222
Total, Feminin, 31 Fabricarea de mobila, Anul 2003, Lei RON, 344
Total, Feminin, 31 Fabricarea de mobila, Anul 2004, Lei RON, 434
Total, Feminin, 31 Fabricarea de mobila, Anul 2005, Lei RON, 507
Total, Feminin, 31 Fabricarea de mobila, Anul 2006, Lei RON, 581
Total, Feminin, 31 Fabricarea de mobila, Anul 2007, Lei RON, 654
Total, Feminin, 31 Fabricarea de mobila, Anul 2008, Lei RON, 796
Total, Feminin, 31 Fabricarea de mobila, Anul 2009, Lei RON, 880
Total, Feminin, 31 Fabricarea de mobila, Anul 2010, Lei RON, 896
Total, Feminin, 31 Fabricarea de mobila, Anul 2011, Lei RON, 938
Total, Feminin, 31 Fabricarea de mobila, Anul 2012, Lei RON, 982
Total, Feminin, 31 Fabricarea de mobila, Anul 2013, Lei RON, 1028
Total, Feminin, 32 Alte activitati industriale n.c.a., Anul 2003, Lei RON, 341
Total, Feminin, 32 Alte activitati industriale n.c.a., Anul 2004, Lei RON, 429
Total, Feminin, 32 Alte activitati industriale n.c.a., Anul 2005, Lei RON, 517
Total, Feminin, 32 Alte activitati industriale n.c.a., Anul 2006, Lei RON, 570
Total, Feminin, 32 Alte activitati industriale n.c.a., Anul 2007, Lei RON, 647
Total, Feminin, 32 Alte activitati industriale n.c.a., Anul 2008, Lei RON, 809
Total, Feminin, 32 Alte activitati industriale n.c.a., Anul 2009, Lei RON, 936
Total, Feminin, 32 Alte activitati industriale n.c.a., Anul 2010, Lei RON, 919
Total, Feminin, 32 Alte activitati industriale n.c.a., Anul 2011, Lei RON, 1012
Total, Feminin, 32 Alte activitati industriale n.c.a., Anul 2012, Lei RON, 1003
Total, Feminin, 32 Alte activitati industriale n.c.a., Anul 2013, Lei RON, 1154
Total, Feminin, 33 Repararea  intretinerea si instalarea masinilor si echipamentelor, Anul 2003, Lei RON, 514
Total, Feminin, 33 Repararea  intretinerea si instalarea masinilor si echipamentelor, Anul 2004, Lei RON, 635
Total, Feminin, 33 Repararea  intretinerea si instalarea masinilor si echipamentelor, Anul 2005, Lei RON, 771
Total, Feminin, 33 Repararea  intretinerea si instalarea masinilor si echipamentelor, Anul 2006, Lei RON, 856
Total, Feminin, 33 Repararea  intretinerea si instalarea masinilor si echipamentelor, Anul 2007, Lei RON, 989
Total, Feminin, 33 Repararea  intretinerea si instalarea masinilor si echipamentelor, Anul 2008, Lei RON, 1269
Total, Feminin, 33 Repararea  intretinerea si instalarea masinilor si echipamentelor, Anul 2009, Lei RON, 1429
Total, Feminin, 33 Repararea  intretinerea si instalarea masinilor si echipamentelor, Anul 2010, Lei RON, 1452
Total, Feminin, 33 Repararea  intretinerea si instalarea masinilor si echipamentelor, Anul 2011, Lei RON, 1447
Total, Feminin, 33 Repararea  intretinerea si instalarea masinilor si echipamentelor, Anul 2012, Lei RON, 1558
Total, Feminin, 33 Repararea  intretinerea si instalarea masinilor si echipamentelor, Anul 2013, Lei RON, 1571
Total, Feminin, D  PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA  GAZE  APA CALDA SI AER CONDITIONAT, Anul 2003, Lei RON, 753
Total, Feminin, D  PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA  GAZE  APA CALDA SI AER CONDITIONAT, Anul 2004, Lei RON, 916
Total, Feminin, D  PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA  GAZE  APA CALDA SI AER CONDITIONAT, Anul 2005, Lei RON, 1264
Total, Feminin, D  PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA  GAZE  APA CALDA SI AER CONDITIONAT, Anul 2006, Lei RON, 1466
Total, Feminin, D  PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA  GAZE  APA CALDA SI AER CONDITIONAT, Anul 2007, Lei RON, 1748
Total, Feminin, D  PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA  GAZE  APA CALDA SI AER CONDITIONAT, Anul 2008, Lei RON, 2273
Total, Feminin, D  PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA  GAZE  APA CALDA SI AER CONDITIONAT, Anul 2009, Lei RON, 2425
Total, Feminin, D  PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA  GAZE  APA CALDA SI AER CONDITIONAT, Anul 2010, Lei RON, 2576
Total, Feminin, D  PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA  GAZE  APA CALDA SI AER CONDITIONAT, Anul 2011, Lei RON, 2690
Total, Feminin, D  PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA  GAZE  APA CALDA SI AER CONDITIONAT, Anul 2012, Lei RON, 2836
Total, Feminin, D  PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA  GAZE  APA CALDA SI AER CONDITIONAT, Anul 2013, Lei RON, 2816
Total, Feminin, E  DISTRIBUTIA APEI; SALUBRITATE  GESTIONAREA DESEURILOR  ACTIVITATI DE DECONTAMINARE, Anul 2003, Lei RON, 434
Total, Feminin, E  DISTRIBUTIA APEI; SALUBRITATE  GESTIONAREA DESEURILOR  ACTIVITATI DE DECONTAMINARE, Anul 2004, Lei RON, 532
Total, Feminin, E  DISTRIBUTIA APEI; SALUBRITATE  GESTIONAREA DESEURILOR  ACTIVITATI DE DECONTAMINARE, Anul 2005, Lei RON, 648
Total, Feminin, E  DISTRIBUTIA APEI; SALUBRITATE  GESTIONAREA DESEURILOR  ACTIVITATI DE DECONTAMINARE, Anul 2006, Lei RON, 757
Total, Feminin, E  DISTRIBUTIA APEI; SALUBRITATE  GESTIONAREA DESEURILOR  ACTIVITATI DE DECONTAMINARE, Anul 2007, Lei RON, 928
Total, Feminin, E  DISTRIBUTIA APEI; SALUBRITATE  GESTIONAREA DESEURILOR  ACTIVITATI DE DECONTAMINARE, Anul 2008, Lei RON, 1122
Total, Feminin, E  DISTRIBUTIA APEI; SALUBRITATE  GESTIONAREA DESEURILOR  ACTIVITATI DE DECONTAMINARE, Anul 2009, Lei RON, 1209
Total, Feminin, E  DISTRIBUTIA APEI; SALUBRITATE  GESTIONAREA DESEURILOR  ACTIVITATI DE DECONTAMINARE, Anul 2010, Lei RON, 1260
Total, Feminin, E  DISTRIBUTIA APEI; SALUBRITATE  GESTIONAREA DESEURILOR  ACTIVITATI DE DECONTAMINARE, Anul 2011, Lei RON, 1337
Total, Feminin, E  DISTRIBUTIA APEI; SALUBRITATE  GESTIONAREA DESEURILOR  ACTIVITATI DE DECONTAMINARE, Anul 2012, Lei RON, 1386
Total, Feminin, E  DISTRIBUTIA APEI; SALUBRITATE  GESTIONAREA DESEURILOR  ACTIVITATI DE DECONTAMINARE, Anul 2013, Lei RON, 1548
Total, Feminin, 36 Captarea  tratarea si distributia apei, Anul 2003, Lei RON, 495
Total, Feminin, 36 Captarea  tratarea si distributia apei, Anul 2004, Lei RON, 624
Total, Feminin, 36 Captarea  tratarea si distributia apei, Anul 2005, Lei RON, 760
Total, Feminin, 36 Captarea  tratarea si distributia apei, Anul 2006, Lei RON, 912
Total, Feminin, 36 Captarea  tratarea si distributia apei, Anul 2007, Lei RON, 1153
Total, Feminin, 36 Captarea  tratarea si distributia apei, Anul 2008, Lei RON, 1367
Total, Feminin, 36 Captarea  tratarea si distributia apei, Anul 2009, Lei RON, 1473
Total, Feminin, 36 Captarea  tratarea si distributia apei, Anul 2010, Lei RON, 1586
Total, Feminin, 36 Captarea  tratarea si distributia apei, Anul 2011, Lei RON, 1709
Total, Feminin, 36 Captarea  tratarea si distributia apei, Anul 2012, Lei RON, 1777
Total, Feminin, 36 Captarea  tratarea si distributia apei, Anul 2013, Lei RON, 2043
Total, Feminin, 37 Colectarea si epurarea apelor uzate, Anul 2003, Lei RON, 442
Total, Feminin, 37 Colectarea si epurarea apelor uzate, Anul 2004, Lei RON, 545
Total, Feminin, 37 Colectarea si epurarea apelor uzate, Anul 2005, Lei RON, 682
Total, Feminin, 37 Colectarea si epurarea apelor uzate, Anul 2006, Lei RON, 796
Total, Feminin, 37 Colectarea si epurarea apelor uzate, Anul 2007, Lei RON, 945
Total, Feminin, 37 Colectarea si epurarea apelor uzate, Anul 2008, Lei RON, 1243
Total, Feminin, 37 Colectarea si epurarea apelor uzate, Anul 2009, Lei RON, 1320
Total, Feminin, 37 Colectarea si epurarea apelor uzate, Anul 2010, Lei RON, 1409
Total, Feminin, 37 Colectarea si epurarea apelor uzate, Anul 2011, Lei RON, 1454
Total, Feminin, 37 Colectarea si epurarea apelor uzate, Anul 2012, Lei RON, 1543
Total, Feminin, 37 Colectarea si epurarea apelor uzate, Anul 2013, Lei RON, 1589
Total, Feminin, Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare, Anul 2003, Lei RON, 351
Total, Feminin, Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare, Anul 2004, Lei RON, 432
Total, Feminin, Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare, Anul 2005, Lei RON, 531
Total, Feminin, Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare, Anul 2006, Lei RON, 614
Total, Feminin, Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare, Anul 2007, Lei RON, 739
Total, Feminin, Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare, Anul 2008, Lei RON, 949
Total, Feminin, Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare, Anul 2009, Lei RON, 1005
Total, Feminin, Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare, Anul 2010, Lei RON, 966
Total, Feminin, Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare, Anul 2011, Lei RON, 1008
Total, Feminin, Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare, Anul 2012, Lei RON, 1039
Total, Feminin, Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare, Anul 2013, Lei RON, 1109
Total, Feminin, F  CONSTRUCTII, Anul 2003, Lei RON, 439
Total, Feminin, F  CONSTRUCTII, Anul 2004, Lei RON, 546
Total, Feminin, F  CONSTRUCTII, Anul 2005, Lei RON, 648
Total, Feminin, F  CONSTRUCTII, Anul 2006, Lei RON, 730
Total, Feminin, F  CONSTRUCTII, Anul 2007, Lei RON, 952
Total, Feminin, F  CONSTRUCTII, Anul 2008, Lei RON, 1325
Total, Feminin, F  CONSTRUCTII, Anul 2009, Lei RON, 1267
Total, Feminin, F  CONSTRUCTII, Anul 2010, Lei RON, 1250
Total, Feminin, F  CONSTRUCTII, Anul 2011, Lei RON, 1450
Total, Feminin, F  CONSTRUCTII, Anul 2012, Lei RON, 1374
Total, Feminin, F  CONSTRUCTII, Anul 2013, Lei RON, 1398
Total, Feminin, G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Anul 2003, Lei RON, 320
Total, Feminin, G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Anul 2004, Lei RON, 388
Total, Feminin, G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Anul 2005, Lei RON, 502
Total, Feminin, G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Anul 2006, Lei RON, 561
Total, Feminin, G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Anul 2007, Lei RON, 731
Total, Feminin, G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Anul 2008, Lei RON, 952
Total, Feminin, G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Anul 2009, Lei RON, 941
Total, Feminin, G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Anul 2010, Lei RON, 1017
Total, Feminin, G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Anul 2011, Lei RON, 1103
