1.332000	103.755000	14218	0	0	13023
1.330750	103.755000	14280	0	0	13086
1.329500	103.755000	14408	0	0	13213
1.328250	103.755000	13859	0	0	12667
1.327000	103.755000	13789	0	0	11935
1.325750	103.755000	13048	0	0	11899
1.324500	103.755000	12751	0	0	11821
1.323250	103.755000	13223	0	0	12087
1.322000	103.755000	12710	0	0	11937
1.320750	103.755000	14337	0	0	11914
1.319500	103.755000	12144	0	0	12164
1.318250	103.755000	12203	0	0	12166
1.317000	103.755000	12006	0	0	11977
1.315750	103.755000	12257	0	0	12230
1.314500	103.755000	12082	0	0	11836
1.313250	103.755000	12234	0	0	11686
1.312000	103.755000	12624	0	0	11708
1.310750	103.755000	13066	0	0	11927
1.309500	103.755000	13131	0	0	11654
1.308250	103.755000	12623	0	0	12363
1.307000	103.755000	12804	0	0	12429
1.332000	103.756250	14092	0	0	12898
1.330750	103.756250	13447	0	0	12252
1.329500	103.756250	13329	0	0	12133
1.328250	103.756250	13425	0	0	12229
1.327000	103.756250	13949	0	0	11845
1.325750	103.756250	12914	0	0	11765
1.324500	103.756250	12839	0	0	11695
1.323250	103.756250	12586	0	0	11813
1.322000	103.756250	12576	0	0	11803
1.320750	103.756250	12522	0	0	11749
1.319500	103.756250	14532	0	0	11772
1.318250	103.756250	11771	0	0	12358
1.317000	103.756250	11769	0	0	11789
1.315750	103.756250	11902	0	0	11670
1.314500	103.756250	12075	0	0	11642
1.313250	103.756250	12258	0	0	11643
1.312000	103.756250	12428	0	0	11492
1.310750	103.756250	12833	0	0	11733
1.309500	103.756250	12741	0	0	12238
1.308250	103.756250	12786	0	0	12191
1.307000	103.756250	12778	0	0	12404
1.332000	103.757500	13649	0	0	12454
1.330750	103.757500	13609	0	0	12263
1.329500	103.757500	13244	0	0	12049
1.328250	103.757500	14688	0	0	11915
1.327000	103.757500	14831	0	0	11772
1.325750	103.757500	12924	0	0	11628
1.324500	103.757500	12953	0	0	11570
1.323250	103.757500	12636	0	0	11863
1.322000	103.757500	12385	0	0	11462
1.320750	103.757500	12329	0	0	11556
1.319500	103.757500	12338	0	0	11559
1.318250	103.757500	12359	0	0	11575
1.317000	103.757500	11577	0	0	11666
1.315750	103.757500	11906	0	0	11522
1.314500	103.757500	12124	0	0	11520
1.313250	103.757500	12273	0	0	11443
1.312000	103.757500	12815	0	0	11464
1.310750	103.757500	11372	0	0	11340
1.309500	103.757500	11602	0	0	11537
1.308250	103.757500	12964	0	0	12018
1.307000	103.757500	12103	0	0	11960
1.332000	103.758750	13584	0	0	12391
1.330750	103.758750	13438	0	0	12245
1.329500	103.758750	14493	0	0	12110
1.328250	103.758750	14596	0	0	11985
1.327000	103.758750	14809	0	0	11775
1.325750	103.758750	13039	0	0	11512
1.324500	103.758750	12593	0	0	11444
1.323250	103.758750	13155	0	0	11374
1.322000	103.758750	12435	0	0	11299
1.320750	103.758750	12158	0	0	11385
1.319500	103.758750	12137	0	0	11364
1.318250	103.758750	12248	0	0	11475
1.317000	103.758750	12158	0	0	11385
1.315750	103.758750	11381	0	0	11783
1.314500	103.758750	12103	0	0	11325
1.313250	103.758750	12279	0	0	11305
1.312000	103.758750	12586	0	0	11266
1.310750	103.758750	12748	0	0	11173
1.309500	103.758750	11207	0	0	11200
1.308250	103.758750	11169	0	0	11137
1.307000	103.758750	11929	0	0	11786
1.332000	103.760000	14211	0	0	12392
1.330750	103.760000	14310	0	0	12293
1.329500	103.760000	14415	0	0	11621
1.328250	103.760000	14534	0	0	11621
1.327000	103.760000	13069	0	0	11483
1.325750	103.760000	13133	0	0	11419
1.324500	103.760000	13220	0	0	11332
1.323250	103.760000	12385	0	0	11237
1.322000	103.760000	12324	0	0	11188
1.320750	103.760000	12392	0	0	11619
1.319500	103.760000	11962	0	0	11189
1.318250	103.760000	11973	0	0	11200
1.317000	103.760000	11936	0	0	11163
1.315750	103.760000	15157	0	0	11925
1.314500	103.760000	11185	0	0	11120
1.313250	103.760000	12300	0	0	11129
1.312000	103.760000	11402	0	0	10989
1.310750	103.760000	11325	0	0	11051
1.309500	103.760000	11024	0	0	10992
1.308250	103.760000	11043	0	0	11011
1.307000	103.760000	11085	0	0	11053
1.332000	103.761250	14177	0	0	11995
1.330750	103.761250	13159	0	0	11826
1.329500	103.761250	13159	0	0	11600
1.328250	103.761250	13056	0	0	11601
