
Judete, Sectiuni si capitole conform Nomenclatorului Combinat (NC), Luni, UM: Mii euro, Valoare
Harghita, 45. Pluta si articole din pluta, Luna noiembrie 2012, Mii EURO, 1
Harghita, 45. Pluta si articole din pluta, Luna decembrie 2012, Mii EURO, 1
Harghita, 45. Pluta si articole din pluta, Luna ianuarie 2013, Mii EURO, 5
Harghita, 45. Pluta si articole din pluta, Luna februarie 2013, Mii EURO, 1
Harghita, 45. Pluta si articole din pluta, Luna martie 2013, Mii EURO, 2
Harghita, 45. Pluta si articole din pluta, Luna mai 2013, Mii EURO, 1
Harghita, 45. Pluta si articole din pluta, Luna iunie 2013, Mii EURO, 4
Harghita, 45. Pluta si articole din pluta, Luna iulie 2013, Mii EURO, 1
Harghita, 45. Pluta si articole din pluta, Luna august 2013, Mii EURO, 5
Harghita, 45. Pluta si articole din pluta, Luna septembrie 2013, Mii EURO, 1
Harghita, 45. Pluta si articole din pluta, Luna octombrie 2013, Mii EURO, 8
Harghita, 45. Pluta si articole din pluta, Luna noiembrie 2013, Mii EURO, 1
Harghita, 45. Pluta si articole din pluta, Luna decembrie 2013, Mii EURO, 1
Harghita, 45. Pluta si articole din pluta, Luna ianuarie 2014, Mii EURO, 1
Harghita, 45. Pluta si articole din pluta, Luna februarie 2014, Mii EURO, 2
Harghita, 45. Pluta si articole din pluta, Luna martie 2014, Mii EURO, 1
Harghita, 45. Pluta si articole din pluta, Luna aprilie 2014, Mii EURO, 1
Harghita, 45. Pluta si articole din pluta, Luna mai 2014, Mii EURO, 2
Harghita, 45. Pluta si articole din pluta, Luna iunie 2014, Mii EURO, 5
Harghita, 45. Pluta si articole din pluta, Luna iulie 2014, Mii EURO, 1
Harghita, 45. Pluta si articole din pluta, Luna august 2014, Mii EURO, 1
Harghita, 45. Pluta si articole din pluta, Luna septembrie 2014, Mii EURO, 3
Harghita, 45. Pluta si articole din pluta, Luna octombrie 2014, Mii EURO, 2
Harghita, 45. Pluta si articole din pluta, Luna noiembrie 2014, Mii EURO, 1
Harghita, 45. Pluta si articole din pluta, Luna decembrie 2014, Mii EURO, 1
Harghita, 45. Pluta si articole din pluta, Luna martie 2015, Mii EURO, 1
Harghita, 45. Pluta si articole din pluta, Luna iunie 2015, Mii EURO, 3
Harghita, 45. Pluta si articole din pluta, Luna august 2015, Mii EURO, 2
Harghita, 45. Pluta si articole din pluta, Luna septembrie 2015, Mii EURO, 1
Harghita, 45. Pluta si articole din pluta, Luna noiembrie 2015, Mii EURO, 2
Harghita, 45. Pluta si articole din pluta, Luna ianuarie 2016, Mii EURO, 3
Harghita, 45. Pluta si articole din pluta, Luna martie 2016, Mii EURO, 3
Harghita, 45. Pluta si articole din pluta, Luna mai 2016, Mii EURO, 3
Harghita, 45. Pluta si articole din pluta, Luna iunie 2016, Mii EURO, 3
Harghita, 45. Pluta si articole din pluta, Luna iulie 2016, Mii EURO, 4
Harghita, 45. Pluta si articole din pluta, Luna august 2016, Mii EURO, 5
Harghita, 45. Pluta si articole din pluta, Luna noiembrie 2016, Mii EURO, 13
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna ianuarie 2011, Mii EURO, 10
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna februarie 2011, Mii EURO, 7
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna martie 2011, Mii EURO, 10
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna aprilie 2011, Mii EURO, 10
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna mai 2011, Mii EURO, 3
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna iunie 2011, Mii EURO, 2
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna iulie 2011, Mii EURO, 2
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna august 2011, Mii EURO, 4
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna septembrie 2011, Mii EURO, 4
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna octombrie 2011, Mii EURO, 2
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna noiembrie 2011, Mii EURO, 2
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna ianuarie 2012, Mii EURO, 14
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna februarie 2012, Mii EURO, 5
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna martie 2012, Mii EURO, 3
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna aprilie 2012, Mii EURO, 2
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna mai 2012, Mii EURO, 3
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna iunie 2012, Mii EURO, 2
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna iulie 2012, Mii EURO, 2
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna august 2012, Mii EURO, 2
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna septembrie 2012, Mii EURO, 2
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna octombrie 2012, Mii EURO, 2
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna noiembrie 2012, Mii EURO, 5
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna ianuarie 2013, Mii EURO, 2
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna februarie 2013, Mii EURO, 15
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna martie 2013, Mii EURO, 16
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna aprilie 2013, Mii EURO, 6
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna mai 2013, Mii EURO, 1
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna iunie 2013, Mii EURO, 2
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna iulie 2013, Mii EURO, 2
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna august 2013, Mii EURO, 1
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna septembrie 2013, Mii EURO, 4
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna octombrie 2013, Mii EURO, 4
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna noiembrie 2013, Mii EURO, 6
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna decembrie 2013, Mii EURO, 1
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna ianuarie 2014, Mii EURO, 15
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna februarie 2014, Mii EURO, 7
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna martie 2014, Mii EURO, 14
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna aprilie 2014, Mii EURO, 10
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna mai 2014, Mii EURO, 3
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna iunie 2014, Mii EURO, 7
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna iulie 2014, Mii EURO, 3
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna august 2014, Mii EURO, 3
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna septembrie 2014, Mii EURO, 2
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna octombrie 2014, Mii EURO, 8
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna noiembrie 2014, Mii EURO, 8
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna decembrie 2014, Mii EURO, 1
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna ianuarie 2015, Mii EURO, 22
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna februarie 2015, Mii EURO, 11
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna martie 2015, Mii EURO, 18
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna aprilie 2015, Mii EURO, 17
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna mai 2015, Mii EURO, 6
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna iunie 2015, Mii EURO, 7
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna iulie 2015, Mii EURO, 11
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna august 2015, Mii EURO, 12
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna septembrie 2015, Mii EURO, 7
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna octombrie 2015, Mii EURO, 26
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna noiembrie 2015, Mii EURO, 10
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna decembrie 2015, Mii EURO, 4
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna ianuarie 2016, Mii EURO, 30
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna februarie 2016, Mii EURO, 28
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna martie 2016, Mii EURO, 15
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna aprilie 2016, Mii EURO, 28
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna mai 2016, Mii EURO, 16
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna iunie 2016, Mii EURO, 15
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna iulie 2016, Mii EURO, 21
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna august 2016, Mii EURO, 14
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna septembrie 2016, Mii EURO, 12
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna octombrie 2016, Mii EURO, 18
Harghita, 46. Produse din impletituri din fire vegetale sau nuiele, Luna noiembrie 2016, Mii EURO, 18
Harghita, X. Hirtie si articole din acestea, Luna ianuarie 2011, Mii EURO, 2701
Harghita, X. Hirtie si articole din acestea, Luna februarie 2011, Mii EURO, 2627
Harghita, X. Hirtie si articole din acestea, Luna martie 2011, Mii EURO, 3307
Harghita, X. Hirtie si articole din acestea, Luna aprilie 2011, Mii EURO, 2175
Harghita, X. Hirtie si articole din acestea, Luna mai 2011, Mii EURO, 2238
Harghita, X. Hirtie si articole din acestea, Luna iunie 2011, Mii EURO, 1757
Harghita, X. Hirtie si articole din acestea, Luna iulie 2011, Mii EURO, 1715
Harghita, X. Hirtie si articole din acestea, Luna august 2011, Mii EURO, 1860
Harghita, X. Hirtie si articole din acestea, Luna septembrie 2011, Mii EURO, 1888
Harghita, X. Hirtie si articole din acestea, Luna octombrie 2011, Mii EURO, 1847
Harghita, X. Hirtie si articole din acestea, Luna noiembrie 2011, Mii EURO, 1633
Harghita, X. Hirtie si articole din acestea, Luna decembrie 2011, Mii EURO, 1240
Harghita, X. Hirtie si articole din acestea, Luna ianuarie 2012, Mii EURO, 1520
Harghita, X. Hirtie si articole din acestea, Luna februarie 2012, Mii EURO, 1900
Harghita, X. Hirtie si articole din acestea, Luna martie 2012, Mii EURO, 2388
Harghita, X. Hirtie si articole din acestea, Luna aprilie 2012, Mii EURO, 1955
Harghita, X. Hirtie si articole din acestea, Luna mai 2012, Mii EURO, 2025
Harghita, X. Hirtie si articole din acestea, Luna iunie 2012, Mii EURO, 1633
Harghita, X. Hirtie si articole din acestea, Luna iulie 2012, Mii EURO, 2129
Harghita, X. Hirtie si articole din acestea, Luna august 2012, Mii EURO, 2034
Harghita, X. Hirtie si articole din acestea, Luna septembrie 2012, Mii EURO, 1408
Harghita, X. Hirtie si articole din acestea, Luna octombrie 2012, Mii EURO, 1779
Harghita, X. Hirtie si articole din acestea, Luna noiembrie 2012, Mii EURO, 2152
Harghita, X. Hirtie si articole din acestea, Luna decembrie 2012, Mii EURO, 1988
Harghita, X. Hirtie si articole din acestea, Luna ianuarie 2013, Mii EURO, 1866
Harghita, X. Hirtie si articole din acestea, Luna februarie 2013, Mii EURO, 1581
Harghita, X. Hirtie si articole din acestea, Luna martie 2013, Mii EURO, 1654
Harghita, X. Hirtie si articole din acestea, Luna aprilie 2013, Mii EURO, 1925
Harghita, X. Hirtie si articole din acestea, Luna mai 2013, Mii EURO, 2203
Harghita, X. Hirtie si articole din acestea, Luna iunie 2013, Mii EURO, 1696
Harghita, X. Hirtie si articole din acestea, Luna iulie 2013, Mii EURO, 1874
Harghita, X. Hirtie si articole din acestea, Luna august 2013, Mii EURO, 2046
Harghita, X. Hirtie si articole din acestea, Luna septembrie 2013, Mii EURO, 2244
Harghita, X. Hirtie si articole din acestea, Luna octombrie 2013, Mii EURO, 2011
Harghita, X. Hirtie si articole din acestea, Luna noiembrie 2013, Mii EURO, 2087
Harghita, X. Hirtie si articole din acestea, Luna decembrie 2013, Mii EURO, 1538
Harghita, X. Hirtie si articole din acestea, Luna ianuarie 2014, Mii EURO, 1112
Harghita, X. Hirtie si articole din acestea, Luna februarie 2014, Mii EURO, 1496
Harghita, X. Hirtie si articole din acestea, Luna martie 2014, Mii EURO, 2050
Harghita, X. Hirtie si articole din acestea, Luna aprilie 2014, Mii EURO, 1737
Harghita, X. Hirtie si articole din acestea, Luna mai 2014, Mii EURO, 2118
Harghita, X. Hirtie si articole din acestea, Luna iunie 2014, Mii EURO, 1856
Harghita, X. Hirtie si articole din acestea, Luna iulie 2014, Mii EURO, 1675
Harghita, X. Hirtie si articole din acestea, Luna august 2014, Mii EURO, 1835
Harghita, X. Hirtie si articole din acestea, Luna septembrie 2014, Mii EURO, 1837
Harghita, X. Hirtie si articole din acestea, Luna octombrie 2014, Mii EURO, 1850
Harghita, X. Hirtie si articole din acestea, Luna noiembrie 2014, Mii EURO, 2312
Harghita, X. Hirtie si articole din acestea, Luna decembrie 2014, Mii EURO, 1659
Harghita, X. Hirtie si articole din acestea, Luna ianuarie 2015, Mii EURO, 1654
Harghita, X. Hirtie si articole din acestea, Luna februarie 2015, Mii EURO, 1847
Harghita, X. Hirtie si articole din acestea, Luna martie 2015, Mii EURO, 2213
Harghita, X. Hirtie si articole din acestea, Luna aprilie 2015, Mii EURO, 1968
Harghita, X. Hirtie si articole din acestea, Luna mai 2015, Mii EURO, 1991
Harghita, X. Hirtie si articole din acestea, Luna iunie 2015, Mii EURO, 2077
Harghita, X. Hirtie si articole din acestea, Luna iulie 2015, Mii EURO, 1722
Harghita, X. Hirtie si articole din acestea, Luna august 2015, Mii EURO, 2211
Harghita, X. Hirtie si articole din acestea, Luna septembrie 2015, Mii EURO, 2134
Harghita, X. Hirtie si articole din acestea, Luna octombrie 2015, Mii EURO, 2236
Harghita, X. Hirtie si articole din acestea, Luna noiembrie 2015, Mii EURO, 2676
Harghita, X. Hirtie si articole din acestea, Luna decembrie 2015, Mii EURO, 2107
Harghita, X. Hirtie si articole din acestea, Luna ianuarie 2016, Mii EURO, 1707
Harghita, X. Hirtie si articole din acestea, Luna februarie 2016, Mii EURO, 2245
Harghita, X. Hirtie si articole din acestea, Luna martie 2016, Mii EURO, 2140
Harghita, X. Hirtie si articole din acestea, Luna aprilie 2016, Mii EURO, 2072
Harghita, X. Hirtie si articole din acestea, Luna mai 2016, Mii EURO, 2880
Harghita, X. Hirtie si articole din acestea, Luna iunie 2016, Mii EURO, 2124
Harghita, X. Hirtie si articole din acestea, Luna iulie 2016, Mii EURO, 2086
Harghita, X. Hirtie si articole din acestea, Luna august 2016, Mii EURO, 2032
Harghita, X. Hirtie si articole din acestea, Luna septembrie 2016, Mii EURO, 2024
Harghita, X. Hirtie si articole din acestea, Luna octombrie 2016, Mii EURO, 2191
Harghita, X. Hirtie si articole din acestea, Luna noiembrie 2016, Mii EURO, 3137
Harghita, X. Hirtie si articole din acestea, Luna decembrie 2016, Mii EURO, 1735
Harghita, 47. Pasta din lemn, Luna februarie 2011, Mii EURO, 2
Harghita, 47. Pasta din lemn, Luna martie 2011, Mii EURO, 1
Harghita, 47. Pasta din lemn, Luna aprilie 2011, Mii EURO, 5
Harghita, 47. Pasta din lemn, Luna mai 2011, Mii EURO, 6
Harghita, 47. Pasta din lemn, Luna iunie 2011, Mii EURO, 4
Harghita, 47. Pasta din lemn, Luna iulie 2011, Mii EURO, 3
Harghita, 47. Pasta din lemn, Luna august 2011, Mii EURO, 5
Harghita, 47. Pasta din lemn, Luna septembrie 2011, Mii EURO, 3
Harghita, 47. Pasta din lemn, Luna octombrie 2011, Mii EURO, 4
Harghita, 47. Pasta din lemn, Luna noiembrie 2011, Mii EURO, 4
Harghita, 47. Pasta din lemn, Luna decembrie 2011, Mii EURO, 7
Harghita, 47. Pasta din lemn, Luna ianuarie 2012, Mii EURO, 1
Harghita, 47. Pasta din lemn, Luna martie 2012, Mii EURO, 82
Harghita, 47. Pasta din lemn, Luna aprilie 2012, Mii EURO, 1
Harghita, 47. Pasta din lemn, Luna mai 2012, Mii EURO, 1
Harghita, 47. Pasta din lemn, Luna iunie 2012, Mii EURO, 6
Harghita, 47. Pasta din lemn, Luna iulie 2012, Mii EURO, 3
Harghita, 47. Pasta din lemn, Luna august 2012, Mii EURO, 1
Harghita, 47. Pasta din lemn, Luna septembrie 2012, Mii EURO, 1
Harghita, 47. Pasta din lemn, Luna octombrie 2012, Mii EURO, 3
Harghita, 47. Pasta din lemn, Luna noiembrie 2012, Mii EURO, 1
Harghita, 47. Pasta din lemn, Luna decembrie 2012, Mii EURO, 1
Harghita, 47. Pasta din lemn, Luna ianuarie 2013, Mii EURO, 2
Harghita, 47. Pasta din lemn, Luna februarie 2013, Mii EURO, 2
Harghita, 47. Pasta din lemn, Luna martie 2013, Mii EURO, 1
Harghita, 47. Pasta din lemn, Luna aprilie 2013, Mii EURO, 1
Harghita, 47. Pasta din lemn, Luna mai 2013, Mii EURO, 2
Harghita, 47. Pasta din lemn, Luna iunie 2013, Mii EURO, 1
Harghita, 47. Pasta din lemn, Luna august 2013, Mii EURO, 1
Harghita, 47. Pasta din lemn, Luna septembrie 2013, Mii EURO, 1
Harghita, 47. Pasta din lemn, Luna octombrie 2013, Mii EURO, 4
Harghita, 47. Pasta din lemn, Luna noiembrie 2013, Mii EURO, 1
Harghita, 47. Pasta din lemn, Luna decembrie 2013, Mii EURO, 2
Harghita, 47. Pasta din lemn, Luna ianuarie 2014, Mii EURO, 1
Harghita, 47. Pasta din lemn, Luna februarie 2014, Mii EURO, 2
Harghita, 47. Pasta din lemn, Luna martie 2014, Mii EURO, 1
Harghita, 47. Pasta din lemn, Luna aprilie 2014, Mii EURO, 3
Harghita, 47. Pasta din lemn, Luna mai 2014, Mii EURO, 2
Harghita, 47. Pasta din lemn, Luna iunie 2014, Mii EURO, 4
Harghita, 47. Pasta din lemn, Luna iulie 2014, Mii EURO, 2
Harghita, 47. Pasta din lemn, Luna august 2014, Mii EURO, 3
Harghita, 47. Pasta din lemn, Luna septembrie 2014, Mii EURO, 3
Harghita, 47. Pasta din lemn, Luna octombrie 2014, Mii EURO, 3
Harghita, 47. Pasta din lemn, Luna noiembrie 2014, Mii EURO, 3
Harghita, 47. Pasta din lemn, Luna decembrie 2014, Mii EURO, 2
Harghita, 47. Pasta din lemn, Luna mai 2015, Mii EURO, 3
Harghita, 47. Pasta din lemn, Luna iunie 2015, Mii EURO, 1
Harghita, 47. Pasta din lemn, Luna octombrie 2015, Mii EURO, 1
Harghita, 47. Pasta din lemn, Luna mai 2016, Mii EURO, 1
Harghita, 48. Hirtie si articole din acestea, Luna ianuarie 2011, Mii EURO, 2656
Harghita, 48. Hirtie si articole din acestea, Luna februarie 2011, Mii EURO, 2596
Harghita, 48. Hirtie si articole din acestea, Luna martie 2011, Mii EURO, 3115
Harghita, 48. Hirtie si articole din acestea, Luna aprilie 2011, Mii EURO, 2143
Harghita, 48. Hirtie si articole din acestea, Luna mai 2011, Mii EURO, 2194
Harghita, 48. Hirtie si articole din acestea, Luna iunie 2011, Mii EURO, 1715
Harghita, 48. Hirtie si articole din acestea, Luna iulie 2011, Mii EURO, 1685
Harghita, 48. Hirtie si articole din acestea, Luna august 2011, Mii EURO, 1817
Harghita, 48. Hirtie si articole din acestea, Luna septembrie 2011, Mii EURO, 1850
Harghita, 48. Hirtie si articole din acestea, Luna octombrie 2011, Mii EURO, 1808
Harghita, 48. Hirtie si articole din acestea, Luna noiembrie 2011, Mii EURO, 1581
Harghita, 48. Hirtie si articole din acestea, Luna decembrie 2011, Mii EURO, 1194
Harghita, 48. Hirtie si articole din acestea, Luna ianuarie 2012, Mii EURO, 1483
Harghita, 48. Hirtie si articole din acestea, Luna februarie 2012, Mii EURO, 1878
Harghita, 48. Hirtie si articole din acestea, Luna martie 2012, Mii EURO, 2269
Harghita, 48. Hirtie si articole din acestea, Luna aprilie 2012, Mii EURO, 1913
Harghita, 48. Hirtie si articole din acestea, Luna mai 2012, Mii EURO, 1989
Harghita, 48. Hirtie si articole din acestea, Luna iunie 2012, Mii EURO, 1597
Harghita, 48. Hirtie si articole din acestea, Luna iulie 2012, Mii EURO, 2097
Harghita, 48. Hirtie si articole din acestea, Luna august 2012, Mii EURO, 1965
Harghita, 48. Hirtie si articole din acestea, Luna septembrie 2012, Mii EURO, 1333
Harghita, 48. Hirtie si articole din acestea, Luna octombrie 2012, Mii EURO, 1702
Harghita, 48. Hirtie si articole din acestea, Luna noiembrie 2012, Mii EURO, 2082
Harghita, 48. Hirtie si articole din acestea, Luna decembrie 2012, Mii EURO, 1919
Harghita, 48. Hirtie si articole din acestea, Luna ianuarie 2013, Mii EURO, 1789
Harghita, 48. Hirtie si articole din acestea, Luna februarie 2013, Mii EURO, 1516
Harghita, 48. Hirtie si articole din acestea, Luna martie 2013, Mii EURO, 1601
Harghita, 48. Hirtie si articole din acestea, Luna aprilie 2013, Mii EURO, 1840
Harghita, 48. Hirtie si articole din acestea, Luna mai 2013, Mii EURO, 2103
Harghita, 48. Hirtie si articole din acestea, Luna iunie 2013, Mii EURO, 1613
Harghita, 48. Hirtie si articole din acestea, Luna iulie 2013, Mii EURO, 1789
Harghita, 48. Hirtie si articole din acestea, Luna august 2013, Mii EURO, 1919
Harghita, 48. Hirtie si articole din acestea, Luna septembrie 2013, Mii EURO, 2010
Harghita, 48. Hirtie si articole din acestea, Luna octombrie 2013, Mii EURO, 1895
Harghita, 48. Hirtie si articole din acestea, Luna noiembrie 2013, Mii EURO, 1970
Harghita, 48. Hirtie si articole din acestea, Luna decembrie 2013, Mii EURO, 1443
Harghita, 48. Hirtie si articole din acestea, Luna ianuarie 2014, Mii EURO, 1025
Harghita, 48. Hirtie si articole din acestea, Luna februarie 2014, Mii EURO, 1416
Harghita, 48. Hirtie si articole din acestea, Luna martie 2014, Mii EURO, 2017
Harghita, 48. Hirtie si articole din acestea, Luna aprilie 2014, Mii EURO, 1652
Harghita, 48. Hirtie si articole din acestea, Luna mai 2014, Mii EURO, 2029
Harghita, 48. Hirtie si articole din acestea, Luna iunie 2014, Mii EURO, 1767
Harghita, 48. Hirtie si articole din acestea, Luna iulie 2014, Mii EURO, 1600
Harghita, 48. Hirtie si articole din acestea, Luna august 2014, Mii EURO, 1761
Harghita, 48. Hirtie si articole din acestea, Luna septembrie 2014, Mii EURO, 1754
Harghita, 48. Hirtie si articole din acestea, Luna octombrie 2014, Mii EURO, 1750
Harghita, 48. Hirtie si articole din acestea, Luna noiembrie 2014, Mii EURO, 2219
Harghita, 48. Hirtie si articole din acestea, Luna decembrie 2014, Mii EURO, 1551
Harghita, 48. Hirtie si articole din acestea, Luna ianuarie 2015, Mii EURO, 1548
Harghita, 48. Hirtie si articole din acestea, Luna februarie 2015, Mii EURO, 1734
Harghita, 48. Hirtie si articole din acestea, Luna martie 2015, Mii EURO, 2099
Harghita, 48. Hirtie si articole din acestea, Luna aprilie 2015, Mii EURO, 1847
Harghita, 48. Hirtie si articole din acestea, Luna mai 2015, Mii EURO, 1878
Harghita, 48. Hirtie si articole din acestea, Luna iunie 2015, Mii EURO, 1962
Harghita, 48. Hirtie si articole din acestea, Luna iulie 2015, Mii EURO, 1624
Harghita, 48. Hirtie si articole din acestea, Luna august 2015, Mii EURO, 2091
Harghita, 48. Hirtie si articole din acestea, Luna septembrie 2015, Mii EURO, 2030
Harghita, 48. Hirtie si articole din acestea, Luna octombrie 2015, Mii EURO, 2113
Harghita, 48. Hirtie si articole din acestea, Luna noiembrie 2015, Mii EURO, 2561
Harghita, 48. Hirtie si articole din acestea, Luna decembrie 2015, Mii EURO, 1983
Harghita, 48. Hirtie si articole din acestea, Luna ianuarie 2016, Mii EURO, 1535
Harghita, 48. Hirtie si articole din acestea, Luna februarie 2016, Mii EURO, 2121
Harghita, 48. Hirtie si articole din acestea, Luna martie 2016, Mii EURO, 2024
Harghita, 48. Hirtie si articole din acestea, Luna aprilie 2016, Mii EURO, 1987
Harghita, 48. Hirtie si articole din acestea, Luna mai 2016, Mii EURO, 2707
Harghita, 48. Hirtie si articole din acestea, Luna iunie 2016, Mii EURO, 1932
Harghita, 48. Hirtie si articole din acestea, Luna iulie 2016, Mii EURO, 1987
Harghita, 48. Hirtie si articole din acestea, Luna august 2016, Mii EURO, 1920
Harghita, 48. Hirtie si articole din acestea, Luna septembrie 2016, Mii EURO, 1913
Harghita, 48. Hirtie si articole din acestea, Luna octombrie 2016, Mii EURO, 2102
Harghita, 48. Hirtie si articole din acestea, Luna noiembrie 2016, Mii EURO, 3019
Harghita, 48. Hirtie si articole din acestea, Luna decembrie 2016, Mii EURO, 1574
Harghita, 49. Carti  ziare, Luna ianuarie 2011, Mii EURO, 44
Harghita, 49. Carti  ziare, Luna februarie 2011, Mii EURO, 29
Harghita, 49. Carti  ziare, Luna martie 2011, Mii EURO, 191
Harghita, 49. Carti  ziare, Luna aprilie 2011, Mii EURO, 26
Harghita, 49. Carti  ziare, Luna mai 2011, Mii EURO, 38
Harghita, 49. Carti  ziare, Luna iunie 2011, Mii EURO, 39
Harghita, 49. Carti  ziare, Luna iulie 2011, Mii EURO, 27
Harghita, 49. Carti  ziare, Luna august 2011, Mii EURO, 38
Harghita, 49. Carti  ziare, Luna septembrie 2011, Mii EURO, 34
Harghita, 49. Carti  ziare, Luna octombrie 2011, Mii EURO, 36
Harghita, 49. Carti  ziare, Luna noiembrie 2011, Mii EURO, 49
Harghita, 49. Carti  ziare, Luna decembrie 2011, Mii EURO, 39
Harghita, 49. Carti  ziare, Luna ianuarie 2012, Mii EURO, 36
Harghita, 49. Carti  ziare, Luna februarie 2012, Mii EURO, 21
Harghita, 49. Carti  ziare, Luna martie 2012, Mii EURO, 37
Harghita, 49. Carti  ziare, Luna aprilie 2012, Mii EURO, 41
Harghita, 49. Carti  ziare, Luna mai 2012, Mii EURO, 35
Harghita, 49. Carti  ziare, Luna iunie 2012, Mii EURO, 30
Harghita, 49. Carti  ziare, Luna iulie 2012, Mii EURO, 29
Harghita, 49. Carti  ziare, Luna august 2012, Mii EURO, 68
Harghita, 49. Carti  ziare, Luna septembrie 2012, Mii EURO, 73
Harghita, 49. Carti  ziare, Luna octombrie 2012, Mii EURO, 74
Harghita, 49. Carti  ziare, Luna noiembrie 2012, Mii EURO, 70
Harghita, 49. Carti  ziare, Luna decembrie 2012, Mii EURO, 68
Harghita, 49. Carti  ziare, Luna ianuarie 2013, Mii EURO, 75
Harghita, 49. Carti  ziare, Luna februarie 2013, Mii EURO, 62
Harghita, 49. Carti  ziare, Luna martie 2013, Mii EURO, 52
Harghita, 49. Carti  ziare, Luna aprilie 2013, Mii EURO, 84
Harghita, 49. Carti  ziare, Luna mai 2013, Mii EURO, 98
Harghita, 49. Carti  ziare, Luna iunie 2013, Mii EURO, 82
Harghita, 49. Carti  ziare, Luna iulie 2013, Mii EURO, 84
