
Categorii de paduri, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Mii mc, Valoare
Diverse specii moi, Brasov, Anul 2011, Mii metri cubi, 12.5
Diverse specii moi, Brasov, Anul 2012, Mii metri cubi, 15.5
Diverse specii moi, Brasov, Anul 2013, Mii metri cubi, 16
Diverse specii moi, Brasov, Anul 2014, Mii metri cubi, 15.3
Diverse specii moi, Brasov, Anul 2015, Mii metri cubi, 12.3
Diverse specii moi, Covasna, Anul 1990, Mii metri cubi, 36.6
Diverse specii moi, Covasna, Anul 1991, Mii metri cubi, 29.6
Diverse specii moi, Covasna, Anul 1992, Mii metri cubi, 35.5
Diverse specii moi, Covasna, Anul 1993, Mii metri cubi, 25.9
Diverse specii moi, Covasna, Anul 1994, Mii metri cubi, 23.8
Diverse specii moi, Covasna, Anul 1995, Mii metri cubi, 20.3
Diverse specii moi, Covasna, Anul 1996, Mii metri cubi, 15.8
Diverse specii moi, Covasna, Anul 1997, Mii metri cubi, 18.3
Diverse specii moi, Covasna, Anul 1998, Mii metri cubi, 19.6
Diverse specii moi, Covasna, Anul 1999, Mii metri cubi, 22.3
Diverse specii moi, Covasna, Anul 2000, Mii metri cubi, 17.4
Diverse specii moi, Covasna, Anul 2001, Mii metri cubi, 14.7
Diverse specii moi, Covasna, Anul 2002, Mii metri cubi, 11.4
Diverse specii moi, Covasna, Anul 2003, Mii metri cubi, 13.7
Diverse specii moi, Covasna, Anul 2004, Mii metri cubi, 17.1
Diverse specii moi, Covasna, Anul 2005, Mii metri cubi, 11.4
Diverse specii moi, Covasna, Anul 2006, Mii metri cubi, 9.8
Diverse specii moi, Covasna, Anul 2007, Mii metri cubi, 12
Diverse specii moi, Covasna, Anul 2008, Mii metri cubi, 14.4
Diverse specii moi, Covasna, Anul 2009, Mii metri cubi, 17.5
Diverse specii moi, Covasna, Anul 2010, Mii metri cubi, 15.9
Diverse specii moi, Covasna, Anul 2011, Mii metri cubi, 19.5
Diverse specii moi, Covasna, Anul 2012, Mii metri cubi, 21.1
Diverse specii moi, Covasna, Anul 2013, Mii metri cubi, 23.2
Diverse specii moi, Covasna, Anul 2014, Mii metri cubi, 21.3
Diverse specii moi, Covasna, Anul 2015, Mii metri cubi, 18
Diverse specii moi, Harghita, Anul 1990, Mii metri cubi, 25.4
Diverse specii moi, Harghita, Anul 1991, Mii metri cubi, 16.4
Diverse specii moi, Harghita, Anul 1992, Mii metri cubi, 14
Diverse specii moi, Harghita, Anul 1993, Mii metri cubi, 12.3
Diverse specii moi, Harghita, Anul 1994, Mii metri cubi, 6.5
Diverse specii moi, Harghita, Anul 1995, Mii metri cubi, 7.2
Diverse specii moi, Harghita, Anul 1996, Mii metri cubi, 7.8
Diverse specii moi, Harghita, Anul 1997, Mii metri cubi, 7.4
Diverse specii moi, Harghita, Anul 1998, Mii metri cubi, 6.9
Diverse specii moi, Harghita, Anul 1999, Mii metri cubi, 8
Diverse specii moi, Harghita, Anul 2000, Mii metri cubi, 9.1
Diverse specii moi, Harghita, Anul 2001, Mii metri cubi, 4.9
Diverse specii moi, Harghita, Anul 2002, Mii metri cubi, 7.4
Diverse specii moi, Harghita, Anul 2003, Mii metri cubi, 4.2
Diverse specii moi, Harghita, Anul 2004, Mii metri cubi, 6.3
Diverse specii moi, Harghita, Anul 2005, Mii metri cubi, 7.3
Diverse specii moi, Harghita, Anul 2006, Mii metri cubi, 4.1
Diverse specii moi, Harghita, Anul 2007, Mii metri cubi, 6.8
Diverse specii moi, Harghita, Anul 2008, Mii metri cubi, 11
Diverse specii moi, Harghita, Anul 2009, Mii metri cubi, 8.9
Diverse specii moi, Harghita, Anul 2010, Mii metri cubi, 6.9
Diverse specii moi, Harghita, Anul 2011, Mii metri cubi, 11.4
Diverse specii moi, Harghita, Anul 2012, Mii metri cubi, 11.8
Diverse specii moi, Harghita, Anul 2013, Mii metri cubi, 16.9
Diverse specii moi, Harghita, Anul 2014, Mii metri cubi, 12.9
Diverse specii moi, Harghita, Anul 2015, Mii metri cubi, 15.5
Diverse specii moi, Mures, Anul 1990, Mii metri cubi, 30.4
Diverse specii moi, Mures, Anul 1991, Mii metri cubi, 51.7
Diverse specii moi, Mures, Anul 1992, Mii metri cubi, 35.5
Diverse specii moi, Mures, Anul 1993, Mii metri cubi, 36.2
Diverse specii moi, Mures, Anul 1994, Mii metri cubi, 23.8
Diverse specii moi, Mures, Anul 1995, Mii metri cubi, 39.5
Diverse specii moi, Mures, Anul 1996, Mii metri cubi, 14.2
Diverse specii moi, Mures, Anul 1997, Mii metri cubi, 18.4
Diverse specii moi, Mures, Anul 1998, Mii metri cubi, 17.2
Diverse specii moi, Mures, Anul 1999, Mii metri cubi, 16.2
Diverse specii moi, Mures, Anul 2000, Mii metri cubi, 22.4
Diverse specii moi, Mures, Anul 2001, Mii metri cubi, 19.6
Diverse specii moi, Mures, Anul 2002, Mii metri cubi, 18.7
Diverse specii moi, Mures, Anul 2003, Mii metri cubi, 22.6
Diverse specii moi, Mures, Anul 2004, Mii metri cubi, 21.7
Diverse specii moi, Mures, Anul 2005, Mii metri cubi, 17.9
Diverse specii moi, Mures, Anul 2006, Mii metri cubi, 16.8
Diverse specii moi, Mures, Anul 2007, Mii metri cubi, 14.9
Diverse specii moi, Mures, Anul 2008, Mii metri cubi, 15.2
Diverse specii moi, Mures, Anul 2009, Mii metri cubi, 15.1
Diverse specii moi, Mures, Anul 2010, Mii metri cubi, 12.4
Diverse specii moi, Mures, Anul 2011, Mii metri cubi, 23.9
Diverse specii moi, Mures, Anul 2012, Mii metri cubi, 20.5
Diverse specii moi, Mures, Anul 2013, Mii metri cubi, 18.2
Diverse specii moi, Mures, Anul 2014, Mii metri cubi, 17.9
Diverse specii moi, Mures, Anul 2015, Mii metri cubi, 8.4
Diverse specii moi, Sibiu, Anul 1990, Mii metri cubi, 20.6
Diverse specii moi, Sibiu, Anul 1991, Mii metri cubi, 26.8
Diverse specii moi, Sibiu, Anul 1992, Mii metri cubi, 34
Diverse specii moi, Sibiu, Anul 1993, Mii metri cubi, 10.2
Diverse specii moi, Sibiu, Anul 1994, Mii metri cubi, 10
Diverse specii moi, Sibiu, Anul 1995, Mii metri cubi, 9.3
Diverse specii moi, Sibiu, Anul 1996, Mii metri cubi, 7.3
Diverse specii moi, Sibiu, Anul 1997, Mii metri cubi, 8.9
Diverse specii moi, Sibiu, Anul 1998, Mii metri cubi, 4.5
Diverse specii moi, Sibiu, Anul 1999, Mii metri cubi, 7.9
Diverse specii moi, Sibiu, Anul 2000, Mii metri cubi, 4.6
Diverse specii moi, Sibiu, Anul 2001, Mii metri cubi, 13.5
Diverse specii moi, Sibiu, Anul 2002, Mii metri cubi, 7.9
Diverse specii moi, Sibiu, Anul 2003, Mii metri cubi, 11.6
Diverse specii moi, Sibiu, Anul 2004, Mii metri cubi, 10.2
Diverse specii moi, Sibiu, Anul 2005, Mii metri cubi, 9.3
Diverse specii moi, Sibiu, Anul 2006, Mii metri cubi, 7.7
Diverse specii moi, Sibiu, Anul 2007, Mii metri cubi, 6
Diverse specii moi, Sibiu, Anul 2008, Mii metri cubi, 5.4
Diverse specii moi, Sibiu, Anul 2009, Mii metri cubi, 14.3
Diverse specii moi, Sibiu, Anul 2010, Mii metri cubi, 7.7
Diverse specii moi, Sibiu, Anul 2011, Mii metri cubi, 9.4
Diverse specii moi, Sibiu, Anul 2012, Mii metri cubi, 7.7
Diverse specii moi, Sibiu, Anul 2013, Mii metri cubi, 9.6
Diverse specii moi, Sibiu, Anul 2014, Mii metri cubi, 10.8
Diverse specii moi, Sibiu, Anul 2015, Mii metri cubi, 13.4
Diverse specii moi, Bacau, Anul 1990, Mii metri cubi, 66.9
Diverse specii moi, Bacau, Anul 1991, Mii metri cubi, 74.6
Diverse specii moi, Bacau, Anul 1992, Mii metri cubi, 57.8
Diverse specii moi, Bacau, Anul 1993, Mii metri cubi, 60
Diverse specii moi, Bacau, Anul 1994, Mii metri cubi, 42.9
Diverse specii moi, Bacau, Anul 1995, Mii metri cubi, 48.6
Diverse specii moi, Bacau, Anul 1996, Mii metri cubi, 42.4
Diverse specii moi, Bacau, Anul 1997, Mii metri cubi, 42.3
Diverse specii moi, Bacau, Anul 1998, Mii metri cubi, 35.9
Diverse specii moi, Bacau, Anul 1999, Mii metri cubi, 44.8
Diverse specii moi, Bacau, Anul 2000, Mii metri cubi, 43.8
Diverse specii moi, Bacau, Anul 2001, Mii metri cubi, 44.4
Diverse specii moi, Bacau, Anul 2002, Mii metri cubi, 50.9
Diverse specii moi, Bacau, Anul 2003, Mii metri cubi, 57.3
Diverse specii moi, Bacau, Anul 2004, Mii metri cubi, 61
Diverse specii moi, Bacau, Anul 2005, Mii metri cubi, 49.9
Diverse specii moi, Bacau, Anul 2006, Mii metri cubi, 59.2
Diverse specii moi, Bacau, Anul 2007, Mii metri cubi, 50.6
Diverse specii moi, Bacau, Anul 2008, Mii metri cubi, 48.3
Diverse specii moi, Bacau, Anul 2009, Mii metri cubi, 43
Diverse specii moi, Bacau, Anul 2010, Mii metri cubi, 54.3
Diverse specii moi, Bacau, Anul 2011, Mii metri cubi, 57.9
Diverse specii moi, Bacau, Anul 2012, Mii metri cubi, 73.1
Diverse specii moi, Bacau, Anul 2013, Mii metri cubi, 67.4
Diverse specii moi, Bacau, Anul 2014, Mii metri cubi, 59.2
Diverse specii moi, Bacau, Anul 2015, Mii metri cubi, 60.9
Diverse specii moi, Botosani, Anul 1990, Mii metri cubi, 31.4
Diverse specii moi, Botosani, Anul 1991, Mii metri cubi, 35.9
Diverse specii moi, Botosani, Anul 1992, Mii metri cubi, 28.8
Diverse specii moi, Botosani, Anul 1993, Mii metri cubi, 19.2
Diverse specii moi, Botosani, Anul 1994, Mii metri cubi, 22.2
Diverse specii moi, Botosani, Anul 1995, Mii metri cubi, 20.7
Diverse specii moi, Botosani, Anul 1996, Mii metri cubi, 26.8
Diverse specii moi, Botosani, Anul 1997, Mii metri cubi, 23
Diverse specii moi, Botosani, Anul 1998, Mii metri cubi, 23.7
Diverse specii moi, Botosani, Anul 1999, Mii metri cubi, 31.2
Diverse specii moi, Botosani, Anul 2000, Mii metri cubi, 38.6
Diverse specii moi, Botosani, Anul 2001, Mii metri cubi, 35.9
Diverse specii moi, Botosani, Anul 2002, Mii metri cubi, 30.2
Diverse specii moi, Botosani, Anul 2003, Mii metri cubi, 35.7
Diverse specii moi, Botosani, Anul 2004, Mii metri cubi, 35.9
Diverse specii moi, Botosani, Anul 2005, Mii metri cubi, 28.7
Diverse specii moi, Botosani, Anul 2006, Mii metri cubi, 36.4
Diverse specii moi, Botosani, Anul 2007, Mii metri cubi, 38.1
Diverse specii moi, Botosani, Anul 2008, Mii metri cubi, 33
Diverse specii moi, Botosani, Anul 2009, Mii metri cubi, 26.3
Diverse specii moi, Botosani, Anul 2010, Mii metri cubi, 33.8
Diverse specii moi, Botosani, Anul 2011, Mii metri cubi, 29.2
Diverse specii moi, Botosani, Anul 2012, Mii metri cubi, 30.9
Diverse specii moi, Botosani, Anul 2013, Mii metri cubi, 28.4
Diverse specii moi, Botosani, Anul 2014, Mii metri cubi, 32.8
Diverse specii moi, Botosani, Anul 2015, Mii metri cubi, 31.5
Diverse specii moi, Iasi, Anul 1990, Mii metri cubi, 122.4
Diverse specii moi, Iasi, Anul 1991, Mii metri cubi, 90.7
Diverse specii moi, Iasi, Anul 1992, Mii metri cubi, 92.1
Diverse specii moi, Iasi, Anul 1993, Mii metri cubi, 82
Diverse specii moi, Iasi, Anul 1994, Mii metri cubi, 70.5
Diverse specii moi, Iasi, Anul 1995, Mii metri cubi, 70.1
Diverse specii moi, Iasi, Anul 1996, Mii metri cubi, 55.9
Diverse specii moi, Iasi, Anul 1997, Mii metri cubi, 71.8
Diverse specii moi, Iasi, Anul 1998, Mii metri cubi, 61.9
Diverse specii moi, Iasi, Anul 1999, Mii metri cubi, 79.3
Diverse specii moi, Iasi, Anul 2000, Mii metri cubi, 97
Diverse specii moi, Iasi, Anul 2001, Mii metri cubi, 100.8
Diverse specii moi, Iasi, Anul 2002, Mii metri cubi, 111.3
Diverse specii moi, Iasi, Anul 2003, Mii metri cubi, 103.8
Diverse specii moi, Iasi, Anul 2004, Mii metri cubi, 119.5
Diverse specii moi, Iasi, Anul 2005, Mii metri cubi, 104.9
Diverse specii moi, Iasi, Anul 2006, Mii metri cubi, 90.4
Diverse specii moi, Iasi, Anul 2007, Mii metri cubi, 80.7
Diverse specii moi, Iasi, Anul 2008, Mii metri cubi, 83.1
Diverse specii moi, Iasi, Anul 2009, Mii metri cubi, 78.8
Diverse specii moi, Iasi, Anul 2010, Mii metri cubi, 86.2
Diverse specii moi, Iasi, Anul 2011, Mii metri cubi, 84
Diverse specii moi, Iasi, Anul 2012, Mii metri cubi, 83.7
Diverse specii moi, Iasi, Anul 2013, Mii metri cubi, 91.9
Diverse specii moi, Iasi, Anul 2014, Mii metri cubi, 72.5
Diverse specii moi, Iasi, Anul 2015, Mii metri cubi, 85.1
Diverse specii moi, Neamt, Anul 1990, Mii metri cubi, 52
Diverse specii moi, Neamt, Anul 1991, Mii metri cubi, 55
Diverse specii moi, Neamt, Anul 1992, Mii metri cubi, 44.9
Diverse specii moi, Neamt, Anul 1993, Mii metri cubi, 38.1
Diverse specii moi, Neamt, Anul 1994, Mii metri cubi, 41.5
Diverse specii moi, Neamt, Anul 1995, Mii metri cubi, 51.5
Diverse specii moi, Neamt, Anul 1996, Mii metri cubi, 46.4
Diverse specii moi, Neamt, Anul 1997, Mii metri cubi, 39.5
Diverse specii moi, Neamt, Anul 1998, Mii metri cubi, 41.9
Diverse specii moi, Neamt, Anul 1999, Mii metri cubi, 41
Diverse specii moi, Neamt, Anul 2000, Mii metri cubi, 50.7
Diverse specii moi, Neamt, Anul 2001, Mii metri cubi, 33.1
Diverse specii moi, Neamt, Anul 2002, Mii metri cubi, 45.7
Diverse specii moi, Neamt, Anul 2003, Mii metri cubi, 47.7
Diverse specii moi, Neamt, Anul 2004, Mii metri cubi, 55.8
Diverse specii moi, Neamt, Anul 2005, Mii metri cubi, 54.8
Diverse specii moi, Neamt, Anul 2006, Mii metri cubi, 53.7
Diverse specii moi, Neamt, Anul 2007, Mii metri cubi, 37.6
Diverse specii moi, Neamt, Anul 2008, Mii metri cubi, 35.8
Diverse specii moi, Neamt, Anul 2009, Mii metri cubi, 37.8
Diverse specii moi, Neamt, Anul 2010, Mii metri cubi, 33.6
Diverse specii moi, Neamt, Anul 2011, Mii metri cubi, 34.3
Diverse specii moi, Neamt, Anul 2012, Mii metri cubi, 38.8
Diverse specii moi, Neamt, Anul 2013, Mii metri cubi, 34.4
Diverse specii moi, Neamt, Anul 2014, Mii metri cubi, 29.8
Diverse specii moi, Neamt, Anul 2015, Mii metri cubi, 43.9
Diverse specii moi, Suceava, Anul 1990, Mii metri cubi, 37.3
Diverse specii moi, Suceava, Anul 1991, Mii metri cubi, 32.4
Diverse specii moi, Suceava, Anul 1992, Mii metri cubi, 31.5
Diverse specii moi, Suceava, Anul 1993, Mii metri cubi, 19.8
Diverse specii moi, Suceava, Anul 1994, Mii metri cubi, 15.2
Diverse specii moi, Suceava, Anul 1995, Mii metri cubi, 14
Diverse specii moi, Suceava, Anul 1996, Mii metri cubi, 16
Diverse specii moi, Suceava, Anul 1997, Mii metri cubi, 14.6
Diverse specii moi, Suceava, Anul 1998, Mii metri cubi, 14
Diverse specii moi, Suceava, Anul 1999, Mii metri cubi, 15.6
Diverse specii moi, Suceava, Anul 2000, Mii metri cubi, 16
Diverse specii moi, Suceava, Anul 2001, Mii metri cubi, 16
Diverse specii moi, Suceava, Anul 2002, Mii metri cubi, 11.6
Diverse specii moi, Suceava, Anul 2003, Mii metri cubi, 9.7
Diverse specii moi, Suceava, Anul 2004, Mii metri cubi, 16.6
Diverse specii moi, Suceava, Anul 2005, Mii metri cubi, 19
Diverse specii moi, Suceava, Anul 2006, Mii metri cubi, 14.7
Diverse specii moi, Suceava, Anul 2007, Mii metri cubi, 13.2
Diverse specii moi, Suceava, Anul 2008, Mii metri cubi, 18.2
Diverse specii moi, Suceava, Anul 2009, Mii metri cubi, 17.1
Diverse specii moi, Suceava, Anul 2010, Mii metri cubi, 18.9
Diverse specii moi, Suceava, Anul 2011, Mii metri cubi, 18
Diverse specii moi, Suceava, Anul 2012, Mii metri cubi, 16.6
Diverse specii moi, Suceava, Anul 2013, Mii metri cubi, 14.9
Diverse specii moi, Suceava, Anul 2014, Mii metri cubi, 15.1
Diverse specii moi, Suceava, Anul 2015, Mii metri cubi, 17.2
Diverse specii moi, Vaslui, Anul 1990, Mii metri cubi, 62.4
Diverse specii moi, Vaslui, Anul 1991, Mii metri cubi, 57.4
Diverse specii moi, Vaslui, Anul 1992, Mii metri cubi, 64.7
Diverse specii moi, Vaslui, Anul 1993, Mii metri cubi, 69.4
Diverse specii moi, Vaslui, Anul 1994, Mii metri cubi, 58.8
Diverse specii moi, Vaslui, Anul 1995, Mii metri cubi, 55.5
Diverse specii moi, Vaslui, Anul 1996, Mii metri cubi, 55.3
Diverse specii moi, Vaslui, Anul 1997, Mii metri cubi, 36.7
Diverse specii moi, Vaslui, Anul 1998, Mii metri cubi, 44.5
Diverse specii moi, Vaslui, Anul 1999, Mii metri cubi, 40
Diverse specii moi, Vaslui, Anul 2000, Mii metri cubi, 70.8
Diverse specii moi, Vaslui, Anul 2001, Mii metri cubi, 65.8
Diverse specii moi, Vaslui, Anul 2002, Mii metri cubi, 68.8
Diverse specii moi, Vaslui, Anul 2003, Mii metri cubi, 71.4
Diverse specii moi, Vaslui, Anul 2004, Mii metri cubi, 73.7
Diverse specii moi, Vaslui, Anul 2005, Mii metri cubi, 72.2
Diverse specii moi, Vaslui, Anul 2006, Mii metri cubi, 86.3
Diverse specii moi, Vaslui, Anul 2007, Mii metri cubi, 73.2
Diverse specii moi, Vaslui, Anul 2008, Mii metri cubi, 62.1
Diverse specii moi, Vaslui, Anul 2009, Mii metri cubi, 53.4
Diverse specii moi, Vaslui, Anul 2010, Mii metri cubi, 46.5
Diverse specii moi, Vaslui, Anul 2011, Mii metri cubi, 51.9
Diverse specii moi, Vaslui, Anul 2012, Mii metri cubi, 56.9
Diverse specii moi, Vaslui, Anul 2013, Mii metri cubi, 69.6
Diverse specii moi, Vaslui, Anul 2014, Mii metri cubi, 58.9
Diverse specii moi, Vaslui, Anul 2015, Mii metri cubi, 56.9
Diverse specii moi, Braila, Anul 1990, Mii metri cubi, 115.2
Diverse specii moi, Braila, Anul 1991, Mii metri cubi, 95.5
Diverse specii moi, Braila, Anul 1992, Mii metri cubi, 73.6
Diverse specii moi, Braila, Anul 1993, Mii metri cubi, 68.4
Diverse specii moi, Braila, Anul 1994, Mii metri cubi, 66.8
Diverse specii moi, Braila, Anul 1995, Mii metri cubi, 71.6
Diverse specii moi, Braila, Anul 1996, Mii metri cubi, 83.4
Diverse specii moi, Braila, Anul 1997, Mii metri cubi, 78.6
Diverse specii moi, Braila, Anul 1998, Mii metri cubi, 71.3
Diverse specii moi, Braila, Anul 1999, Mii metri cubi, 67.3
Diverse specii moi, Braila, Anul 2000, Mii metri cubi, 71.8
Diverse specii moi, Braila, Anul 2001, Mii metri cubi, 72.2
Diverse specii moi, Braila, Anul 2002, Mii metri cubi, 87.1
Diverse specii moi, Braila, Anul 2003, Mii metri cubi, 91.4
Diverse specii moi, Braila, Anul 2004, Mii metri cubi, 118.5
Diverse specii moi, Braila, Anul 2005, Mii metri cubi, 74.9
Diverse specii moi, Braila, Anul 2006, Mii metri cubi, 68.8
Diverse specii moi, Braila, Anul 2007, Mii metri cubi, 72.1
Diverse specii moi, Braila, Anul 2008, Mii metri cubi, 44.1
Diverse specii moi, Braila, Anul 2009, Mii metri cubi, 49.5
Diverse specii moi, Braila, Anul 2010, Mii metri cubi, 50.2
Diverse specii moi, Braila, Anul 2011, Mii metri cubi, 61.3
Diverse specii moi, Braila, Anul 2012, Mii metri cubi, 71.2
Diverse specii moi, Braila, Anul 2013, Mii metri cubi, 69
Diverse specii moi, Braila, Anul 2014, Mii metri cubi, 51.1
Diverse specii moi, Braila, Anul 2015, Mii metri cubi, 61.9
Diverse specii moi, Buzau, Anul 1990, Mii metri cubi, 28.4
Diverse specii moi, Buzau, Anul 1991, Mii metri cubi, 26.8
Diverse specii moi, Buzau, Anul 1992, Mii metri cubi, 27.1
Diverse specii moi, Buzau, Anul 1993, Mii metri cubi, 26.6
Diverse specii moi, Buzau, Anul 1994, Mii metri cubi, 24.4
Diverse specii moi, Buzau, Anul 1995, Mii metri cubi, 29.8
Diverse specii moi, Buzau, Anul 1996, Mii metri cubi, 24.3
Diverse specii moi, Buzau, Anul 1997, Mii metri cubi, 24.3
Diverse specii moi, Buzau, Anul 1998, Mii metri cubi, 15.7
Diverse specii moi, Buzau, Anul 1999, Mii metri cubi, 15.7
Diverse specii moi, Buzau, Anul 2000, Mii metri cubi, 20.5
Diverse specii moi, Buzau, Anul 2001, Mii metri cubi, 20.6
Diverse specii moi, Buzau, Anul 2002, Mii metri cubi, 29.8
Diverse specii moi, Buzau, Anul 2003, Mii metri cubi, 24.3
Diverse specii moi, Buzau, Anul 2004, Mii metri cubi, 27
Diverse specii moi, Buzau, Anul 2005, Mii metri cubi, 21.5
Diverse specii moi, Buzau, Anul 2006, Mii metri cubi, 25.9
Diverse specii moi, Buzau, Anul 2007, Mii metri cubi, 25
Diverse specii moi, Buzau, Anul 2008, Mii metri cubi, 22
Diverse specii moi, Buzau, Anul 2009, Mii metri cubi, 17
Diverse specii moi, Buzau, Anul 2010, Mii metri cubi, 17.5
Diverse specii moi, Buzau, Anul 2011, Mii metri cubi, 20.1
Diverse specii moi, Buzau, Anul 2012, Mii metri cubi, 21.4
Diverse specii moi, Buzau, Anul 2013, Mii metri cubi, 19.2
Diverse specii moi, Buzau, Anul 2014, Mii metri cubi, 18.2
Diverse specii moi, Buzau, Anul 2015, Mii metri cubi, 20.6
Diverse specii moi, Constanta, Anul 1990, Mii metri cubi, 54.6
Diverse specii moi, Constanta, Anul 1991, Mii metri cubi, 50.2
Diverse specii moi, Constanta, Anul 1992, Mii metri cubi, 52.8
Diverse specii moi, Constanta, Anul 1993, Mii metri cubi, 53
Diverse specii moi, Constanta, Anul 1994, Mii metri cubi, 41.6
Diverse specii moi, Constanta, Anul 1995, Mii metri cubi, 52.8
Diverse specii moi, Constanta, Anul 1996, Mii metri cubi, 41.5
Diverse specii moi, Constanta, Anul 1997, Mii metri cubi, 45.8
Diverse specii moi, Constanta, Anul 1998, Mii metri cubi, 36.8
Diverse specii moi, Constanta, Anul 1999, Mii metri cubi, 53.8
Diverse specii moi, Constanta, Anul 2000, Mii metri cubi, 44.7
Diverse specii moi, Constanta, Anul 2001, Mii metri cubi, 47.4
Diverse specii moi, Constanta, Anul 2002, Mii metri cubi, 49.4
Diverse specii moi, Constanta, Anul 2003, Mii metri cubi, 43.1
Diverse specii moi, Constanta, Anul 2004, Mii metri cubi, 31.7
Diverse specii moi, Constanta, Anul 2005, Mii metri cubi, 34.1
Diverse specii moi, Constanta, Anul 2006, Mii metri cubi, 41.7
Diverse specii moi, Constanta, Anul 2007, Mii metri cubi, 45.3
Diverse specii moi, Constanta, Anul 2008, Mii metri cubi, 39
Diverse specii moi, Constanta, Anul 2009, Mii metri cubi, 35.6
Diverse specii moi, Constanta, Anul 2010, Mii metri cubi, 30.5
Diverse specii moi, Constanta, Anul 2011, Mii metri cubi, 35.2
Diverse specii moi, Constanta, Anul 2012, Mii metri cubi, 38.2
Diverse specii moi, Constanta, Anul 2013, Mii metri cubi, 39.1
Diverse specii moi, Constanta, Anul 2014, Mii metri cubi, 33.1
Diverse specii moi, Constanta, Anul 2015, Mii metri cubi, 40.7
Diverse specii moi, Galati, Anul 1990, Mii metri cubi, 29.5
Diverse specii moi, Galati, Anul 1991, Mii metri cubi, 37.7
Diverse specii moi, Galati, Anul 1992, Mii metri cubi, 34.4
Diverse specii moi, Galati, Anul 1993, Mii metri cubi, 35.1
Diverse specii moi, Galati, Anul 1994, Mii metri cubi, 25
Diverse specii moi, Galati, Anul 1995, Mii metri cubi, 21
Diverse specii moi, Galati, Anul 1996, Mii metri cubi, 35.4
Diverse specii moi, Galati, Anul 1997, Mii metri cubi, 39
Diverse specii moi, Galati, Anul 1998, Mii metri cubi, 25.5
Diverse specii moi, Galati, Anul 1999, Mii metri cubi, 20.4
