
Judete, Sectiuni si capitole conform Nomenclatorului Combinat (NC), Luni, UM: Mii euro, Valoare
Alba, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2014, Mii EURO, 35282
Alba, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2014, Mii EURO, 40277
Alba, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2015, Mii EURO, 41672
Alba, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2015, Mii EURO, 36650
Alba, IX. Produse din lemn  exclusiv mobilier, Luna martie 2015, Mii EURO, 40020
Alba, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2015, Mii EURO, 39881
Alba, IX. Produse din lemn  exclusiv mobilier, Luna mai 2015, Mii EURO, 41542
Alba, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2015, Mii EURO, 39701
Alba, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2015, Mii EURO, 40364
Alba, IX. Produse din lemn  exclusiv mobilier, Luna august 2015, Mii EURO, 34844
Alba, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2015, Mii EURO, 33800
Alba, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2015, Mii EURO, 38775
Alba, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2015, Mii EURO, 32110
Alba, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2015, Mii EURO, 30908
Alba, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2016, Mii EURO, 30584
Alba, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2016, Mii EURO, 29297
Alba, IX. Produse din lemn  exclusiv mobilier, Luna martie 2016, Mii EURO, 36430
Alba, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2016, Mii EURO, 32704
Alba, IX. Produse din lemn  exclusiv mobilier, Luna mai 2016, Mii EURO, 30819
Alba, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2016, Mii EURO, 32246
Alba, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2016, Mii EURO, 31943
Alba, IX. Produse din lemn  exclusiv mobilier, Luna august 2016, Mii EURO, 34964
Alba, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2016, Mii EURO, 32659
Alba, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2016, Mii EURO, 35909
Alba, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2016, Mii EURO, 38555
Alba, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2016, Mii EURO, 33740
Alba, X. Hirtie si articole din acestea, Luna ianuarie 2011, Mii EURO, 2988
Alba, X. Hirtie si articole din acestea, Luna februarie 2011, Mii EURO, 2638
Alba, X. Hirtie si articole din acestea, Luna martie 2011, Mii EURO, 2666
Alba, X. Hirtie si articole din acestea, Luna aprilie 2011, Mii EURO, 2530
Alba, X. Hirtie si articole din acestea, Luna mai 2011, Mii EURO, 2449
Alba, X. Hirtie si articole din acestea, Luna iunie 2011, Mii EURO, 2123
Alba, X. Hirtie si articole din acestea, Luna iulie 2011, Mii EURO, 2629
Alba, X. Hirtie si articole din acestea, Luna august 2011, Mii EURO, 2581
Alba, X. Hirtie si articole din acestea, Luna septembrie 2011, Mii EURO, 2377
Alba, X. Hirtie si articole din acestea, Luna octombrie 2011, Mii EURO, 2075
Alba, X. Hirtie si articole din acestea, Luna noiembrie 2011, Mii EURO, 2345
Alba, X. Hirtie si articole din acestea, Luna decembrie 2011, Mii EURO, 2567
Alba, X. Hirtie si articole din acestea, Luna ianuarie 2012, Mii EURO, 2457
Alba, X. Hirtie si articole din acestea, Luna februarie 2012, Mii EURO, 2594
Alba, X. Hirtie si articole din acestea, Luna martie 2012, Mii EURO, 2219
Alba, X. Hirtie si articole din acestea, Luna aprilie 2012, Mii EURO, 2112
Alba, X. Hirtie si articole din acestea, Luna mai 2012, Mii EURO, 2319
Alba, X. Hirtie si articole din acestea, Luna iunie 2012, Mii EURO, 2127
Alba, X. Hirtie si articole din acestea, Luna iulie 2012, Mii EURO, 2181
Alba, X. Hirtie si articole din acestea, Luna august 2012, Mii EURO, 2410
Alba, X. Hirtie si articole din acestea, Luna septembrie 2012, Mii EURO, 2073
Alba, X. Hirtie si articole din acestea, Luna octombrie 2012, Mii EURO, 2152
Alba, X. Hirtie si articole din acestea, Luna noiembrie 2012, Mii EURO, 2577
Alba, X. Hirtie si articole din acestea, Luna decembrie 2012, Mii EURO, 2198
Alba, X. Hirtie si articole din acestea, Luna ianuarie 2013, Mii EURO, 3130
Alba, X. Hirtie si articole din acestea, Luna februarie 2013, Mii EURO, 2310
Alba, X. Hirtie si articole din acestea, Luna martie 2013, Mii EURO, 2700
Alba, X. Hirtie si articole din acestea, Luna aprilie 2013, Mii EURO, 2654
Alba, X. Hirtie si articole din acestea, Luna mai 2013, Mii EURO, 2882
Alba, X. Hirtie si articole din acestea, Luna iunie 2013, Mii EURO, 2538
Alba, X. Hirtie si articole din acestea, Luna iulie 2013, Mii EURO, 2553
Alba, X. Hirtie si articole din acestea, Luna august 2013, Mii EURO, 1940
Alba, X. Hirtie si articole din acestea, Luna septembrie 2013, Mii EURO, 2652
Alba, X. Hirtie si articole din acestea, Luna octombrie 2013, Mii EURO, 3009
Alba, X. Hirtie si articole din acestea, Luna noiembrie 2013, Mii EURO, 2608
Alba, X. Hirtie si articole din acestea, Luna decembrie 2013, Mii EURO, 2526
Alba, X. Hirtie si articole din acestea, Luna ianuarie 2014, Mii EURO, 2926
Alba, X. Hirtie si articole din acestea, Luna februarie 2014, Mii EURO, 2451
Alba, X. Hirtie si articole din acestea, Luna martie 2014, Mii EURO, 3045
Alba, X. Hirtie si articole din acestea, Luna aprilie 2014, Mii EURO, 2729
Alba, X. Hirtie si articole din acestea, Luna mai 2014, Mii EURO, 2217
Alba, X. Hirtie si articole din acestea, Luna iunie 2014, Mii EURO, 2708
Alba, X. Hirtie si articole din acestea, Luna iulie 2014, Mii EURO, 3317
Alba, X. Hirtie si articole din acestea, Luna august 2014, Mii EURO, 2478
Alba, X. Hirtie si articole din acestea, Luna septembrie 2014, Mii EURO, 3047
Alba, X. Hirtie si articole din acestea, Luna octombrie 2014, Mii EURO, 2911
Alba, X. Hirtie si articole din acestea, Luna noiembrie 2014, Mii EURO, 3179
Alba, X. Hirtie si articole din acestea, Luna decembrie 2014, Mii EURO, 2874
Alba, X. Hirtie si articole din acestea, Luna ianuarie 2015, Mii EURO, 3366
Alba, X. Hirtie si articole din acestea, Luna februarie 2015, Mii EURO, 3047
Alba, X. Hirtie si articole din acestea, Luna martie 2015, Mii EURO, 3218
Alba, X. Hirtie si articole din acestea, Luna aprilie 2015, Mii EURO, 2365
Alba, X. Hirtie si articole din acestea, Luna mai 2015, Mii EURO, 2815
Alba, X. Hirtie si articole din acestea, Luna iunie 2015, Mii EURO, 3404
Alba, X. Hirtie si articole din acestea, Luna iulie 2015, Mii EURO, 2818
Alba, X. Hirtie si articole din acestea, Luna august 2015, Mii EURO, 2714
Alba, X. Hirtie si articole din acestea, Luna septembrie 2015, Mii EURO, 2381
Alba, X. Hirtie si articole din acestea, Luna octombrie 2015, Mii EURO, 2325
Alba, X. Hirtie si articole din acestea, Luna noiembrie 2015, Mii EURO, 2532
Alba, X. Hirtie si articole din acestea, Luna decembrie 2015, Mii EURO, 2718
Alba, X. Hirtie si articole din acestea, Luna ianuarie 2016, Mii EURO, 4282
Alba, X. Hirtie si articole din acestea, Luna februarie 2016, Mii EURO, 3099
Alba, X. Hirtie si articole din acestea, Luna martie 2016, Mii EURO, 3252
Alba, X. Hirtie si articole din acestea, Luna aprilie 2016, Mii EURO, 2761
Alba, X. Hirtie si articole din acestea, Luna mai 2016, Mii EURO, 2629
Alba, X. Hirtie si articole din acestea, Luna iunie 2016, Mii EURO, 2867
Alba, X. Hirtie si articole din acestea, Luna iulie 2016, Mii EURO, 2167
Alba, X. Hirtie si articole din acestea, Luna august 2016, Mii EURO, 2560
Alba, X. Hirtie si articole din acestea, Luna septembrie 2016, Mii EURO, 3152
Alba, X. Hirtie si articole din acestea, Luna octombrie 2016, Mii EURO, 2615
Alba, X. Hirtie si articole din acestea, Luna noiembrie 2016, Mii EURO, 2215
Alba, X. Hirtie si articole din acestea, Luna decembrie 2016, Mii EURO, 2384
Arad, Total, Luna ianuarie 2011, Mii EURO, 166823
Arad, Total, Luna februarie 2011, Mii EURO, 177610
Arad, Total, Luna martie 2011, Mii EURO, 200331
Arad, Total, Luna aprilie 2011, Mii EURO, 165011
Arad, Total, Luna mai 2011, Mii EURO, 179026
Arad, Total, Luna iunie 2011, Mii EURO, 175020
Arad, Total, Luna iulie 2011, Mii EURO, 179865
Arad, Total, Luna august 2011, Mii EURO, 152735
Arad, Total, Luna septembrie 2011, Mii EURO, 197332
Arad, Total, Luna octombrie 2011, Mii EURO, 190745
Arad, Total, Luna noiembrie 2011, Mii EURO, 197084
Arad, Total, Luna decembrie 2011, Mii EURO, 143516
Arad, Total, Luna ianuarie 2012, Mii EURO, 177009
Arad, Total, Luna februarie 2012, Mii EURO, 183098
Arad, Total, Luna martie 2012, Mii EURO, 196897
Arad, Total, Luna aprilie 2012, Mii EURO, 169592
Arad, Total, Luna mai 2012, Mii EURO, 193747
Arad, Total, Luna iunie 2012, Mii EURO, 188989
Arad, Total, Luna iulie 2012, Mii EURO, 173228
Arad, Total, Luna august 2012, Mii EURO, 141492
Arad, Total, Luna septembrie 2012, Mii EURO, 182931
Arad, Total, Luna octombrie 2012, Mii EURO, 195457
Arad, Total, Luna noiembrie 2012, Mii EURO, 194445
Arad, Total, Luna decembrie 2012, Mii EURO, 135747
Arad, Total, Luna ianuarie 2013, Mii EURO, 189756
Arad, Total, Luna februarie 2013, Mii EURO, 200410
Arad, Total, Luna martie 2013, Mii EURO, 205440
Arad, Total, Luna aprilie 2013, Mii EURO, 215308
Arad, Total, Luna mai 2013, Mii EURO, 199461
Arad, Total, Luna iunie 2013, Mii EURO, 196583
Arad, Total, Luna iulie 2013, Mii EURO, 209655
Arad, Total, Luna august 2013, Mii EURO, 171635
Arad, Total, Luna septembrie 2013, Mii EURO, 223021
Arad, Total, Luna octombrie 2013, Mii EURO, 240144
Arad, Total, Luna noiembrie 2013, Mii EURO, 263425
Arad, Total, Luna decembrie 2013, Mii EURO, 171670
Arad, Total, Luna ianuarie 2014, Mii EURO, 216122
Arad, Total, Luna februarie 2014, Mii EURO, 229887
Arad, Total, Luna martie 2014, Mii EURO, 243984
Arad, Total, Luna aprilie 2014, Mii EURO, 265219
Arad, Total, Luna mai 2014, Mii EURO, 268424
Arad, Total, Luna iunie 2014, Mii EURO, 232325
Arad, Total, Luna iulie 2014, Mii EURO, 244810
Arad, Total, Luna august 2014, Mii EURO, 180242
Arad, Total, Luna septembrie 2014, Mii EURO, 257542
Arad, Total, Luna octombrie 2014, Mii EURO, 266767
Arad, Total, Luna noiembrie 2014, Mii EURO, 266887
Arad, Total, Luna decembrie 2014, Mii EURO, 192009
Arad, Total, Luna ianuarie 2015, Mii EURO, 233786
Arad, Total, Luna februarie 2015, Mii EURO, 259041
Arad, Total, Luna martie 2015, Mii EURO, 272751
Arad, Total, Luna aprilie 2015, Mii EURO, 261892
Arad, Total, Luna mai 2015, Mii EURO, 253234
Arad, Total, Luna iunie 2015, Mii EURO, 271504
Arad, Total, Luna iulie 2015, Mii EURO, 273743
Arad, Total, Luna august 2015, Mii EURO, 196980
Arad, Total, Luna septembrie 2015, Mii EURO, 292935
Arad, Total, Luna octombrie 2015, Mii EURO, 297273
Arad, Total, Luna noiembrie 2015, Mii EURO, 287393
Arad, Total, Luna decembrie 2015, Mii EURO, 215031
Arad, Total, Luna ianuarie 2016, Mii EURO, 255447
Arad, Total, Luna februarie 2016, Mii EURO, 279973
Arad, Total, Luna martie 2016, Mii EURO, 303773
Arad, Total, Luna aprilie 2016, Mii EURO, 292941
Arad, Total, Luna mai 2016, Mii EURO, 273783
Arad, Total, Luna iunie 2016, Mii EURO, 288997
Arad, Total, Luna iulie 2016, Mii EURO, 257969
Arad, Total, Luna august 2016, Mii EURO, 242231
Arad, Total, Luna septembrie 2016, Mii EURO, 301509
Arad, Total, Luna octombrie 2016, Mii EURO, 284028
Arad, Total, Luna noiembrie 2016, Mii EURO, 306355
Arad, Total, Luna decembrie 2016, Mii EURO, 217652
Arad, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2011, Mii EURO, 1647
Arad, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2011, Mii EURO, 2116
Arad, IX. Produse din lemn  exclusiv mobilier, Luna martie 2011, Mii EURO, 2111
Arad, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2011, Mii EURO, 1891
Arad, IX. Produse din lemn  exclusiv mobilier, Luna mai 2011, Mii EURO, 2173
Arad, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2011, Mii EURO, 2446
Arad, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2011, Mii EURO, 2162
Arad, IX. Produse din lemn  exclusiv mobilier, Luna august 2011, Mii EURO, 1584
Arad, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2011, Mii EURO, 2007
Arad, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2011, Mii EURO, 2321
Arad, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2011, Mii EURO, 2280
Arad, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2011, Mii EURO, 1437
Arad, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2012, Mii EURO, 1706
Arad, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2012, Mii EURO, 1519
Arad, IX. Produse din lemn  exclusiv mobilier, Luna martie 2012, Mii EURO, 2078
Arad, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2012, Mii EURO, 2178
Arad, IX. Produse din lemn  exclusiv mobilier, Luna mai 2012, Mii EURO, 2021
Arad, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2012, Mii EURO, 2197
Arad, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2012, Mii EURO, 2051
Arad, IX. Produse din lemn  exclusiv mobilier, Luna august 2012, Mii EURO, 1301
Arad, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2012, Mii EURO, 1898
Arad, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2012, Mii EURO, 1698
Arad, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2012, Mii EURO, 1804
Arad, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2012, Mii EURO, 1249
Arad, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2013, Mii EURO, 1379
Arad, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2013, Mii EURO, 2023
Arad, IX. Produse din lemn  exclusiv mobilier, Luna martie 2013, Mii EURO, 2215
Arad, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2013, Mii EURO, 2981
Arad, IX. Produse din lemn  exclusiv mobilier, Luna mai 2013, Mii EURO, 2572
Arad, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2013, Mii EURO, 2222
Arad, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2013, Mii EURO, 2448
Arad, IX. Produse din lemn  exclusiv mobilier, Luna august 2013, Mii EURO, 1315
Arad, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2013, Mii EURO, 2440
Arad, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2013, Mii EURO, 2680
Arad, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2013, Mii EURO, 2639
Arad, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2013, Mii EURO, 1417
Arad, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2014, Mii EURO, 1828
Arad, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2014, Mii EURO, 2444
Arad, IX. Produse din lemn  exclusiv mobilier, Luna martie 2014, Mii EURO, 2599
Arad, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2014, Mii EURO, 2562
Arad, IX. Produse din lemn  exclusiv mobilier, Luna mai 2014, Mii EURO, 2592
Arad, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2014, Mii EURO, 2107
Arad, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2014, Mii EURO, 2544
Arad, IX. Produse din lemn  exclusiv mobilier, Luna august 2014, Mii EURO, 1447
Arad, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2014, Mii EURO, 2544
Arad, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2014, Mii EURO, 2107
Arad, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2014, Mii EURO, 2017
Arad, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2014, Mii EURO, 2644
Arad, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2015, Mii EURO, 1772
Arad, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2015, Mii EURO, 2866
Arad, IX. Produse din lemn  exclusiv mobilier, Luna martie 2015, Mii EURO, 3050
Arad, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2015, Mii EURO, 2563
Arad, IX. Produse din lemn  exclusiv mobilier, Luna mai 2015, Mii EURO, 3308
Arad, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2015, Mii EURO, 2949
Arad, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2015, Mii EURO, 2750
Arad, IX. Produse din lemn  exclusiv mobilier, Luna august 2015, Mii EURO, 1860
Arad, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2015, Mii EURO, 2481
Arad, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2015, Mii EURO, 2595
Arad, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2015, Mii EURO, 2804
Arad, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2015, Mii EURO, 1853
Arad, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2016, Mii EURO, 2406
Arad, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2016, Mii EURO, 2716
Arad, IX. Produse din lemn  exclusiv mobilier, Luna martie 2016, Mii EURO, 2616
Arad, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2016, Mii EURO, 2470
Arad, IX. Produse din lemn  exclusiv mobilier, Luna mai 2016, Mii EURO, 3185
Arad, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2016, Mii EURO, 2768
Arad, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2016, Mii EURO, 3176
Arad, IX. Produse din lemn  exclusiv mobilier, Luna august 2016, Mii EURO, 1833
Arad, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2016, Mii EURO, 2926
Arad, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2016, Mii EURO, 2621
Arad, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2016, Mii EURO, 2769
Arad, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2016, Mii EURO, 1820
Arad, X. Hirtie si articole din acestea, Luna ianuarie 2011, Mii EURO, 87
Arad, X. Hirtie si articole din acestea, Luna februarie 2011, Mii EURO, 167
Arad, X. Hirtie si articole din acestea, Luna martie 2011, Mii EURO, 105
Arad, X. Hirtie si articole din acestea, Luna aprilie 2011, Mii EURO, 157
Arad, X. Hirtie si articole din acestea, Luna mai 2011, Mii EURO, 131
Arad, X. Hirtie si articole din acestea, Luna iunie 2011, Mii EURO, 152
