
Judete, Sectiuni si capitole conform Nomenclatorului Combinat (NC), Luni, UM: Mii euro, Valoare
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2014, Mii EURO, 1202
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2015, Mii EURO, 1319
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2015, Mii EURO, 1723
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna martie 2015, Mii EURO, 1804
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2015, Mii EURO, 1490
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna mai 2015, Mii EURO, 1407
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2015, Mii EURO, 1258
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2015, Mii EURO, 1176
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna august 2015, Mii EURO, 737
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2015, Mii EURO, 1013
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2015, Mii EURO, 1121
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2015, Mii EURO, 1088
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2015, Mii EURO, 1137
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2016, Mii EURO, 1042
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2016, Mii EURO, 1100
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna martie 2016, Mii EURO, 1503
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2016, Mii EURO, 1405
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna mai 2016, Mii EURO, 1345
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2016, Mii EURO, 1139
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2016, Mii EURO, 1066
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna august 2016, Mii EURO, 929
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2016, Mii EURO, 1133
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2016, Mii EURO, 1127
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2016, Mii EURO, 1187
Covasna, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2016, Mii EURO, 1001
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna ianuarie 2011, Mii EURO, 700
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna februarie 2011, Mii EURO, 923
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna martie 2011, Mii EURO, 983
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna aprilie 2011, Mii EURO, 845
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna mai 2011, Mii EURO, 837
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iunie 2011, Mii EURO, 1049
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iulie 2011, Mii EURO, 898
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna august 2011, Mii EURO, 561
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna septembrie 2011, Mii EURO, 865
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna octombrie 2011, Mii EURO, 707
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna noiembrie 2011, Mii EURO, 746
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna decembrie 2011, Mii EURO, 810
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna ianuarie 2012, Mii EURO, 708
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna februarie 2012, Mii EURO, 659
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna martie 2012, Mii EURO, 847
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna aprilie 2012, Mii EURO, 741
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna mai 2012, Mii EURO, 876
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iunie 2012, Mii EURO, 871
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iulie 2012, Mii EURO, 741
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna august 2012, Mii EURO, 579
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna septembrie 2012, Mii EURO, 533
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna octombrie 2012, Mii EURO, 663
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna noiembrie 2012, Mii EURO, 800
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna decembrie 2012, Mii EURO, 641
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna ianuarie 2013, Mii EURO, 813
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna februarie 2013, Mii EURO, 954
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna martie 2013, Mii EURO, 1111
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna aprilie 2013, Mii EURO, 1043
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna mai 2013, Mii EURO, 1123
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iunie 2013, Mii EURO, 1080
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iulie 2013, Mii EURO, 969
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna august 2013, Mii EURO, 813
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna septembrie 2013, Mii EURO, 798
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna octombrie 2013, Mii EURO, 1092
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna noiembrie 2013, Mii EURO, 1027
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna decembrie 2013, Mii EURO, 694
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna ianuarie 2014, Mii EURO, 1152
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna februarie 2014, Mii EURO, 1130
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna martie 2014, Mii EURO, 1223
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna aprilie 2014, Mii EURO, 1108
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna mai 2014, Mii EURO, 1280
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iunie 2014, Mii EURO, 1180
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iulie 2014, Mii EURO, 1109
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna august 2014, Mii EURO, 952
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna septembrie 2014, Mii EURO, 1269
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna octombrie 2014, Mii EURO, 1100
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna noiembrie 2014, Mii EURO, 1044
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna decembrie 2014, Mii EURO, 1202
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna ianuarie 2015, Mii EURO, 1318
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna februarie 2015, Mii EURO, 1723
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna martie 2015, Mii EURO, 1804
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna aprilie 2015, Mii EURO, 1490
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna mai 2015, Mii EURO, 1407
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iunie 2015, Mii EURO, 1258
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iulie 2015, Mii EURO, 1176
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna august 2015, Mii EURO, 737
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna septembrie 2015, Mii EURO, 1013
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna octombrie 2015, Mii EURO, 1121
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna noiembrie 2015, Mii EURO, 1088
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna decembrie 2015, Mii EURO, 1137
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna ianuarie 2016, Mii EURO, 1042
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna februarie 2016, Mii EURO, 1100
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna martie 2016, Mii EURO, 1503
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna aprilie 2016, Mii EURO, 1405
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna mai 2016, Mii EURO, 1345
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iunie 2016, Mii EURO, 1139
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna iulie 2016, Mii EURO, 1066
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna august 2016, Mii EURO, 929
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna septembrie 2016, Mii EURO, 1133
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna octombrie 2016, Mii EURO, 1127
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna noiembrie 2016, Mii EURO, 1187
Covasna, 44. Lemn brut  cherestea  produse  stratificate si alte produse din lemn, Luna decembrie 2016, Mii EURO, 1001
Covasna, 46. Produse din impletituri din fire vegetale sau nuiele, Luna ianuarie 2014, Mii EURO, 2
Covasna, X. Hirtie si articole din acestea, Luna ianuarie 2011, Mii EURO, 731
Covasna, X. Hirtie si articole din acestea, Luna februarie 2011, Mii EURO, 1031
Covasna, X. Hirtie si articole din acestea, Luna martie 2011, Mii EURO, 1174
Covasna, X. Hirtie si articole din acestea, Luna aprilie 2011, Mii EURO, 1349
Covasna, X. Hirtie si articole din acestea, Luna mai 2011, Mii EURO, 108
Covasna, X. Hirtie si articole din acestea, Luna iunie 2011, Mii EURO, 73
Covasna, X. Hirtie si articole din acestea, Luna iulie 2011, Mii EURO, 105
Covasna, X. Hirtie si articole din acestea, Luna august 2011, Mii EURO, 127
Covasna, X. Hirtie si articole din acestea, Luna septembrie 2011, Mii EURO, 122
Covasna, X. Hirtie si articole din acestea, Luna octombrie 2011, Mii EURO, 157
Covasna, X. Hirtie si articole din acestea, Luna noiembrie 2011, Mii EURO, 171
Covasna, X. Hirtie si articole din acestea, Luna decembrie 2011, Mii EURO, 76
Covasna, X. Hirtie si articole din acestea, Luna ianuarie 2012, Mii EURO, 101
Covasna, X. Hirtie si articole din acestea, Luna februarie 2012, Mii EURO, 75
Covasna, X. Hirtie si articole din acestea, Luna martie 2012, Mii EURO, 81
Covasna, X. Hirtie si articole din acestea, Luna aprilie 2012, Mii EURO, 70
Covasna, X. Hirtie si articole din acestea, Luna mai 2012, Mii EURO, 89
Covasna, X. Hirtie si articole din acestea, Luna iunie 2012, Mii EURO, 72
Covasna, X. Hirtie si articole din acestea, Luna iulie 2012, Mii EURO, 70
Covasna, X. Hirtie si articole din acestea, Luna august 2012, Mii EURO, 57
Covasna, X. Hirtie si articole din acestea, Luna septembrie 2012, Mii EURO, 92
Covasna, X. Hirtie si articole din acestea, Luna octombrie 2012, Mii EURO, 65
Covasna, X. Hirtie si articole din acestea, Luna noiembrie 2012, Mii EURO, 77
Covasna, X. Hirtie si articole din acestea, Luna decembrie 2012, Mii EURO, 77
Covasna, X. Hirtie si articole din acestea, Luna ianuarie 2013, Mii EURO, 63
Covasna, X. Hirtie si articole din acestea, Luna februarie 2013, Mii EURO, 79
Covasna, X. Hirtie si articole din acestea, Luna martie 2013, Mii EURO, 78
Covasna, X. Hirtie si articole din acestea, Luna aprilie 2013, Mii EURO, 64
Covasna, X. Hirtie si articole din acestea, Luna mai 2013, Mii EURO, 75
Covasna, X. Hirtie si articole din acestea, Luna iunie 2013, Mii EURO, 97
Covasna, X. Hirtie si articole din acestea, Luna iulie 2013, Mii EURO, 80
Covasna, X. Hirtie si articole din acestea, Luna august 2013, Mii EURO, 54
Covasna, X. Hirtie si articole din acestea, Luna septembrie 2013, Mii EURO, 52
Covasna, X. Hirtie si articole din acestea, Luna octombrie 2013, Mii EURO, 79
Covasna, X. Hirtie si articole din acestea, Luna noiembrie 2013, Mii EURO, 68
Covasna, X. Hirtie si articole din acestea, Luna decembrie 2013, Mii EURO, 162
Covasna, X. Hirtie si articole din acestea, Luna ianuarie 2014, Mii EURO, 96
Covasna, X. Hirtie si articole din acestea, Luna februarie 2014, Mii EURO, 49
Covasna, X. Hirtie si articole din acestea, Luna martie 2014, Mii EURO, 56
Covasna, X. Hirtie si articole din acestea, Luna aprilie 2014, Mii EURO, 71
Covasna, X. Hirtie si articole din acestea, Luna mai 2014, Mii EURO, 107
Covasna, X. Hirtie si articole din acestea, Luna iunie 2014, Mii EURO, 117
Covasna, X. Hirtie si articole din acestea, Luna iulie 2014, Mii EURO, 55
Covasna, X. Hirtie si articole din acestea, Luna august 2014, Mii EURO, 122
Covasna, X. Hirtie si articole din acestea, Luna septembrie 2014, Mii EURO, 73
Covasna, X. Hirtie si articole din acestea, Luna octombrie 2014, Mii EURO, 83
Covasna, X. Hirtie si articole din acestea, Luna noiembrie 2014, Mii EURO, 105
Covasna, X. Hirtie si articole din acestea, Luna decembrie 2014, Mii EURO, 116
Covasna, X. Hirtie si articole din acestea, Luna ianuarie 2015, Mii EURO, 112
Covasna, X. Hirtie si articole din acestea, Luna februarie 2015, Mii EURO, 81
Covasna, X. Hirtie si articole din acestea, Luna martie 2015, Mii EURO, 111
Covasna, X. Hirtie si articole din acestea, Luna aprilie 2015, Mii EURO, 81
Covasna, X. Hirtie si articole din acestea, Luna mai 2015, Mii EURO, 137
Covasna, X. Hirtie si articole din acestea, Luna iunie 2015, Mii EURO, 142
Covasna, X. Hirtie si articole din acestea, Luna iulie 2015, Mii EURO, 72
Covasna, X. Hirtie si articole din acestea, Luna august 2015, Mii EURO, 90
Covasna, X. Hirtie si articole din acestea, Luna septembrie 2015, Mii EURO, 84
Covasna, X. Hirtie si articole din acestea, Luna octombrie 2015, Mii EURO, 78
Covasna, X. Hirtie si articole din acestea, Luna noiembrie 2015, Mii EURO, 81
Covasna, X. Hirtie si articole din acestea, Luna decembrie 2015, Mii EURO, 152
Covasna, X. Hirtie si articole din acestea, Luna ianuarie 2016, Mii EURO, 111
Covasna, X. Hirtie si articole din acestea, Luna februarie 2016, Mii EURO, 113
Covasna, X. Hirtie si articole din acestea, Luna martie 2016, Mii EURO, 86
Covasna, X. Hirtie si articole din acestea, Luna aprilie 2016, Mii EURO, 41
Covasna, X. Hirtie si articole din acestea, Luna mai 2016, Mii EURO, 115
Covasna, X. Hirtie si articole din acestea, Luna iunie 2016, Mii EURO, 85
Covasna, X. Hirtie si articole din acestea, Luna iulie 2016, Mii EURO, 74
Covasna, X. Hirtie si articole din acestea, Luna august 2016, Mii EURO, 77
Covasna, X. Hirtie si articole din acestea, Luna septembrie 2016, Mii EURO, 93
Covasna, X. Hirtie si articole din acestea, Luna octombrie 2016, Mii EURO, 56
Covasna, X. Hirtie si articole din acestea, Luna noiembrie 2016, Mii EURO, 77
Covasna, X. Hirtie si articole din acestea, Luna decembrie 2016, Mii EURO, 124
Covasna, 47. Pasta din lemn, Luna ianuarie 2011, Mii EURO, 644
Covasna, 47. Pasta din lemn, Luna februarie 2011, Mii EURO, 899
Covasna, 47. Pasta din lemn, Luna martie 2011, Mii EURO, 1058
Covasna, 47. Pasta din lemn, Luna aprilie 2011, Mii EURO, 1244
Covasna, 47. Pasta din lemn, Luna iulie 2011, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna august 2011, Mii EURO, 3
Covasna, 47. Pasta din lemn, Luna septembrie 2011, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna octombrie 2011, Mii EURO, 2
Covasna, 47. Pasta din lemn, Luna noiembrie 2011, Mii EURO, 2
Covasna, 47. Pasta din lemn, Luna decembrie 2011, Mii EURO, 2
Covasna, 47. Pasta din lemn, Luna ianuarie 2012, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna februarie 2012, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna martie 2012, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna aprilie 2012, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna mai 2012, Mii EURO, 2
Covasna, 47. Pasta din lemn, Luna iunie 2012, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna iulie 2012, Mii EURO, 2
Covasna, 47. Pasta din lemn, Luna august 2012, Mii EURO, 2
Covasna, 47. Pasta din lemn, Luna septembrie 2012, Mii EURO, 2
Covasna, 47. Pasta din lemn, Luna octombrie 2012, Mii EURO, 2
Covasna, 47. Pasta din lemn, Luna noiembrie 2012, Mii EURO, 2
Covasna, 47. Pasta din lemn, Luna decembrie 2012, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna ianuarie 2013, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna februarie 2013, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna martie 2013, Mii EURO, 7
Covasna, 47. Pasta din lemn, Luna aprilie 2013, Mii EURO, 3
Covasna, 47. Pasta din lemn, Luna mai 2013, Mii EURO, 2
Covasna, 47. Pasta din lemn, Luna iunie 2013, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna august 2013, Mii EURO, 2
Covasna, 47. Pasta din lemn, Luna septembrie 2013, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna octombrie 2013, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna ianuarie 2014, Mii EURO, 3
Covasna, 47. Pasta din lemn, Luna februarie 2014, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna aprilie 2014, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna mai 2014, Mii EURO, 3
Covasna, 47. Pasta din lemn, Luna iunie 2014, Mii EURO, 4
Covasna, 47. Pasta din lemn, Luna iulie 2014, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna august 2014, Mii EURO, 6
Covasna, 47. Pasta din lemn, Luna septembrie 2014, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna octombrie 2014, Mii EURO, 2
Covasna, 47. Pasta din lemn, Luna noiembrie 2014, Mii EURO, 4
Covasna, 47. Pasta din lemn, Luna decembrie 2014, Mii EURO, 1
Covasna, 47. Pasta din lemn, Luna noiembrie 2015, Mii EURO, 1
Covasna, 48. Hirtie si articole din acestea, Luna ianuarie 2011, Mii EURO, 73
Covasna, 48. Hirtie si articole din acestea, Luna februarie 2011, Mii EURO, 126
Covasna, 48. Hirtie si articole din acestea, Luna martie 2011, Mii EURO, 116
Covasna, 48. Hirtie si articole din acestea, Luna aprilie 2011, Mii EURO, 103
Covasna, 48. Hirtie si articole din acestea, Luna mai 2011, Mii EURO, 107
Covasna, 48. Hirtie si articole din acestea, Luna iunie 2011, Mii EURO, 71
Covasna, 48. Hirtie si articole din acestea, Luna iulie 2011, Mii EURO, 87
Covasna, 48. Hirtie si articole din acestea, Luna august 2011, Mii EURO, 123
Covasna, 48. Hirtie si articole din acestea, Luna septembrie 2011, Mii EURO, 119
Covasna, 48. Hirtie si articole din acestea, Luna octombrie 2011, Mii EURO, 153
Covasna, 48. Hirtie si articole din acestea, Luna noiembrie 2011, Mii EURO, 167
Covasna, 48. Hirtie si articole din acestea, Luna decembrie 2011, Mii EURO, 73
Covasna, 48. Hirtie si articole din acestea, Luna ianuarie 2012, Mii EURO, 82
Covasna, 48. Hirtie si articole din acestea, Luna februarie 2012, Mii EURO, 72
Covasna, 48. Hirtie si articole din acestea, Luna martie 2012, Mii EURO, 79
Covasna, 48. Hirtie si articole din acestea, Luna aprilie 2012, Mii EURO, 67
Covasna, 48. Hirtie si articole din acestea, Luna mai 2012, Mii EURO, 85
Covasna, 48. Hirtie si articole din acestea, Luna iunie 2012, Mii EURO, 70
Covasna, 48. Hirtie si articole din acestea, Luna iulie 2012, Mii EURO, 43
Covasna, 48. Hirtie si articole din acestea, Luna august 2012, Mii EURO, 54
Covasna, 48. Hirtie si articole din acestea, Luna septembrie 2012, Mii EURO, 87
Covasna, 48. Hirtie si articole din acestea, Luna octombrie 2012, Mii EURO, 59
Covasna, 48. Hirtie si articole din acestea, Luna noiembrie 2012, Mii EURO, 70
Covasna, 48. Hirtie si articole din acestea, Luna decembrie 2012, Mii EURO, 69
Covasna, 48. Hirtie si articole din acestea, Luna ianuarie 2013, Mii EURO, 39
Covasna, 48. Hirtie si articole din acestea, Luna februarie 2013, Mii EURO, 70
Covasna, 48. Hirtie si articole din acestea, Luna martie 2013, Mii EURO, 58
Covasna, 48. Hirtie si articole din acestea, Luna aprilie 2013, Mii EURO, 53
Covasna, 48. Hirtie si articole din acestea, Luna mai 2013, Mii EURO, 67
Covasna, 48. Hirtie si articole din acestea, Luna iunie 2013, Mii EURO, 79
Covasna, 48. Hirtie si articole din acestea, Luna iulie 2013, Mii EURO, 68
Covasna, 48. Hirtie si articole din acestea, Luna august 2013, Mii EURO, 47
Covasna, 48. Hirtie si articole din acestea, Luna septembrie 2013, Mii EURO, 43
Covasna, 48. Hirtie si articole din acestea, Luna octombrie 2013, Mii EURO, 71
Covasna, 48. Hirtie si articole din acestea, Luna noiembrie 2013, Mii EURO, 59
Covasna, 48. Hirtie si articole din acestea, Luna decembrie 2013, Mii EURO, 153
Covasna, 48. Hirtie si articole din acestea, Luna ianuarie 2014, Mii EURO, 74
Covasna, 48. Hirtie si articole din acestea, Luna februarie 2014, Mii EURO, 40
Covasna, 48. Hirtie si articole din acestea, Luna martie 2014, Mii EURO, 55
Covasna, 48. Hirtie si articole din acestea, Luna aprilie 2014, Mii EURO, 67
Covasna, 48. Hirtie si articole din acestea, Luna mai 2014, Mii EURO, 80
Covasna, 48. Hirtie si articole din acestea, Luna iunie 2014, Mii EURO, 83
Covasna, 48. Hirtie si articole din acestea, Luna iulie 2014, Mii EURO, 36
Covasna, 48. Hirtie si articole din acestea, Luna august 2014, Mii EURO, 91
Covasna, 48. Hirtie si articole din acestea, Luna septembrie 2014, Mii EURO, 67
Covasna, 48. Hirtie si articole din acestea, Luna octombrie 2014, Mii EURO, 75
Covasna, 48. Hirtie si articole din acestea, Luna noiembrie 2014, Mii EURO, 93
Covasna, 48. Hirtie si articole din acestea, Luna decembrie 2014, Mii EURO, 106
Covasna, 48. Hirtie si articole din acestea, Luna ianuarie 2015, Mii EURO, 92
Covasna, 48. Hirtie si articole din acestea, Luna februarie 2015, Mii EURO, 80
Covasna, 48. Hirtie si articole din acestea, Luna martie 2015, Mii EURO, 109
Covasna, 48. Hirtie si articole din acestea, Luna aprilie 2015, Mii EURO, 79
Covasna, 48. Hirtie si articole din acestea, Luna mai 2015, Mii EURO, 137
Covasna, 48. Hirtie si articole din acestea, Luna iunie 2015, Mii EURO, 131
Covasna, 48. Hirtie si articole din acestea, Luna iulie 2015, Mii EURO, 56
Covasna, 48. Hirtie si articole din acestea, Luna august 2015, Mii EURO, 90
Covasna, 48. Hirtie si articole din acestea, Luna septembrie 2015, Mii EURO, 82
Covasna, 48. Hirtie si articole din acestea, Luna octombrie 2015, Mii EURO, 78
Covasna, 48. Hirtie si articole din acestea, Luna noiembrie 2015, Mii EURO, 74
Covasna, 48. Hirtie si articole din acestea, Luna decembrie 2015, Mii EURO, 150
Covasna, 48. Hirtie si articole din acestea, Luna ianuarie 2016, Mii EURO, 94
Covasna, 48. Hirtie si articole din acestea, Luna februarie 2016, Mii EURO, 113
Covasna, 48. Hirtie si articole din acestea, Luna martie 2016, Mii EURO, 85
Covasna, 48. Hirtie si articole din acestea, Luna aprilie 2016, Mii EURO, 40
Covasna, 48. Hirtie si articole din acestea, Luna mai 2016, Mii EURO, 112
Covasna, 48. Hirtie si articole din acestea, Luna iunie 2016, Mii EURO, 80
Covasna, 48. Hirtie si articole din acestea, Luna iulie 2016, Mii EURO, 46
Covasna, 48. Hirtie si articole din acestea, Luna august 2016, Mii EURO, 77
Covasna, 48. Hirtie si articole din acestea, Luna septembrie 2016, Mii EURO, 92
Covasna, 48. Hirtie si articole din acestea, Luna octombrie 2016, Mii EURO, 56
Covasna, 48. Hirtie si articole din acestea, Luna noiembrie 2016, Mii EURO, 71
Covasna, 48. Hirtie si articole din acestea, Luna decembrie 2016, Mii EURO, 119
Covasna, 49. Carti  ziare, Luna ianuarie 2011, Mii EURO, 13
Covasna, 49. Carti  ziare, Luna februarie 2011, Mii EURO, 7
Covasna, 49. Carti  ziare, Luna martie 2011, Mii EURO, 1
Covasna, 49. Carti  ziare, Luna aprilie 2011, Mii EURO, 2
Covasna, 49. Carti  ziare, Luna iunie 2011, Mii EURO, 2
Covasna, 49. Carti  ziare, Luna iulie 2011, Mii EURO, 18
Covasna, 49. Carti  ziare, Luna august 2011, Mii EURO, 1
Covasna, 49. Carti  ziare, Luna septembrie 2011, Mii EURO, 2
Covasna, 49. Carti  ziare, Luna octombrie 2011, Mii EURO, 2
Covasna, 49. Carti  ziare, Luna noiembrie 2011, Mii EURO, 1
Covasna, 49. Carti  ziare, Luna decembrie 2011, Mii EURO, 1
Covasna, 49. Carti  ziare, Luna ianuarie 2012, Mii EURO, 18
Covasna, 49. Carti  ziare, Luna februarie 2012, Mii EURO, 1
Covasna, 49. Carti  ziare, Luna martie 2012, Mii EURO, 1
Covasna, 49. Carti  ziare, Luna aprilie 2012, Mii EURO, 1
Covasna, 49. Carti  ziare, Luna mai 2012, Mii EURO, 1
Covasna, 49. Carti  ziare, Luna iunie 2012, Mii EURO, 1
Covasna, 49. Carti  ziare, Luna iulie 2012, Mii EURO, 25
Covasna, 49. Carti  ziare, Luna august 2012, Mii EURO, 1
Covasna, 49. Carti  ziare, Luna septembrie 2012, Mii EURO, 3
Covasna, 49. Carti  ziare, Luna octombrie 2012, Mii EURO, 4
Covasna, 49. Carti  ziare, Luna noiembrie 2012, Mii EURO, 5
Covasna, 49. Carti  ziare, Luna decembrie 2012, Mii EURO, 7
Covasna, 49. Carti  ziare, Luna ianuarie 2013, Mii EURO, 23
Covasna, 49. Carti  ziare, Luna februarie 2013, Mii EURO, 8
Covasna, 49. Carti  ziare, Luna martie 2013, Mii EURO, 14
Covasna, 49. Carti  ziare, Luna aprilie 2013, Mii EURO, 8
Covasna, 49. Carti  ziare, Luna mai 2013, Mii EURO, 7
Covasna, 49. Carti  ziare, Luna iunie 2013, Mii EURO, 17
