
Judete, Sectiuni si capitole conform Nomenclatorului Combinat (NC), Luni, UM: Mii euro, Valoare
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna august 2013, Mii EURO, 250
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna septembrie 2013, Mii EURO, 284
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna octombrie 2013, Mii EURO, 399
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna noiembrie 2013, Mii EURO, 343
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna decembrie 2013, Mii EURO, 151
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna ianuarie 2014, Mii EURO, 256
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna februarie 2014, Mii EURO, 192
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna martie 2014, Mii EURO, 223
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna aprilie 2014, Mii EURO, 220
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna mai 2014, Mii EURO, 258
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna iunie 2014, Mii EURO, 482
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna iulie 2014, Mii EURO, 250
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna august 2014, Mii EURO, 246
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna septembrie 2014, Mii EURO, 443
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna octombrie 2014, Mii EURO, 187
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna noiembrie 2014, Mii EURO, 280
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna decembrie 2014, Mii EURO, 218
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna ianuarie 2015, Mii EURO, 301
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna februarie 2015, Mii EURO, 250
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna martie 2015, Mii EURO, 272
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna aprilie 2015, Mii EURO, 233
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna mai 2015, Mii EURO, 228
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna iunie 2015, Mii EURO, 386
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna iulie 2015, Mii EURO, 324
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna august 2015, Mii EURO, 239
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna septembrie 2015, Mii EURO, 301
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna octombrie 2015, Mii EURO, 429
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna noiembrie 2015, Mii EURO, 306
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna decembrie 2015, Mii EURO, 198
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna ianuarie 2016, Mii EURO, 225
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna februarie 2016, Mii EURO, 327
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna martie 2016, Mii EURO, 391
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna aprilie 2016, Mii EURO, 412
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna mai 2016, Mii EURO, 191
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna iunie 2016, Mii EURO, 295
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna iulie 2016, Mii EURO, 495
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna august 2016, Mii EURO, 260
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna septembrie 2016, Mii EURO, 311
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna octombrie 2016, Mii EURO, 341
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna noiembrie 2016, Mii EURO, 304
Bistrita-Nasaud, X. Hirtie si articole din acestea, Luna decembrie 2016, Mii EURO, 339
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2011, Mii EURO, 74
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2011, Mii EURO, 95
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna martie 2011, Mii EURO, 126
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2011, Mii EURO, 103
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna mai 2011, Mii EURO, 190
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2011, Mii EURO, 84
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2011, Mii EURO, 117
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna august 2011, Mii EURO, 30
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2011, Mii EURO, 96
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2011, Mii EURO, 64
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2011, Mii EURO, 166
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2011, Mii EURO, 99
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2012, Mii EURO, 47
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2012, Mii EURO, 101
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna martie 2012, Mii EURO, 106
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2012, Mii EURO, 123
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna mai 2012, Mii EURO, 101
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2012, Mii EURO, 163
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2012, Mii EURO, 78
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna august 2012, Mii EURO, 53
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2012, Mii EURO, 75
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2012, Mii EURO, 180
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2012, Mii EURO, 73
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2012, Mii EURO, 78
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2013, Mii EURO, 189
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2013, Mii EURO, 84
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna martie 2013, Mii EURO, 152
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2013, Mii EURO, 119
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna mai 2013, Mii EURO, 69
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2013, Mii EURO, 170
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2013, Mii EURO, 94
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna august 2013, Mii EURO, 21
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2013, Mii EURO, 163
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2013, Mii EURO, 145
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2013, Mii EURO, 69
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2013, Mii EURO, 116
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2014, Mii EURO, 62
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2014, Mii EURO, 87
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna martie 2014, Mii EURO, 132
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2014, Mii EURO, 149
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna mai 2014, Mii EURO, 163
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2014, Mii EURO, 112
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2014, Mii EURO, 114
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna august 2014, Mii EURO, 49
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2014, Mii EURO, 99
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2014, Mii EURO, 115
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2014, Mii EURO, 45
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2014, Mii EURO, 22
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2015, Mii EURO, 105
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2015, Mii EURO, 84
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna martie 2015, Mii EURO, 140
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2015, Mii EURO, 142
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna mai 2015, Mii EURO, 105
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2015, Mii EURO, 135
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2015, Mii EURO, 119
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna august 2015, Mii EURO, 48
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2015, Mii EURO, 106
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2015, Mii EURO, 98
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2015, Mii EURO, 73
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2015, Mii EURO, 89
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2016, Mii EURO, 53
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2016, Mii EURO, 56
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna martie 2016, Mii EURO, 156
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2016, Mii EURO, 91
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna mai 2016, Mii EURO, 182
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2016, Mii EURO, 96
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2016, Mii EURO, 74
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna august 2016, Mii EURO, 77
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2016, Mii EURO, 152
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2016, Mii EURO, 100
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2016, Mii EURO, 84
Botosani, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2016, Mii EURO, 158
Botosani, X. Hirtie si articole din acestea, Luna ianuarie 2011, Mii EURO, 104
Botosani, X. Hirtie si articole din acestea, Luna februarie 2011, Mii EURO, 132
Botosani, X. Hirtie si articole din acestea, Luna martie 2011, Mii EURO, 153
Botosani, X. Hirtie si articole din acestea, Luna aprilie 2011, Mii EURO, 106
Botosani, X. Hirtie si articole din acestea, Luna mai 2011, Mii EURO, 136
Botosani, X. Hirtie si articole din acestea, Luna iunie 2011, Mii EURO, 153
Botosani, X. Hirtie si articole din acestea, Luna iulie 2011, Mii EURO, 165
Botosani, X. Hirtie si articole din acestea, Luna august 2011, Mii EURO, 130
Botosani, X. Hirtie si articole din acestea, Luna septembrie 2011, Mii EURO, 105
Botosani, X. Hirtie si articole din acestea, Luna octombrie 2011, Mii EURO, 218
Botosani, X. Hirtie si articole din acestea, Luna noiembrie 2011, Mii EURO, 163
Botosani, X. Hirtie si articole din acestea, Luna decembrie 2011, Mii EURO, 137
Botosani, X. Hirtie si articole din acestea, Luna ianuarie 2012, Mii EURO, 140
Botosani, X. Hirtie si articole din acestea, Luna februarie 2012, Mii EURO, 117
Botosani, X. Hirtie si articole din acestea, Luna martie 2012, Mii EURO, 133
Botosani, X. Hirtie si articole din acestea, Luna aprilie 2012, Mii EURO, 146
Botosani, X. Hirtie si articole din acestea, Luna mai 2012, Mii EURO, 187
Botosani, X. Hirtie si articole din acestea, Luna iunie 2012, Mii EURO, 154
Botosani, X. Hirtie si articole din acestea, Luna iulie 2012, Mii EURO, 144
Botosani, X. Hirtie si articole din acestea, Luna august 2012, Mii EURO, 114
Botosani, X. Hirtie si articole din acestea, Luna septembrie 2012, Mii EURO, 108
Botosani, X. Hirtie si articole din acestea, Luna octombrie 2012, Mii EURO, 169
Botosani, X. Hirtie si articole din acestea, Luna noiembrie 2012, Mii EURO, 134
Botosani, X. Hirtie si articole din acestea, Luna decembrie 2012, Mii EURO, 127
Botosani, X. Hirtie si articole din acestea, Luna ianuarie 2013, Mii EURO, 143
Botosani, X. Hirtie si articole din acestea, Luna februarie 2013, Mii EURO, 92
Botosani, X. Hirtie si articole din acestea, Luna martie 2013, Mii EURO, 166
Botosani, X. Hirtie si articole din acestea, Luna aprilie 2013, Mii EURO, 195
Botosani, X. Hirtie si articole din acestea, Luna mai 2013, Mii EURO, 182
Botosani, X. Hirtie si articole din acestea, Luna iunie 2013, Mii EURO, 178
Botosani, X. Hirtie si articole din acestea, Luna iulie 2013, Mii EURO, 142
Botosani, X. Hirtie si articole din acestea, Luna august 2013, Mii EURO, 110
Botosani, X. Hirtie si articole din acestea, Luna septembrie 2013, Mii EURO, 166
Botosani, X. Hirtie si articole din acestea, Luna octombrie 2013, Mii EURO, 199
Botosani, X. Hirtie si articole din acestea, Luna noiembrie 2013, Mii EURO, 141
Botosani, X. Hirtie si articole din acestea, Luna decembrie 2013, Mii EURO, 168
Botosani, X. Hirtie si articole din acestea, Luna ianuarie 2014, Mii EURO, 140
Botosani, X. Hirtie si articole din acestea, Luna februarie 2014, Mii EURO, 153
Botosani, X. Hirtie si articole din acestea, Luna martie 2014, Mii EURO, 209
Botosani, X. Hirtie si articole din acestea, Luna aprilie 2014, Mii EURO, 184
Botosani, X. Hirtie si articole din acestea, Luna mai 2014, Mii EURO, 215
Botosani, X. Hirtie si articole din acestea, Luna iunie 2014, Mii EURO, 153
Botosani, X. Hirtie si articole din acestea, Luna iulie 2014, Mii EURO, 263
Botosani, X. Hirtie si articole din acestea, Luna august 2014, Mii EURO, 102
Botosani, X. Hirtie si articole din acestea, Luna septembrie 2014, Mii EURO, 179
Botosani, X. Hirtie si articole din acestea, Luna octombrie 2014, Mii EURO, 250
Botosani, X. Hirtie si articole din acestea, Luna noiembrie 2014, Mii EURO, 169
Botosani, X. Hirtie si articole din acestea, Luna decembrie 2014, Mii EURO, 150
Botosani, X. Hirtie si articole din acestea, Luna ianuarie 2015, Mii EURO, 133
Botosani, X. Hirtie si articole din acestea, Luna februarie 2015, Mii EURO, 113
Botosani, X. Hirtie si articole din acestea, Luna martie 2015, Mii EURO, 169
Botosani, X. Hirtie si articole din acestea, Luna aprilie 2015, Mii EURO, 170
Botosani, X. Hirtie si articole din acestea, Luna mai 2015, Mii EURO, 137
Botosani, X. Hirtie si articole din acestea, Luna iunie 2015, Mii EURO, 160
Botosani, X. Hirtie si articole din acestea, Luna iulie 2015, Mii EURO, 215
Botosani, X. Hirtie si articole din acestea, Luna august 2015, Mii EURO, 70
Botosani, X. Hirtie si articole din acestea, Luna septembrie 2015, Mii EURO, 186
Botosani, X. Hirtie si articole din acestea, Luna octombrie 2015, Mii EURO, 161
Botosani, X. Hirtie si articole din acestea, Luna noiembrie 2015, Mii EURO, 134
Botosani, X. Hirtie si articole din acestea, Luna decembrie 2015, Mii EURO, 149
Botosani, X. Hirtie si articole din acestea, Luna ianuarie 2016, Mii EURO, 112
Botosani, X. Hirtie si articole din acestea, Luna februarie 2016, Mii EURO, 176
Botosani, X. Hirtie si articole din acestea, Luna martie 2016, Mii EURO, 154
Botosani, X. Hirtie si articole din acestea, Luna aprilie 2016, Mii EURO, 91
Botosani, X. Hirtie si articole din acestea, Luna mai 2016, Mii EURO, 139
Botosani, X. Hirtie si articole din acestea, Luna iunie 2016, Mii EURO, 91
Botosani, X. Hirtie si articole din acestea, Luna iulie 2016, Mii EURO, 115
Botosani, X. Hirtie si articole din acestea, Luna august 2016, Mii EURO, 79
Botosani, X. Hirtie si articole din acestea, Luna septembrie 2016, Mii EURO, 93
Botosani, X. Hirtie si articole din acestea, Luna octombrie 2016, Mii EURO, 145
Botosani, X. Hirtie si articole din acestea, Luna noiembrie 2016, Mii EURO, 173
Botosani, X. Hirtie si articole din acestea, Luna decembrie 2016, Mii EURO, 130
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2011, Mii EURO, 3437
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2011, Mii EURO, 3699
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna martie 2011, Mii EURO, 4759
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2011, Mii EURO, 4184
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna mai 2011, Mii EURO, 5006
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2011, Mii EURO, 4131
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2011, Mii EURO, 4045
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna august 2011, Mii EURO, 4685
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2011, Mii EURO, 4368
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2011, Mii EURO, 4701
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2011, Mii EURO, 5305
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2011, Mii EURO, 2605
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2012, Mii EURO, 3352
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2012, Mii EURO, 3621
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna martie 2012, Mii EURO, 4480
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2012, Mii EURO, 4660
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna mai 2012, Mii EURO, 5116
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2012, Mii EURO, 4056
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2012, Mii EURO, 5441
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna august 2012, Mii EURO, 3305
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2012, Mii EURO, 3412
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2012, Mii EURO, 6505
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2012, Mii EURO, 4538
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2012, Mii EURO, 2251
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2013, Mii EURO, 3331
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2013, Mii EURO, 4392
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna martie 2013, Mii EURO, 4752
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2013, Mii EURO, 5343
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna mai 2013, Mii EURO, 4840
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2013, Mii EURO, 3906
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2013, Mii EURO, 4729
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna august 2013, Mii EURO, 4697
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2013, Mii EURO, 4810
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2013, Mii EURO, 4246
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2013, Mii EURO, 3505
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2013, Mii EURO, 3060
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2014, Mii EURO, 2833
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2014, Mii EURO, 4569
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna martie 2014, Mii EURO, 5125
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2014, Mii EURO, 4545
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna mai 2014, Mii EURO, 5331
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2014, Mii EURO, 4501
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2014, Mii EURO, 7435
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna august 2014, Mii EURO, 3184
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2014, Mii EURO, 5302
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2014, Mii EURO, 4491
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2014, Mii EURO, 4285
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2014, Mii EURO, 2145
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2015, Mii EURO, 3662
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2015, Mii EURO, 3716
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna martie 2015, Mii EURO, 5145
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2015, Mii EURO, 4936
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna mai 2015, Mii EURO, 4395
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2015, Mii EURO, 5699
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2015, Mii EURO, 5693
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna august 2015, Mii EURO, 5584
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2015, Mii EURO, 6072
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2015, Mii EURO, 5863
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2015, Mii EURO, 4527
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2015, Mii EURO, 3802
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna ianuarie 2016, Mii EURO, 3711
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna februarie 2016, Mii EURO, 5651
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna martie 2016, Mii EURO, 6179
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna aprilie 2016, Mii EURO, 7332
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna mai 2016, Mii EURO, 5468
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna iunie 2016, Mii EURO, 5873
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna iulie 2016, Mii EURO, 7175
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna august 2016, Mii EURO, 5931
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna septembrie 2016, Mii EURO, 5816
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna octombrie 2016, Mii EURO, 5912
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna noiembrie 2016, Mii EURO, 4744
Brasov, IX. Produse din lemn  exclusiv mobilier, Luna decembrie 2016, Mii EURO, 4472
Brasov, X. Hirtie si articole din acestea, Luna ianuarie 2011, Mii EURO, 1138
Brasov, X. Hirtie si articole din acestea, Luna februarie 2011, Mii EURO, 1055
Brasov, X. Hirtie si articole din acestea, Luna martie 2011, Mii EURO, 1371
Brasov, X. Hirtie si articole din acestea, Luna aprilie 2011, Mii EURO, 1180
Brasov, X. Hirtie si articole din acestea, Luna mai 2011, Mii EURO, 1336
Brasov, X. Hirtie si articole din acestea, Luna iunie 2011, Mii EURO, 1208
Brasov, X. Hirtie si articole din acestea, Luna iulie 2011, Mii EURO, 1586
Brasov, X. Hirtie si articole din acestea, Luna august 2011, Mii EURO, 1292
Brasov, X. Hirtie si articole din acestea, Luna septembrie 2011, Mii EURO, 1328
Brasov, X. Hirtie si articole din acestea, Luna octombrie 2011, Mii EURO, 1732
Brasov, X. Hirtie si articole din acestea, Luna noiembrie 2011, Mii EURO, 1577
Brasov, X. Hirtie si articole din acestea, Luna decembrie 2011, Mii EURO, 1308
Brasov, X. Hirtie si articole din acestea, Luna ianuarie 2012, Mii EURO, 1096
Brasov, X. Hirtie si articole din acestea, Luna februarie 2012, Mii EURO, 1017
Brasov, X. Hirtie si articole din acestea, Luna martie 2012, Mii EURO, 1458
Brasov, X. Hirtie si articole din acestea, Luna aprilie 2012, Mii EURO, 1093
Brasov, X. Hirtie si articole din acestea, Luna mai 2012, Mii EURO, 1543
Brasov, X. Hirtie si articole din acestea, Luna iunie 2012, Mii EURO, 1212
Brasov, X. Hirtie si articole din acestea, Luna iulie 2012, Mii EURO, 1861
Brasov, X. Hirtie si articole din acestea, Luna august 2012, Mii EURO, 1078
Brasov, X. Hirtie si articole din acestea, Luna septembrie 2012, Mii EURO, 1076
Brasov, X. Hirtie si articole din acestea, Luna octombrie 2012, Mii EURO, 2718
Brasov, X. Hirtie si articole din acestea, Luna noiembrie 2012, Mii EURO, 1450
Brasov, X. Hirtie si articole din acestea, Luna decembrie 2012, Mii EURO, 1034
Brasov, X. Hirtie si articole din acestea, Luna ianuarie 2013, Mii EURO, 1417
Brasov, X. Hirtie si articole din acestea, Luna februarie 2013, Mii EURO, 1142
Brasov, X. Hirtie si articole din acestea, Luna martie 2013, Mii EURO, 1624
Brasov, X. Hirtie si articole din acestea, Luna aprilie 2013, Mii EURO, 1527
Brasov, X. Hirtie si articole din acestea, Luna mai 2013, Mii EURO, 1696
Brasov, X. Hirtie si articole din acestea, Luna iunie 2013, Mii EURO, 1644
Brasov, X. Hirtie si articole din acestea, Luna iulie 2013, Mii EURO, 1586
Brasov, X. Hirtie si articole din acestea, Luna august 2013, Mii EURO, 1439
Brasov, X. Hirtie si articole din acestea, Luna septembrie 2013, Mii EURO, 1319
Brasov, X. Hirtie si articole din acestea, Luna octombrie 2013, Mii EURO, 1804
Brasov, X. Hirtie si articole din acestea, Luna noiembrie 2013, Mii EURO, 1652
Brasov, X. Hirtie si articole din acestea, Luna decembrie 2013, Mii EURO, 1327
Brasov, X. Hirtie si articole din acestea, Luna ianuarie 2014, Mii EURO, 1375
Brasov, X. Hirtie si articole din acestea, Luna februarie 2014, Mii EURO, 1443
Brasov, X. Hirtie si articole din acestea, Luna martie 2014, Mii EURO, 1588
Brasov, X. Hirtie si articole din acestea, Luna aprilie 2014, Mii EURO, 1749
Brasov, X. Hirtie si articole din acestea, Luna mai 2014, Mii EURO, 1794
Brasov, X. Hirtie si articole din acestea, Luna iunie 2014, Mii EURO, 1692
Brasov, X. Hirtie si articole din acestea, Luna iulie 2014, Mii EURO, 2012
Brasov, X. Hirtie si articole din acestea, Luna august 2014, Mii EURO, 1586
Brasov, X. Hirtie si articole din acestea, Luna septembrie 2014, Mii EURO, 1821
Brasov, X. Hirtie si articole din acestea, Luna octombrie 2014, Mii EURO, 2228
Brasov, X. Hirtie si articole din acestea, Luna noiembrie 2014, Mii EURO, 2021
Brasov, X. Hirtie si articole din acestea, Luna decembrie 2014, Mii EURO, 2145
Brasov, X. Hirtie si articole din acestea, Luna ianuarie 2015, Mii EURO, 1233
Brasov, X. Hirtie si articole din acestea, Luna februarie 2015, Mii EURO, 1518
Brasov, X. Hirtie si articole din acestea, Luna martie 2015, Mii EURO, 2248
Brasov, X. Hirtie si articole din acestea, Luna aprilie 2015, Mii EURO, 1597
Brasov, X. Hirtie si articole din acestea, Luna mai 2015, Mii EURO, 1488
Brasov, X. Hirtie si articole din acestea, Luna iunie 2015, Mii EURO, 1742
Brasov, X. Hirtie si articole din acestea, Luna iulie 2015, Mii EURO, 1933
Brasov, X. Hirtie si articole din acestea, Luna august 2015, Mii EURO, 1475
Brasov, X. Hirtie si articole din acestea, Luna septembrie 2015, Mii EURO, 2070
